Harga,Lokasi,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Sertifikat,Daya Listrik
730.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,84,56,SHM - Sertifikat Hak Milik,2200
5600.0,"Balikpapan Baru, Balikpapan",4.0,4.0,400,250,SHM - Sertifikat Hak Milik,4400
1100.0,"Batakan, Balikpapan",8.0,4.0,135,120,SHM - Sertifikat Hak Milik,3500
1700.0,"Balikpapan Baru, Balikpapan",3.0,2.0,200,150,SHM - Sertifikat Hak Milik,2200
845.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,143,125,SHM - Sertifikat Hak Milik,1300
1800.0,"Balikpapan Baru, Balikpapan",3.0,2.0,144,120,SHM - Sertifikat Hak Milik,2200
550.0,"Balikpapan Utara, Balikpapan",2.0,1.0,150,48,SHM - Sertifikat Hak Milik,1300
1350.0,"Telaga Sari, Balikpapan",5.0,3.0,137,280,SHM - Sertifikat Hak Milik,3500
1200.0,"Sepinggan, Balikpapan",3.0,2.0,140,90,HGB - Hak Guna Bangunan,2200
2700.0,"Balikpapan Utara, Balikpapan",3.0,2.0,148,180,HGB - Hak Guna Bangunan,2200
2400.0,"Balikpapan Baru, Balikpapan",6.0,4.0,220,230,SHM - Sertifikat Hak Milik,1300
405.0,"Karang Joang, Balikpapan",2.0,1.0,150,39,HGB - Hak Guna Bangunan,1300
3800.0,"Damai, Balikpapan",4.0,3.0,400,230,SHM - Sertifikat Hak Milik,1300
2300.0,"Balikpapan Baru, Balikpapan",6.0,2.0,234,156,SHM - Sertifikat Hak Milik,2200
1350.0,"Balikpapan Selatan, Balikpapan",2.0,2.0,144,75,SHM - Sertifikat Hak Milik,2200
800.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,115,45,SHM - Sertifikat Hak Milik,1300
3750.0,"Balikpapan Utara, Balikpapan",4.0,5.0,319,450,SHM - Sertifikat Hak Milik,4400
5780.0,"Balikpapan Tengah, Balikpapan",3.0,3.0,665,400,SHM - Sertifikat Hak Milik,4400
1670.0,"Balikpapan Utara, Balikpapan",2.0,1.0,250,80,SHM - Sertifikat Hak Milik,2200
2000.0,"Balikpapan Utara, Balikpapan",2.0,2.0,285,135,SHM - Sertifikat Hak Milik,4400
875.0,"Balikpapan Utara, Balikpapan",2.0,2.0,120,100,SHM - Sertifikat Hak Milik,2200
2400.0,"Balikpapan Baru, Balikpapan",4.0,4.0,160,320,SHM - Sertifikat Hak Milik,2200
1420.0,"Gn. Samarinda, Balikpapan",3.0,2.0,211,200,SHM - Sertifikat Hak Milik,2200
650.0,"Balikpapan Selatan, Balikpapan",3.0,1.0,120,90,SHM - Sertifikat Hak Milik,1300
875.0,"Balikpapan Utara, Balikpapan",2.0,2.0,120,100,SHM - Sertifikat Hak Milik,2200
1750.0,"Balikpapan Utara, Balikpapan",3.0,3.0,256,150,SHM - Sertifikat Hak Milik,2200
7000.0,"Balikpapan Baru, Balikpapan",4.0,3.0,648,176,SHM - Sertifikat Hak Milik,3500
700.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,112,42,SHM - Sertifikat Hak Milik,1300
900.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,112,45,SHM - Sertifikat Hak Milik,1300
1900.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,256,68,SHM - Sertifikat Hak Milik,2200
600.0,"Balikpapan Utara, Balikpapan",3.0,2.0,120,90,SHM - Sertifikat Hak Milik,1300
2250.0,"Balikpapan Selatan, Balikpapan",4.0,5.0,210,155,SHM - Sertifikat Hak Milik,3500
4500.0,"Balikpapan Selatan, Balikpapan",4.0,2.0,356,199,SHM - Sertifikat Hak Milik,5500
10000.0,"Sepinggan, Balikpapan",4.0,5.0,826,998,SHM - Sertifikat Hak Milik,4400
6500.0,"Balikpapan Selatan, Balikpapan",5.0,4.0,500,400,SHM - Sertifikat Hak Milik,5500
1100.0,"Sepinggan, Balikpapan",3.0,2.0,150,100,SHM - Sertifikat Hak Milik,1300
1100.0,"Balikpapan Selatan, Balikpapan",2.0,2.0,162,100,SHM - Sertifikat Hak Milik,1300
5000.0,"Balikpapan Baru, Balikpapan",6.0,4.0,612,350,SHM - Sertifikat Hak Milik,5500
700.0,"Balikpapan Utara, Balikpapan",3.0,2.0,200,90,SHM - Sertifikat Hak Milik,1300
1000.0,"Balikpapan Tengah, Balikpapan",4.0,3.0,200,200,SHM - Sertifikat Hak Milik,2200
3700.0,"Balikpapan Utara, Balikpapan",11.0,8.0,1115,550,SHM - Sertifikat Hak Milik,7600
10000.0,"Balikpapan Tengah, Balikpapan",8.0,3.0,307,250,SHM - Sertifikat Hak Milik,3500
4500.0,"Balikpapan Selatan, Balikpapan",4.0,4.0,600,400,SHM - Sertifikat Hak Milik,5500
1100.0,"Balikpapan Selatan, Balikpapan",28.0,10.0,200,200,SHM - Sertifikat Hak Milik,3500
295.0,"Balikpapan Timur, Balikpapan",2.0,1.0,120,36,SHM - Sertifikat Hak Milik,1300
800.0,"Balikpapan Utara, Balikpapan",2.0,2.0,96,120,SHM - Sertifikat Hak Milik,1300
4000.0,"Balikpapan Tengah, Balikpapan",5.0,2.0,427,300,SHM - Sertifikat Hak Milik,2200
700.0,"Balikpapan Selatan, Balikpapan",3.0,3.0,120,210,SHM - Sertifikat Hak Milik,900
950.0,"Balikpapan Utara, Balikpapan",4.0,2.0,218,218,SHM - Sertifikat Hak Milik,1300
1500.0,"Balikpapan Utara, Balikpapan",3.0,3.0,268,177,HGB - Hak Guna Bangunan,2200
900.0,"Balikpapan Timur, Balikpapan",2.0,2.0,191,72,SHM - Sertifikat Hak Milik,2200
390.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,120,120,SHM - Sertifikat Hak Milik,1300
450.0,"Balikpapan Utara, Balikpapan",3.0,1.0,118,110,SHM - Sertifikat Hak Milik,2200
1700.0,"Balikpapan Utara, Balikpapan",5.0,2.0,155,172,SHM - Sertifikat Hak Milik,2200
2800.0,"Balikpapan Tengah, Balikpapan",3.0,2.0,733,136,SHM - Sertifikat Hak Milik,2200
900.0,"Manggar, Balikpapan",4.0,3.0,450,117,"Lainnya (PPJB,Girik,Adat,dll)",1300
6500.0,"Balikpapan Selatan, Balikpapan",4.0,4.0,1407,300,HGB - Hak Guna Bangunan,10000
6800.0,"Klandasan Ulu, Balikpapan",7.0,3.0,435,298,SHM - Sertifikat Hak Milik,10600
980.0,"Balikpapan Tengah, Balikpapan",3.0,2.0,120,125,SHM - Sertifikat Hak Milik,2200
4100.0,"Klandasan Ilir, Balikpapan",5.0,3.0,318,460,SHM - Sertifikat Hak Milik,2200
1290.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,240,240,SHM - Sertifikat Hak Milik,2200
2200.0,"Balikpapan Selatan, Balikpapan",4.0,2.0,360,300,SHM - Sertifikat Hak Milik,2200
1500.0,"Balikpapan Utara, Balikpapan",4.0,2.0,200,200,SHM - Sertifikat Hak Milik,3500
1300.0,"Balikpapan Utara, Balikpapan",3.0,1.0,144,110,SHM - Sertifikat Hak Milik,1300
900.0,"Balikpapan Selatan, Balikpapan",5.0,2.0,178,100,SHM - Sertifikat Hak Milik,1300
3000.0,"Damai, Balikpapan",5.0,5.0,240,74,SHM - Sertifikat Hak Milik,4400
1200.0,"Balikpapan Utara, Balikpapan",5.0,3.0,195,175,HGB - Hak Guna Bangunan,2200
600.0,"Balikpapan Utara, Balikpapan",3.0,1.0,108,100,SHM - Sertifikat Hak Milik,1300
3800.0,"Balikpapan Utara, Balikpapan",4.0,3.0,400,230,SHM - Sertifikat Hak Milik,1300
1400.0,"Balikpapan Barat, Balikpapan",7.0,3.0,350,230,SHM - Sertifikat Hak Milik,3500
480.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,96,50,SHM - Sertifikat Hak Milik,1300
2500.0,"Balikpapan Selatan, Balikpapan",5.0,3.0,150,300,SHM - Sertifikat Hak Milik,2200
1800.0,"Balikpapan Selatan, Balikpapan",4.0,2.0,216,300,SHM - Sertifikat Hak Milik,3500
3500.0,"Balikpapan Selatan, Balikpapan",4.0,3.0,230,320,SHM - Sertifikat Hak Milik,2200
1490.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,144,120,SHM - Sertifikat Hak Milik,2200
2000.0,"Damai, Balikpapan",4.0,3.0,300,220,SHM - Sertifikat Hak Milik,5500
1600.0,"Balikpapan Selatan, Balikpapan",2.0,2.0,160,135,SHM - Sertifikat Hak Milik,2200
1300.0,"Gn. Samarinda, Balikpapan",3.0,3.0,320,172,SHM - Sertifikat Hak Milik,4400
750.0,"Sepinggan, Balikpapan",3.0,1.0,120,180,SHM - Sertifikat Hak Milik,2200
1500.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,328,158,SHM - Sertifikat Hak Milik,2200
3800.0,"Balikpapan Selatan, Balikpapan",6.0,4.0,200,250,SHM - Sertifikat Hak Milik,3500
1690.0,"Balikpapan Utara, Balikpapan",3.0,1.0,250,60,SHM - Sertifikat Hak Milik,1300
1100.0,"Balikpapan Selatan, Balikpapan",2.0,2.0,72,57,"Lainnya (PPJB,Girik,Adat,dll)",1300
1200.0,"Balikpapan Utara, Balikpapan",3.0,2.0,180,120,SHM - Sertifikat Hak Milik,4400
4600.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,485,300,SHM - Sertifikat Hak Milik,6600
1500.0,"Telaga Sari, Balikpapan",5.0,3.0,137,274,SHM - Sertifikat Hak Milik,3500
1600.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,210,176,SHM - Sertifikat Hak Milik,3500
1500.0,"Balikpapan Selatan, Balikpapan",5.0,4.0,193,150,SHM - Sertifikat Hak Milik,4400
795.0,"Sepinggan, Balikpapan",3.0,1.0,150,63,SHM - Sertifikat Hak Milik,1300
1200.0,"Balikpapan Timur, Balikpapan",3.0,2.0,152,70,SHM - Sertifikat Hak Milik,2200
5250.0,"Balikpapan Selatan, Balikpapan",3.0,3.0,500,350,SHM - Sertifikat Hak Milik,16500
5250.0,"Balikpapan Selatan, Balikpapan",3.0,3.0,500,350,SHM - Sertifikat Hak Milik,16500
7000.0,"Balikpapan Selatan, Balikpapan",4.0,6.0,190,380,SHM - Sertifikat Hak Milik,5500
1000.0,"Telaga Sari, Balikpapan",6.0,4.0,150,174,SHM - Sertifikat Hak Milik,3500
800.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,120,90,SHM - Sertifikat Hak Milik,1300
850.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,150,120,SHM - Sertifikat Hak Milik,2200
2800.0,"Balikpapan Selatan, Balikpapan",3.0,3.0,162,240,HGB - Hak Guna Bangunan,3500
2900.0,"Balikpapan Selatan, Balikpapan",4.0,3.0,140,240,SHM - Sertifikat Hak Milik,2200
900.0,"Balikpapan Utara, Balikpapan",2.0,2.0,120,120,SHM - Sertifikat Hak Milik,2200
1200.0,"Balikpapan Tengah, Balikpapan",4.0,2.0,165,150,SHM - Sertifikat Hak Milik,1300
470.0,"Balikpapan Utara, Balikpapan",2.0,1.0,120,45,HGB - Hak Guna Bangunan,1300
515.0,"Balikpapan Utara, Balikpapan",2.0,1.0,96,45,SHM - Sertifikat Hak Milik,1300
1300.0,"Balikpapan Utara, Balikpapan",3.0,2.0,230,350,SHM - Sertifikat Hak Milik,10000
3200.0,"Balikpapan Selatan, Balikpapan",5.0,4.0,250,213,SHM - Sertifikat Hak Milik,2200
900.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,189,90,SHM - Sertifikat Hak Milik,1300
2100.0,"Balikpapan Selatan, Balikpapan",3.0,1.0,776,50,SHM - Sertifikat Hak Milik,900
1900.0,"Balikpapan Selatan, Balikpapan",4.0,2.0,120,120,SHM - Sertifikat Hak Milik,2200
1200.0,"Balikpapan Selatan, Balikpapan",3.0,1.0,136,85,SHM - Sertifikat Hak Milik,1300
2100.0,"Balikpapan Tengah, Balikpapan",3.0,2.0,296,371,SHM - Sertifikat Hak Milik,4400
1550.0,"Balikpapan Selatan, Balikpapan",4.0,3.0,168,91,SHM - Sertifikat Hak Milik,2200
650.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,120,48,SHM - Sertifikat Hak Milik,1300
825.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,90,55,SHM - Sertifikat Hak Milik,2200
700.0,"Muara Rapak, Balikpapan",2.0,2.0,150,130,SHM - Sertifikat Hak Milik,2200
1700.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,155,82,SHM - Sertifikat Hak Milik,4400
3200.0,"Balikpapan Selatan, Balikpapan",3.0,3.0,200,155,SHM - Sertifikat Hak Milik,2200
1700.0,"Balikpapan Utara, Balikpapan",4.0,3.0,180,150,SHM - Sertifikat Hak Milik,2200
2500.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,240,100,SHM - Sertifikat Hak Milik,1300
500.0,"Balikpapan Utara, Balikpapan",2.0,2.0,96,96,SHM - Sertifikat Hak Milik,2200
1900.0,"Balikpapan Utara, Balikpapan",4.0,4.0,276,250,SHM - Sertifikat Hak Milik,3500
1800.0,"Balikpapan Utara, Balikpapan",3.0,3.0,194,200,SHM - Sertifikat Hak Milik,2200
1750.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,180,150,SHM - Sertifikat Hak Milik,2200
1850.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,256,68,SHM - Sertifikat Hak Milik,2200
1500.0,"Batu Ampar, Balikpapan",6.0,4.0,200,240,SHM - Sertifikat Hak Milik,1300
500.0,"Balikpapan Selatan, Balikpapan",2.0,2.0,90,60,SHM - Sertifikat Hak Milik,1300
1700.0,"Klandasan Ilir, Balikpapan",3.0,2.0,145,84,SHM - Sertifikat Hak Milik,2200
700.0,"Balikpapan Selatan, Balikpapan",3.0,1.0,142,140,SHM - Sertifikat Hak Milik,1300
1300.0,"Balikpapan Utara, Balikpapan",2.0,2.0,150,100,SHM - Sertifikat Hak Milik,4400
800.0,"Gunung Bahagia, Balikpapan",2.0,1.0,120,63,"Lainnya (PPJB,Girik,Adat,dll)",1300
885.0,"Sepinggan, Balikpapan",2.0,1.0,227,55,SHM - Sertifikat Hak Milik,4400
2500.0,"Balikpapan Selatan, Balikpapan",4.0,3.0,198,225,SHM - Sertifikat Hak Milik,2200
1250.0,"Balikpapan Utara, Balikpapan",3.0,2.0,395,121,SHM - Sertifikat Hak Milik,2200
430.0,"Balikpapan Utara, Balikpapan",2.0,1.0,105,42,SHM - Sertifikat Hak Milik,1300
5500.0,"Balikpapan Baru, Balikpapan",4.0,2.0,475,400,SHM - Sertifikat Hak Milik,5500
12000.0,"Balikpapan Selatan, Balikpapan",6.0,4.0,420,560,SHM - Sertifikat Hak Milik,16500
1850.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,210,100,SHM - Sertifikat Hak Milik,1300
1050.0,"Balikpapan Selatan, Balikpapan",2.0,2.0,90,60,SHM - Sertifikat Hak Milik,2200
1150.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,90,55,SHM - Sertifikat Hak Milik,2200
1450.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,121,105,SHM - Sertifikat Hak Milik,4400
1400.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,140,70,HGB - Hak Guna Bangunan,2200
1200.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,120,70,HGB - Hak Guna Bangunan,3500
960.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,90,60,HGB - Hak Guna Bangunan,1300
1200.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,130,70,HGB - Hak Guna Bangunan,2200
3200.0,"Balikpapan Selatan, Balikpapan",5.0,5.0,280,226,SHM - Sertifikat Hak Milik,4400
1700.0,"Balikpapan Tengah, Balikpapan",2.0,1.0,200,150,SHM - Sertifikat Hak Milik,2200
725.0,"Gn. Samarinda, Balikpapan",2.0,1.0,120,57,SHM - Sertifikat Hak Milik,2200
650.0,"Balikpapan Tengah, Balikpapan",4.0,2.0,105,150,SHM - Sertifikat Hak Milik,1300
2300.0,"Balikpapan Utara, Balikpapan",3.0,3.0,140,88,SHM - Sertifikat Hak Milik,2200
1200.0,"Balikpapan Timur, Balikpapan",2.0,2.0,72,36,"Lainnya (PPJB,Girik,Adat,dll)",2200
600.0,"Balikpapan Utara, Balikpapan",2.0,1.0,104,44,SHM - Sertifikat Hak Milik,1300
1550.0,"Balikpapan Selatan, Balikpapan",8.0,3.0,135,125,SHM - Sertifikat Hak Milik,2200
850.0,"Balikpapan Barat, Balikpapan",2.0,2.0,165,77,SHM - Sertifikat Hak Milik,1300
450.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,72,90,SHM - Sertifikat Hak Milik,1300
425.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,72,90,SHM - Sertifikat Hak Milik,1300
5650.0,"Balikpapan Utara, Balikpapan",3.0,4.0,220,191,SHM - Sertifikat Hak Milik,3500
2200.0,"Balikpapan Utara, Balikpapan",4.0,3.0,126,200,SHM - Sertifikat Hak Milik,2200
470.0,"Balikpapan Timur, Balikpapan",2.0,2.0,91,42,HGB - Hak Guna Bangunan,1300
2400.0,"Balikpapan Selatan, Balikpapan",3.0,3.0,241,108,SHM - Sertifikat Hak Milik,5500
530.0,"Balikpapan Utara, Balikpapan",2.0,2.0,100,90,SHM - Sertifikat Hak Milik,1300
4500.0,"Balikpapan Selatan, Balikpapan",5.0,4.0,206,255,SHM - Sertifikat Hak Milik,2200
500.0,"Sepinggan, Balikpapan",2.0,1.0,100,40,SHM - Sertifikat Hak Milik,900
2600.0,"Balikpapan Baru, Balikpapan",5.0,4.0,200,298,SHM - Sertifikat Hak Milik,5500
1500.0,"Balikpapan Baru, Balikpapan",3.0,1.0,120,93,SHM - Sertifikat Hak Milik,5500
520.0,"Balikpapan Selatan, Balikpapan",3.0,1.0,72,144,SHM - Sertifikat Hak Milik,1300
983.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,75,70,HGB - Hak Guna Bangunan,2200
2200.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,152,100,SHM - Sertifikat Hak Milik,3500
1500.0,"Balikpapan Utara, Balikpapan",2.0,2.0,108,61,"Lainnya (PPJB,Girik,Adat,dll)",2200
1650.0,"Balikpapan Utara, Balikpapan",2.0,1.0,108,61,"Lainnya (PPJB,Girik,Adat,dll)",2200
2950.0,"Balikpapan Selatan, Balikpapan",4.0,4.0,244,300,HGB - Hak Guna Bangunan,5500
925.0,"Balikpapan Utara, Balikpapan",3.0,2.0,80,72,SHM - Sertifikat Hak Milik,2200
700.0,"Balikpapan Selatan, Balikpapan",2.0,2.0,61,41,SHM - Sertifikat Hak Milik,1300
900.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,72,72,SHM - Sertifikat Hak Milik,1300
2300.0,"Balikpapan Baru, Balikpapan",5.0,4.0,243,215,SHM - Sertifikat Hak Milik,4400
950.0,"Balikpapan Utara, Balikpapan",3.0,2.0,174,90,HGB - Hak Guna Bangunan,1300
7000.0,"Klandasan Ilir, Balikpapan",3.0,1.0,320,270,SHM - Sertifikat Hak Milik,2200
2500.0,"Balikpapan Tengah, Balikpapan",2.0,2.0,250,150,SHM - Sertifikat Hak Milik,2200
726.0,"Balikpapan Utara, Balikpapan",2.0,2.0,157,90,SHM - Sertifikat Hak Milik,4400
2600.0,"Balikpapan Utara, Balikpapan",4.0,2.0,250,250,SHM - Sertifikat Hak Milik,2200
2600.0,"Balikpapan Baru, Balikpapan",4.0,2.0,400,100,SHM - Sertifikat Hak Milik,2200
800.0,"Balikpapan Selatan, Balikpapan",12.0,6.0,154,192,"Lainnya (PPJB,Girik,Adat,dll)",3500
2500.0,"Gunung Bahagia, Balikpapan",4.0,3.0,135,200,SHM - Sertifikat Hak Milik,3500
7500.0,"Balikpapan Baru, Balikpapan",6.0,4.0,575,900,SHM - Sertifikat Hak Milik,13300
800.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,240,240,SHM - Sertifikat Hak Milik,2200
730.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,84,56,SHM - Sertifikat Hak Milik,2200
6000.0,"Sepinggan, Balikpapan",9.0,4.0,700,700,SHM - Sertifikat Hak Milik,4400
850.0,"Batu Ampar, Balikpapan",2.0,1.0,96,45,SHM - Sertifikat Hak Milik,1300
450.0,"Balikpapan Utara, Balikpapan",2.0,1.0,108,48,SHM - Sertifikat Hak Milik,2200
1000.0,"Balikpapan Utara, Balikpapan",3.0,1.0,180,150,SHM - Sertifikat Hak Milik,1300
700.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,72,60,SHM - Sertifikat Hak Milik,1300
1700.0,"Balikpapan Baru, Balikpapan",3.0,2.0,200,150,SHM - Sertifikat Hak Milik,2200
395.0,"Balikpapan Utara, Balikpapan",2.0,1.0,60,55,SHM - Sertifikat Hak Milik,1300
1500.0,"Balikpapan Utara, Balikpapan",6.0,4.0,200,240,SHM - Sertifikat Hak Milik,2200
1900.0,"Balikpapan Tengah, Balikpapan",4.0,4.0,283,263,SHM - Sertifikat Hak Milik,1300
1800.0,"Balikpapan Utara, Balikpapan",4.0,4.0,186,160,SHM - Sertifikat Hak Milik,2200
1700.0,"Balikpapan Selatan, Balikpapan",4.0,3.0,180,100,SHM - Sertifikat Hak Milik,2200
9500.0,"Balikpapan Baru, Balikpapan",4.0,4.0,396,289,SHM - Sertifikat Hak Milik,5500
1000.0,"Balikpapan Utara, Balikpapan",2.0,2.0,135,135,SHM - Sertifikat Hak Milik,3500
2500.0,"Klandasan Ilir, Balikpapan",6.0,2.0,128,120,SHM - Sertifikat Hak Milik,2200
4000.0,"Balikpapan Baru, Balikpapan",4.0,4.0,296,245,SHM - Sertifikat Hak Milik,5500
2200.0,"Balikpapan Selatan, Balikpapan",3.0,3.0,220,160,SHM - Sertifikat Hak Milik,5500
600.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,144,72,SHM - Sertifikat Hak Milik,1300
1800.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,140,70,SHM - Sertifikat Hak Milik,2200
850.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,120,110,SHM - Sertifikat Hak Milik,1300
400.0,"Karang Joang, Balikpapan",2.0,1.0,96,39,HGB - Hak Guna Bangunan,1300
231.0,"Karang Joang, Balikpapan",2.0,1.0,90,36,HGB - Hak Guna Bangunan,1300
1400.0,"Balikpapan Baru, Balikpapan",2.0,2.0,270,80,SHM - Sertifikat Hak Milik,3300
740.0,"Balikpapan Utara, Balikpapan",3.0,1.0,120,100,SHM - Sertifikat Hak Milik,1300
550.0,"Gn. Sari Ilir, Balikpapan",2.0,1.0,78,40,SHM - Sertifikat Hak Milik,1300
500.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,96,96,SHM - Sertifikat Hak Milik,1300
650.0,"Balikpapan Utara, Balikpapan",2.0,2.0,120,120,SHM - Sertifikat Hak Milik,1300
3500.0,"Balikpapan Utara, Balikpapan",5.0,4.0,401,201,SHM - Sertifikat Hak Milik,2200
3000.0,"Marga Sari, Balikpapan",7.0,7.0,600,550,SHM - Sertifikat Hak Milik,1300
2500.0,"Sepinggan, Balikpapan",3.0,2.0,176,80,SHM - Sertifikat Hak Milik,2200
1500.0,"Balikpapan Utara, Balikpapan",4.0,2.0,200,200,SHM - Sertifikat Hak Milik,3500
995.0,"Balikpapan Selatan, Balikpapan",3.0,1.0,180,60,SHM - Sertifikat Hak Milik,1300
1500.0,"Balikpapan Selatan, Balikpapan",4.0,3.0,157,200,SHM - Sertifikat Hak Milik,2200
1300.0,"Balikpapan Utara, Balikpapan",3.0,1.0,144,110,SHM - Sertifikat Hak Milik,1300
4700.0,"Balikpapan Utara, Balikpapan",5.0,4.0,538,250,SHM - Sertifikat Hak Milik,3500
2500.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,178,80,SHM - Sertifikat Hak Milik,2200
1000.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,180,108,SHM - Sertifikat Hak Milik,900
2700.0,"Damai, Balikpapan",3.0,2.0,200,120,HGB - Hak Guna Bangunan,3500
400.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,60,30,SHM - Sertifikat Hak Milik,1300
950.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,128,75,SHM - Sertifikat Hak Milik,2200
1700.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,150,135,SHM - Sertifikat Hak Milik,3500
1300.0,"Balikpapan Utara, Balikpapan",3.0,2.0,150,90,SHM - Sertifikat Hak Milik,2200
4200.0,"Batu Ampar, Balikpapan",5.0,6.0,770,350,SHM - Sertifikat Hak Milik,3500
5500.0,"Balikpapan Selatan, Balikpapan",4.0,3.0,500,250,SHM - Sertifikat Hak Milik,5500
3000.0,"Balikpapan Timur, Balikpapan",4.0,2.0,2280,225,SHM - Sertifikat Hak Milik,1300
3900.0,"Balikpapan Selatan, Balikpapan",4.0,4.0,300,330,SHM - Sertifikat Hak Milik,13200
700.0,"Balikpapan Barat, Balikpapan",3.0,1.0,208,70,SHM - Sertifikat Hak Milik,1300
3100.0,"Balikpapan Selatan, Balikpapan",5.0,1.0,600,350,SHM - Sertifikat Hak Milik,2200
3800.0,"Balikpapan Selatan, Balikpapan",4.0,3.0,322,230,SHM - Sertifikat Hak Milik,3500
2490.0,"Balikpapan Tengah, Balikpapan",4.0,2.0,540,207,SHM - Sertifikat Hak Milik,3500
1330.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,120,120,SHM - Sertifikat Hak Milik,3500
3200.0,"Klandasan Ulu, Balikpapan",12.0,13.0,400,400,SHM - Sertifikat Hak Milik,3500
7750.0,"Balikpapan Selatan, Balikpapan",6.0,5.0,380,500,SHM - Sertifikat Hak Milik,3500
4500.0,"Balikpapan Utara, Balikpapan",7.0,4.0,550,550,SHM - Sertifikat Hak Milik,3500
4600.0,"Balikpapan Selatan, Balikpapan",5.0,4.0,425,300,SHM - Sertifikat Hak Milik,3500
4500.0,"Balikpapan Selatan, Balikpapan",5.0,5.0,250,300,SHM - Sertifikat Hak Milik,2200
12000.0,"Balikpapan Selatan, Balikpapan",5.0,4.0,700,550,SHM - Sertifikat Hak Milik,5500
4200.0,"Balikpapan Utara, Balikpapan",5.0,4.0,540,300,SHM - Sertifikat Hak Milik,3500
2200.0,"Sepinggan, Balikpapan",5.0,2.0,403,200,SHM - Sertifikat Hak Milik,2200
1060.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,168,90,HGB - Hak Guna Bangunan,1300
2640.0,"Balikpapan Selatan, Balikpapan",4.0,4.0,130,200,SHM - Sertifikat Hak Milik,2200
3500.0,"Balikpapan Utara, Balikpapan",4.0,5.0,319,490,SHM - Sertifikat Hak Milik,2200
700.0,"Balikpapan Tengah, Balikpapan",3.0,2.0,144,120,SHM - Sertifikat Hak Milik,1300
18000.0,"Manggar, Balikpapan",6.0,3.0,4580,600,SHM - Sertifikat Hak Milik,6600
1500.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,180,150,SHM - Sertifikat Hak Milik,1300
1010.0,"Balikpapan Utara, Balikpapan",4.0,2.0,120,72,HGB - Hak Guna Bangunan,2200
1850.0,"Gn. Sari Ilir, Balikpapan",4.0,2.0,135,260,SHM - Sertifikat Hak Milik,2200
2000.0,"Balikpapan Tengah, Balikpapan",3.0,3.0,151,124,SHM - Sertifikat Hak Milik,2200
900.0,"Balikpapan Selatan, Balikpapan",4.0,2.0,104,100,HGB - Hak Guna Bangunan,1300
7500.0,"Balikpapan Selatan, Balikpapan",5.0,3.0,450,800,SHM - Sertifikat Hak Milik,5500
3550.0,"Balikpapan Selatan, Balikpapan",6.0,4.0,300,290,SHM - Sertifikat Hak Milik,2200
