Harga,Lokasi,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Sertifikat,Daya Listrik
1750.0,"Balikpapan Utara, Balikpapan",3.0,1.0,144,84,SHM - Sertifikat Hak Milik,1300
920.0,"Balikpapan Utara, Balikpapan",2.0,1.0,150,60,SHM - Sertifikat Hak Milik,1300
4000.0,"Balikpapan Utara, Balikpapan",5.0,5.0,319,287,SHM - Sertifikat Hak Milik,2200
1000.0,"Balikpapan Tengah, Balikpapan",4.0,3.0,424,150,SHM - Sertifikat Hak Milik,2200
1700.0,"Balikpapan Utara, Balikpapan",3.0,2.0,285,200,SHM - Sertifikat Hak Milik,2200
750.0,"Balikpapan Utara, Balikpapan",2.0,2.0,90,90,SHM - Sertifikat Hak Milik,2200
950.0,"Balikpapan Utara, Balikpapan",4.0,2.0,201,180,SHM - Sertifikat Hak Milik,2200
1700.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,105,100,SHM - Sertifikat Hak Milik,3500
2700.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,500,224,HGB - Hak Guna Bangunan,1300
2950.0,"Balikpapan Baru, Balikpapan",4.0,4.0,300,289,SHM - Sertifikat Hak Milik,10600
1890.0,"Balikpapan Selatan, Balikpapan",5.0,3.0,240,200,SHM - Sertifikat Hak Milik,22000
2800.0,"Balikpapan Selatan, Balikpapan",5.0,5.0,280,226,SHM - Sertifikat Hak Milik,4400
4500.0,"Balikpapan Kota, Balikpapan",3.0,2.0,330,300,SHM - Sertifikat Hak Milik,10000
1850.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,180,120,SHM - Sertifikat Hak Milik,2200
2100.0,"Balikpapan Utara, Balikpapan",3.0,3.0,140,70,SHM - Sertifikat Hak Milik,2200
4500.0,"Balikpapan Baru, Balikpapan",4.0,3.0,400,250,SHM - Sertifikat Hak Milik,3500
5500.0,"Balikpapan Baru, Balikpapan",5.0,4.0,396,400,SHM - Sertifikat Hak Milik,5500
750.0,"Balikpapan Utara, Balikpapan",3.0,3.0,144,200,SHM - Sertifikat Hak Milik,3500
850.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,88,88,SHM - Sertifikat Hak Milik,2200
1350.0,"Balikpapan Selatan, Balikpapan",4.0,3.0,400,146,SHM - Sertifikat Hak Milik,2200
800.0,"Balikpapan Tengah, Balikpapan",4.0,2.0,120,8,SHM - Sertifikat Hak Milik,1300
900.0,"Balikpapan Utara, Balikpapan",3.0,2.0,250,98,HGB - Hak Guna Bangunan,2200
800.0,"Balikpapan Selatan, Balikpapan",2.0,2.0,200,77,SHM - Sertifikat Hak Milik,1300
2100.0,"Balikpapan Tengah, Balikpapan",8.0,6.0,429,429,SHM - Sertifikat Hak Milik,5500
850.0,"Balikpapan Utara, Balikpapan",2.0,2.0,184,64,SHM - Sertifikat Hak Milik,1300
850.0,"Balikpapan Selatan, Balikpapan",2.0,2.0,90,54,SHM - Sertifikat Hak Milik,1300
875.0,"Balikpapan Selatan, Balikpapan",4.0,2.0,180,120,SHM - Sertifikat Hak Milik,2200
1900.0,"Balikpapan Tengah, Balikpapan",6.0,4.0,217,200,SHM - Sertifikat Hak Milik,2200
2000.0,"Balikpapan Selatan, Balikpapan",4.0,3.0,200,150,SHM - Sertifikat Hak Milik,2200
2600.0,"Balikpapan Utara, Balikpapan",3.0,2.0,528,150,SHM - Sertifikat Hak Milik,1300
2700.0,"Batakan, Balikpapan",8.0,8.0,563,300,"Lainnya (PPJB,Girik,Adat,dll)",1300
1000.0,"Gn. Samarinda, Balikpapan",2.0,1.0,208,86,SHM - Sertifikat Hak Milik,2200
800.0,"Balikpapan Tengah, Balikpapan",3.0,2.0,142,122,SHM - Sertifikat Hak Milik,1300
560.0,"Balikpapan Utara, Balikpapan",3.0,2.0,234,130,SHM - Sertifikat Hak Milik,900
750.0,"Balikpapan Selatan, Balikpapan",4.0,3.0,120,120,SHM - Sertifikat Hak Milik,2200
975.0,"Balikpapan Utara, Balikpapan",4.0,2.0,396,160,SHM - Sertifikat Hak Milik,900
700.0,"Balikpapan Selatan, Balikpapan",3.0,1.0,90,72,SHM - Sertifikat Hak Milik,1300
510.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,120,100,SHM - Sertifikat Hak Milik,2200
2650.0,"Balikpapan Selatan, Balikpapan",3.0,3.0,600,250,SHM - Sertifikat Hak Milik,5500
2800.0,"Balikpapan Utara, Balikpapan",5.0,4.0,401,201,SHM - Sertifikat Hak Milik,2200
2700.0,"Balikpapan Utara, Balikpapan",2.0,2.0,144,200,SHM - Sertifikat Hak Milik,2200
1100.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,134,200,SHM - Sertifikat Hak Milik,3500
2500.0,"Sepinggan, Balikpapan",3.0,2.0,176,80,SHM - Sertifikat Hak Milik,2200
1400.0,"Balikpapan Utara, Balikpapan",3.0,2.0,72,72,"Lainnya (PPJB,Girik,Adat,dll)",1300
9000.0,"Sepinggan, Balikpapan",3.0,3.0,780,400,SHM - Sertifikat Hak Milik,16500
1500.0,"Batakan, Balikpapan",3.0,3.0,98,140,SHM - Sertifikat Hak Milik,2200
695.0,"Balikpapan Utara, Balikpapan",2.0,1.0,115,105,SHM - Sertifikat Hak Milik,2200
1800.0,"Balikpapan Utara, Balikpapan",6.0,3.0,268,243,SHM - Sertifikat Hak Milik,2200
2100.0,"Balikpapan Utara, Balikpapan",2.0,2.0,72,47,"Lainnya (PPJB,Girik,Adat,dll)",1300
700.0,"Balikpapan Selatan, Balikpapan",3.0,1.0,90,72,SHM - Sertifikat Hak Milik,1300
5500.0,"Balikpapan Timur, Balikpapan",4.0,3.0,234,347,SHM - Sertifikat Hak Milik,5500
1200.0,"Balikpapan Utara, Balikpapan",2.0,2.0,60,47,SHM - Sertifikat Hak Milik,1300
1250.0,"Balikpapan Utara, Balikpapan",2.0,2.0,60,47,SHM - Sertifikat Hak Milik,1300
800.0,"Balikpapan Utara, Balikpapan",3.0,3.0,450,108,SHM - Sertifikat Hak Milik,1300
2000.0,"Balikpapan Tengah, Balikpapan",5.0,3.0,300,400,SHM - Sertifikat Hak Milik,3500
1250.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,150,130,SHM - Sertifikat Hak Milik,2200
1250.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,150,130,SHM - Sertifikat Hak Milik,2200
700.0,"Kariangau, Balikpapan",2.0,1.0,150,60,SHM - Sertifikat Hak Milik,900
2500.0,"Balikpapan Selatan, Balikpapan",5.0,4.0,152,130,SHM - Sertifikat Hak Milik,2200
4500.0,"Balikpapan Barat, Balikpapan",6.0,5.0,480,444,SHM - Sertifikat Hak Milik,5500
1500.0,"Balikpapan Selatan, Balikpapan",5.0,2.0,120,230,SHM - Sertifikat Hak Milik,2200
4500.0,"Balikpapan Utara, Balikpapan",4.0,3.0,220,190,SHM - Sertifikat Hak Milik,2200
4200.0,"Klandasan Ilir, Balikpapan",12.0,6.0,122,370,SHM - Sertifikat Hak Milik,5500
2300.0,"Gunung Bahagia, Balikpapan",3.0,2.0,335,200,SHM - Sertifikat Hak Milik,2200
1350.0,"Balikpapan Utara, Balikpapan",3.0,2.0,72,72,SHM - Sertifikat Hak Milik,1300
2100.0,"Balikpapan Tengah, Balikpapan",8.0,6.0,429,429,SHM - Sertifikat Hak Milik,5500
1800.0,"Damai, Balikpapan",3.0,1.0,195,130,SHM - Sertifikat Hak Milik,2200
2500.0,"Balikpapan Utara, Balikpapan",4.0,2.0,307,250,SHM - Sertifikat Hak Milik,2200
400.0,"Batakan, Balikpapan",2.0,1.0,72,144,SHM - Sertifikat Hak Milik,900
700.0,"Balikpapan Selatan, Balikpapan",2.0,2.0,100,130,SHM - Sertifikat Hak Milik,1300
600.0,"Sepinggan, Balikpapan",3.0,2.0,150,130,SHM - Sertifikat Hak Milik,1300
950.0,"Balikpapan Selatan, Balikpapan",4.0,3.0,180,200,SHM - Sertifikat Hak Milik,2200
4500.0,"Balikpapan Selatan, Balikpapan",4.0,3.0,400,210,SHM - Sertifikat Hak Milik,5500
3200.0,"Damai, Balikpapan",5.0,5.0,280,226,SHM - Sertifikat Hak Milik,4400
600.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,118,50,SHM - Sertifikat Hak Milik,1300
675.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,72,120,HGB - Hak Guna Bangunan,1300
400.0,"Sepinggan, Balikpapan",2.0,1.0,72,72,SHM - Sertifikat Hak Milik,1300
2000.0,"Balikpapan Tengah, Balikpapan",4.0,3.0,288,300,SHM - Sertifikat Hak Milik,2200
750.0,"Gn. Samarinda, Balikpapan",3.0,1.0,150,80,SHM - Sertifikat Hak Milik,900
7500.0,"Balikpapan Tengah, Balikpapan",2.0,1.0,545,120,SHM - Sertifikat Hak Milik,1300
700.0,"Damai, Balikpapan",3.0,2.0,76,152,SHM - Sertifikat Hak Milik,1300
1700.0,"Balikpapan Baru, Balikpapan",3.0,2.0,156,200,SHM - Sertifikat Hak Milik,2200
1300.0,"Sepinggan, Balikpapan",5.0,4.0,192,200,SHM - Sertifikat Hak Milik,1300
1100.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,102,100,SHM - Sertifikat Hak Milik,5500
1650.0,"Balikpapan Baru, Balikpapan",3.0,1.0,200,100,SHM - Sertifikat Hak Milik,2200
1200.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,100,200,SHM - Sertifikat Hak Milik,1300
2200.0,"Karang Rejo, Balikpapan",7.0,7.0,176,240,SHM - Sertifikat Hak Milik,2200
850.0,"Balikpapan Utara, Balikpapan",3.0,2.0,120,90,SHM - Sertifikat Hak Milik,2200
1900.0,"Balikpapan Selatan, Balikpapan",4.0,3.0,214,120,SHM - Sertifikat Hak Milik,3500
925.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,92,60,SHM - Sertifikat Hak Milik,1300
1970.0,"Balikpapan Baru, Balikpapan",3.0,2.0,162,110,SHM - Sertifikat Hak Milik,5500
1200.0,"Balikpapan Baru, Balikpapan",2.0,2.0,140,90,SHM - Sertifikat Hak Milik,2200
405.0,"Balikpapan Utara, Balikpapan",2.0,1.0,96,45,SHM - Sertifikat Hak Milik,1300
4250.0,"Batu Ampar, Balikpapan",5.0,6.0,770,350,SHM - Sertifikat Hak Milik,4400
1000.0,"Batakan, Balikpapan",8.0,4.0,135,120,SHM - Sertifikat Hak Milik,900
3100.0,"Balikpapan Utara, Balikpapan",5.0,4.0,922,200,SHM - Sertifikat Hak Milik,2200
650.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,60,36,HGB - Hak Guna Bangunan,1300
2300.0,"Balikpapan Timur, Balikpapan",4.0,2.0,405,200,SHM - Sertifikat Hak Milik,2200
950.0,"Balikpapan Utara, Balikpapan",3.0,2.0,174,90,SHM - Sertifikat Hak Milik,1300
3800.0,"Balikpapan Baru, Balikpapan",4.0,3.0,200,300,SHM - Sertifikat Hak Milik,5500
620.0,"Balikpapan Selatan, Balikpapan",3.0,1.0,96,78,SHM - Sertifikat Hak Milik,1300
4600.0,"Balikpapan Baru, Balikpapan",3.0,2.0,400,575,SHM - Sertifikat Hak Milik,16500
1100.0,"Batakan, Balikpapan",4.0,4.0,135,120,SHM - Sertifikat Hak Milik,900
700.0,"Balikpapan Selatan, Balikpapan",2.0,2.0,120,60,SHM - Sertifikat Hak Milik,1300
1300.0,"Balikpapan Baru, Balikpapan",2.0,1.0,130,81,SHM - Sertifikat Hak Milik,1300
1500.0,"Balikpapan Utara, Balikpapan",6.0,4.0,200,240,SHM - Sertifikat Hak Milik,2200
1500.0,"Balikpapan Selatan, Balikpapan",3.0,3.0,287,280,SHM - Sertifikat Hak Milik,2200
6000.0,"Balikpapan Selatan, Balikpapan",8.0,7.0,238,410,SHM - Sertifikat Hak Milik,6600
900.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,70,40,SHM - Sertifikat Hak Milik,9500
900.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,127,45,SHM - Sertifikat Hak Milik,1300
1200.0,"Balikpapan Tengah, Balikpapan",7.0,2.0,171,206,SHM - Sertifikat Hak Milik,1300
1650.0,"Balikpapan Utara, Balikpapan",3.0,1.0,260,100,SHM - Sertifikat Hak Milik,2200
550.0,"Klandasan Ilir, Balikpapan",5.0,3.0,40,40,SHM - Sertifikat Hak Milik,1300
1500.0,"Batakan, Balikpapan",3.0,2.0,130,100,SHM - Sertifikat Hak Milik,2200
825.0,"Balikpapan Utara, Balikpapan",2.0,1.0,113,80,SHM - Sertifikat Hak Milik,2200
400.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,72,36,HGB - Hak Guna Bangunan,1300
1960.0,"Balikpapan Utara, Balikpapan",2.0,1.0,147,61,"Lainnya (PPJB,Girik,Adat,dll)",1300
730.0,"Batakan, Balikpapan",2.0,1.0,105,43,HGB - Hak Guna Bangunan,1300
760.0,"Balikpapan Utara, Balikpapan",3.0,2.0,149,205,SHM - Sertifikat Hak Milik,2200
950.0,"Balikpapan Selatan, Balikpapan",4.0,4.0,150,184,SHM - Sertifikat Hak Milik,1300
4700.0,"Balikpapan Selatan, Balikpapan",5.0,3.0,330,300,SHM - Sertifikat Hak Milik,10000
1800.0,"Balikpapan Selatan, Balikpapan",5.0,2.0,150,239,SHM - Sertifikat Hak Milik,2200
1050.0,"Batu Ampar, Balikpapan",3.0,2.0,236,90,SHM - Sertifikat Hak Milik,2200
950.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,168,168,SHM - Sertifikat Hak Milik,1300
1700.0,"Gunung Bahagia, Balikpapan",5.0,3.0,144,207,SHM - Sertifikat Hak Milik,2200
2800.0,"Damai, Balikpapan",3.0,2.0,240,120,SHM - Sertifikat Hak Milik,2200
1400.0,"Balikpapan Utara, Balikpapan",6.0,4.0,231,162,SHM - Sertifikat Hak Milik,2200
250.0,"Karang Joang, Balikpapan",1.0,1.0,180,36,HGB - Hak Guna Bangunan,900
690.0,"Damai, Balikpapan",3.0,2.0,90,180,SHM - Sertifikat Hak Milik,1300
350.0,"Karang Rejo, Balikpapan",3.0,1.0,171,78,SHM - Sertifikat Hak Milik,1300
950.0,"Balikpapan Utara, Balikpapan",3.0,2.0,160,120,SHM - Sertifikat Hak Milik,1300
3500.0,"Balikpapan Selatan, Balikpapan",4.0,3.0,150,250,SHM - Sertifikat Hak Milik,4400
600.0,"Sepinggan, Balikpapan",2.0,1.0,400,98,SHM - Sertifikat Hak Milik,900
1100.0,"Balikpapan Selatan, Balikpapan",2.0,2.0,72,57,"Lainnya (PPJB,Girik,Adat,dll)",1300
1800.0,"Balikpapan Tengah, Balikpapan",5.0,3.0,150,300,SHM - Sertifikat Hak Milik,3500
1600.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,180,150,SHM - Sertifikat Hak Milik,4400
350.0,"Balikpapan Utara, Balikpapan",2.0,1.0,90,40,SHM - Sertifikat Hak Milik,1300
975.0,"Sepinggan, Balikpapan",4.0,2.0,150,160,SHM - Sertifikat Hak Milik,1300
4800.0,"Balikpapan Selatan, Balikpapan",5.0,3.0,396,400,SHM - Sertifikat Hak Milik,5500
1600.0,"Balikpapan Selatan, Balikpapan",2.0,2.0,160,135,SHM - Sertifikat Hak Milik,2200
2300.0,"Balikpapan Tengah, Balikpapan",3.0,3.0,200,171,SHM - Sertifikat Hak Milik,2200
1100.0,"Balikpapan Tengah, Balikpapan",4.0,2.0,144,100,SHM - Sertifikat Hak Milik,2200
1750.0,"Balikpapan Selatan, Balikpapan",4.0,2.0,158,200,SHM - Sertifikat Hak Milik,2200
3590.0,"Balikpapan Utara, Balikpapan",5.0,4.0,298,230,SHM - Sertifikat Hak Milik,3500
450.0,"Baru Tengah, Balikpapan",2.0,1.0,150,100,SHM - Sertifikat Hak Milik,2200
3900.0,"Balikpapan Baru, Balikpapan",3.0,3.0,375,155,SHM - Sertifikat Hak Milik,4400
4500.0,"Balikpapan Barat, Balikpapan",3.0,2.0,330,250,"Lainnya (PPJB,Girik,Adat,dll)",2200
1500.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,90,60,SHM - Sertifikat Hak Milik,3500
4400.0,"Balikpapan Baru, Balikpapan",4.0,4.0,342,102,SHM - Sertifikat Hak Milik,5500
2850.0,"Balikpapan Utara, Balikpapan",5.0,3.0,401,400,SHM - Sertifikat Hak Milik,4400
4600.0,"Balikpapan Kota, Balikpapan",4.0,2.0,330,300,SHM - Sertifikat Hak Milik,10000
1240.0,"Balikpapan Selatan, Balikpapan",4.0,2.0,120,145,SHM - Sertifikat Hak Milik,3500
1200.0,"Balikpapan Utara, Balikpapan",2.0,2.0,78,47,SHM - Sertifikat Hak Milik,1300
895.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,98,60,SHM - Sertifikat Hak Milik,1300
500.0,"Balikpapan Timur, Balikpapan",2.0,1.0,96,38,SHM - Sertifikat Hak Milik,1300
1350.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,150,85,SHM - Sertifikat Hak Milik,2200
575.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,78,45,"Lainnya (PPJB,Girik,Adat,dll)",1300
1700.0,"Balikpapan Selatan, Balikpapan",3.0,3.0,98,71,SHM - Sertifikat Hak Milik,2200
2200.0,"Balikpapan Selatan, Balikpapan",4.0,4.0,160,320,HGB - Hak Guna Bangunan,2200
5500.0,"Balikpapan Selatan, Balikpapan",5.0,3.0,234,468,SHM - Sertifikat Hak Milik,6600
1500.0,"Balikpapan Utara, Balikpapan",2.0,2.0,108,60,"Lainnya (PPJB,Girik,Adat,dll)",1300
3250.0,"Balikpapan Selatan, Balikpapan",4.0,4.0,160,298,SHM - Sertifikat Hak Milik,5500
25000.0,"Balikpapan Kota, Balikpapan",15.0,15.0,1060,1600,SHM - Sertifikat Hak Milik,16500
450.0,"Balikpapan Utara, Balikpapan",2.0,2.0,87,66,HGB - Hak Guna Bangunan,1300
760.0,"Balikpapan Utara, Balikpapan",3.0,1.0,120,100,SHM - Sertifikat Hak Milik,1300
5500.0,"Balikpapan Baru, Balikpapan",5.0,5.0,248,311,HGB - Hak Guna Bangunan,3500
2000.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,150,60,SHM - Sertifikat Hak Milik,4400
1990.0,"Balikpapan Selatan, Balikpapan",2.0,2.0,399,288,HGB - Hak Guna Bangunan,4400
949.0,"Balikpapan Utara, Balikpapan",3.0,1.0,380,172,HGB - Hak Guna Bangunan,4400
1010.0,"Balikpapan Tengah, Balikpapan",6.0,2.0,306,196,HGB - Hak Guna Bangunan,4400
1700.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,155,82,SHM - Sertifikat Hak Milik,4400
825.0,"Balikpapan Utara, Balikpapan",3.0,2.0,120,80,SHM - Sertifikat Hak Milik,2200
850.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,160,120,SHM - Sertifikat Hak Milik,1300
850.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,160,120,SHM - Sertifikat Hak Milik,1300
750.0,"Balikpapan Selatan, Balikpapan",4.0,3.0,120,120,SHM - Sertifikat Hak Milik,2200
1500.0,"Balikpapan Timur, Balikpapan",4.0,2.0,120,42,HGB - Hak Guna Bangunan,2200
1050.0,"Balikpapan Tengah, Balikpapan",4.0,2.0,240,100,SHM - Sertifikat Hak Milik,2200
810.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,132,132,SHM - Sertifikat Hak Milik,2200
869.0,"Balikpapan Utara, Balikpapan",2.0,2.0,60,47,"Lainnya (PPJB,Girik,Adat,dll)",2200
2500.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,305,100,SHM - Sertifikat Hak Milik,2200
1160.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,168,100,HGB - Hak Guna Bangunan,1300
1750.0,"Balikpapan Utara, Balikpapan",3.0,3.0,98,88,SHM - Sertifikat Hak Milik,1300
1950.0,"Balikpapan Selatan, Balikpapan",3.0,3.0,150,115,SHM - Sertifikat Hak Milik,2200
1500.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,144,160,SHM - Sertifikat Hak Milik,2200
1500.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,144,160,SHM - Sertifikat Hak Milik,2200
1730.0,"Balikpapan Utara, Balikpapan",3.0,3.0,98,88,"Lainnya (PPJB,Girik,Adat,dll)",1300
1600.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,171,93,SHM - Sertifikat Hak Milik,1300
400.0,"Balikpapan Timur, Balikpapan",2.0,1.0,108,100,HGB - Hak Guna Bangunan,900
350.0,"Balikpapan Timur, Balikpapan",2.0,1.0,96,90,HGB - Hak Guna Bangunan,900
440.0,"Balikpapan Utara, Balikpapan",2.0,1.0,96,45,SHM - Sertifikat Hak Milik,1300
5000.0,"Balikpapan Baru, Balikpapan",4.0,2.0,200,600,SHM - Sertifikat Hak Milik,5500
750.0,"Gunung Bahagia, Balikpapan",2.0,1.0,84,45,SHM - Sertifikat Hak Milik,2200
1600.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,96,96,SHM - Sertifikat Hak Milik,1300
750.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,135,45,SHM - Sertifikat Hak Milik,900
415.0,"Balikpapan Utara, Balikpapan",2.0,1.0,96,45,SHM - Sertifikat Hak Milik,1300
2100.0,"Balikpapan Selatan, Balikpapan",2.0,2.0,168,145,SHM - Sertifikat Hak Milik,2200
1800.0,"Balikpapan Selatan, Balikpapan",4.0,3.0,195,130,SHM - Sertifikat Hak Milik,2200
970.0,"Balikpapan Utara, Balikpapan",2.0,2.0,60,47,"Lainnya (PPJB,Girik,Adat,dll)",1300
900.0,"Balikpapan Tengah, Balikpapan",4.0,4.0,256,200,SHM - Sertifikat Hak Milik,3500
4200.0,"Balikpapan Selatan, Balikpapan",3.0,1.0,817,140,SHM - Sertifikat Hak Milik,3500
3800.0,"Balikpapan Selatan, Balikpapan",5.0,3.0,135,234,SHM - Sertifikat Hak Milik,1300
700.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,135,78,SHM - Sertifikat Hak Milik,1300
950.0,"Balikpapan Utara, Balikpapan",4.0,2.0,140,280,SHM - Sertifikat Hak Milik,1300
1950.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,155,165,SHM - Sertifikat Hak Milik,2200
2500.0,"Sepinggan, Balikpapan",5.0,3.0,200,200,SHM - Sertifikat Hak Milik,4400
370.0,"Gn. Sari Ilir, Balikpapan",2.0,2.0,137,90,SHM - Sertifikat Hak Milik,2200
1200.0,"Batakan, Balikpapan",4.0,2.0,260,150,SHM - Sertifikat Hak Milik,4400
900.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,120,100,SHM - Sertifikat Hak Milik,2200
2250.0,"Balikpapan Selatan, Balikpapan",4.0,4.0,204,250,SHM - Sertifikat Hak Milik,2200
850.0,"Lamaru, Balikpapan",2.0,1.0,170,170,HGB - Hak Guna Bangunan,2200
1550.0,"Balikpapan Selatan, Balikpapan",3.0,3.0,94,50,SHM - Sertifikat Hak Milik,2200
1500.0,"Balikpapan Selatan, Balikpapan",4.0,2.0,120,145,SHM - Sertifikat Hak Milik,3500
2300.0,"Balikpapan Selatan, Balikpapan",4.0,2.0,306,251,SHM - Sertifikat Hak Milik,2200
975.0,"Balikpapan Selatan, Balikpapan",3.0,1.0,120,70,SHM - Sertifikat Hak Milik,2200
680.0,"Balikpapan Utara, Balikpapan",2.0,1.0,163,70,HGB - Hak Guna Bangunan,2200
2500.0,"Balikpapan Utara, Balikpapan",2.0,1.0,381,350,HGB - Hak Guna Bangunan,2200
1300.0,"Damai, Balikpapan",2.0,2.0,120,120,HGB - Hak Guna Bangunan,2200
900.0,"Batu Ampar, Balikpapan",2.0,2.0,72,46,"Lainnya (PPJB,Girik,Adat,dll)",2200
3600.0,"Balikpapan Utara, Balikpapan",3.0,3.0,220,191,HGB - Hak Guna Bangunan,4400
1200.0,"Balikpapan Selatan, Balikpapan",4.0,2.0,96,105,SHM - Sertifikat Hak Milik,1300
2500.0,"Gn. Samarinda, Balikpapan",4.0,2.0,400,200,SHM - Sertifikat Hak Milik,2200
1250.0,"Batu Ampar, Balikpapan",4.0,2.0,90,148,SHM - Sertifikat Hak Milik,3500
6000.0,"Balikpapan Kota, Balikpapan",2.0,3.0,561,400,SHM - Sertifikat Hak Milik,3500
4200.0,"Balikpapan Tengah, Balikpapan",4.0,3.0,373,252,SHM - Sertifikat Hak Milik,2200
3000.0,"Balikpapan Utara, Balikpapan",4.0,2.0,954,300,SHM - Sertifikat Hak Milik,2200
3800.0,"Gunung Bahagia, Balikpapan",4.0,4.0,356,199,SHM - Sertifikat Hak Milik,5500
490.0,"Karang Rejo, Balikpapan",3.0,2.0,201,201,SHM - Sertifikat Hak Milik,1300
650.0,"Kariangau, Balikpapan",2.0,1.0,156,110,SHM - Sertifikat Hak Milik,1300
1500.0,"Balikpapan Selatan, Balikpapan",4.0,3.0,165,200,SHM - Sertifikat Hak Milik,5500
1200.0,"Manggar, Balikpapan",8.0,4.0,135,120,SHM - Sertifikat Hak Milik,900
900.0,"Balikpapan Selatan, Balikpapan",3.0,1.0,147,150,SHM - Sertifikat Hak Milik,2200
1800.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,248,100,SHM - Sertifikat Hak Milik,2200
6000.0,"Balikpapan Selatan, Balikpapan",8.0,3.0,619,400,SHM - Sertifikat Hak Milik,1300
1200.0,"Balikpapan Selatan, Balikpapan",2.0,2.0,216,90,SHM - Sertifikat Hak Milik,1300
2120.0,"Balikpapan Utara, Balikpapan",4.0,4.0,190,146,HGB - Hak Guna Bangunan,2200
1280.0,"Balikpapan Utara, Balikpapan",3.0,3.0,155,120,HGB - Hak Guna Bangunan,2200
1800.0,"Balikpapan Utara, Balikpapan",3.0,3.0,105,88,HGB - Hak Guna Bangunan,2200
2300.0,"Balikpapan Utara, Balikpapan",3.0,4.0,128,117,HGB - Hak Guna Bangunan,2200
3500.0,"Balikpapan Utara, Balikpapan",5.0,5.0,200,172,HGB - Hak Guna Bangunan,2200
1050.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,90,90,SHM - Sertifikat Hak Milik,2200
725.0,"Balikpapan Utara, Balikpapan",2.0,1.0,84,45,HGB - Hak Guna Bangunan,2200
2100.0,"Balikpapan Tengah, Balikpapan",8.0,6.0,429,429,SHM - Sertifikat Hak Milik,5500
500.0,"Balikpapan Tengah, Balikpapan",2.0,1.0,87,70,SHM - Sertifikat Hak Milik,1300
1720.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,72,74,HGB - Hak Guna Bangunan,2200
1200.0,"Balikpapan Timur, Balikpapan",3.0,2.0,120,90,SHM - Sertifikat Hak Milik,2200
200.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,190,36,HGB - Hak Guna Bangunan,1300
950.0,"Balikpapan Tengah, Balikpapan",3.0,2.0,180,120,HGB - Hak Guna Bangunan,2200
600.0,"Balikpapan Utara, Balikpapan",2.0,1.0,156,100,SHM - Sertifikat Hak Milik,2200
2500.0,"Balikpapan Selatan, Balikpapan",4.0,3.0,240,116,HGB - Hak Guna Bangunan,1300
620.0,"Balikpapan Tengah, Balikpapan",3.0,1.0,78,42,HGB - Hak Guna Bangunan,5500
675.0,"Balikpapan Tengah, Balikpapan",5.0,2.0,157,145,SHM - Sertifikat Hak Milik,900
4500.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,440,320,SHM - Sertifikat Hak Milik,6600
580.0,"Sumber Rejo, Balikpapan",2.0,1.0,72,36,HGB - Hak Guna Bangunan,1300
1600.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,135,81,SHM - Sertifikat Hak Milik,5500
