judul,hyperlink,img_hyperlinks
BALIKPAPAN APARTEMEN BORNEO BAY,https://www.rumah123.com//properti/balikpapan/aps2992348/,https://picture.rumah123.com/r123/720x420-crop/apartment/ap29/2992348/original/aps2992348-apartemen-di-jual-di-klandasan-ilir-balikpapan-1693206220.jpg
APARTMENT RUBY TOWER BALIKPAPAN,https://www.rumah123.com//properti/balikpapan/aps2935301/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1746082/2023-09-18-08-57-19-53015bb6-56b9-4d0c-afe3-d9679c5cac23.jpg
APARTEMEN BORNEO BAY2 BEDROOM,https://www.rumah123.com//properti/balikpapan/aps2903921/,https://picture.rumah123.com/r123/720x420-crop/apartment/ap29/2903921/original/aps2903921-apartemen-di-jual-di-klandasan-ilir-balikpapan-1684720757.jpg
Apartement bagus hadap kelaut dan ditengah kota Balikpapan ,https://www.rumah123.com//properti/balikpapan/aps2869151/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2023-04-03-02-43-49-13ae21a0-a321-4f44-9f17-331c176b255c.jpg
DIJUAL APARTEMEN BORNEO BAY BALIKPAPAN TIPE STUDIO,https://www.rumah123.com//properti/balikpapan/aps2875488/,https://picture.rumah123.com/r123/720x420-crop/apartment/ap28/2875488/original/aps2875488-apartemen-di-jual-di-klandasan-ilir-balikpapan-1681118276.jpg
DIJUAL APARTEMEN BORNEO BAY BALIKPAPAN TYPE 1 BR,https://www.rumah123.com//properti/balikpapan/aps2875486/,https://picture.rumah123.com/r123/720x420-crop/apartment/ap28/2875486/original/aps2875486-apartemen-di-jual-di-klandasan-ilir-balikpapan-1681118246.jpg
DIJUAL APARTEMEN BORNEO BAY BALIKPAPAN AN TYPE 2 BR,https://www.rumah123.com//properti/balikpapan/aps2875482/,https://picture.rumah123.com/r123/720x420-crop/apartment/ap28/2875482/original/aps2875482-apartemen-di-jual-di-klandasan-ilir-balikpapan-1681118172.jpg
DIJUAL APARTEMEN BORNEO BAY BALIKPAPAN KN TYPE 2 BR,https://www.rumah123.com//properti/balikpapan/aps2875480/,https://picture.rumah123.com/r123/720x420-crop/apartment/ap28/2875480/original/aps2875480-apartemen-di-jual-di-klandasan-ilir-balikpapan-1681118135.jpg
VIEW KOTA DAN LAUT PRIMERY,https://www.rumah123.com//properti/balikpapan/aps2809307/,https://picture.rumah123.com/r123/720x420-crop/apartment/ap28/2809307/original/aps2809307-apartemen-di-jual-di-klandasan-ilir-balikpapan-1703832821.jpg
Apartemen Siap Huni Full Furnished,https://www.rumah123.com//properti/balikpapan/aps2809036/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1355633/2023-01-23-05-44-50-6d65e714-b28a-477a-a0e7-0ea505c87bac.png
BALIKPAPAN BORNEO BAY KN TYPE STUDIO,https://www.rumah123.com//properti/balikpapan/aps2784944/,https://picture.rumah123.com/r123/720x420-crop/apartment/ap27/2784944/original/aps2784944-apartemen-di-jual-di-klandasan-ilir-balikpapan-1671430742.jpg
167 Balikpapan Apartemen Borneo Bay Studio Harga Murah Dibawah Pasaran Furnished Lokasi Tengah Kota,https://www.rumah123.com//properti/balikpapan/aps2751967/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1737807/2024-01-07-06-43-07-f5c68478-97d9-4d4f-91cb-0d703d86bde1.jpg
BALIKPAPAN APARTEMEN BORNEO BAY TYPE 1 BR (LM167-AP1BR),https://www.rumah123.com//properti/balikpapan/aps2751965/,https://picture.rumah123.com/r123/720x420-crop/apartment/ap27/2751965/original/aps2751965-apartemen-di-jual-di-klandasan-ilir-balikpapan-1681793711.jpg
167 Balikpapan Apartemen Borneo Bay 2br Harga Murah Dibawah Harga Pasaran,https://www.rumah123.com//properti/balikpapan/aps2751963/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1737807/2024-01-07-06-59-47-843f71b7-019b-4709-81b3-45f99cddf42f.jpg
167 Balikpapan Apartemen Borneo Bay 2 BR Annex Lokasi Tengah Kota,https://www.rumah123.com//properti/balikpapan/aps2751959/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1737807/2024-01-07-06-09-27-c91f8fa3-3603-4b05-9ead-f98df6c23e9d.jpg
"APARTMENT DEKAT LAUT, KOLAM RENANG DAN PUSAT PEMBELANJAAN",https://www.rumah123.com//properti/balikpapan/aps2710458/,https://picture.rumah123.com/r123/720x420-crop/apartment/ap27/2710458/original/aps2710458-apartemen-di-jual-di-balikpapan-selatan-balikpapan-1663575843.jpg
APARTEMEN BARU JUAL CEPAT,https://www.rumah123.com//properti/balikpapan/aps2504951/,https://picture.rumah123.com/r123/720x420-crop/apartment/ap25/2504951/original/aps2504951-apartemen-di-jual-di-balikpapan-selatan-di-balikpapan-16339212326785.jpg
APARTEMEN BARU SIAP HUNI JUAL CEPAT,https://www.rumah123.com//properti/balikpapan/aps2467958/,https://picture.rumah123.com/r123/720x420-crop/apartment/ap24/2467958/original/aps2467958-apartemen-di-jual-di-balikpapan-selatan-balikpapan-16266941596876.jpg
