judul,kategori,prices,info,hyperlink,img_hyperlinks
RUMAH BESAR HARGA BERSAING,Rumah,Rp 800 JutaCicilan : 3 Jutaan per bulan,42LT : 150 m²LB : 150 m²,https://www.rumah123.com//properti/balikpapan/hos9349945/,https://picture.rumah123.com/r123/720x420-crop/house/ho93/9349945/original/hos9349945-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703832580.jpg
RUMAH MEWAH BESAR,Rumah,"Rp 2,6 MiliarCicilan : 11 Jutaan per bulan",43LT : 600 m²LB : 200 m²,https://www.rumah123.com//properti/balikpapan/hos9349953/,https://picture.rumah123.com/r123/720x420-crop/house/ho93/9349953/original/hos9349953-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703832579.jpg
Balikpapan Borneo Bay (type 2BR),Apartemen,"Rp 1,52 MiliarCicilan : 6 Jutaan per bulan",21LB : 65 m²,https://www.rumah123.com//properti/balikpapan/aps3146437/,https://picture.rumah123.com/r123/720x420-crop/apartment/ap31/3146437/original/aps3146437-apartemen-di-jual-di-klandasan-ilir-balikpapan-1703832542.jpg
"Apartemen Borneo Bay City Full Furnished, Type 1 BR ",Apartemen,"Rp 1,05 MiliarCicilan : 4 Jutaan per bulan",11LB : 41 m²,https://www.rumah123.com//properti/balikpapan/aps3146433/,https://picture.rumah123.com/r123/720x420-crop/apartment/ap31/3146433/original/aps3146433-apartemen-di-jual-di-balikpapan-selatan-balikpapan-1703832323.jpg
Borneo Bay ( type 1BR),Apartemen,"Rp 1,05 MiliarCicilan : 4 Jutaan per bulan",11LB : 41 m²,https://www.rumah123.com//properti/balikpapan/aps3146432/,https://picture.rumah123.com/r123/720x420-crop/apartment/ap31/3146432/original/aps3146432-apartemen-di-jual-di-klandasan-ilir-balikpapan-1703832235.jpg
Borneo Bay Studio,Apartemen,Rp 665 JutaCicilan : 3 Jutaan per bulan,11LB : 31 m²,https://www.rumah123.com//properti/balikpapan/aps3146419/,https://picture.rumah123.com/r123/720x420-crop/apartment/ap31/3146419/original/aps3146419-apartemen-di-jual-di-klandasan-ilir-balikpapan-1703831948.jpg
"Apartemen Borneobay 3 Kamar Full Furnished, View Taman,kolam,laut",Apartemen,"Rp 2,2 MiliarCicilan : 9 Jutaan per bulan",32LB : 97 m²,https://www.rumah123.com//properti/balikpapan/aps3146413/,https://picture.rumah123.com/r123/720x420-crop/apartment/ap31/3146413/original/aps3146413-apartemen-di-jual-di-balikpapan-selatan-balikpapan-1703831615.jpg
BESAR DALAM PERUMAHAN ELIT,Rumah,"Rp 3,2 MiliarCicilan : 14 Jutaan per bulan",33LT : 340 m²LB : 300 m²,https://www.rumah123.com//properti/balikpapan/hos9349972/,https://picture.rumah123.com/r123/720x420-crop/house/ho93/9349972/original/hos9349972-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703831493.jpg
ELEGANT DAN CANTIK DALAM PERUMAHAN,Rumah,"Rp 2,8 MiliarCicilan : 12 Jutaan per bulan",52LT : 250 m²LB : 215 m²,https://www.rumah123.com//properti/balikpapan/hos15901450/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15901450/original/hos15901450-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703831492.jpg
TURUN HARGA POSISI HOOK BESAR DAN TERAWAT DEKAT DENGAN PROYEK IKN,Rumah,Rp 1 MiliarCicilan : 4 Jutaan per bulan,33LT : 132 m²LB : 120 m²,https://www.rumah123.com//properti/balikpapan/hos11403767/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11403767/original/hos11403767-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703831490.jpg
RUMAH DENGAN UKIRAN KHAS KAYU JATI STANDART EXPERT HANYA LIMA MILLIAR,Rumah,"Rp 5,5 MiliarCicilan : 24 Jutaan per bulan",42LT : 600 m²LB : 500 m²,https://www.rumah123.com//properti/balikpapan/hos15901446/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15901446/original/hos15901446-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703831489.jpg
RUMAH TIGA KAMAR TIDUR BAGUS SIAP HUNI DALAM CLUSTER,Rumah,Rp 550 JutaCicilan : 2 Jutaan per bulan,31LT : 70 m²LB : 70 m²,https://www.rumah123.com//properti/balikpapan/hos15901445/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15901445/original/hos15901445-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703831488.jpg
LAHAN LUAS POSISI HOOK SUDAH ADA LAHAN UNTUK BANGUN KOLAM ATAU TAMAN HARGA TERBAIK,Rumah,"Rp 2,8 MiliarCicilan : 12 Jutaan per bulan",34LT : 328 m²LB : 158 m²,https://www.rumah123.com//properti/balikpapan/hos15901444/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15901444/original/hos15901444-rumah-di-jual-di-balikpapan-tengah-balikpapan-1703831487.jpg
BESAR MEGAH BARU SELESAI RENOVASI,Rumah,"Rp 2,4 MiliarCicilan : 10 Jutaan per bulan",43LT : 150 m²LB : 150 m²,https://www.rumah123.com//properti/balikpapan/hos15901443/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15901443/original/hos15901443-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703831486.jpg
UNIT LANGKA DEKAT DENGAN RS HERMINA,Rumah,Rp 1 MiliarCicilan : 4 Jutaan per bulan,21LT : 150 m²LB : 58 m²,https://www.rumah123.com//properti/balikpapan/hos15901442/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15901442/original/hos15901442-rumah-di-jual-di-balikpapan-tengah-balikpapan-1703831485.jpg
RUMAH TIGA KAMAR MURAH DI BALIKPAPAN SELATAN,Rumah,Rp 675 JutaCicilan : 3 Jutaan per bulan,31LT : 110 m²LB : 98 m²,https://www.rumah123.com//properti/balikpapan/hos15901441/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15901441/original/hos15901441-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703831484.jpg
RUMAH TINGGAL DALAM CLUSTER,Rumah,"Rp 1,5 MiliarCicilan : 6 Jutaan per bulan",33LT : 153 m²LB : 105 m²,https://www.rumah123.com//properti/balikpapan/hos9349982/,https://picture.rumah123.com/r123/720x420-crop/house/ho93/9349982/original/hos9349982-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703831477.jpg
RUMAH TINGGAL DALAM GANG,Rumah,Rp 900 JutaCicilan : 4 Jutaan per bulan,43LT : 199 m²LB : 140 m²,https://www.rumah123.com//properti/balikpapan/hos9349955/,https://picture.rumah123.com/r123/720x420-crop/house/ho93/9349955/original/hos9349955-rumah-di-jual-di-balikpapan-timur-balikpapan-1703831465.jpg
RUMAH TINGGAL BAGUS DAN TERAWAT,Rumah,Rp 1 MiliarCicilan : 4 Jutaan per bulan,42LT : 200 m²LB : 111 m²,https://www.rumah123.com//properti/balikpapan/hos15901435/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15901435/original/hos15901435-rumah-di-jual-di-balikpapan-utara-balikpapan-1703831459.jpg
Apartemen Balikpapan Borneo bay type studio,Apartemen,Rp 665 JutaCicilan : 3 Jutaan per bulan,11LB : 31 m²,https://www.rumah123.com//properti/balikpapan/aps3146409/,https://picture.rumah123.com/r123/720x420-crop/apartment/ap31/3146409/original/aps3146409-apartemen-di-jual-di-balikpapan-selatan-balikpapan-1703831365.jpg
RUMAH SATU LANTAI BESAR MATRIAL RUMAH PREMIUM DALAM KOMPLEK PERUMAHAN,Rumah,"Rp 3,7 MiliarCicilan : 16 Jutaan per bulan",33LT : 315 m²LB : 242 m²,https://www.rumah123.com//properti/balikpapan/hos15901391/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15901391/original/hos15901391-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703831261.jpg
TURUN HARGA !!RUMAH MURAH DEKET DOME DAN LOTTE MART BALIKPAPAN,Rumah,Rp 450 JutaCicilan : 2 Jutaan per bulan,21LT : 105 m²LB : 50 m²,https://www.rumah123.com//properti/balikpapan/hos15901390/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15901390/original/hos15901390-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703831259.jpg
CANTIK DAN TERAWAT HARGA BERSAING,Rumah,"Rp 1,5 MiliarCicilan : 6 Jutaan per bulan",32LT : 120 m²LB : 90 m²,https://www.rumah123.com//properti/balikpapan/hos9256386/,https://picture.rumah123.com/r123/720x420-crop/house/ho92/9256386/original/hos9256386-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703831254.jpg
BEST SELLER RUMAH ADA KOLAM RENANG HARGA 3M-AN,Rumah,"Rp 3,5 MiliarCicilan : 15 Jutaan per bulan",32LT : 315 m²LB : 175 m²,https://www.rumah123.com//properti/balikpapan/hos11418008/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11418008/original/hos11418008-rumah-di-jual-di-balikpapan-tengah-balikpapan-1703831247.jpg
RUMAH MURAH SIAP HUNI DEKAT BANDARA DAN KANTOR KEDINASAN,Rumah,Rp 750 JutaCicilan : 3 Jutaan per bulan,32LT : 150 m²LB : 120 m²,https://www.rumah123.com//properti/balikpapan/hos15901386/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15901386/original/hos15901386-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703831241.jpg
JARANG ADA DALAM KOMPLEK PERUMAHAN TENGAH KOTA,Rumah,Rp 400 JutaCicilan : 1 Jutaan per bulan,21LT : 72 m²LB : 56 m²,https://www.rumah123.com//properti/balikpapan/hos15901384/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15901384/original/hos15901384-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703831238.jpg
MINIMALIS LINGKUNGAN BERSIH RAMAH ANAK HOMMY,Rumah,"Rp 1,65 MiliarCicilan : 7 Jutaan per bulan",32LT : 152 m²LB : 95 m²,https://www.rumah123.com//properti/balikpapan/hos15901383/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15901383/original/hos15901383-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703831237.jpg
DUA LANTAI TIGA KAMAR SELANGKAH KE BALIKPAPAN BARU,Rumah,"Rp 1,1 MiliarCicilan : 5 Jutaan per bulan",33LT : 108 m²LB : 60 m²,https://www.rumah123.com//properti/balikpapan/hos15901382/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15901382/original/hos15901382-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703831234.jpg
RUMAH LAMA BANGUNAN LEGA HARGA ISTIMEWA,Rumah,Rp 800 JutaCicilan : 3 Jutaan per bulan,42LT : 162 m²LB : 230 m²,https://www.rumah123.com//properti/balikpapan/hos15901376/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15901376/original/hos15901376-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703831223.jpg
RUMAH DI GRAND CITY SEMI FURNISH 2 KAMAR,Rumah,"Rp 1,2 MiliarCicilan : 5 Jutaan per bulan",22LT : 78 m²LB : 47 m²,https://www.rumah123.com//properti/balikpapan/hos15900779/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15900779/original/hos15900779-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703827389.jpg
RUMAH BAGUS JARANG ADA POSISI HOOK DALAM CLUSTER DEKAT MASJID NAMIRAH,Rumah,"Rp 4,8 MiliarCicilan : 21 Jutaan per bulan",44LT : 400 m²LB : 225 m²,https://www.rumah123.com//properti/balikpapan/hos15900778/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15900778/original/hos15900778-rumah-di-jual-di-balikpapan-baru-balikpapan-1703827388.jpg
RUMAH TANPA DP ANGSURAN 3 JT-AN SETIAP BULAN,Rumah,Rp 880 JutaCicilan : 4 Jutaan per bulan,22LT : 60 m²LB : 47 m²,https://www.rumah123.com//properti/balikpapan/hos15900777/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15900777/original/hos15900777-rumah-di-jual-di-balikpapan-tengah-balikpapan-1703827386.jpg
RUMAH DELAPAN KAMAR TIDUR DI SIMPANG JALAN BOLUVERD COCOK UNTUK MESS KANTOR RUMAH TINGGAL ATAU USAHA,Rumah,Rp 3 MiliarCicilan : 13 Jutaan per bulan,83LT : 384 m²LB : 220 m²,https://www.rumah123.com//properti/balikpapan/hos15900776/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15900776/original/hos15900776-rumah-di-jual-di-gn.-samarinda-balikpapan-1703827385.jpg
TURUN HARGA MENJADI TERBAIK RUMAH PETAK 3 PINTU KAMPUNG TIMUR MURAH COCOK UNTUK INVESTASI,Rumah,Rp 900 JutaCicilan : 4 Jutaan per bulan,63LT : 252 m²LB : 252 m²,https://www.rumah123.com//properti/balikpapan/hos11303029/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11303029/original/hos11303029-rumah-di-jual-di-gn.-samarinda-balikpapan-1703827382.jpg
MODERN MINIMALIS 1 LANTAI SIAP HUNI,Rumah,"Rp 2,5 MiliarCicilan : 11 Jutaan per bulan",43LT : 180 m²LB : 111 m²,https://www.rumah123.com//properti/balikpapan/hos15900773/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15900773/original/hos15900773-rumah-di-jual-di-damai-balikpapan-1703827376.jpg
RUMAH DENGAN HARGA BANTING SIAPA CEPAT DIA DAPAT,Rumah,Rp 1 MiliarCicilan : 4 Jutaan per bulan,32LT : 240 m²LB : 200 m²,https://www.rumah123.com//properti/balikpapan/hos15900769/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15900769/original/hos15900769-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703827363.jpg
RUMAH TINGGAL TENGAH KOTA BALIKPAPAN,Rumah,Rp 650 JutaCicilan : 2 Jutaan per bulan,22LT : 140 m²LB : 92 m²,https://www.rumah123.com//properti/balikpapan/hos15900768/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15900768/original/hos15900768-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703827361.jpg
CEPAT TENGAH KOTA HARGA BERSAING,Rumah,"Rp 1,5 MiliarCicilan : 6 Jutaan per bulan",42LT : 299 m²LB : 200 m²,https://www.rumah123.com//properti/balikpapan/hos9314664/,https://picture.rumah123.com/r123/720x420-crop/house/ho93/9314664/original/hos9314664-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703827358.jpg
MURAH DEKET PUSAT KOTA MOBIL SAMPAI TERAS RUMAH,Rumah,Rp 595 JutaCicilan : 2 Jutaan per bulan,21LT : 112 m²LB : 45 m²,https://www.rumah123.com//properti/balikpapan/hos15900766/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15900766/original/hos15900766-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703827357.jpg
Apartemen Borneo Bay Kertanegara,Apartemen,"Rp 1,52 MiliarCicilan : 6 Jutaan per bulan",21LB : 65 m²,https://www.rumah123.com//properti/balikpapan/aps3146352/,https://picture.rumah123.com/r123/720x420-crop/apartment/ap31/3146352/original/aps3146352-apartemen-di-jual-di-balikpapan-selatan-balikpapan-1703827296.jpg
APARTEMEN CANTIK SEA VIEW COCOK UNTUK INVESTASI,Apartemen,"Rp 1,3 MiliarCicilan : 5 Jutaan per bulan",22LB : 62 m²,https://www.rumah123.com//properti/balikpapan/aps3146341/,https://picture.rumah123.com/r123/720x420-crop/apartment/ap31/3146341/original/aps3146341-apartemen-di-jual-di-balikpapan-selatan-balikpapan-1703826637.jpg
RUMAH TERAWAT MODERN MINIMALIS ONE GATE SYSTEM,Rumah,"Rp 1,7 MiliarCicilan : 7 Jutaan per bulan",53LT : 120 m²LB : 115 m²,https://www.rumah123.com//properti/balikpapan/hos15900673/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15900673/original/hos15900673-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703826631.jpg
TURUN HARGA RUMAH DUA LANTAI DI KAWASAN ELIT,Rumah,"Rp 1,8 MiliarCicilan : 8 Jutaan per bulan",33LT : 100 m²LB : 120 m²,https://www.rumah123.com//properti/balikpapan/hos15900672/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15900672/original/hos15900672-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703826630.jpg
APARTEMEN BORNEO BAY TURUN HARGA FULLY FURNISH VIEW KOTA TYPE 2 BR,Apartemen,"Rp 1,7 MiliarCicilan : 7 Jutaan per bulan",21LB : 63 m²,https://www.rumah123.com//properti/balikpapan/aps3146339/,https://picture.rumah123.com/r123/720x420-crop/apartment/ap31/3146339/original/aps3146339-apartemen-di-jual-di-balikpapan-selatan-balikpapan-1703826627.jpg
RUMAH POSISI HOOK DI  HITUNG HARGA TANAH AJA,Rumah,Rp 850 JutaCicilan : 3 Jutaan per bulan,21LT : 208 m²LB : 180 m²,https://www.rumah123.com//properti/balikpapan/hos15900671/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15900671/original/hos15900671-rumah-di-jual-di-balikpapan-utara-balikpapan-1703826625.jpg
EMPAT MILLIAR LANGSUNG HUNI NO RENOV2 RUMAH ADA KOLAM RENANG TERAWAT,Rumah,"Rp 4,5 MiliarCicilan : 20 Jutaan per bulan",34LT : 300 m²LB : 250 m²,https://www.rumah123.com//properti/balikpapan/hos15900670/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15900670/original/hos15900670-rumah-di-jual-di-balikpapan-tengah-balikpapan-1703826624.jpg
BANGUNAN LAHAN BESAR KAWASAN ELIT DEKET MALL,Rumah,"Rp 2,8 MiliarCicilan : 12 Jutaan per bulan",43LT : 354 m²LB : 225 m²,https://www.rumah123.com//properti/balikpapan/hos15900669/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15900669/original/hos15900669-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703826623.jpg
RUMAH DEKAT PERUSAHAAN THIESS DAN STADION BATAKAN,Rumah,Rp 800 JutaCicilan : 3 Jutaan per bulan,22LT : 150 m²LB : 80 m²,https://www.rumah123.com//properti/balikpapan/hos9371455/,https://picture.rumah123.com/r123/720x420-crop/house/ho93/9371455/original/hos9371455-rumah-di-jual-di-balikpapan-timur-balikpapan-1703826622.jpg
RUMAH MINIMALIS EMPAT KAMAR TIDUR DEKAT MASJID,Rumah,"Rp 2,7 MiliarCicilan : 12 Jutaan per bulan",43LT : 311 m²LB : 225 m²,https://www.rumah123.com//properti/balikpapan/hos15900667/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15900667/original/hos15900667-rumah-di-jual-di-balikpapan-utara-balikpapan-1703826618.jpg
DUA MILLIAR RUMAH BESAR ASRI SIRKULASI UDARA BAGUS KAWASAN PREMIUM,Rumah,"Rp 2,4 MiliarCicilan : 10 Jutaan per bulan",53LT : 215 m²LB : 250 m²,https://www.rumah123.com//properti/balikpapan/hos15900666/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15900666/original/hos15900666-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703826617.jpg
RUMAH PINGGIR JALAN RAYA LAHAN LUAS KONDISI TERAWAT DAN BAGUS DI  FULL FURNISH,Rumah,"Rp 2,5 MiliarCicilan : 11 Jutaan per bulan",42LT : 400 m²LB : 200 m²,https://www.rumah123.com//properti/balikpapan/hos11435530/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11435530/original/hos11435530-rumah-di-jual-di-balikpapan-utara-balikpapan-1703826614.jpg
HANYA 1 UNIT HARGA TERBAIK,Rumah,"Rp 1,5 MiliarCicilan : 6 Jutaan per bulan",22LT : 108 m²LB : 61 m²,https://www.rumah123.com//properti/balikpapan/hos15900643/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15900643/original/hos15900643-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703826430.jpg
READY STOK RUMAH DEKAT KAMPUS UNTRI,Rumah,Rp 530 JutaCicilan : 2 Jutaan per bulan,21LT : 75 m²LB : 45 m²,https://www.rumah123.com//properti/balikpapan/hos15900642/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15900642/original/hos15900642-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703826428.jpg
JARANG ADA DI CLUSTERNYA LAHAN LUAS HARGA ISTIMEWA,Rumah,"Rp 1,2 MiliarCicilan : 5 Jutaan per bulan",32LT : 180 m²LB : 150 m²,https://www.rumah123.com//properti/balikpapan/hos15900641/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15900641/original/hos15900641-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703826426.jpg
RUMAH BAGUS TERAWAT DEKAT BANDARA SIAP HUNI,Rumah,Rp 900 JutaCicilan : 4 Jutaan per bulan,31LT : 114 m²LB : 90 m²,https://www.rumah123.com//properti/balikpapan/hos15900640/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15900640/original/hos15900640-rumah-di-jual-di-balikpapan-timur-balikpapan-1703826425.jpg
RUMAH BESAR POSISI POJOK TURUN HARGA DEKAT RSKD KANUDJOSO,Rumah,"Rp 1,5 MiliarCicilan : 6 Jutaan per bulan",43LT : 256 m²LB : 200 m²,https://www.rumah123.com//properti/balikpapan/hos15900639/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15900639/original/hos15900639-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703826424.jpg
MEWAH HARGA TERBAIK,Apartemen,"Rp 1,3 MiliarCicilan : 5 Jutaan per bulan",22LB : 60 m²,https://www.rumah123.com//properti/balikpapan/aps3146336/,https://picture.rumah123.com/r123/720x420-crop/apartment/ap31/3146336/original/aps3146336-apartemen-di-jual-di-balikpapan-selatan-balikpapan-1703826423.jpg
MURAH APARTEMEN BORNEO BAY BAGUS FULLY FURNISH DI  CEPAT,Apartemen,"Rp 1,4 MiliarCicilan : 6 Jutaan per bulan",21LB : 60 m²,https://www.rumah123.com//properti/balikpapan/aps3146335/,https://picture.rumah123.com/r123/720x420-crop/apartment/ap31/3146335/original/aps3146335-apartemen-di-jual-di-balikpapan-selatan-balikpapan-1703826419.jpg
COCOK UNTUK KOS KOSAN RUMAH MURAH DEKAT BANDARA TINGGAL FINISHING,Rumah,Rp 800 JutaCicilan : 3 Jutaan per bulan,42LT : 200 m²LB : 195 m²,https://www.rumah123.com//properti/balikpapan/hos15900635/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15900635/original/hos15900635-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703826415.jpg
CANTIK SIAP HUNI EMPAT KAMAR  SIRKULASI UDARA BAGUS DEKAT SILOAM HOSPITAL,Rumah,"Rp 3,3 MiliarCicilan : 14 Jutaan per bulan",43LT : 215 m²LB : 230 m²,https://www.rumah123.com//properti/balikpapan/hos15900632/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15900632/original/hos15900632-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703826410.jpg
DEKAT POLDA DAN RS HERMINA TERMURAH RUMAH BARU BONUS AC,Rumah,"Rp 2,05 MiliarCicilan : 9 Jutaan per bulan",33LT : 200 m²LB : 108 m²,https://www.rumah123.com//properti/balikpapan/hos15900631/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15900631/original/hos15900631-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703826409.jpg
DEKAT RSKD KANUDJOSO  MURAH,Rumah,Rp 750 JutaCicilan : 3 Jutaan per bulan,22LT : 163 m²LB : 80 m²,https://www.rumah123.com//properti/balikpapan/hos15900630/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15900630/original/hos15900630-rumah-di-jual-di-balikpapan-utara-balikpapan-1703826408.jpg
TURUN HARGA DEKAT BANDARA DAN LAUT BUTUH TER CEPAT,Rumah,Rp 5 MiliarCicilan : 22 Jutaan per bulan,54LT : 499 m²LB : 400 m²,https://www.rumah123.com//properti/balikpapan/hos15900628/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15900628/original/hos15900628-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703826400.jpg
Rumah mewah di perumahan Pupuk dan sejuk,Rumah,"Rp 28,5 MiliarCicilan : 129 Jutaan per bulan",15155LT : 1060 m²LB : 1600 m²,https://www.rumah123.com//properti/balikpapan/hos15898870/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15898870/original/hos15898870-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703816463.jpg
