,Judul,Harga,Lokasi,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Carport,Tipe Properti,Sertifikat,Daya Listrik,Kamar Pembantu,Dapur,Ruang Makan,Ruang Tamu,Kondisi Perabotan,Jumlah Lantai,Pemandangan,Terjangkau Internet,Lebar Jalan,Sumber Air,Hook,Kondisi Properti,Tipe Iklan
1011,"BALIKPAPAN BARU,  RUMAH COCOK UNTUK MESS","Rp 2,3 Miliar","Balikpapan Selatan, Balikpapan",6,2,234 m²,156 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1012,RUMAH NYAMAN DIKOMPLEX ELITE,Rp 1 Miliar,"Balikpapan Selatan, Balikpapan",2,1,120 m²,96 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,1,,,,,,,,,,,,Dijual
1013,DI JUAL CEPAT RUMAH STRATEGIS DI PERUMAHAN BALIKPAPAN BARU,"Rp 2,4 Miliar","Damai, Balikpapan",3,1,375 m²,74 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1014,RUMAH TIGA KAMAR TIDUR DALAM PERUMAHAN ELITE BALIKPAPAN,"Rp 1,33 Miliar","Balikpapan Selatan, Balikpapan",3,2,120 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,1,,,,,,,,,,,,Dijual
1015,RUMAH COCOK DI RENOVASI,Rp 600 Juta,"Balikpapan Selatan, Balikpapan",2,1,105 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
1016,BALIKPAPAN RUMAH CANTIK DI TENGAH PUSAT KOTA,"Rp 3,65 Miliar","Balikpapan Selatan, Balikpapan",3,2,288 m²,256 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,1,,,,,,,,,,,,Dijual
1017,BALIKPAPAN RUMAH HUNIAN KLASIK NYAMAN DAN AMAN,"Rp 1,2 Miliar","Balikpapan Selatan, Balikpapan",4,3,300 m²,184 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,,,,,,,,,,,Dijual
1018,MINIMALIS DALAM PERUMAHAN,"Rp 1,65 Miliar","Balikpapan Selatan, Balikpapan",5,4,152 m²,130 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1019,Rumah Balikpapan Baru,Rp 900 Juta,"Balikpapan Selatan, Balikpapan",2,1,120 m²,65 m²,,Rumah,SHM - Sertifikat Hak Milik,,,,,,Furnished,1,,,,,,Bagus,Dijual
1020,Rumah modern minimalis Batakan Village,"Rp 1,7 Miliar","Balikpapan Timur, Balikpapan",3,2,136 m²,117 m²,,Rumah,SHM - Sertifikat Hak Milik,,,,,,,,,,,,,Bagus Sekali,Dijual
1021,Rumah 2 lantai di Citra Bukit Indah Side View Danau,"Rp 2,1 Miliar","Damai, Balikpapan",4,4,135 m²,125 m²,,Rumah,SHM - Sertifikat Hak Milik,,,,Tidak,Tidak,,1,,Tidak,,,Tidak,Bagus,Dijual
1022,RUMAH MINIMALIS DEKAT RUMAH  SAKIT SILOAM,"Rp 1,2 Miliar","Balikpapan Selatan, Balikpapan",4,2,120 m²,70 m²,2,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,1,Ya,Ya,Semi Furnished,2,Perkotaan,Ya,2 Mobil,Sumur Galian,Tidak,Sudah Renovasi,Dijual
1023,RUMAH BARU READY STOCK & SIAP HUNI BEBAS SEMUA BIAYA2 NYA,Rp 485 Juta,"Balikpapan Utara, Balikpapan",2,1,96 m²,45 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
1024,"DI  RUMAH BARU SIAP HUNI, RUMAH TUNGGAL & FREE SEMUA BIAYA - BIAYA NYA",Rp 548 Juta,"Balikpapan Selatan, Balikpapan",2,1,165 m²,45 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
1025,Tanah Tepi Jalan Utama Balikpapan,"Rp 6,5 Miliar","Balikpapan Tengah, Balikpapan",4,4,156 m²,200 m²,2,Rumah,SHM - Sertifikat Hak Milik,3300 Watt,,1,Ya,Ya,Semi Furnished,2,Perkotaan,Ya,4 Mobil,PAM atau PDAM,Tidak,Butuh Renovasi,Dijual
1026,"BALIKPAPAN, RUMAH ASRI DI DEKAT PANTAI (Y477)","Rp 1,5 Miliar","Batakan, Balikpapan",3,2,105 m²,91 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1027,Hunian Elit  Modern Di Perumahan Grand City,"Rp 1,5 Miliar","Balikpapan Utara, Balikpapan",2,1,72 m²,47 m²,2,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Ya,Ya,Semi Furnished,,Pemukiman Warga,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
1028,"BALIKPAPAN, RUMAH CANTIK FULL FURNISH (Y359)","Rp 2,4 Miliar","Damai, Balikpapan",2,3,144 m²,250 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,,,,,,,,,,,Dijual
1029,BALIKPAPAN PRAPATAN RUMAH COCOK UNTUK BUKA USAHA PINGGIR JALAN RAYA,"Rp 1,6 Miliar","Balikpapan Selatan, Balikpapan",13,3,215 m²,180 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,1,Ya,Ya,Unfurnished,2,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Ya,Butuh Renovasi,Dijual
1030,CEPAT RUMAH CANTIK SEMI FURNISHED,Rp 675 Juta,"Balikpapan Utara, Balikpapan",2,1,110 m²,110 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
1031,"RUMAH CANTIK, BERSIH DAN TERAWAT GRAND CITY BALIKPAPAN","Rp 1,15 Miliar","Balikpapan Utara, Balikpapan",2,2,60 m²,47 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",1300 Watt,,1,Tidak,Tidak,Unfurnished,2,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
1032,RUMAH NYAMAN TANAH LUAS,"Rp 1,25 Miliar","Balikpapan Utara, Balikpapan",3,2,395 m²,121 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1033,TURUN HARGA!! RUMAH MINIMALIS PERUMAHAN TAMANSARI BUKIT MUTIARA (WIKA) BALIKPAPAN KAL-TIM,Rp 600 Juta,"Balikpapan Utara, Balikpapan",2,1,90 m²,70 m²,1,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,1,Ya,Ya,Semi Furnished,1,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Bagus,Dijual
1034,HUNIAN ASRI 2 LANTAI SEMI FURNISH LOKASI AMAN NYAMAN DAN TENANG,"Rp 2,1 Miliar","Balikpapan Selatan, Balikpapan",3,3,231 m²,231 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1035,"BALIKPAPAN,  KAWASAN ELITE BERSIH (Y91)","Rp 1,75 Miliar","Balikpapan Selatan, Balikpapan",2,1,212 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1036,BALIKPAPAN - HUNIAN Di Kawasan Elite (SL077),"Rp 1,8 Miliar","Balikpapan Selatan, Balikpapan",5,5,190 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1037,BALIKPAPAN - Rumah Cantik di Kawasan Perumahan Elite (SL074),"Rp 2,8 Miliar","Balikpapan Baru, Balikpapan",5,4,200 m²,298 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,2,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1038,BALIKPAPAN - RUMAH TENGAH KOTA STRATEGIS (SL073),"Rp 5,5 Miliar","Balikpapan Tengah, Balikpapan",3,3,620 m²,600 m²,,Rumah,SHM - Sertifikat Hak Milik,9500 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1039,BALIKPAPAN - RUMAH FULL FURNISH DI KAWASAN PADAT PENDUDUK (SL055),Rp 850 Juta,"Balikpapan Utara, Balikpapan",3,2,150 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1040,BALIKPAPAN - HUNIAN MINIMALIS DI PUSAT KOTA BDS 3 (SL036),Rp 585 Juta,"Balikpapan Selatan, Balikpapan",2,1,87 m²,36 m²,,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,,,,,,,,,,,,Dijual
1041,BALIKPAPAN PUPUK (Y162),"Rp 4,5 Miliar","Balikpapan Selatan, Balikpapan",3,3,389 m²,400 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,1,,,,,,,,,,,,Dijual
1042,BALIKPAPAN REGENCY ( Y365),Rp 550 Juta,"Balikpapan Selatan, Balikpapan",2,1,72 m²,72 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
1043,BALIKPAPAN RUMAH DALAM CLUSTER (Y438),"Rp 2,5 Miliar","Balikpapan Baru, Balikpapan",3,2,180 m²,119 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1044,BALIKPAPAN RUMAH MEWAH DALAM CLUSTER CIPUTRA SIAP HUNI (LKO 02),"Rp 3,5 Miliar","Balikpapan Selatan, Balikpapan",4,4,160 m²,298 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,1,,,,,,,,,,,,Dijual
1045,BALIKPAPAN BUKIT DAMAI INDAH ( LKO 01),"Rp 1,4 Miliar","Balikpapan Selatan, Balikpapan",4,2,144 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1046,RUMAH DEKAT MALL DAERAH PUPUK UTARA V,"Rp 3,5 Miliar","Balikpapan Selatan, Balikpapan",4,6,300 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1047,RUMAH TENGAH KOTA LOKASI DEPAN POLDA KALTIM HARGA NEGO,"Rp 1,2 Miliar","Balikpapan Selatan, Balikpapan",3,1,150 m²,150 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1048,TIGA KAMAR DEKAT SILOAM HOSPITAL,Rp 850 Juta,"Balikpapan Selatan, Balikpapan",3,2,120 m²,120 m²,,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,,,,,,,,,,,,Dijual
1049,Rumah Mess Super Luas Strategis di Balikpapan Kalimantan Timur ,"Rp 1,45 Miliar","Balikpapan Utara, Balikpapan",13,3,150 m²,260 m²,1,Rumah,SHM - Sertifikat Hak Milik,,,1,Ya,Ya,Furnished,2,Perkotaan,Tidak,,,Tidak,Bagus,Dijual
1050,Rumah Mess Super Luas Strategis di Balikpapan Kalimantan Timur ,"Rp 1,45 Miliar","Balikpapan Utara, Balikpapan",13,3,150 m²,260 m²,1,Rumah,SHM - Sertifikat Hak Milik,,,1,Ya,Ya,Furnished,2,Perkotaan,Ya,2 Mobil,,Tidak,Bagus,Dijual
1051,RUMAH DUA LANTAI LUAS HOMY COZY DALAM PERUMAHAN ELITE BALIKPAPAN,"Rp 1,8 Miliar","Balikpapan Utara, Balikpapan",3,3,256 m²,150 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,2,,,,,,,,,,,,Dijual
1052,Hunian Mewah di perumahan mewah Balikpapan Baru,"Rp 7,5 Miliar","Balikpapan Baru, Balikpapan",6,6,612 m²,289 m²,4,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,2,,Ya,Ya,Unfurnished,,,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
1053,RUMAH HOOK HOMY TERAWAT BARU RENOVASI DALAM PERUMAHAN BESAR BALIKPAPAN,"Rp 1,88 Miliar","Balikpapan Utara, Balikpapan",4,2,206 m²,139 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,1,,,,,,,,,,,,Dijual
1054,Rumah Minimalis Di Perumahan  Wika  balikpapan ,Rp 950 Juta,"Balikpapan Utara, Balikpapan",2,2,120 m²,110 m²,3,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Ya,Ya,Unfurnished,,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
1055,House view lautan and city Balikpapan.  ,"Rp 1,95 Miliar","Sepinggan, Balikpapan",3,2,136 m²,190 m²,4,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,,Ya,Ya,Semi Furnished,,Pantai,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru,Dijual
1056,"BALIKPAPAN, RUMAH CANTIK DAN NYAMAN DI KILO 10",Rp 750 Juta,"Balikpapan Utara, Balikpapan",3,3,144 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
1057,Rumah Siap Huni (AL003),"Rp 3,5 Miliar","Balikpapan Selatan, Balikpapan",4,4,160 m²,298 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,1,,Ya,Ya,Furnished,1,Perkotaan,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
1058,BALIKPAPAN PERUMAHAN REGENCY,Rp 450 Juta,"Balikpapan Selatan, Balikpapan",2,1,72 m²,90 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
1059,Hunian Nyaman di Perumahan Villa Damai,"Rp 1,15 Miliar","Balikpapan Selatan, Balikpapan",3,2,151 m²,79 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Ya,Ya,Unfurnished,,Pemukiman Warga,Ya,2 Mobil,,Tidak,Bagus,Dijual
1060,Kos-kosan di Marthadinata,"Rp 2,2 Miliar","Balikpapan Tengah, Balikpapan",,,469 m²,520 m²,,Rumah,SHM - Sertifikat Hak Milik,3300 Watt,,,Tidak,Tidak,,1,,Ya,2 Mobil,PAM atau PDAM,Tidak,Sudah Renovasi,Dijual
1061,Rumah istimewa Balikpapan Baru,"Rp 3,9 Miliar","Balikpapan Baru, Balikpapan",3,2,235 m²,170 m²,3,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,1,Ya,Ya,Semi Furnished,2,Perkotaan,Ya,2 Mobil,Sumur Galian,Ya,Sudah Renovasi,Dijual
1062,Rumah Minimalis Lokasi Strategis,Rp 650 Juta,"Balikpapan Selatan, Balikpapan",3,2,72 m²,54 m²,1,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,1,Tidak,Ya,Unfurnished,1,Pemukiman Warga,Ya,,Sumur Bor,Tidak,Bagus,Dijual
1063,"RUMAH BESAR DAN LUAS LOKASI NYAMAN, AMAN DAN TENANG","Rp 2,42 Miliar","Balikpapan Tengah, Balikpapan",4,3,354 m²,225 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1064,di Perumahan Rengganis,"Rp 3,5 Miliar","Balikpapan Selatan, Balikpapan",,,300 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,10000 Watt,,,Tidak,Tidak,,1,,Ya,2 Mobil,PAM atau PDAM,Tidak,Sudah Renovasi,Dijual
1065,RUMAH MURAH SATU LANTAI DI KAWASAN SUMBER REJO,Rp 650 Juta,"Sumber Rejo, Balikpapan",2,1,96 m²,45 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1066,Hunian Dihook di Perumahan Balikpapan Baru,"Rp 1,65 Miliar","Balikpapan Baru, Balikpapan",3,2,216 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,900 Watt,,,,,,,,,,,,,Dijual
1067,GRAHA INDAH,Rp 600 Juta,"Balikpapan Utara, Balikpapan",3,1,108 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
1068,SEPINGGAN PRATAMA,Rp 700 Juta,"Balikpapan Selatan, Balikpapan",2,2,150 m²,150 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,,,,,,,,,,,Dijual
1069,RUMAH  2 LANTAI SIAP HUNI DI REGENCY,Rp 795 Juta,"Balikpapan Selatan, Balikpapan",3,2,84 m²,56 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1070,RUMAH MURAH SATU LANTAI DI PERUMAHAN DAUN VILLAGE,Rp 700 Juta,"Balikpapan Selatan, Balikpapan",2,1,85 m²,45 m²,,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1071,RUMAH SIAP HUNI CANTIK MINIMALIS DI BALIKPAPAN REGENCY,"Rp 1,2 Miliar","Balikpapan Selatan, Balikpapan",3,2,158 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1072,"Dijual Rumah di Bukit Damai Indah Bdi, Balikpapan","Rp 1,5 Miliar","Balikpapan Selatan, Balikpapan",3,2,180 m²,60 m²,1,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Ya,Unfurnished,1,Perkotaan,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
1073,Rumah Mewah 2 lantai  di komplek Ramayana Balikpapan,"Rp 1,8 Miliar","Balikpapan Utara, Balikpapan",5,4,300 m²,308 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,,,,,,,,,,,Dijual
1074,RUMAH MINIMAlIS HOOK 1 LANTAI SIAP HUNI DENGAN LOKASI NYAMAN DAN AMAN,"Rp 1,3 Miliar","Balikpapan Timur, Balikpapan",2,2,112 m²,122 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1075,HUNIAN DENGAN SMART HOME SYSTEM DESAIN MINIMALIS LOKASI AMAN NYAMAN DAN MODERN,"Rp 1,75 Miliar","Balikpapan Utara, Balikpapan",3,3,98 m²,88 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1076,Rumah Perumahan Pondok Anggun Batu Ampar  Balikpapan utara,Rp 1 Miliar,"Batu Ampar, Balikpapan",4,2,162 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1077,"Rumah perumahan Ramayana kilo KM 3,5 balikpapan utara",Rp 950 Juta,"Balikpapan Utara, Balikpapan",4,2,210 m²,150 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,,,,,,,,,,,Dijual
1078,Rumah baru perumahan pesona katulistiwa suangai ampal balikpapan,Rp 673 Juta,"Sumber Rejo, Balikpapan",3,1,78 m²,42 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
1079,BALIKPAPAN PERUMAHAN RESIDENCE KARTINI BALIKPAPAN DUA,"Rp 1,2 Miliar","Balikpapan Selatan, Balikpapan",2,1,120 m²,90 m²,,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1080,RUMAH DUA KAMAR TIDUR SIAP HUNI DALAM PERUMAHAN TENGAH KOTA BALIKPAPAN,Rp 900 Juta,"Balikpapan Selatan, Balikpapan",2,1,91 m²,60 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
1081,RUMAH TIGA KAMAR TIDUR SIAP HUNI DALAM PERUMAHAN TENGAH KOTA BALIKPAPAN,"Rp 1,25 Miliar","Balikpapan Utara, Balikpapan",3,2,210 m²,98 m²,,Rumah,SHM - Sertifikat Hak Milik,900 Watt,,,,,,,,,,,,,Dijual
1082,RUMAH MODERN MEWAH EXCLUSIVE DI TENGAH KOTA BALIKPAPAN,"Rp 2,8 Miliar","Balikpapan Selatan, Balikpapan",3,3,126 m²,92 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1083,RUMAH  DI SEPINGGAN PRATAMA,"Rp 1,1 Miliar","Balikpapan Selatan, Balikpapan",3,3,120 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1084,di  Rumah Nyaman Kawasan Elite Citra Bukit Indah Ciputra BDI,Rp 975 Juta,"Balikpapan Selatan, Balikpapan",2,1,90 m²,55 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1085,RUMAH TUMBUH BARU DUA LANTAI TIGA KAMAR TIDUR DALAM PERUMAHAN ELITE BALIKPAPAN,"Rp 2,1 Miliar","Balikpapan Utara, Balikpapan",3,3,140 m²,70 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1086,RUMAH MINIMALIS SIAP HUNI,"Rp 1,3 Miliar","Balikpapan Baru, Balikpapan",2,1,130 m²,81 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
1087,RUMAH CANTIK SATU LANTAI SIAP HUNI DI PERUMAHAN WIKA,"Rp 2,8 Miliar","Balikpapan Utara, Balikpapan",3,2,311 m²,225 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,1,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1088,rumah tingkat 2 di kampung  Timur Balikpapan,"Rp 1,65 Miliar","Gn. Samarinda, Balikpapan",6,2,250 m²,246 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Bagus,Dijual
1089,Hunian baru konsep Villa ditengah kota balikpapan ,Rp 850 Juta,"Damai, Balikpapan",3,3,125 m²,135 m²,2,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Tidak,2 Mobil,Sumur Bor,Tidak,Baru,Dijual
1090,Hunian terawat di perumahan yang nyaman sekali,Rp 800 Juta,"Balikpapan Selatan, Balikpapan",3,2,130 m²,125 m²,2,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
1091,"Rumah dikawasan adem, nyaman dan aman dikota balikpapan ",Rp 850 Juta,"Sepinggan, Balikpapan",3,2,180 m²,160 m²,1,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
1092,Hunian cantik ditengah kota balikpapan. ,"Rp 1,75 Miliar","Balikpapan Selatan, Balikpapan",5,2,300 m²,280 m²,1,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,Tidak,Tidak,Furnished,,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
1093,"BALIKPAPAN, RUMAH LUAS DI MANGGAR (Y515)","Rp 1,35 Miliar","Batakan, Balikpapan",4,5,350 m²,320 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1094,RUMAH EMPAT KAMAR TIDUR BARU DI CAT DALAM PERUMAHAN ELITE BALIKPAPAN,"Rp 1,25 Miliar","Balikpapan Selatan, Balikpapan",4,2,144 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
1095,RUMAH HOOK EMPAT KAMAR TIDUR DALAM PERUMAHAN BALIKPAPAN,Rp 900 Juta,"Balikpapan Selatan, Balikpapan",4,2,163 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
