,judul,hyperlink,img_hyperlinks,Judul,Harga,Lokasi,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Carport,Tipe Properti,Sertifikat,Daya Listrik,Kamar Pembantu,Dapur,Ruang Makan,Ruang Tamu,Kondisi Perabotan,Jumlah Lantai,Pemandangan,Terjangkau Internet,Lebar Jalan,Sumber Air,Hook,Kondisi Properti,Tipe Iklan
178,Rumah di  di daerah kilo,https://www.rumah123.com//properti/balikpapan/hos16001913/,https://picture.rumah123.com/r123/720x420-crop/house/ho16/16001913/original/hos16001913-rumah-di-jual-di-balikpapan-utara-balikpapan-1704863640.jpg,Rumah di  di daerah kilo,"Rp 1,7 Miliar","Balikpapan Utara, Balikpapan",3,2,285 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
179,RUMAH DENGAN HARGA TERJANGKAU DAERAH PERUMAHAN DENGAN LOKASI AMAN DAN NYAMAN,https://www.rumah123.com//properti/balikpapan/hos16000946/,https://picture.rumah123.com/r123/720x420-crop/house/ho16/16000946/original/hos16000946-rumah-di-jual-di-balikpapan-utara-balikpapan-1704860136.jpg,RUMAH DENGAN HARGA TERJANGKAU DAERAH PERUMAHAN DENGAN LOKASI AMAN DAN NYAMAN,Rp 750 Juta,"Balikpapan Utara, Balikpapan",2,2,90 m²,90 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
180,Rumah Minimalis di Tengah Kota,https://www.rumah123.com//properti/balikpapan/hos15998228/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1641896/2024-01-10-00-30-32-666f10a8-5202-4562-b93e-f6b45535bc5f.jpg,Rumah Minimalis di Tengah Kota,Rp 950 Juta,"Balikpapan Utara, Balikpapan",4,2,201 m²,180 m²,2,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1,Tidak,Tidak,Semi Furnished,1,,Ya,,PAM atau PDAM,Tidak,Sudah Renovasi,Dijual
181,Rumah siap huni di Balikpapan Baru Cluster Mediterania 2 Lantai ,https://www.rumah123.com//properti/balikpapan/hos15940374/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1928965/2024-01-03-08-44-05-45494a7a-0b86-4000-ab54-021b6c3e48b9.jpg,Rumah siap huni di Balikpapan Baru Cluster Mediterania 2 Lantai ,"Rp 1,7 Miliar","Balikpapan Selatan, Balikpapan",3,2,105 m²,100 m²,2,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,1,Ya,Ya,Semi Furnished,2,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
182,Dijual Cepat Rumah di Tengah Kota Pupuk,https://www.rumah123.com//properti/balikpapan/hos15939451/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1805813/2024-01-03-07-37-08-5358ccf0-eaca-4768-8fff-d06c50b11988.jpg,Dijual Cepat Rumah di Tengah Kota Pupuk,"Rp 2,7 Miliar","Balikpapan Selatan, Balikpapan",2,1,500 m²,224 m²,,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,,Tidak,Tidak,Unfurnished,1,Perkotaan,Ya,2 Mobil,PAM atau PDAM,Tidak,,Dijual
183,366 Balikpapan Baru Rumah Besar Tanpa Renovasi Harga Murah,https://www.rumah123.com//properti/balikpapan/hos15889145/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1507995/2023-12-27-23-42-47-7995212b-38eb-425e-9528-8b8d47c56c6c.jpg,366 Balikpapan Baru Rumah Besar Tanpa Renovasi Harga Murah,"Rp 2,95 Miliar","Balikpapan Baru, Balikpapan",4,4,300 m²,289 m²,2,Rumah,SHM - Sertifikat Hak Milik,10600 Watt,2,1,Ya,Ya,Unfurnished,2,Perkotaan,Ya,3 Mobil,Sumur Pompa,Tidak,Sudah Renovasi,Dijual
184,Dijual Cepat Rumah Di Bukit Damai Indah Bdi,https://www.rumah123.com//properti/balikpapan/hos15882130/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1805813/2024-01-03-07-39-44-b7cab1ca-beee-4af2-a9e8-d4b7bc4ca889.png,Dijual Cepat Rumah Di Bukit Damai Indah Bdi,"Rp 1,89 Miliar","Balikpapan Selatan, Balikpapan",5,3,240 m²,200 m²,1,Rumah,SHM - Sertifikat Hak Milik,22000 Watt,1,,Tidak,Tidak,Unfurnished,1,Perkotaan,Ya,2 Mobil,PAM atau PDAM,Tidak,,Dijual
185,"RUMAH LIMA KAMAR TIDUR KOMPLIT BESERTA SEMUA ISINYA,  DALAM PERUMAHAN ELIT KOTA BALIKPAPAN KALTIM",https://www.rumah123.com//properti/balikpapan/hos15881573/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15881573/original/hos15881573-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703635267.jpg,"RUMAH LIMA KAMAR TIDUR KOMPLIT BESERTA SEMUA ISINYA,  DALAM PERUMAHAN ELIT KOTA BALIKPAPAN KALTIM","Rp 2,8 Miliar","Balikpapan Selatan, Balikpapan",5,5,280 m²,226 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,1,1,Ya,Ya,Furnished,1,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Sudah Renovasi,Dijual
186,RUMAH PUPUK DEKAT BALIKPAPAN SUPER BLOK ,https://www.rumah123.com//properti/balikpapan/hos15838192/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1929388/2023-12-20-23-46-42-fb71d13a-a9e2-44ad-bcda-e0210f676822.jpg,RUMAH PUPUK DEKAT BALIKPAPAN SUPER BLOK ,"Rp 4,5 Miliar","Balikpapan Kota, Balikpapan",3,2,330 m²,300 m²,3,Rumah,SHM - Sertifikat Hak Milik,10000 Watt,1,1,Ya,Tidak,Furnished,1,Perkotaan,Ya,2 Mobil,PAM atau PDAM,Tidak,Sudah Renovasi,Dijual
187,Rumah Bagus Siap Huni di Balikpapan Regency,https://www.rumah123.com//properti/balikpapan/hos15835697/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1928965/2023-12-20-09-36-47-33a36045-fcaf-4aa5-9ece-1e3f42f0d99c.jpg,Rumah Bagus Siap Huni di Balikpapan Regency,"Rp 1,85 Miliar","Balikpapan Selatan, Balikpapan",3,2,180 m²,120 m²,2,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1,Ya,Ya,Unfurnished,2,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Ya,Bagus,Dijual
188,RUMAH TUMBUH BARU DUA LANTAI TIGA KAMAR TIDUR DALAM PERUMAHAN ELITE BALIKPAPAN,https://www.rumah123.com//properti/balikpapan/hos15828612/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15828612/original/hos15828612-rumah-di-jual-di-balikpapan-utara-balikpapan-1703031422.jpg,RUMAH TUMBUH BARU DUA LANTAI TIGA KAMAR TIDUR DALAM PERUMAHAN ELITE BALIKPAPAN,"Rp 2,1 Miliar","Balikpapan Utara, Balikpapan",3,3,140 m²,70 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
189,RUMAH TUMBUH BARU DUA LANTAI TIGA KAMAR TIDUR DALAM PERUMAHAN ELITE BALIKPAPAN,https://www.rumah123.com//properti/balikpapan/hos15130845/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15130845/original/hos15130845-rumah-di-jual-di-balikpapan-utara-balikpapan-1697416471.jpg,RUMAH TUMBUH BARU DUA LANTAI TIGA KAMAR TIDUR DALAM PERUMAHAN ELITE BALIKPAPAN,"Rp 2,1 Miliar","Balikpapan Utara, Balikpapan",3,3,140 m²,70 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
190,362 Balikpapan Baru Rumah Kondisi Bagus Full Furnish Siap Pakai Memiliki Area Terbuka Cukup Banyak,https://www.rumah123.com//properti/balikpapan/hos15777624/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1737807/2023-12-13-13-50-02-d16e5776-8d83-4c6a-9ff3-9b24a6de53b9.jpg,362 Balikpapan Baru Rumah Kondisi Bagus Full Furnish Siap Pakai Memiliki Area Terbuka Cukup Banyak,"Rp 4,5 Miliar","Balikpapan Baru, Balikpapan",4,3,400 m²,250 m²,2,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,1,Ya,Ya,Furnished,2,Taman Kota,Ya,3 Mobil,,Tidak,Bagus,Dijual
191,361 Balikpapan Baru Rumah Elegant Di Perumahan Cluster Elite,https://www.rumah123.com//properti/balikpapan/hos15777502/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1737807/2023-12-13-13-32-16-45622e52-61f7-4b93-a297-56a3d9ff0b21.jpg,361 Balikpapan Baru Rumah Elegant Di Perumahan Cluster Elite,"Rp 5,5 Miliar","Balikpapan Baru, Balikpapan",5,4,396 m²,400 m²,2,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,1,2,Ya,Ya,Unfurnished,1,,Ya,3 Mobil,Sumur Bor,Tidak,Bagus,Dijual
192,"BALIKPAPAN, RUMAH CANTIK DAN NYAMAN DI KILO 10",https://www.rumah123.com//properti/balikpapan/hos15767170/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15767170/original/hos15767170-rumah-di-jual-di-balikpapan-utara-balikpapan-1702426416.jpg,"BALIKPAPAN, RUMAH CANTIK DAN NYAMAN DI KILO 10",Rp 750 Juta,"Balikpapan Utara, Balikpapan",3,3,144 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
193,"BALIKPAPAN, RUMAH CANTIK DAN NYAMAN DI KILO 10",https://www.rumah123.com//properti/balikpapan/hos15751096/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15751096/original/hos15751096-rumah-di-jual-di-balikpapan-utara-balikpapan-1702279903.jpg,"BALIKPAPAN, RUMAH CANTIK DAN NYAMAN DI KILO 10",Rp 750 Juta,"Balikpapan Utara, Balikpapan",3,3,144 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
194,"Dijual Rumah di Komp. Puri Ratu Kencana, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15695336/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1082865/2023-12-06-08-27-10-6edc076f-1e50-4973-95cf-c16af7e5891a.jpg,"Dijual Rumah di Komp. Puri Ratu Kencana, Balikpapan",Rp 850 Juta,"Balikpapan Selatan, Balikpapan",2,1,88 m²,88 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1,Ya,Ya,Unfurnished,1,,Ya,,PAM atau PDAM,Tidak,Bagus,Dijual
195,RUMAH DENGAN LUAS TANAH DAN LUAS BANGUNAN YANG CUKUP BESAR HARGA BERSAHABAT,https://www.rumah123.com//properti/balikpapan/hos15692581/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15692581/original/hos15692581-rumah-di-jual-di-balikpapan-selatan-balikpapan-1701841450.jpg,RUMAH DENGAN LUAS TANAH DAN LUAS BANGUNAN YANG CUKUP BESAR HARGA BERSAHABAT,"Rp 1,35 Miliar","Balikpapan Selatan, Balikpapan",4,3,400 m²,146 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
196,"RUMAH DIBALIKPAPAN TENGAH SIAP HUNI, KOTA PENYANGGA IKN",https://www.rumah123.com//properti/balikpapan/hos15692549/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15692549/original/hos15692549-rumah-di-jual-di-balikpapan-tengah-balikpapan-1701841258.jpg,"RUMAH DIBALIKPAPAN TENGAH SIAP HUNI, KOTA PENYANGGA IKN",Rp 800 Juta,"Balikpapan Tengah, Balikpapan",4,2,120 m²,8 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Ya,Ya,,,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
197,RUMAH DI MT HARYONO DAERAH RAMAI DEKAT PERUMAHAN GRAND CITY,https://www.rumah123.com//properti/balikpapan/hos15688510/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15688510/original/hos15688510-rumah-di-jual-di-balikpapan-utara-balikpapan-1701823217.jpg,RUMAH DI MT HARYONO DAERAH RAMAI DEKAT PERUMAHAN GRAND CITY,Rp 900 Juta,"Balikpapan Utara, Balikpapan",3,2,250 m²,98 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,,,,,,,,,,,Dijual
198,RUMAH DI MT HARYONO DAERAH RAMAI DEKAT PERUMAHAN GRAND CITY,https://www.rumah123.com//properti/balikpapan/hos15688510/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15688510/original/hos15688510-rumah-di-jual-di-balikpapan-utara-balikpapan-1701823217.jpg,RUMAH DI MT HARYONO DAERAH RAMAI DEKAT PERUMAHAN GRAND CITY,Rp 900 Juta,"Balikpapan Utara, Balikpapan",3,2,250 m²,98 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
199,RUMAH DI MT HARYONO DAERAH RAMAI DEKAT PERUMAHAN GRAND CITY,https://www.rumah123.com//properti/balikpapan/hos15688511/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15688511/original/hos15688511-rumah-di-jual-di-balikpapan-utara-balikpapan-1701823218.jpg,RUMAH DI MT HARYONO DAERAH RAMAI DEKAT PERUMAHAN GRAND CITY,Rp 900 Juta,"Balikpapan Utara, Balikpapan",3,2,250 m²,98 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,,,,,,,,,,,Dijual
200,RUMAH DI MT HARYONO DAERAH RAMAI DEKAT PERUMAHAN GRAND CITY,https://www.rumah123.com//properti/balikpapan/hos15688511/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15688511/original/hos15688511-rumah-di-jual-di-balikpapan-utara-balikpapan-1701823218.jpg,RUMAH DI MT HARYONO DAERAH RAMAI DEKAT PERUMAHAN GRAND CITY,Rp 900 Juta,"Balikpapan Utara, Balikpapan",3,2,250 m²,98 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
201,RUMAH TINGGAL DI  KOTA BALIKPAPAN,https://www.rumah123.com//properti/balikpapan/hos15688494/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15688494/original/hos15688494-rumah-di-jual-di-balikpapan-selatan-balikpapan-1701823016.jpg,RUMAH TINGGAL DI  KOTA BALIKPAPAN,Rp 800 Juta,"Balikpapan Selatan, Balikpapan",2,2,200 m²,77 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
202,RUMAH TINGGAL DI  KOTA BALIKPAPAN,https://www.rumah123.com//properti/balikpapan/hos15688494/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15688494/original/hos15688494-rumah-di-jual-di-balikpapan-selatan-balikpapan-1701823016.jpg,RUMAH TINGGAL DI  KOTA BALIKPAPAN,Rp 800 Juta,"Balikpapan Selatan, Balikpapan",2,2,200 m²,77 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
203,RUMAH TINGGAL DI  KOTA BALIKPAPAN,https://www.rumah123.com//properti/balikpapan/hos15688494/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15688494/original/hos15688494-rumah-di-jual-di-balikpapan-selatan-balikpapan-1701823016.jpg,RUMAH TINGGAL DI  KOTA BALIKPAPAN,Rp 800 Juta,"Balikpapan Selatan, Balikpapan",2,2,200 m²,77 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
204,RUMAH TINGGAL DI  KOTA BALIKPAPAN,https://www.rumah123.com//properti/balikpapan/hos15688493/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15688493/original/hos15688493-rumah-di-jual-di-balikpapan-selatan-balikpapan-1701823015.jpg,RUMAH TINGGAL DI  KOTA BALIKPAPAN,Rp 800 Juta,"Balikpapan Selatan, Balikpapan",2,2,200 m²,77 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
205,RUMAH TINGGAL DI  KOTA BALIKPAPAN,https://www.rumah123.com//properti/balikpapan/hos15688493/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15688493/original/hos15688493-rumah-di-jual-di-balikpapan-selatan-balikpapan-1701823015.jpg,RUMAH TINGGAL DI  KOTA BALIKPAPAN,Rp 800 Juta,"Balikpapan Selatan, Balikpapan",2,2,200 m²,77 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
206,RUMAH TINGGAL DI  KOTA BALIKPAPAN,https://www.rumah123.com//properti/balikpapan/hos15688493/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15688493/original/hos15688493-rumah-di-jual-di-balikpapan-selatan-balikpapan-1701823015.jpg,RUMAH TINGGAL DI  KOTA BALIKPAPAN,Rp 800 Juta,"Balikpapan Selatan, Balikpapan",2,2,200 m²,77 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
207,RUMAH TINGGAL DI  KOTA BALIKPAPAN,https://www.rumah123.com//properti/balikpapan/hos13569011/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13569011/original/hos13569011-rumah-di-jual-di-balikpapan-selatan-balikpapan-1683000355.jpg,RUMAH TINGGAL DI  KOTA BALIKPAPAN,Rp 800 Juta,"Balikpapan Selatan, Balikpapan",2,2,200 m²,77 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
208,RUMAH TINGGAL DI  KOTA BALIKPAPAN,https://www.rumah123.com//properti/balikpapan/hos13569011/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13569011/original/hos13569011-rumah-di-jual-di-balikpapan-selatan-balikpapan-1683000355.jpg,RUMAH TINGGAL DI  KOTA BALIKPAPAN,Rp 800 Juta,"Balikpapan Selatan, Balikpapan",2,2,200 m²,77 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
209,RUMAH TINGGAL DI  KOTA BALIKPAPAN,https://www.rumah123.com//properti/balikpapan/hos13569011/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13569011/original/hos13569011-rumah-di-jual-di-balikpapan-selatan-balikpapan-1683000355.jpg,RUMAH TINGGAL DI  KOTA BALIKPAPAN,Rp 800 Juta,"Balikpapan Selatan, Balikpapan",2,2,200 m²,77 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
210,HARGA SPESIAL RUMAH KANTOR 2LT DI TENGAH KOTA,https://www.rumah123.com//properti/balikpapan/hos15688469/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15688469/original/hos15688469-rumah-di-jual-di-balikpapan-tengah-balikpapan-1701822629.jpg,HARGA SPESIAL RUMAH KANTOR 2LT DI TENGAH KOTA,"Rp 2,1 Miliar","Balikpapan Tengah, Balikpapan",8,6,429 m²,429 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,,,,,,,,,,,Dijual
211,HARGA SPESIAL RUMAH KANTOR 2LT DI TENGAH KOTA,https://www.rumah123.com//properti/balikpapan/hos15688469/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15688469/original/hos15688469-rumah-di-jual-di-balikpapan-tengah-balikpapan-1701822629.jpg,HARGA SPESIAL RUMAH KANTOR 2LT DI TENGAH KOTA,"Rp 2,1 Miliar","Balikpapan Tengah, Balikpapan",8,6,429 m²,429 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,,,,,,,,,,,Dijual
212,HARGA SPESIAL RUMAH KANTOR 2LT DI TENGAH KOTA,https://www.rumah123.com//properti/balikpapan/hos15688470/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15688470/original/hos15688470-rumah-di-jual-di-balikpapan-tengah-balikpapan-1701822630.jpg,HARGA SPESIAL RUMAH KANTOR 2LT DI TENGAH KOTA,"Rp 2,1 Miliar","Balikpapan Tengah, Balikpapan",8,6,429 m²,429 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,,,,,,,,,,,Dijual
213,HARGA SPESIAL RUMAH KANTOR 2LT DI TENGAH KOTA,https://www.rumah123.com//properti/balikpapan/hos15688470/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15688470/original/hos15688470-rumah-di-jual-di-balikpapan-tengah-balikpapan-1701822630.jpg,HARGA SPESIAL RUMAH KANTOR 2LT DI TENGAH KOTA,"Rp 2,1 Miliar","Balikpapan Tengah, Balikpapan",8,6,429 m²,429 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,,,,,,,,,,,Dijual
214,HUNIAN RUMAH YANG NYAMAN DAN DI DAERAH STRATEGIS,https://www.rumah123.com//properti/balikpapan/hos15688444/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15688444/original/hos15688444-rumah-di-jual-di-balikpapan-utara-balikpapan-1701822244.jpg,HUNIAN RUMAH YANG NYAMAN DAN DI DAERAH STRATEGIS,Rp 850 Juta,"Balikpapan Utara, Balikpapan",2,2,184 m²,64 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
215,HUNIAN RUMAH YANG NYAMAN DAN DI DAERAH STRATEGIS,https://www.rumah123.com//properti/balikpapan/hos15688444/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15688444/original/hos15688444-rumah-di-jual-di-balikpapan-utara-balikpapan-1701822244.jpg,HUNIAN RUMAH YANG NYAMAN DAN DI DAERAH STRATEGIS,Rp 850 Juta,"Balikpapan Utara, Balikpapan",2,2,184 m²,64 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
216,HUNIAN RUMAH YANG NYAMAN DAN DI DAERAH STRATEGIS,https://www.rumah123.com//properti/balikpapan/hos15688443/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15688443/original/hos15688443-rumah-di-jual-di-balikpapan-utara-balikpapan-1701822244.jpg,HUNIAN RUMAH YANG NYAMAN DAN DI DAERAH STRATEGIS,Rp 850 Juta,"Balikpapan Utara, Balikpapan",2,2,184 m²,64 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
217,HUNIAN RUMAH YANG NYAMAN DAN DI DAERAH STRATEGIS,https://www.rumah123.com//properti/balikpapan/hos15688443/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15688443/original/hos15688443-rumah-di-jual-di-balikpapan-utara-balikpapan-1701822244.jpg,HUNIAN RUMAH YANG NYAMAN DAN DI DAERAH STRATEGIS,Rp 850 Juta,"Balikpapan Utara, Balikpapan",2,2,184 m²,64 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
218,HUNIAN RUMAH YANG NYAMAN DAN DI DAERAH STRATEGIS,https://www.rumah123.com//properti/balikpapan/hos13568983/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13568983/original/hos13568983-rumah-di-jual-di-balikpapan-utara-balikpapan-1683000277.jpg,HUNIAN RUMAH YANG NYAMAN DAN DI DAERAH STRATEGIS,Rp 850 Juta,"Balikpapan Utara, Balikpapan",2,2,184 m²,64 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
219,HUNIAN RUMAH YANG NYAMAN DAN DI DAERAH STRATEGIS,https://www.rumah123.com//properti/balikpapan/hos13568983/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13568983/original/hos13568983-rumah-di-jual-di-balikpapan-utara-balikpapan-1683000277.jpg,HUNIAN RUMAH YANG NYAMAN DAN DI DAERAH STRATEGIS,Rp 850 Juta,"Balikpapan Utara, Balikpapan",2,2,184 m²,64 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
220,BALIKPAPAN REGENCY CLUSTER VALENCIA,https://www.rumah123.com//properti/balikpapan/hos15688440/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15688440/original/hos15688440-rumah-di-jual-di-balikpapan-selatan-balikpapan-1701822175.jpg,BALIKPAPAN REGENCY CLUSTER VALENCIA,Rp 850 Juta,"Balikpapan Selatan, Balikpapan",2,2,90 m²,54 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
221,BALIKPAPAN REGENCY CLUSTER VALENCIA,https://www.rumah123.com//properti/balikpapan/hos15688439/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15688439/original/hos15688439-rumah-di-jual-di-balikpapan-selatan-balikpapan-1701822175.jpg,BALIKPAPAN REGENCY CLUSTER VALENCIA,Rp 850 Juta,"Balikpapan Selatan, Balikpapan",2,2,90 m²,54 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
222,BALIKPAPAN REGENCY CLUSTER VALENCIA,https://www.rumah123.com//properti/balikpapan/hos13568991/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13568991/original/hos13568991-rumah-di-jual-di-balikpapan-selatan-balikpapan-1683000284.jpg,BALIKPAPAN REGENCY CLUSTER VALENCIA,Rp 850 Juta,"Balikpapan Selatan, Balikpapan",2,2,90 m²,54 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
223,BALIKPAPAN REGENCY CLUSTER VALENCIA,https://www.rumah123.com//properti/balikpapan/hos13696799/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13696799/original/hos13696799-rumah-di-jual-di-balikpapan-selatan-balikpapan-1684114513.jpg,BALIKPAPAN REGENCY CLUSTER VALENCIA,Rp 850 Juta,"Balikpapan Selatan, Balikpapan",2,2,90 m²,54 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
224,RUMAH MURAH DI HOOK SEPINGGAN ASRI,https://www.rumah123.com//properti/balikpapan/hos15688428/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15688428/original/hos15688428-rumah-di-jual-di-balikpapan-selatan-balikpapan-1701822082.jpg,RUMAH MURAH DI HOOK SEPINGGAN ASRI,Rp 875 Juta,"Balikpapan Selatan, Balikpapan",4,2,180 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
225,RUMAH MURAH DI HOOK SEPINGGAN ASRI,https://www.rumah123.com//properti/balikpapan/hos15688427/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15688427/original/hos15688427-rumah-di-jual-di-balikpapan-selatan-balikpapan-1701822081.jpg,RUMAH MURAH DI HOOK SEPINGGAN ASRI,Rp 875 Juta,"Balikpapan Selatan, Balikpapan",4,2,180 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
