,Judul,Harga,Lokasi,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Carport,Tipe Properti,Sertifikat,Daya Listrik,Kamar Pembantu,Dapur,Ruang Makan,Ruang Tamu,Kondisi Perabotan,Jumlah Lantai,Pemandangan,Terjangkau Internet,Lebar Jalan,Sumber Air,Hook,Kondisi Properti,Tipe Iklan
1122,Hunian minimalis sudah Full Furnish didaerah wisata,Rp 600 Juta,"Teritip, Balikpapan",3,2,182 m²,182 m²,2,Rumah,SHM - Sertifikat Hak Milik,900 Watt,,,Tidak,Tidak,Furnished,,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Bagus,Dijual
1123,RUMAH BESAR STRATEGIS SIAP HUNI BALIKPAPAN RENGGANIS RESIDENCE,"Rp 3,5 Miliar","Balikpapan Selatan, Balikpapan",3,3,300 m²,250 m²,2,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,1,,Tidak,Tidak,Furnished,1,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Sudah Renovasi,Dijual
1124,RUMAH BESAR LUAS NYAMAN ENAM KAMAR TIDUR DI TENGAH KOTA BALIKPAPAN,"Rp 1,45 Miliar","Balikpapan Tengah, Balikpapan",6,4,215 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1125,RUMAH TIGA KAMAR TIDUR DALAM PERUMAHAN RAMAI BALIKPAPAN,"Rp 1,2 Miliar","Balikpapan Utara, Balikpapan",3,2,120 m²,125 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1126,Hunian tingkat 2 Didaerah perum Balikpapan Baru,"Rp 1,7 Miliar","Balikpapan Baru, Balikpapan",5,2,230 m²,150 m²,2,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Bagus,Dijual
1127,RUMAH TINGGAL CANTIK SIAP HUNI BALIKPAPAN GRAND CITY,Rp 40 Juta,"Balikpapan Utara, Balikpapan",2,2,60 m²,47 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",1300 Watt,,1,Tidak,Tidak,Unfurnished,2,,Tidak,2 Mobil,,Tidak,Bagus,Dijual
1128,BALIKPAPAN PERUMAHAN  BDS 2,Rp 450 Juta,"Balikpapan Selatan, Balikpapan",2,1,102 m²,65 m²,,Rumah,HGB - Hak Guna Bangunan,900 Watt,,,,,,,,,,,,,Dijual
1129,RUMAH MURAH DI TENGAH KOTA BALIKPAPAN,Rp 525 Juta,"Gunung Bahagia, Balikpapan",2,1,72 m²,48 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
1130,rumah tingkat 2 dekat Kolam renang Caribbean regency,"Rp 1,9 Miliar","Balikpapan Selatan, Balikpapan",4,3,180 m²,250 m²,1,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Bagus,Dijual
1131,RUMAH BALIKPAPAN GUNUNG GUNTUR,Rp 385 Juta,"Balikpapan Tengah, Balikpapan",3,2,180 m²,154 m²,,Rumah,SHM - Sertifikat Hak Milik,900 Watt,,,,,,,,,,,,,Dijual
1132,Rumah Mewah Balikpapan,"Rp 5,5 Miliar","Balikpapan Baru, Balikpapan",12,10,719 m²,800 m²,,Rumah,SHM - Sertifikat Hak Milik,16500 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1133,RUMAH HAMPIR FINISING  DIDAERAH BATU AMPAR,"Rp 1,4 Miliar","Balikpapan Utara, Balikpapan",3,3,140 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1134,Rumah minimalis baru dibangun dan baru direnov,Rp 570 Juta,"Sepinggan, Balikpapan",3,2,100 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Ya,Ya,Unfurnished,1,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Ya,Baru,Dijual
1135,Dijual Rumah minimalis  bisa di take over,Rp 470 Juta,"Balikpapan Utara, Balikpapan",2,1,84 m²,36 m²,1,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Ya,Ya,Unfurnished,1,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
1141,Smart Home Cluster Premium Tengah Kota Balikpapan,Rp 920 Juta,"Balikpapan Selatan, Balikpapan",3,3,60 m²,80 m²,1,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,1,Ya,Ya,Unfurnished,2,Perkotaan,Ya,,PAM atau PDAM,Tidak,,Dijual
1142,Rumah Koss Kantor Mess Strategis Hadap Pertamina,"Rp 3,45 Miliar","Balikpapan Tengah, Balikpapan",,,455 m²,400 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,1,,Tidak,,PAM atau PDAM,Tidak,,Dijual
1143,Tempat Usaha Tengah Kota,Rp 695 Juta,"Balikpapan Tengah, Balikpapan",,,144 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,1,,Tidak,,PAM atau PDAM,Tidak,,Dijual
1144,RUMAH 2 LANTAI DI PERUMAHAN CITRA BUKIT INDAH,"Rp 1,65 Miliar","Balikpapan Selatan, Balikpapan",3,2,121 m²,105 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1145,Rumah di Perumahan Regency De Royale posisi hook,"Rp 2,6 Miliar","Balikpapan Selatan, Balikpapan",,,273 m²,155 m²,,Rumah,SHM - Sertifikat Hak Milik,3300 Watt,,,Tidak,Tidak,,1,,Tidak,,Sumur Bor,Ya,Bagus,Dijual
1146,Rumah di Balikppan baru,"Rp 3,3 Miliar","Balikpapan Kota, Balikpapan",,,293 m²,180 m²,,Rumah,SHM - Sertifikat Hak Milik,3300 Watt,,,Tidak,Tidak,,1,,Tidak,,Sumur Pompa,Tidak,Bagus,Dijual
1147,BALIKPAPAN REGENCY CLUSTER VALENCIA,Rp 850 Juta,"Balikpapan Selatan, Balikpapan",2,2,90 m²,54 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
1148,Rumah cantik minimalis modern dekat sekolah negeri dan kantor kelurahan,Rp 800 Juta,"Balikpapan Selatan, Balikpapan",2,1,150 m²,144 m²,1,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,Unfurnished,1,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Ya,Bagus,Dijual
1149,234 Balikpapan Indrakila Rumah Cantik Siap Huni Di Kp Timur,"Rp 2,2 Miliar","Balikpapan Utara, Balikpapan",3,2,200 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1150,232 Balikpapan Blora Rumah Dengan Tanah Luas Di Tengah Kota,"Rp 2,5 Miliar","Balikpapan Tengah, Balikpapan",3,2,435 m²,350 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1151,246 Balikpapan Ciputra Rumah Cantik Posisi Ujung Memiliki Halaman Luas,"Rp 3,99 Miliar","Balikpapan Tengah, Balikpapan",4,4,356 m²,199 m²,,Rumah,HGB - Hak Guna Bangunan,3500 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1152,DI JUAL CEPAT RUMAH DUA LANTAI DI PERUMAHAN BALIKPAPAN BARU,"Rp 1,7 Miliar","Balikpapan Utara, Balikpapan",3,2,160 m²,141 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1153,RUMAH TINGKAT PERUMAHAN CIPUTRA,"Rp 1,19 Miliar","Balikpapan Selatan, Balikpapan",2,1,122 m²,60 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,,,,,,,,,,,Dijual
1154,RUMAH BESAR DAN MEWAH TENGAH KOTA,"Rp 2,1 Miliar","Karang Jati, Balikpapan",4,4,286 m²,263 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1155,"DIJUAL RUMAH DI JALAN SOEKARNO HATTA KM 3,5  KOMPLEK RAMAYANA",Rp 1 Miliar,"Balikpapan Utara, Balikpapan",3,2,210 m²,190 m²,1,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1,Tidak,Tidak,,2,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
1156,RUMAH TERAWAT,"Rp 1,69 Miliar","Balikpapan Utara, Balikpapan",3,3,120 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,,,,,,,,,,,Dijual
1157,RUMAH MINIMALIS BORNEO PARADISO,Rp 650 Juta,"Balikpapan Selatan, Balikpapan",2,2,72 m²,36 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
1158,Rumah Luas Tengah Kota Harga Murah,Rp 895 Juta,"Balikpapan Tengah, Balikpapan",4,2,325 m²,240 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,1,Ya,Ya,Furnished,1,Pemukiman Warga,Ya,1 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
1159,BALIKPAPAN RUMAH CLUSTER GRAND CITY (HM113),"Rp 1,2 Miliar","Balikpapan Utara, Balikpapan",2,2,112 m²,56 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1160,BALIKPAPAN BARU RUMAH CLUSTER KYOTO  (HM109),"Rp 1,6 Miliar","Balikpapan Baru, Balikpapan",3,3,216 m²,68 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
1161,BALIKPAPAN RUMAH JAMRUD(HM101),"Rp 1,3 Miliar","Damai, Balikpapan",2,2,120 m²,120 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,1,,Tidak,Tidak,Unfurnished,1,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
1162,BALIKPAPAN RUMAH CITRA BUKIT INDAH BESAR KOLAM RENANG (HM95),Rp 7 Miliar,"Damai, Balikpapan",4,3,450 m²,275 m²,2,Rumah,HGB - Hak Guna Bangunan,4400 Watt,2,,Tidak,Tidak,Unfurnished,2,,Tidak,4 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
1163,BALIKPAPAN BARU RUMAH BESAR  ADA TAMAN (HM104),"Rp 4,5 Miliar","Balikpapan Baru, Balikpapan",3,2,554 m²,355 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,1,,Tidak,Tidak,,,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Butuh Renovasi,Dijual
1164,"BALIKPAPAN RUMAH TENANG, BERSIH DAN TERAWAT DI PERUMAHAN WIKA",Rp 895 Juta,"Gunung Bahagia, Balikpapan",2,1,150 m²,60 m²,1,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,1,Tidak,Tidak,Unfurnished,1,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
1165,BALIKPAPAN RUMAH SIAP HUNI DAERAH BATU AMPAR,Rp 620 Juta,"Balikpapan Utara, Balikpapan",2,1,165 m²,60 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,Unfurnished,1,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
1166,MEWAH POSISI HOOK DALAM CLUSTER ELIT SIAP HUNI,"Rp 7,8 Miliar","Balikpapan Selatan, Balikpapan",6,4,300 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,10000 Watt,,,,,,,,,,,,,Dijual
1167,JARANG ADA RUMAH DUA LANTAI BESAR ASRI  TERAWAT POSISI HOOK,"Rp 2,3 Miliar","Balikpapan Selatan, Balikpapan",5,4,288 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,,,,,,,,,,,Dijual
1168,Jual KosKos an ditengah kota,"Rp 2,5 Miliar","Balikpapan Tengah, Balikpapan",10,,406 m²,406 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,1,Tidak,Tidak,Unfurnished,1,Perkotaan,Ya,,PAM atau PDAM,Tidak,Bagus,Dijual
1169,rumah mewah tingkat 2 dekat masjid dan kuliner,"Rp 1,75 Miliar","Balikpapan Baru, Balikpapan",3,2,96 m²,100 m²,1,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,Furnished,2,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
1170,RUMAH TIGA KAMAR TIDUR DALAM PERUMAHAN DI TENGAH KOTA BALIKPAPAN,"Rp 2,5 Miliar","Balikpapan Selatan, Balikpapan",3,2,240 m²,116 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,1,,,,,,,,,,,,Dijual
1171,RUMAH LUAS MEWAH DALAM PERUMAHAN ELITE BALIKPAPAN,"Rp 2,5 Miliar","Balikpapan Baru, Balikpapan",3,4,198 m²,310 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,2,,,,,,,,,,,,Dijual
1172,"Rumah besar 2 lantai cocok untuk kos2an , mess dan kantor",Rp 2 Miliar,"Balikpapan Tengah, Balikpapan",,,283 m²,263 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1,Tidak,Tidak,,1,,Tidak,,PAM atau PDAM,Tidak,Bagus,Dijual
1173,Rumah tengah kota cocok kos kosan,"Rp 1,2 Miliar","Balikpapan Tengah, Balikpapan",,,260 m²,219 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1,Tidak,Tidak,,1,,Tidak,,PAM atau PDAM,Tidak,,Dijual
1174,RUMAH LUAS DUA LANTAI DI BOULEVARD PERUMAHAN ELITE BALIKPAPAN,"Rp 1,8 Miliar","Balikpapan Utara, Balikpapan",3,2,200 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,,,,,,,,,,,Dijual
1175,RUMAH MURAH LUAS DALAM PERUMAHAN RAMAI PADAT PENDUDUK BALIKPAPAN,Rp 440 Juta,"Balikpapan Utara, Balikpapan",2,1,120 m²,45 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
1176,"Rumah minimalis yg cantik dan bersih, terawat, dan nyaman",Rp 1 Miliar,"Sepinggan, Balikpapan",2,1,144 m²,140 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,Pemukiman Warga,Tidak,,PAM atau PDAM,Tidak,Bagus,Dijual
1177,RUMAH MINIMALIS TIGA KAMAR TIDUR DALAM PERUMAHAN ELITE BALIKPAPAN,"Rp 1,6 Miliar","Balikpapan Baru, Balikpapan",3,2,96 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1178,RUMAH CANTIK EMPAT KAMAR TIDUR DALAM CLUSTER PERUMAHAN  BALIKPAPAN,"Rp 1,55 Miliar","Balikpapan Utara, Balikpapan",4,3,186 m²,160 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1179,RUMAH LUAS MURAH COCOK UNTUK USAHA DI DAERAH RAMAI STRATEGIS BALIKPAPAN,"Rp 1,53 Miliar","Sepinggan, Balikpapan",8,3,380 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,,,,,,,,,,,Dijual
1180,RUMAH BESAR DENGAN TANAH LUAS DALAM CLUSTER PERUMAHAN ELITE BALIKPAPAN,Rp 5 Miliar,"Balikpapan Baru, Balikpapan",3,3,400 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,13200 Watt,2,,,,,,,,,,,,Dijual
1181,"Daun Vilage,Sebelah Trans Studio Mini Balikpapan","Rp 1,5 Miliar","Balikpapan Utara, Balikpapan",3,1,136 m²,85 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,1,Ya,Ya,,1,,Tidak,,PAM atau PDAM,Tidak,Bagus,Dijual
1182,RUMAH ASRI SATU LANTAI DI KAWASAN PERUMAHAN BALIKPAPAN BARU,"Rp 1,7 Miliar","Balikpapan Baru, Balikpapan",3,2,240 m²,170 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1183,RUMAH BESAR DENGAN TANAH LUAS DALAM CLUSTER PERUMAHAN ELITE BALIKPAPAN,"Rp 5,5 Miliar","Balikpapan Baru, Balikpapan",3,3,400 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,2,,,,,,,,,,,,Dijual
1184,"Rumah Minimalis Tanah Luas di Bdi , Harga Bersahabat","Rp 1,5 Miliar","Balikpapan Selatan, Balikpapan",,,216 m²,150 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,1,,Tidak,,PAM atau PDAM,Tidak,,Dijual
1185,GUNUNG GUNTUR,Rp 550 Juta,"Gn. Sari Ilir, Balikpapan",2,1,78 m²,40 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
1186,PERUM BUKIT MUTIARA,Rp 650 Juta,"Balikpapan Utara, Balikpapan",2,2,120 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
1187,PERUM GRIYA PERMATA ASRI,Rp 900 Juta,"Balikpapan Selatan, Balikpapan",3,1,200 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1188,RUMAH MINIMALIS SIAP HUNI DI AREA WIKA,Rp 750 Juta,"Balikpapan Utara, Balikpapan",2,1,120 m²,60 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1189,RUMAH HOOK  2 LANTAI  BERSIH TERAWAT SIAP HUNI DI WIKA.,"Rp 3,65 Miliar","Balikpapan Utara, Balikpapan",4,5,319 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,1,,,,,,,,,,,,Dijual
1190,"RUMAH,RUKO DAN KOST-KOST AN PINGGIR JL.RAYA DI TENGAH KOTA",Rp 5 Miliar,"Balikpapan Utara, Balikpapan",14,14,995 m²,600 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,Ya,Ya,,2,,Ya,2 Mobil,PAM atau PDAM,Tidak,,Dijual
1198,Rumah Minimalis 2 Lantai Siap Huni di Balikpapan Baru,"Rp 1,8 Miliar","Balikpapan Baru, Balikpapan",3,2,162 m²,110 m²,1,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",,,1,Ya,Ya,,2,,Tidak,,,Tidak,Bagus,Dijual
1199,RUMAH LUAS HOMY COZY ASRI TAMAN LUAS,"Rp 3,9 Miliar","Balikpapan Utara, Balikpapan",5,6,770 m²,350 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,,,,,,,,,,,Dijual
1200,RUMAH BERSIH LUAS ASRI DALAM PERUMAHAN ELITE BALIKPAPAN,"Rp 2,6 Miliar","Balikpapan Utara, Balikpapan",3,2,311 m²,225 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,1,,,,,,,,,,,,Dijual
