,judul,hyperlink,img_hyperlinks,Judul,Harga,Lokasi,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Carport,Tipe Properti,Sertifikat,Daya Listrik,Kamar Pembantu,Dapur,Ruang Makan,Ruang Tamu,Kondisi Perabotan,Jumlah Lantai,Pemandangan,Terjangkau Internet,Lebar Jalan,Sumber Air,Hook,Kondisi Properti,Tipe Iklan
17,Dijual Cepat Rumah Pupuk ,https://www.rumah123.com//properti/balikpapan/hos13543624/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1805813/2023-04-29-02-11-03-b130b274-f8c7-4b25-ab10-b57a0dc53c38.png,Dijual Cepat Rumah Pupuk ,"Rp 2,2 Miliar","Balikpapan Selatan, Balikpapan",4,3,374 m²,220 m²,1,Rumah,SHM - Sertifikat Hak Milik,6600 Watt,,1,Ya,Ya,Unfurnished,1,Perkotaan,Ya,2 Mobil,,Tidak,Butuh Renovasi,Dijual
18,RUMAH PINGGIR JALAN SOMBER,https://www.rumah123.com//properti/balikpapan/hos13297693/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13297693/original/hos13297693-rumah-di-jual-di-balikpapan-utara-balikpapan-1680334999.jpg,RUMAH PINGGIR JALAN SOMBER,"Rp 1,7 Miliar","Balikpapan Utara, Balikpapan",4,3,194 m²,230 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
19,Rumah Permata Hijau Nego,https://www.rumah123.com//properti/balikpapan/hos13216904/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1040256/2023-03-25-06-33-36-d1f3324e-5590-4536-b2ad-96bb2f809eb6.jpg,Rumah Permata Hijau Nego,Rp 500 Juta,"Balikpapan Selatan, Balikpapan",,,84 m²,40 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,1,,Tidak,,PAM atau PDAM,Tidak,Bagus,Dijual
20,BALIKPAPAN RUMAH DENGAN HALAMAN LUAS SEPINGGAN (HM151),https://www.rumah123.com//properti/balikpapan/hos13213189/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13213189/original/hos13213189-rumah-di-jual-di-balikpapan-selatan-balikpapan-1679710195.jpg,BALIKPAPAN RUMAH DENGAN HALAMAN LUAS SEPINGGAN (HM151),"Rp 2,5 Miliar","Balikpapan Selatan, Balikpapan",5,2,745 m²,400 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1,Tidak,Tidak,Unfurnished,1,Pemukiman Warga,Tidak,4 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
21,RUMAH CANTIK DIBALIKPAPAN REGENCY,https://www.rumah123.com//properti/balikpapan/hos13053097/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13053097/original/hos13053097-rumah-di-jual-di-balikpapan-selatan-balikpapan-1678526154.jpg,RUMAH CANTIK DIBALIKPAPAN REGENCY,"Rp 1,95 Miliar","Balikpapan Selatan, Balikpapan",3,2,152 m²,167 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
22,BALIKPAPAN RUMAH TAMAN SARI BUKIT MUTIARA (WIKA) HM132,https://www.rumah123.com//properti/balikpapan/hos13052369/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13052369/original/hos13052369-rumah-di-jual-di-balikpapan-utara-balikpapan-1678523897.jpg,BALIKPAPAN RUMAH TAMAN SARI BUKIT MUTIARA (WIKA) HM132,"Rp 1,25 Miliar","Balikpapan Utara, Balikpapan",2,2,120 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1,Tidak,Tidak,Semi Furnished,1,Pemukiman Warga,Tidak,3 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
23,"BALIKPAPAN RUMAH BESAR , MESS KARYAWAN DAN KANTOR",https://www.rumah123.com//properti/balikpapan/hos12720366/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12720366/original/hos12720366-rumah-di-jual-di-sepinggan-balikpapan-1676097509.jpg,"BALIKPAPAN RUMAH BESAR , MESS KARYAWAN DAN KANTOR",Rp 15 Miliar,"Sepinggan, Balikpapan",4,5,827 m²,600 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,,,,,,,,,,,Dijual
24,Rumah Mewah Minimalis Free Biaya,https://www.rumah123.com//properti/balikpapan/hos12514837/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1355633/2023-01-21-06-33-10-dc86ad23-3df5-4db9-9fe7-87e70d9aa307.png,Rumah Mewah Minimalis Free Biaya,"Rp 1,16 Miliar","Balikpapan Selatan, Balikpapan",3,2,168 m²,100 m²,1,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,1,Ya,Ya,Unfurnished,1,Perkotaan,Ya,2 Mobil,Sumur Bor,Tidak,Baru,Dijual
25,TURUN HARGA RUMAH SIAP HUNI LOKASI STRATEGHIS DI PERUMAHAN PUPUK KALTIM,https://www.rumah123.com//properti/balikpapan/hos12138535/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12138535/original/hos12138535-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703826636.jpg,TURUN HARGA RUMAH SIAP HUNI LOKASI STRATEGHIS DI PERUMAHAN PUPUK KALTIM,"Rp 2,4 Miliar","Balikpapan Selatan, Balikpapan",4,3,306 m²,250 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
26,FULL FURNISH MEWAH TERAWAT ADA KOLAM RENANG DI TENGAH KOTA BALIKPAPAN,https://www.rumah123.com//properti/balikpapan/hos11911458/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11911458/original/hos11911458-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703831242.jpg,FULL FURNISH MEWAH TERAWAT ADA KOLAM RENANG DI TENGAH KOTA BALIKPAPAN,Rp 9 Miliar,"Balikpapan Selatan, Balikpapan",4,4,570 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,13200 Watt,,,,,,,,,,,,,Dijual
27,DIJUAL HOTEL DI PUSAT PERBELANJAAN PASAR INPRES KEBUN SAYUR,https://www.rumah123.com//properti/balikpapan/hos11911411/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1688259/2022-11-27-10-32-22-aaa54bf1-60ef-441b-aeac-0b0b47cc4b3c.jpg,DIJUAL HOTEL DI PUSAT PERBELANJAAN PASAR INPRES KEBUN SAYUR,"Rp 7,5 Miliar","Balikpapan Barat, Balikpapan",12,12,154 m²,308 m²,,Rumah,HGB - Hak Guna Bangunan,7700 Watt,,1,Tidak,Tidak,Unfurnished,2,Perkotaan,Tidak,2 Mobil,,Tidak,Bagus,Dijual
28,"DI JUAL RUMAH KONTRAKAN 2 LANTAI 2 PINTU DAN KOS-KOSAN INVESTASI MENARIK, GANG KARZENDA",https://www.rumah123.com//properti/balikpapan/hos11911187/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11911187/original/hos11911187-rumah-di-jual-di-karang-rejo-balikpapan-1669421288.jpg,"DI JUAL RUMAH KONTRAKAN 2 LANTAI 2 PINTU DAN KOS-KOSAN INVESTASI MENARIK, GANG KARZENDA","Rp 1,65 Miliar","Balikpapan Tengah, Balikpapan",10,4,129 m²,176 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,1,Tidak,Tidak,Unfurnished,2,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
29,"DI JUAL RUMAH DI BHUMI NIRWANA INDAH, BALIKPAPAN KAL-TIM ",https://www.rumah123.com//properti/balikpapan/hos11911186/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11911186/original/hos11911186-rumah-di-jual-di-balikpapan-utara-balikpapan-1669421257.jpg,"DI JUAL RUMAH DI BHUMI NIRWANA INDAH, BALIKPAPAN KAL-TIM ","Rp 1,6 Miliar","Balikpapan Utara, Balikpapan",4,4,180 m²,240 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Tidak,,,Tidak,Bagus,Dijual
30,RUMAH TUMBUH DUA KAMAR TIDUR LUAS DALAM PERUMAHAN ELITE BALIKPAPAN,https://www.rumah123.com//properti/balikpapan/hos11762798/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11762798/original/hos11762798-rumah-di-jual-di-balikpapan-baru-balikpapan-1668211243.jpg,RUMAH TUMBUH DUA KAMAR TIDUR LUAS DALAM PERUMAHAN ELITE BALIKPAPAN,Rp 2 Miliar,"Balikpapan Baru, Balikpapan",2,2,172 m²,130 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,,,,,,,,,,,Dijual
31,RUMAH MINIMALIS  MURAH SIAP HUNI,https://www.rumah123.com//properti/balikpapan/hos11522017/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11522017/original/hos11522017-rumah-di-jual-di-balikpapan-selatan-balikpapan-1666425141.jpg,RUMAH MINIMALIS  MURAH SIAP HUNI,Rp 1 Miliar,"Balikpapan Selatan, Balikpapan",3,2,170 m²,170 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
32,TENGAH KOTA BISA PEMBAYARAN CASH BERTAHAP VIA DEVELOPER DAN KPR,https://www.rumah123.com//properti/balikpapan/hos11517026/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11517026/original/hos11517026-rumah-di-jual-di-damai-balikpapan-1703832795.jpg,TENGAH KOTA BISA PEMBAYARAN CASH BERTAHAP VIA DEVELOPER DAN KPR,Rp 586 Juta,"Damai, Balikpapan",2,1,72 m²,36 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
33,RUMAH MINIMALIS KAWASAN ELITE PERUMAHAN GRAND CITY,https://www.rumah123.com//properti/balikpapan/hos11440415/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11440415/original/hos11440415-rumah-di-jual-di-balikpapan-utara-balikpapan-1665817432.jpg,RUMAH MINIMALIS KAWASAN ELITE PERUMAHAN GRAND CITY,Rp 1 Miliar,"Balikpapan Utara, Balikpapan",2,2,72 m²,46 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
34,Rumah Asri Cantik Wika Balikpapan 007JR,https://www.rumah123.com//properti/balikpapan/hos11440399/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11440399/original/hos11440399-rumah-di-jual-di-balikpapan-utara-balikpapan-1665817301.jpg,Rumah Asri Cantik Wika Balikpapan 007JR,Rp 2 Miliar,"Balikpapan Utara, Balikpapan",2,2,235 m²,235 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
35,"BALIKPAPAN,  RUMAH VIEW LAPANGAN GOLF (Y452)",https://www.rumah123.com//properti/balikpapan/hos11032919/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11032919/original/hos11032919-rumah-di-jual-di-damai-balikpapan-1662340472.jpg,"BALIKPAPAN,  RUMAH VIEW LAPANGAN GOLF (Y452)",Rp 4 Miliar,"Damai, Balikpapan",4,4,236 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,,,,,,,,,,,Dijual
36,RUMAH MINIMALIS DITENGAH KOTA BALIKPAPAN DAN DEKAT MASJID,https://www.rumah123.com//properti/balikpapan/hos10962511/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10962511/original/hos10962511-rumah-di-jual-di-balikpapan-utara-balikpapan-1661564590.jpg,RUMAH MINIMALIS DITENGAH KOTA BALIKPAPAN DAN DEKAT MASJID,"Rp 1,55 Miliar","Balikpapan Utara, Balikpapan",4,2,211 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,Bagus,Dijual
37,RUMAH BESAR DEKAT GEDUNG BIRU KALTIM POST,https://www.rumah123.com//properti/balikpapan/hos10856951/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10856951/original/hos10856951-rumah-di-jual-di-balikpapan-utara-balikpapan-1703826613.jpg,RUMAH BESAR DEKAT GEDUNG BIRU KALTIM POST,"Rp 1,6 Miliar","Balikpapan Utara, Balikpapan",4,3,300 m²,308 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
38,Rumah Baru Posisi Hook Tanah Luas Full Pagar,https://www.rumah123.com//properti/balikpapan/hos10852112/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1355633/2023-01-26-10-22-19-bef21a83-f802-4546-bce1-af0f2b6911e8.png,Rumah Baru Posisi Hook Tanah Luas Full Pagar,Rp 480 Juta,"Karang Joang, Balikpapan",2,1,120 m²,45 m²,1,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,1,Ya,Ya,Unfurnished,1,Pemukiman Warga,Ya,,,Tidak,Baru,Dijual
39,RUMAH BAGUS DALAM CLUSTER DI BORNEO PARADISO,https://www.rumah123.com//properti/balikpapan/hos10795732/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10795732/original/hos10795732-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703826612.jpg,RUMAH BAGUS DALAM CLUSTER DI BORNEO PARADISO,Rp 550 Juta,"Balikpapan Selatan, Balikpapan",2,1,72 m²,60 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
40,RUMAH CANTIK DI KAWASAN PERUMAHAN PUPUK ,https://www.rumah123.com//properti/balikpapan/hos10747666/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1439184/2022-07-30-13-05-43-949271a2-af52-47eb-9e94-bb673ccde339.jpg,RUMAH CANTIK DI KAWASAN PERUMAHAN PUPUK ,"Rp 4,7 Miliar","Balikpapan Selatan, Balikpapan",4,2,330 m²,300 m²,4,Rumah,SHM - Sertifikat Hak Milik,10000 Watt,1,,,,Furnished,1,,,,,,Bagus Sekali,Dijual
41,RUMAH PLUS KOST-KOST DIPINGGIR JALAN besar,https://www.rumah123.com//properti/balikpapan/hos10690397/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10690397/original/hos10690397-rumah-di-jual-di-sepinggan-balikpapan-1658554886.jpg,RUMAH PLUS KOST-KOST DIPINGGIR JALAN besar,"Rp 4,1 Miliar","Sepinggan, Balikpapan",25,25,450 m²,450 m²,,Rumah,SHM - Sertifikat Hak Milik,6600 Watt,,,,,Unfurnished,2,,,,,,Bagus,Dijual
42,RUMAH MEWAH FULLY FURNISH DI BALIKPAPAN BARU(Y426),https://www.rumah123.com//properti/balikpapan/hos10689988/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10689988/original/hos10689988-rumah-di-jual-di-balikpapan-baru-balikpapan-1658552186.jpg,RUMAH MEWAH FULLY FURNISH DI BALIKPAPAN BARU(Y426),"Rp 8,5 Miliar","Balikpapan Baru, Balikpapan",6,6,520 m²,380 m²,,Rumah,SHM - Sertifikat Hak Milik,6600 Watt,4,,,,,,,,,,,,Dijual
43,RUMAH MEWAH FULLY FURNISH DI BALIKPAPAN BARU(Y426),https://www.rumah123.com//properti/balikpapan/hos10689988/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10689988/original/hos10689988-rumah-di-jual-di-balikpapan-baru-balikpapan-1658552186.jpg,RUMAH MEWAH FULLY FURNISH DI BALIKPAPAN BARU(Y426),"Rp 8,5 Miliar","Balikpapan Baru, Balikpapan",4,2,520 m²,380 m²,,Rumah,SHM - Sertifikat Hak Milik,6600 Watt,,,,,,,,,,,,,Dijual
44,RUMAH MEWAH FULLY FURNISH DI BALIKPAPAN BARU(Y426),https://www.rumah123.com//properti/balikpapan/hos10687874/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10687874/original/hos10687874-rumah-di-jual-di-balikpapan-baru-balikpapan-1658539451.jpg,RUMAH MEWAH FULLY FURNISH DI BALIKPAPAN BARU(Y426),"Rp 8,5 Miliar","Balikpapan Baru, Balikpapan",6,6,520 m²,380 m²,,Rumah,SHM - Sertifikat Hak Milik,6600 Watt,4,,,,,,,,,,,,Dijual
45,RUMAH MEWAH FULLY FURNISH DI BALIKPAPAN BARU(Y426),https://www.rumah123.com//properti/balikpapan/hos10687874/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10687874/original/hos10687874-rumah-di-jual-di-balikpapan-baru-balikpapan-1658539451.jpg,RUMAH MEWAH FULLY FURNISH DI BALIKPAPAN BARU(Y426),"Rp 8,5 Miliar","Balikpapan Baru, Balikpapan",4,2,520 m²,380 m²,,Rumah,SHM - Sertifikat Hak Milik,6600 Watt,,,,,,,,,,,,,Dijual
46,Rumah minimalis tingkat 2 dan di hook di Jl. Balikpapan regency kintamani,https://www.rumah123.com//properti/balikpapan/hos10639293/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2022-07-16-05-23-07-6f53a9a9-f5e7-45ee-b0fb-2b72c0a0399b.jpg,Rumah minimalis tingkat 2 dan di hook di Jl. Balikpapan regency kintamani,"Rp 1,4 Miliar","Balikpapan Selatan, Balikpapan",3,2,240 m²,45 m²,1,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,,,Unfurnished,2,,,,,,Bagus Sekali,Dijual
