,judul,hyperlink,img_hyperlinks,Judul,Harga,Lokasi,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Carport,Tipe Properti,Sertifikat,Daya Listrik,Kamar Pembantu,Dapur,Ruang Makan,Ruang Tamu,Kondisi Perabotan,Jumlah Lantai,Pemandangan,Terjangkau Internet,Lebar Jalan,Sumber Air,Hook,Kondisi Properti,Tipe Iklan
47,Rumah elite di balikpapan baru dekat sekolah dan masjid,https://www.rumah123.com//properti/balikpapan/hos10639252/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2022-07-16-05-13-23-c8a02c1f-457e-4a70-b8e1-f1ce1f6663e0.jpg,Rumah elite di balikpapan baru dekat sekolah dan masjid,"Rp 1,65 Miliar","Balikpapan Baru, Balikpapan",3,2,200 m²,150 m²,1,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,Tidak,Tidak,Unfurnished,1,Pemukiman Warga,Tidak,3 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
48,Rumah minimalis di borneo paradiso oak wood.,https://www.rumah123.com//properti/balikpapan/hos10638931/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2022-07-16-04-52-47-261048d5-c308-4177-81be-e52136016bb0.jpg,Rumah minimalis di borneo paradiso oak wood.,Rp 700 Juta,"Sepinggan, Balikpapan",2,1,80 m²,45 m²,1,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,Unfurnished,1,,,,,,Butuh Renovasi,Dijual
49,Rumah minimalis di balikpapan baru dekat sekolah islam,https://www.rumah123.com//properti/balikpapan/hos10638414/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2022-07-16-04-15-23-c80cfa06-1f90-4a0e-b2af-ca05ed678c64.jpg,Rumah minimalis di balikpapan baru dekat sekolah islam,Rp 800 Juta,"Balikpapan Baru, Balikpapan",2,1,90 m²,45 m²,1,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,Furnished,1,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
50,Rumah minimalis di hook di Jl. Taman  Sari Bukit Muitara,https://www.rumah123.com//properti/balikpapan/hos10636929/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2022-07-16-01-36-03-8b540049-1f35-4102-a536-8f1d1cc2feda.jpg,Rumah minimalis di hook di Jl. Taman  Sari Bukit Muitara,"Rp 1,5 Miliar","Balikpapan Utara, Balikpapan",3,1,200 m²,130 m²,1,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,Unfurnished,1,,,,,,Bagus Sekali,Dijual
51,"Rumah minimalis Unfurnished di Jl. Soekarno Hatta kilo 3,5",https://www.rumah123.com//properti/balikpapan/hos10636781/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2022-07-16-00-41-05-e9633d7e-198d-4064-9feb-de3d9c394451.jpg,"Rumah minimalis Unfurnished di Jl. Soekarno Hatta kilo 3,5","Rp 1,4 Miliar","Balikpapan Utara, Balikpapan",4,2,210 m²,120 m²,1,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,Unfurnished,1,,,,,,Butuh Renovasi,Dijual
52,Rumah minimalis dan di hook serta  di sepinggan Semi Furnished,https://www.rumah123.com//properti/balikpapan/hos10636756/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2022-07-16-00-26-32-fda6f829-8f58-43f0-a65e-1cc1655dffd8.jpg,Rumah minimalis dan di hook serta  di sepinggan Semi Furnished,Rp 750 Juta,"Sepinggan, Balikpapan",2,1,113 m²,36 m²,1,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,Semi Furnished,1,,,,,,,Dijual
53,Rumah mewah full Furnished di perumahan borneo paradiso,https://www.rumah123.com//properti/balikpapan/hos10636732/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2022-07-16-00-06-43-7c1e70de-b4a5-451e-a490-9918c9a01828.jpg,Rumah mewah full Furnished di perumahan borneo paradiso,"Rp 1,2 Miliar","Sepinggan, Balikpapan",3,2,162 m²,72 m²,1,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,Furnished,2,,,,,,,Dijual
54,RUMAH CANTIK DI PERUMAHAN ELITE CIPUTRA,https://www.rumah123.com//properti/balikpapan/hos10210807/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10210807/original/hos10210807-rumah-di-jual-di-balikpapan-selatan-balikpapan-1679984782.jpg,RUMAH CANTIK DI PERUMAHAN ELITE CIPUTRA,"Rp 4,5 Miliar","Balikpapan Selatan, Balikpapan",4,2,356 m²,199 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,,,,,,,,,,,Dijual
55,CANTIK TIGA KAMAR SIAP HUNI,https://www.rumah123.com//properti/balikpapan/hos10086964/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10086964/original/hos10086964-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703826610.jpg,CANTIK TIGA KAMAR SIAP HUNI,Rp 800 Juta,"Balikpapan Selatan, Balikpapan",3,1,105 m²,105 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
56,CANTIK BARU JADI DEKET RS SILOAM,https://www.rumah123.com//properti/balikpapan/hos9912493/,https://picture.rumah123.com/r123/720x420-crop/house/ho99/9912493/original/hos9912493-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703827373.jpg,CANTIK BARU JADI DEKET RS SILOAM,"Rp 1,8 Miliar","Balikpapan Selatan, Balikpapan",3,3,326 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,1,,,,,,,,,,,,Dijual
57,BESAR DAN MEGAH DALAM CLUSTER,https://www.rumah123.com//properti/balikpapan/hos9629167/,https://picture.rumah123.com/r123/720x420-crop/house/ho96/9629167/original/hos9629167-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703827369.jpg,BESAR DAN MEGAH DALAM CLUSTER,"Rp 2,8 Miliar","Balikpapan Selatan, Balikpapan",5,4,200 m²,298 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,2,,,,,,,,,,,,Dijual
58,SEGERA MILIKI HARGA TERBAIK,https://www.rumah123.com//properti/balikpapan/hos9504828/,https://picture.rumah123.com/r123/720x420-crop/house/ho95/9504828/original/hos9504828-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703827372.jpg,SEGERA MILIKI HARGA TERBAIK,Rp 900 Juta,"Balikpapan Selatan, Balikpapan",3,2,162 m²,105 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,1,,,,,,,,,,,,Dijual
59,DI JUAL RUMAH DUA LANTAI DI KAWASAN PERUMAHAN DAUN VILLAGE,https://www.rumah123.com//properti/balikpapan/hos9465389/,https://picture.rumah123.com/r123/720x420-crop/house/ho94/9465389/original/hos9465389-rumah-di-jual-di-balikpapan-selatan-balikpapan-1641618642.jpg,DI JUAL RUMAH DUA LANTAI DI KAWASAN PERUMAHAN DAUN VILLAGE,Rp 950 Juta,"Balikpapan Selatan, Balikpapan",3,2,112 m²,85 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
60,Rumah cantik Perumnas ,https://www.rumah123.com//properti/balikpapan/hos9430386/,https://picture.rumah123.com/r123/720x420-crop/house/ho94/9430386/original/hos9430386-rumah-di-jual-di-balikpapan-selatan-di-balikpapan-16410384468462.jpg,Rumah cantik Perumnas ,Rp 850 Juta,"Balikpapan Utara, Balikpapan",3,2,149 m²,205 m²,,Rumah,SHM - Sertifikat Hak Milik,,,,,,Unfurnished,1,,,,,,Bagus,Dijual
61,KAWASAN HUNIAN NYAMAN DAN AMAN DI TIMUR  KOTA BALIKPAPAN,https://www.rumah123.com//properti/balikpapan/hos9151713/,https://picture.rumah123.com/r123/720x420-crop/house/ho91/9151713/original/hos9151713-rumah-di-jual-di-balikpapan-timur-balikpapan-1636778179.jpg,KAWASAN HUNIAN NYAMAN DAN AMAN DI TIMUR  KOTA BALIKPAPAN,Rp 545 Juta,"Balikpapan Timur, Balikpapan",2,1,104 m²,45 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
62,Bagus Terawat dan Besar,https://www.rumah123.com//properti/balikpapan/hos9151139/,https://picture.rumah123.com/r123/720x420-crop/house/ho91/9151139/original/hos9151139-rumah-di-jual-di-balikpapan-tengah-balikpapan-1703831248.jpg,Bagus Terawat dan Besar,"Rp 1,6 Miliar","Balikpapan Tengah, Balikpapan",3,2,120 m²,128 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
63,RUMAH LUAS TERAWAT DALAM PERUMAHAN DI BALIKPAPAN,https://www.rumah123.com//properti/balikpapan/hos8827526/,https://picture.rumah123.com/r123/720x420-crop/house/ho88/8827526/original/hos8827526-rumah-di-jual-di-balikpapan-utara-balikpapan-1631327326.jpg,RUMAH LUAS TERAWAT DALAM PERUMAHAN DI BALIKPAPAN,"Rp 1,85 Miliar","Balikpapan Utara, Balikpapan",4,2,215 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,1,,,,,,,,,,,,Dijual
64,Rumah Murah Harga Nego Dalam Perumahan,https://www.rumah123.com//properti/balikpapan/hos8685808/,https://picture.rumah123.com/r123/720x420-crop/house/ho86/8685808/original/hos8685808-rumah-di-jual-di-balikpapan-timur-balikpapan-16287647172791.jpg,Rumah Murah Harga Nego Dalam Perumahan,Rp 150 Juta,"Balikpapan Timur, Balikpapan",2,1,120 m²,36 m²,,Rumah,SHM - Sertifikat Hak Milik,900 Watt,,,Tidak,Tidak,Unfurnished,1,Pemukiman Warga,Ya,,,Tidak,Butuh Renovasi,Dijual
65,Perumahan Elit Pupuk Kaltim,https://www.rumah123.com//properti/balikpapan/hos8219826/,https://picture.rumah123.com/r123/720x420-crop/house/ho82/8219826/original/hos8219826-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703827364.jpg,Perumahan Elit Pupuk Kaltim,"Rp 2,7 Miliar","Balikpapan Selatan, Balikpapan",3,3,374 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,6600 Watt,1,,,,,,,,,,,,Dijual
66,Rumah Baru Minimalis Kpr Tanpa Dp,https://www.rumah123.com//properti/balikpapan/hos8186149/,https://picture.rumah123.com/r123/720x420-crop/house/ho81/8186149/original/hos8186149-rumah-di-jual-di-balikpapan-utara-balikpapan-16284098149928.jpg,Rumah Baru Minimalis Kpr Tanpa Dp,Rp 395 Juta,"Balikpapan Utara, Balikpapan",2,1,72 m²,45 m²,1,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,1,Tidak,Ya,Unfurnished,1,Pemukiman Warga,Ya,,PAM atau PDAM,Ya,Baru,Dijual
67,BALIKPAPAN POKA (Y140),https://www.rumah123.com//properti/balikpapan/hos7941758/,https://picture.rumah123.com/r123/720x420-crop/house/ho79/7941758/original/hos7941758-rumah-di-jual-di-sepinggan-balikpapan-1613803545.jpg,BALIKPAPAN POKA (Y140),"Rp 2,1 Miliar","Sepinggan, Balikpapan",5,2,403 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
68,Rumah cantik tanah luas,https://www.rumah123.com//properti/balikpapan/hos7790080/,https://picture.rumah123.com/r123/720x420-crop/house/ho77/7790080/original/hos7790080-rumah-di-jual-di-balikpapan-selatan-balikpapan-16107687459208.jpg,Rumah cantik tanah luas,"Rp 2,5 Miliar","Balikpapan Selatan, Balikpapan",3,3,600 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,,,,,,Unfurnished,1,,,,,,Bagus,Dijual
