Unnamed: 0,Judul,Harga,Lokasi,Hyperlink,Img_Hyperlink,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Carport,Tipe Properti,Sertifikat,Daya Listrik,Kamar Pembantu,Dapur,Ruang Makan,Ruang Tamu,Kondisi Perabotan,Jumlah Lantai,Pemandangan,Terjangkau Internet,Lebar Jalan,Sumber Air,Hook,Kondisi Properti,Tipe Iklan
176,301 Balikpapan Grand City Rumah Impian 3 Kamar Siap Pakai,"Rp 2,3 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14512156/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1737807/2023-12-05-07-13-19-f9d80b0b-4cba-41ac-bad1-c54e2396ccae.jpg,3.0,3.0,140 m²,88 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
177,RUMAH CONTOH PERUMAHAN Primary,"Rp 2,25 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14512041/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14512041/original/hos14512041-rumah-di-jual-di-balikpapan-selatan-balikpapan-1692321273.jpg,3.0,3.0,105 m²,92 m²,,Rumah,HGB - Hak Guna Bangunan,3500 Watt,,,,,,,,,,,,,Dijual
178,BALIKPAPAN RUMAH NYAMAN SIAP HUNI 3 KT BALIKPAPAN BARU (LM296),Rp 2 Miliar,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14459808/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1507995/2023-11-22-14-05-49-d05cef21-c432-47db-b985-490147dc3740.jpg,3.0,2.0,165 m²,250 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1.0,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
179,296 Balikpapan Baru Rumah Nyaman Siap Huni 3 Kamar Tidur,Rp 2 Miliar,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14459806/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1737807/2023-12-05-07-36-48-8e91a27c-aa76-4da8-85b9-3de4e9b08ab8.jpg,3.0,2.0,165 m²,250 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1.0,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
180,Balikpapan Rumah Siap Huni 4 Kamar Balikpapan Baru Furnish Lm294 ,"Rp 2,5 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14459795/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1507995/2023-11-22-15-03-52-5dc043d0-ba30-42d9-a0ab-d8ec3521f65a.jpg,4.0,3.0,180 m²,180 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
181,294 Balikpapan Baru Rumah Siap Huni 4 Kamar Tidur,"Rp 2,5 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14459794/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1737807/2023-12-05-07-36-21-b5341270-a5c4-4915-9499-11c07160dd0e.jpg,4.0,3.0,180 m²,180 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
182,rumah  dihook dikawasan gedung kesenian Balikpapan,Rp 950 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14459785/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14459785/original/hos14459785-rumah-di-jual-di-balikpapan-selatan-balikpapan-1691712841.jpg,3.0,2.0,150 m²,150 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,Unfurnished,2.0,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
183,rumah cantik dekat kampus Untri Balikpapan ,Rp 600 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14459781/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14459781/original/hos14459781-rumah-di-jual-di-balikpapan-utara-balikpapan-1691712738.jpg,2.0,1.0,120 m²,48 m²,1.0,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
184,PERUMAHAN RENOSARI SEPINGGAN ASRI,Rp 730 Juta,"Sepinggan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14459774/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14459774/original/hos14459774-rumah-di-jual-di-sepinggan-balikpapan-1691712598.jpg,3.0,1.0,160 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
185,PERUMAHAN PRIMARY NORDVILE GRAND CITY,"Rp 2,16 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14459768/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14459768/original/hos14459768-rumah-di-jual-di-balikpapan-utara-balikpapan-1691712504.jpg,3.0,2.0,117 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
186,PERUMAHAN NORDVILE GRAND CITY,"Rp 1,76 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14459765/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14459765/original/hos14459765-rumah-di-jual-di-balikpapan-utara-balikpapan-1691712429.jpg,3.0,2.0,88 m²,105 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
187,PERUMAHAN PRIMARY GRAND CITY NORDVILE,"Rp 3,26 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14459762/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14459762/original/hos14459762-rumah-di-jual-di-balikpapan-utara-balikpapan-1691712347.jpg,4.0,3.0,200 m²,172 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1.0,,,,,,,,,,,,Dijual
189,Rumah halaman luas djual didaerah balikpapan baru ,"Rp 3,72 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14285720/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2023-07-21-09-25-09-090c03a3-3da0-43e9-8251-6309ff4fdeb8.jpg,6.0,3.0,389 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Ya,Ya,Unfurnished,1.0,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Butuh Renovasi,Dijual
190,Villa mewah siap ditempati  dan lingkungan aman,"Rp 2,5 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14285582/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2023-07-21-09-15-40-648729c4-cab4-4d79-8ecf-546eafda7084.jpg,3.0,2.0,221 m²,150 m²,1.0,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,Ya,Ya,Semi Furnished,2.0,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Ya,Bagus,Dijual
191,Rumah sultan dihook bisa dijual dan disewakan ,"Rp 1,3 Miliar","Manggar, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14285360/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2023-07-21-09-03-53-d9a73a62-01f9-47f0-900c-238790dcf42f.jpg,4.0,2.0,147 m²,147 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Ya,Ya,Unfurnished,1.0,Pemukiman Warga,Ya,1 Mobil,PAM atau PDAM,Ya,Bagus,Dijual
192,Rumah minimalis modern terasa villa  di perum palm hills garden,Rp 600 Juta,"Batakan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14285150/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2023-07-21-08-52-35-af36e8d3-2e89-4634-b376-606d39259359.jpg,2.0,1.0,120 m²,55 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Ya,Ya,Unfurnished,1.0,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
193,Rumah tingkat 2 bernuansa ungu dekat bandara Sepinggan ,"Rp 1,1 Miliar","Batakan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14284690/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2023-07-21-08-28-28-b972e085-7ac7-4ca5-8df8-417d29cf0b03.jpg,4.0,3.0,72 m²,54 m²,1.0,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Ya,Ya,Unfurnished,2.0,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
194,Hunian mewah dekat sekolah swasta islam terpadu,Rp 2 Miliar,"Balikpapan Kota, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14282490/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2023-07-21-06-06-44-93674bd8-205a-4d1c-a034-c768aad267d4.jpg,4.0,4.0,283 m²,263 m²,1.0,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Ya,Ya,Furnished,2.0,Perkotaan,Tidak,,PAM atau PDAM,Tidak,Bagus,Dijual
195,hunian mewah sejuk  dan tentram jauh dari kebisingan,"Rp 2,5 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14282237/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2023-07-21-05-38-51-0f9ece34-3834-4a1f-87e2-2ba2c50a61e3.jpg,5.0,3.0,150 m²,295 m²,1.0,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Ya,Ya,Unfurnished,2.0,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
196,Rumah strategies dipinggir jalan besar depan sekolah negeri,Rp 12 Miliar,"Gunung Bahagia, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14280923/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2023-07-21-03-50-09-2f49f84b-4521-4ca0-afd2-e406d8e4a849.jpg,6.0,5.0,1270 m²,1270 m²,,Rumah,SHM - Sertifikat Hak Milik,6600 Watt,,,Ya,Ya,Unfurnished,1.0,Perkotaan,Ya,2 Mobil,PAM atau PDAM,Ya,Bagus,Dijual
197,Rumah cantik diperumahan elite dan megah,"Rp 1,9 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14279876/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2023-07-21-02-18-24-eae3c850-5677-480a-9865-7bebb2ab3b90.jpg,2.0,2.0,121 m²,105 m²,1.0,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,1.0,,Ya,Ya,Unfurnished,1.0,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
198,"RUMAH BANGUNAN BARU,DI PERUMAHAN GRAND CITY",Rp 850 Juta,"Balikpapan Tengah, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14169683/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14169683/original/hos14169683-rumah-di-jual-di-balikpapan-tengah-balikpapan-1688706553.jpg,2.0,2.0,60 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
199,BALIKPAPAN GRAHA MULAWARMAN(Y178),Rp 900 Juta,"Batakan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos8091076/,https://picture.rumah123.com/r123/720x420-crop/house/ho80/8091076/original/hos8091076-rumah-di-jual-di-batakan-balikpapan-1616980767.jpg,4.0,3.0,120 m²,180 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
200,RUMAH 2 LANTAI TENGAH KOTA,Rp 800 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14015609/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14015609/original/hos14015609-rumah-di-jual-di-balikpapan-utara-balikpapan-1686874770.jpg,3.0,2.0,149 m²,205 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
201,"RUMAH CONTOH DAUN VILLAGE TYPE STRAWBERRY 1 LANTAI, MT. HARYONO BALIKPAPAN",Rp 895 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13958982/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13958982/original/hos13958982-rumah-di-jual-di-balikpapan-selatan-balikpapan-1686279121.jpg,2.0,1.0,98 m²,60 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,1.0,Tidak,Tidak,,1.0,,Tidak,2 Mobil,,Tidak,Baru,Dijual
202,DISKON‼️ RUMAH BALIKPAPAN BARU DUA LANTAI,Rp 5 Miliar,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13898294/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13898294/original/hos13898294-rumah-di-jual-di-balikpapan-selatan-balikpapan-1685676557.jpg,4.0,4.0,360 m²,360 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,1.0,,,,,,,,,,,,Dijual
203,RUMAH BARU READY STOCK DAN SIAP HUNI TANPA DP & FREE SEMUA BIAYA2 NYA,Rp 425 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13897935/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13897935/original/hos13897935-rumah-di-jual-di-balikpapan-utara-balikpapan-1685674608.jpg,2.0,1.0,120 m²,45 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
204,"RUMAH 3 LANTAI FULL FURNISH DEPAN DOME RING ROAD, PAS DI BELAKANG KANTOR PERTANAHAN","Rp 3,75 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13897275/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13897275/original/hos13897275-rumah-di-jual-di-balikpapan-selatan-balikpapan-1685673043.jpg,3.0,3.0,447 m²,600 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,,,,,,,,,,,Dijual
205,DI  RUMAH GRAND CITY + ISI,"Rp 2,15 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13897236/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13897236/original/hos13897236-rumah-di-jual-di-balikpapan-utara-balikpapan-1685672821.jpg,3.0,2.0,160 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
206,DI  RUMAH STRATEGIS DEKAT JALAN TOL DAN TEMPAT WISATA PANTAI MANGGAR,Rp 600 Juta,"Balikpapan Timur, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13897222/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13897222/original/hos13897222-rumah-di-jual-di-balikpapan-timur-balikpapan-1685672671.jpg,3.0,2.0,268 m²,90 m²,,Rumah,SHM - Sertifikat Hak Milik,900 Watt,,,,,,,,,,,,,Dijual
207,"DIJUAL RUMAH DAN KOS-KOSAN BATAKAN, BALIKPAPAN","Rp 1,35 Miliar","Batakan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13745300/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13745300/original/hos13745300-rumah-di-jual-di-batakan-balikpapan-1684461955.jpg,5.0,3.0,285 m²,140 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,1.0,Tidak,Tidak,Furnished,1.0,Perkotaan,Tidak,,,Tidak,Bagus,Dijual
208,BALIKPAPAN RUMAH GRAND CITY (HM14),Rp 850 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13673023/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13673023/original/hos13673023-rumah-di-jual-di-balikpapan-utara-balikpapan-1683874905.jpg,2.0,2.0,72 m²,46 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",5500 Watt,,,,,,,,,,,,,Dijual
209,PERUMAHAN ELITE FULL FURNISHED BALIKPAPAN BARU,"Rp 2,65 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13671985/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13671985/original/hos13671985-rumah-di-jual-di-balikpapan-baru-balikpapan-1683869857.jpg,5.0,7.0,200 m²,298 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
210,Rumah SHM di Permata Hijau,Rp 500 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13542186/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1040256/2023-04-28-14-54-49-b766a29b-33b4-407a-8130-0cc27d07d5e3.jpg,,,84 m²,40 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,1.0,,Tidak,,Sumur Pompa,Tidak,Baru,Dijual
211,BALIKPAPAN RUMAH PERUMAHAN BALIKPAPAN BARU KYOTO  (HM109),"Rp 1,6 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13532917/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13532917/original/hos13532917-rumah-di-jual-di-balikpapan-baru-balikpapan-1682651120.jpg,3.0,3.0,216 m²,98 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,Tidak,Tidak,Unfurnished,,Pedesaan,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
212,"Dijual Rumah 2 Lantai Bagus SHM di Markoni Atas, Balikpapan",Rp 6 Miliar,"Balikpapan Kota, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13437732/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1805813/2023-04-14-07-05-12-2fd08732-f6e3-41bb-9a04-bd3770939232.png,4.0,3.0,343 m²,875 m²,1.0,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,1.0,1.0,Ya,Ya,,2.0,Perkotaan,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
213,"Dijual Rumah 2 Lantai Semi Furnished HGB di Balikpapan Baru Bb , Balikpapan",Rp 6 Miliar,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13437382/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1805813/2023-04-14-06-46-22-2c9c412f-c2a7-4d2a-bbd8-564ccc624113.png,7.0,5.0,454 m²,476 m²,2.0,Rumah,HGB - Hak Guna Bangunan,5500 Watt,,1.0,Ya,Ya,Semi Furnished,2.0,Pemukiman Warga,Ya,2 Mobil,Sumur Bor,Tidak,,Dijual
214,"Dijual Rumah Bagus Furnished SHM di Perumahan Pupuk, Balikpapan",Rp 9 Miliar,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13437036/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1805813/2023-04-14-06-24-14-6646e83d-7f24-4112-bdec-ff4055e3f5c1.jpg,4.0,3.0,670 m²,400 m²,2.0,Rumah,SHM - Sertifikat Hak Milik,13200 Watt,2.0,2.0,Ya,Ya,Furnished,1.0,Perkotaan,Ya,2 Mobil,PAM atau PDAM,Ya,Bagus,Dijual
215,"Dijua Rumah 2 Lantai + Kolam Renang Bagus Unfurnished SHM di Ciputra Citra Bukit Indah Kota Balikpapan , Balikpapan","Rp 6,8 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13433378/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1805813/2023-04-14-02-07-14-d7c3faa9-5d52-4beb-8591-273f8afb724f.jpg,4.0,3.0,450 m²,275 m²,2.0,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,2.0,2.0,Ya,Ya,Unfurnished,2.0,Perkotaan,Ya,4 Mobil,PAM atau PDAM,Ya,Bagus,Dijual
216,"Rumah 2 Lantai Sudah Renovasi Unfurnished HGB di Balikpapan Baru, Balikpapan","Rp 4,8 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13433322/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1805813/2023-04-14-01-56-45-b9de9620-59bf-4c74-83a6-1b089fea37ce.png,5.0,4.0,395 m²,250 m²,1.0,Rumah,HGB - Hak Guna Bangunan,3500 Watt,1.0,2.0,Ya,Ya,Unfurnished,2.0,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Ya,Sudah Renovasi,Dijual
217,Rumah Kutai Hills Full Furnish Balikpapan code Dvo ,Rp 2 Miliar,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13208051/,https://picture.rumah123.com/r123-images/720x420-crop/customer/984582/2023-03-24-07-07-05-f1174776-80cd-4fb3-8775-7888fe5d0426.jpg,4.0,2.0,200 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,Tidak,Furnished,1.0,,Tidak,,PAM atau PDAM,Tidak,,Dijual
218,"Jual Murah Bagus Rumah Citra Bukit Indah Green Ville, Balikpapan","Rp 1,46 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13133499/,https://picture.rumah123.com/r123-images/720x420-crop/customer/886141/2023-03-17-03-11-24-70717bc4-4084-4980-b12e-1ec6eac8d1bf.jpg,,,191 m²,215 m²,,Rumah,SHM - Sertifikat Hak Milik,3300 Watt,,,Tidak,Tidak,,1.0,,Tidak,,,Tidak,Bagus,Dijual
219,"BALIKPAPAN RUMAH PERUMAHAN SEPINGGAN PRATAMA  CLUSTER GADING MANSION, ( HM137)",Rp 650 Juta,"Balikpapan Timur, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13131928/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13131928/original/hos13131928-rumah-di-jual-di-balikpapan-timur-balikpapan-1679013447.jpg,3.0,1.0,90 m²,78 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,1.0,Tidak,Tidak,Unfurnished,2.0,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
220,RUMAH BESAR FULL FURNISHED,"Rp 1,5 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12945684/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12945684/original/hos12945684-rumah-di-jual-di-balikpapan-utara-balikpapan-1677812076.jpg,4.0,3.0,186 m²,186 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
221,RUMAH SEMI FURNISHED DI PERUMAHAN,Rp 752 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12945637/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12945637/original/hos12945637-rumah-di-jual-di-balikpapan-utara-balikpapan-1677811985.jpg,2.0,1.0,90 m²,70 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
222,RUMAH DAN TANAH LUAS,Rp 702 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12945606/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12945606/original/hos12945606-rumah-di-jual-di-balikpapan-utara-balikpapan-1677811798.jpg,3.0,2.0,200 m²,102 m²,,Rumah,SHM - Sertifikat Hak Milik,900 Watt,,,,,,,,,,,,,Dijual
223,RUMAH TINGKAT CANTIK DAN  TERAWAT,"Rp 1,3 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12945597/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12945597/original/hos12945597-rumah-di-jual-di-balikpapan-selatan-balikpapan-1677811751.jpg,3.0,3.0,84 m²,128 m²,,Rumah,HGB - Hak Guna Bangunan,12700 Watt,,,,,,,,,,,,,Dijual
224,RUMAH CANTIK TERAWAT MINIMALIS,"Rp 1,2 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12945359/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12945359/original/hos12945359-rumah-di-jual-di-balikpapan-selatan-balikpapan-1677811106.jpg,4.0,2.0,120 m²,144 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
225,RUMAH TINGKAT,"Rp 1,13 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12945326/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12945326/original/hos12945326-rumah-di-jual-di-balikpapan-utara-balikpapan-1677810971.jpg,3.0,2.0,160 m²,96 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
226,RUMAH KONTRAKAN,Rp 800 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12866993/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12866993/original/hos12866993-rumah-di-jual-di-balikpapan-selatan-balikpapan-1677221666.jpg,6.0,4.0,100 m²,200 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,,,,,,,,,,,Dijual
227,JUAL CEPAT BU Rumah 2 Lantai Posisi Hook,Rp 950 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12866991/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12866991/original/hos12866991-rumah-di-jual-di-balikpapan-utara-balikpapan-1677221665.jpg,6.0,2.0,208 m²,208 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
228,Rumah Nyaman Posisi Hook,"Rp 1,79 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12866986/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12866986/original/hos12866986-rumah-di-jual-di-balikpapan-utara-balikpapan-1677221662.jpg,3.0,2.0,173 m²,153 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
229,RUMAH BARU TYPE 50,Rp 485 Juta,"Balikpapan Barat, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12866985/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12866985/original/hos12866985-rumah-di-jual-di-balikpapan-barat-balikpapan-1677221661.jpg,2.0,1.0,120 m²,50 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
230,PREMIUM GOLF VIEW RESIDENCE,"Rp 4,79 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12866984/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12866984/original/hos12866984-rumah-di-jual-di-balikpapan-selatan-balikpapan-1677221661.jpg,4.0,3.0,374 m²,180 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",2200 Watt,1.0,,,,,,,,,,,,Dijual
