,judul,hyperlink,img_hyperlinks,Judul,Harga,Lokasi,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Carport,Tipe Properti,Sertifikat,Daya Listrik,Kamar Pembantu,Dapur,Ruang Makan,Ruang Tamu,Kondisi Perabotan,Jumlah Lantai,Pemandangan,Terjangkau Internet,Lebar Jalan,Sumber Air,Hook,Kondisi Properti,Tipe Iklan
41,MEWAH BESAR DALAM CLUSTER,https://www.rumah123.com//properti/balikpapan/hos9433064/,https://picture.rumah123.com/r123/720x420-crop/house/ho94/9433064/original/hos9433064-rumah-di-jual-di-balikpapan-tengah-balikpapan-1703831462.jpg,MEWAH BESAR DALAM CLUSTER,"Rp 5,5 Miliar","Balikpapan Tengah, Balikpapan",4,4,475 m²,385 m²,,Rumah,SHM - Sertifikat Hak Milik,7700 Watt,,,,,,,,,,,,,Dijual
42,BALIKPAPAN RUMAH RINGROAD PADAT PENDUDUK ( Y310),https://www.rumah123.com//properti/balikpapan/hos9031561/,https://picture.rumah123.com/r123/720x420-crop/house/ho90/9031561/original/hos9031561-rumah-di-jual-di-balikpapan-selatan-balikpapan-1634821574.jpg,BALIKPAPAN RUMAH RINGROAD PADAT PENDUDUK ( Y310),Rp 980 Juta,"Balikpapan Selatan, Balikpapan",2,2,135 m²,135 m²,,Rumah,SHM - Sertifikat Hak Milik,900 Watt,,,,,,,,,,,,,Dijual
43,Rumah Baru Minimalis SHM Free Biaya,https://www.rumah123.com//properti/balikpapan/hos8667075/,https://picture.rumah123.com/r123/720x420-crop/house/ho86/8667075/original/hos8667075-rumah-di-jual-di-balikpapan-utara-balikpapan-1628411670876.jpg,Rumah Baru Minimalis SHM Free Biaya,Rp 410 Juta,"Balikpapan Utara, Balikpapan",2,1,84 m²,40 m²,1,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,1,Tidak,Ya,Unfurnished,1,Pemukiman Warga,Ya,,PAM atau PDAM,Ya,Baru,Dijual
44,Rumah di Kompleks Balikpapan Baru Full Furnished,https://www.rumah123.com//properti/balikpapan/hos6478937/,https://picture.rumah123.com/r123/720x420-crop/house/ho64/6478937/original/hos6478937-rumah-di-jual-di-balikpapan-selatan-balikpapan-15878610012584.jpg,Rumah di Kompleks Balikpapan Baru Full Furnished,Rp 4 Miliar,"Balikpapan Selatan, Balikpapan",3,2,250 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,,,,,,Furnished,1,,,,,,Bagus,Dijual
45,Rumah mewah plus isi Fully Furnished,https://www.rumah123.com//properti/balikpapan/hos6478936/,https://picture.rumah123.com/r123/720x420-crop/house/ho64/6478936/original/hos6478936-rumah-di-jual-di-balikpapan-selatan-balikpapan-15878609131446.jpg,Rumah mewah plus isi Fully Furnished,"Rp 3,25 Miliar","Balikpapan Selatan, Balikpapan",3,3,230 m²,293 m²,,Rumah,SHM - Sertifikat Hak Milik,,1,,,,Furnished,1,,,,,,Bagus Sekali,Dijual
46,Rumah mewah fully furnished tengah kota,https://www.rumah123.com//properti/balikpapan/hos5628335/,https://picture.rumah123.com/r123/720x420-crop/house/ho56/5628335/original/hos5628335-rumah-di-jual-di-balikpapan-tengah-balikpapan-15758010367373.jpg,Rumah mewah fully furnished tengah kota,Rp 15 Miliar,"Balikpapan Tengah, Balikpapan",3,3,500 m²,750 m²,,Rumah,SHM - Sertifikat Hak Milik,,1,,,,Furnished,1,,,,,,Bagus,Dijual
47,Rumah cantik tengah kota lengkap isi,https://www.rumah123.com//properti/balikpapan/hos5587579/,https://picture.rumah123.com/r123/720x420-crop/house/ho55/5587579/original/hos5587579-rumah-di-jual-di-balikpapan-tengah-balikpapan-15751953661827.jpg,Rumah cantik tengah kota lengkap isi,Rp 15 Miliar,"Balikpapan Tengah, Balikpapan",4,4,500 m²,750 m²,,Rumah,SHM - Sertifikat Hak Milik,,1,,,,Furnished,1,,,,,,Bagus,Dijual
48,Rumah murah di kota balikpapan,https://www.rumah123.com//properti/balikpapan/hos16185740/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1440984/2024-01-27-07-04-23-6c2e54df-82bd-49c0-b8e1-d31f9e7a131c.jpg,Rumah murah di kota balikpapan,Rp 245 Juta,"Balikpapan Timur, Balikpapan",2,1,72 m²,36 m²,1,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,1,Ya,Ya,Unfurnished,1,Perkotaan,Ya,2 Mobil,Sumur Bor,Ya,Baru,Dijual
49,"Rumah Modern Siap Huni 2 Lantai, Family Type",https://www.rumah123.com//properti/balikpapan/hos16183222/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1928965/2024-01-27-03-32-52-0921653b-7110-468f-9afe-4d31329463ed.jpg,"Rumah Modern Siap Huni 2 Lantai, Family Type","Rp 15,5 Miliar","Balikpapan Kota, Balikpapan",4,2,946 m²,298 m²,2,Rumah,SHM - Sertifikat Hak Milik,,,1,Ya,Ya,Unfurnished,2,Perkotaan,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
50,Rumah Mewah Bagus 2 Lantai SHM ,https://www.rumah123.com//properti/balikpapan/hos16112247/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1928965/2024-01-20-06-56-33-96b07ccb-6cb0-4ba3-a287-e93084b3420c.jpg,Rumah Mewah Bagus 2 Lantai SHM ,Rp 7 Miliar,"Balikpapan Selatan, Balikpapan",5,4,310 m²,360 m²,1,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,1,1,Ya,Ya,Semi Furnished,2,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
51,BALIKPAPAN PERUM BATU AMPAR,https://www.rumah123.com//properti/balikpapan/hos16108617/,https://picture.rumah123.com/r123/720x420-crop/house/ho16/16108617/original/hos16108617-rumah-di-jual-di-batu-ampar-balikpapan-1705709282.jpg,BALIKPAPAN PERUM BATU AMPAR,Rp 800 Juta,"Batu Ampar, Balikpapan",2,2,147 m²,60 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
52,Rumah Mewah Di Balikpapan,https://www.rumah123.com//properti/balikpapan/hos16038098/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1746082/2024-01-13-10-01-19-272d2ddd-f40c-4b03-b1ff-b09b3cf67c14.jpg,Rumah Mewah Di Balikpapan,"Rp 2,8 Miliar","Balikpapan Selatan, Balikpapan",4,2,221 m²,180 m²,2,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,1,1,Ya,Ya,Furnished,2,Perkotaan,Ya,4 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
53,RUMAH MINIMALIS SIAP HUNI DI PERUMAHAN BORNEO PARADISO,https://www.rumah123.com//properti/balikpapan/hos16033287/,https://picture.rumah123.com/r123/720x420-crop/house/ho16/16033287/original/hos16033287-rumah-di-jual-di-balikpapan-selatan-balikpapan-1705108370.jpg,RUMAH MINIMALIS SIAP HUNI DI PERUMAHAN BORNEO PARADISO,"Rp 1,25 Miliar","Balikpapan Selatan, Balikpapan",3,2,120 m²,115 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
54,RUMAH FULL FURNISH DIBALIKPAPAN BARU,https://www.rumah123.com//properti/balikpapan/hos15967276/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15967276/original/hos15967276-rumah-di-jual-di-damai-balikpapan-1704524579.jpg,RUMAH FULL FURNISH DIBALIKPAPAN BARU,"Rp 2,5 Miliar","Damai, Balikpapan",4,3,160 m²,160 m²,,Rumah,HGB - Hak Guna Bangunan,4400 Watt,,,,,,,,,,,,,Dijual
55,Rumah siap huni di daerah Telaga Sari,https://www.rumah123.com//properti/balikpapan/hos15915382/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15915382/original/hos15915382-rumah-di-jual-di-telaga-sari-balikpapan-1703919666.jpg,Rumah siap huni di daerah Telaga Sari,Rp 775 Juta,"Telaga Sari, Balikpapan",3,1,270 m²,110 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
56," Rumah Luas, Nyaman, dan Bagus di Batu Ampar 2 Lantai SHM",https://www.rumah123.com//properti/balikpapan/hos15913192/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1928965/2023-12-30-02-01-08-5dcca61b-5d78-46f1-8b54-87a50204c327.jpg," Rumah Luas, Nyaman, dan Bagus di Batu Ampar 2 Lantai SHM","Rp 5,1 Miliar","Balikpapan Utara, Balikpapan",5,6,770 m²,350 m²,,Rumah,SHM - Sertifikat Hak Milik,19000 Watt,,1,Ya,Ya,Semi Furnished,2,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
57, Rumah Bagus Dekat Masjid di Balikpapan Baru,https://www.rumah123.com//properti/balikpapan/hos15863829/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1928965/2023-12-23-08-57-37-46a9dbba-89b1-4484-b7b4-25277359eee2.jpg, Rumah Bagus Dekat Masjid di Balikpapan Baru,"Rp 3,3 Miliar","Balikpapan Selatan, Balikpapan",3,3,180 m²,120 m²,1,Rumah,HGB - Hak Guna Bangunan,3500 Watt,1,1,Ya,Ya,Unfurnished,2,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
58,DIBAWAH HARGA STANDAR RUMAH BESAR DIPERUMAHAN ELIT BALIKPAPAN,https://www.rumah123.com//properti/balikpapan/hos15862486/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15862486/original/hos15862486-rumah-di-jual-di-balikpapan-utara-balikpapan-1703312240.jpg,DIBAWAH HARGA STANDAR RUMAH BESAR DIPERUMAHAN ELIT BALIKPAPAN,"Rp 2,95 Miliar","Balikpapan Utara, Balikpapan",6,4,300 m²,289 m²,,Rumah,SHM - Sertifikat Hak Milik,10600 Watt,,,,,,,,,,,,,Dijual
59,Rumah Minimalis Dekat Kawasan Ikn Fasilitas Lengkap,https://www.rumah123.com//properti/balikpapan/hos15803804/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1939342/2023-12-16-07-39-27-f426fb44-2ca4-479d-b83e-ace9e3cf1850.jpg,Rumah Minimalis Dekat Kawasan Ikn Fasilitas Lengkap,Rp 250 Juta,"Balikpapan Utara, Balikpapan",2,1,60 m²,38 m²,1,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,1,Ya,Ya,Semi Furnished,1,Pemukiman Warga,Ya,2 Mobil,Sumur Bor,Tidak,Baru,Dijual
60,Rumah Minimalis Jalan Luas Fasilitas Lengkap Dekat Kawasan Ikn,https://www.rumah123.com//properti/balikpapan/hos15803187/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1939342/2023-12-16-06-41-12-2286fbbd-a9a0-47ee-9b7f-362ed2e380e1.jpg,Rumah Minimalis Jalan Luas Fasilitas Lengkap Dekat Kawasan Ikn,Rp 375 Juta,"Balikpapan Utara, Balikpapan",2,1,70 m²,50 m²,1,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,,Tidak,Ya,Semi Furnished,1,Pemukiman Warga,Ya,3 Mobil,Sumur Bor,Tidak,Baru,Dijual
61,"Dijual Rumah Besar Bagus di Batakan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15803108/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1928965/2023-12-16-06-33-26-97085744-c852-48b0-8c31-de091e4b5ee7.jpg,"Dijual Rumah Besar Bagus di Batakan, Balikpapan","Rp 1,3 Miliar","Batakan, Balikpapan",4,2,135 m²,108 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1,Ya,Ya,Unfurnished,1,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
62,Rumah Baru Pojok Hadap Timur Siap Huni,https://www.rumah123.com//properti/balikpapan/hos13981509/,https://picture.rumah123.com/r123-images/720x420-crop/customer/29766/2023-06-12-04-09-08-d6ee137c-b09c-4666-8060-126efa7b2d8c.jpg,Rumah Baru Pojok Hadap Timur Siap Huni,Rp 2 Miliar,"Balikpapan Selatan, Balikpapan",,,220 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,1,,Tidak,,PAM atau PDAM,Ya,,Dijual
63,RUMAH SIAP HUNI TENGAH KOTA PERUMAHAN ELIT BUKIT DAMAI INDAH BALIKPAPAN KAL-TIM,https://www.rumah123.com//properti/balikpapan/hos15735733/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15735733/original/hos15735733-rumah-di-jual-di-balikpapan-utara-balikpapan-1702088678.jpg,RUMAH SIAP HUNI TENGAH KOTA PERUMAHAN ELIT BUKIT DAMAI INDAH BALIKPAPAN KAL-TIM,"Rp 1,25 Miliar","Balikpapan Utara, Balikpapan",3,2,144 m²,100 m²,1,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,1,1,Tidak,Tidak,,,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
64,Rumah minimalist di perumahan Gumilang BJBJ,https://www.rumah123.com//properti/balikpapan/hos15652209/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15652209/original/hos15652209-rumah-di-jual-di-balikpapan-selatan-balikpapan-1701478705.jpg,Rumah minimalist di perumahan Gumilang BJBJ,Rp 650 Juta,"Balikpapan Selatan, Balikpapan",2,1,91 m²,54 m²,1,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Ya,Ya,Semi Furnished,,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Bagus,Dijual
65,RUMAH CANTIK 2 LANTAI SIAP HUNI GRAND CITY BALIKPAPAN KAL-TIM,https://www.rumah123.com//properti/balikpapan/hos15652170/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15652170/original/hos15652170-rumah-di-jual-di-balikpapan-utara-balikpapan-1701477576.jpg,RUMAH CANTIK 2 LANTAI SIAP HUNI GRAND CITY BALIKPAPAN KAL-TIM,"Rp 1,1 Miliar","Balikpapan Utara, Balikpapan",2,2,60 m²,47 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",1300 Watt,,1,Tidak,Tidak,Unfurnished,2,Pemukiman Warga,Ya,2 Mobil,,Tidak,Bagus,Dijual
66,"RUMAH BARU SIAP HUNI SUMBER REJO, BALIKPAPAN KAL-TIM",https://www.rumah123.com//properti/balikpapan/hos15652163/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15652163/original/hos15652163-rumah-di-jual-di-sumber-rejo-balikpapan-1701477504.jpg,"RUMAH BARU SIAP HUNI SUMBER REJO, BALIKPAPAN KAL-TIM",Rp 799 Juta,"Sumber Rejo, Balikpapan",3,3,125 m²,135 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,1,Tidak,Tidak,Unfurnished,2,Pemukiman Warga,Tidak,,Sumur Bor,Tidak,Baru,Dijual
67,"RUMAH MEWAH 2 LANTAI SIAP HUNI, PERUSDA SEPINGGAN BARU BALIKPAPAN KAL-TIM",https://www.rumah123.com//properti/balikpapan/hos15652153/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15652153/original/hos15652153-rumah-di-jual-di-balikpapan-selatan-balikpapan-1701477402.jpg,"RUMAH MEWAH 2 LANTAI SIAP HUNI, PERUSDA SEPINGGAN BARU BALIKPAPAN KAL-TIM",Rp 4 Miliar,"Balikpapan Selatan, Balikpapan",5,5,250 m²,304 m²,2,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,1,Tidak,Tidak,,2,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Baru,Dijual
68,FULLY FURNISHED RUMAH  CONTOH *NEW LYCHEE* 2 LANTAI DAUN VILLAGE BALIKPAPAN KAL-TIM,https://www.rumah123.com//properti/balikpapan/hos15652084/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15652084/original/hos15652084-rumah-di-jual-di-balikpapan-selatan-balikpapan-1701476428.jpg,FULLY FURNISHED RUMAH  CONTOH *NEW LYCHEE* 2 LANTAI DAUN VILLAGE BALIKPAPAN KAL-TIM,"Rp 2,5 Miliar","Balikpapan Selatan, Balikpapan",3,2,240 m²,116 m²,,Rumah,HGB - Hak Guna Bangunan,1300 Watt,1,1,Tidak,Tidak,,2,Pemukiman Warga,Ya,2 Mobil,,Tidak,Baru,Dijual
69,RUMAH SIAP HUNI HOOK  FULLY FURNISHED PERUMAHAN TAMAN SARI  BUKIT MUTIARA (WIKA) BALIKPAPAN KAL-TIM,https://www.rumah123.com//properti/balikpapan/hos15652045/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15652045/original/hos15652045-rumah-di-jual-di-balikpapan-utara-balikpapan-1701475688.jpg,RUMAH SIAP HUNI HOOK  FULLY FURNISHED PERUMAHAN TAMAN SARI  BUKIT MUTIARA (WIKA) BALIKPAPAN KAL-TIM,"Rp 1,8 Miliar","Balikpapan Utara, Balikpapan",2,2,170 m²,120 m²,1,Rumah,HGB - Hak Guna Bangunan,4400 Watt,1,1,Tidak,Tidak,,1,Pemukiman Warga,Tidak,2 Mobil,Sumur Bor,Ya,Bagus,Dijual
70,TANAH DAN BANGUNAN STRATEGIS PINGGIR JALAN RAYA  MARTADINATA BALIKPAPAN KAL-TIM,https://www.rumah123.com//properti/balikpapan/hos15652036/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15652036/original/hos15652036-rumah-di-jual-di-balikpapan-tengah-balikpapan-1701475490.jpg,TANAH DAN BANGUNAN STRATEGIS PINGGIR JALAN RAYA  MARTADINATA BALIKPAPAN KAL-TIM,"Rp 2,9 Miliar","Balikpapan Tengah, Balikpapan",5,2,312 m²,200 m²,2,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1,Tidak,Tidak,Unfurnished,2,Perkotaan,Ya,2 Mobil,,Tidak,Bagus,Dijual
71,RUMAH MEWAH HARGA MINIMALIS BALIKPAPAN,https://www.rumah123.com//properti/balikpapan/hos15583046/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15583046/original/hos15583046-rumah-di-jual-di-balikpapan-tengah-balikpapan-1700893353.jpg,RUMAH MEWAH HARGA MINIMALIS BALIKPAPAN,"Rp 2,4 Miliar","Balikpapan Tengah, Balikpapan",4,4,288 m²,288 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
72,RUMAH  GRANDCITY CLUSTER NORDVILLE BALIKPAPAN GERBANG IKN,https://www.rumah123.com//properti/balikpapan/hos15579825/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15579825/original/hos15579825-rumah-di-jual-di-balikpapan-utara-balikpapan-1700871029.jpg,RUMAH  GRANDCITY CLUSTER NORDVILLE BALIKPAPAN GERBANG IKN,"Rp 2,23 Miliar","Balikpapan Utara, Balikpapan",3,2,120 m²,117 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,1,Tidak,Tidak,,2,Pemukiman Warga,Ya,2 Mobil,,Tidak,Baru,Dijual
73,RUMAH SIAP HUNI SATU LANTAI DENGAN DESAIN MINIMALIS LOKASI AMAN DAN NYAMAN,https://www.rumah123.com//properti/balikpapan/hos15429835/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15429835/original/hos15429835-rumah-di-jual-di-balikpapan-utara-balikpapan-1699693942.jpg,RUMAH SIAP HUNI SATU LANTAI DENGAN DESAIN MINIMALIS LOKASI AMAN DAN NYAMAN,"Rp 1,5 Miliar","Balikpapan Utara, Balikpapan",4,4,220 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
74,RUMAH SIAP HUNI SATU LANTAI SEMI FURNISH DENGAN DESAIN MINIMALIS LOKASI AMAN DAN NYAMAN,https://www.rumah123.com//properti/balikpapan/hos15427783/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15427783/original/hos15427783-rumah-di-jual-di-balikpapan-utara-balikpapan-1699680857.jpg,RUMAH SIAP HUNI SATU LANTAI SEMI FURNISH DENGAN DESAIN MINIMALIS LOKASI AMAN DAN NYAMAN,"Rp 1,2 Miliar","Balikpapan Utara, Balikpapan",2,2,78 m²,47 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
75,RUMAH SIAP HUNI SATU LANTAI DENGAN DESING MINIMALIS LOKASI AMAN DAN NYAMAN,https://www.rumah123.com//properti/balikpapan/hos15427643/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15427643/original/hos15427643-rumah-di-jual-di-balikpapan-utara-balikpapan-1699680047.jpg,RUMAH SIAP HUNI SATU LANTAI DENGAN DESING MINIMALIS LOKASI AMAN DAN NYAMAN,"Rp 1,5 Miliar","Balikpapan Utara, Balikpapan",4,4,220 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
76,RUMAH COZY DI ALZEN RESIDENCE MT. HARYONO,https://www.rumah123.com//properti/balikpapan/hos15426605/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15426605/original/hos15426605-rumah-di-jual-di-balikpapan-selatan-balikpapan-1699674880.jpg,RUMAH COZY DI ALZEN RESIDENCE MT. HARYONO,Rp 700 Juta,"Balikpapan Selatan, Balikpapan",2,1,96 m²,60 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
77,Jual Cepat Hotel Menara Bahtera Di Kalimantan Timur,https://www.rumah123.com//properti/balikpapan/hos15358231/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1198999/2023-11-04-07-49-24-7f3b58df-0c42-4129-a5a7-07797e25c192.jpg,Jual Cepat Hotel Menara Bahtera Di Kalimantan Timur,Rp 300 Miliar,"Balikpapan Timur, Balikpapan",99,99,5363 m²,32835 m²,,Rumah,HGB - Hak Guna Bangunan,,,,Ya,Ya,Furnished,19,Perkotaan,Ya,2 Mobil,Sumur Galian,Tidak,Bagus,Dijual
78,BALIKPAPAN RUMAH NYAMAN TANAH LUAS DENGAN 4 KT DI BALIKPAPAN BARU (LM353),https://www.rumah123.com//properti/balikpapan/hos15355941/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1507995/2023-11-19-14-20-11-f2f09f00-8ab9-44e3-8306-f40d52893618.jpg,BALIKPAPAN RUMAH NYAMAN TANAH LUAS DENGAN 4 KT DI BALIKPAPAN BARU (LM353),"Rp 3,5 Miliar","Balikpapan Selatan, Balikpapan",4,3,200 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
79,355 Balikpapan Baru Rumah Nyaman Pojokan Dengan 4 Kamar Tidur,https://www.rumah123.com//properti/balikpapan/hos15355940/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1737807/2023-11-17-09-37-54-b3d17096-18f1-47bd-8b83-0d4618343d7a.jpg,355 Balikpapan Baru Rumah Nyaman Pojokan Dengan 4 Kamar Tidur,"Rp 3,5 Miliar","Balikpapan Selatan, Balikpapan",4,3,200 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
80,"RUMAH BARU 2 LANTAI DEKAT BALIKPAPAN BARU, TENGAH KOTA BALIKPAPAN",https://www.rumah123.com//properti/balikpapan/hos15354164/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15354164/original/hos15354164-rumah-di-jual-di-balikpapan-tengah-balikpapan-1699058289.jpg,"RUMAH BARU 2 LANTAI DEKAT BALIKPAPAN BARU, TENGAH KOTA BALIKPAPAN","Rp 1,01 Miliar","Balikpapan Tengah, Balikpapan",3,3,108 m²,60 m²,1,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,1,Tidak,Tidak,Unfurnished,2,Pemukiman Warga,Ya,2 Mobil,,Tidak,Baru,Dijual
81,Rumah cantik minimalis 2 lantai di grandcity,https://www.rumah123.com//properti/balikpapan/hos15196859/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1730302/2023-10-21-02-46-06-682b42d1-efd8-4e7c-a69c-1fcaddc2e183.jpg,Rumah cantik minimalis 2 lantai di grandcity,"Rp 3,3 Miliar","Balikpapan Selatan, Balikpapan",,,220 m²,191 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,1,,Tidak,,PAM atau PDAM,Tidak,Bagus,Dijual
82,Rumah minimalis 1 lantai di borneo paradiso,https://www.rumah123.com//properti/balikpapan/hos15196744/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1730302/2023-10-21-02-19-26-e9dbe7b6-bc4a-46eb-9fbb-05b04901ab3d.jpg,Rumah minimalis 1 lantai di borneo paradiso,"Rp 1,2 Miliar","Balikpapan Timur, Balikpapan",,,162 m²,70 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,Tidak,Tidak,,1,,Tidak,,PAM atau PDAM,Tidak,Bagus,Dijual
83,RUMAH SATU LANTAI SIAP HUNI DI PERUMAHAN WIKA,https://www.rumah123.com//properti/balikpapan/hos15196204/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15196204/original/hos15196204-rumah-di-jual-di-balikpapan-utara-balikpapan-1697852162.jpg,RUMAH SATU LANTAI SIAP HUNI DI PERUMAHAN WIKA,"Rp 2,8 Miliar","Balikpapan Utara, Balikpapan",3,2,311 m²,225 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,1,,,,,,,,,,,,Dijual
84,Rumah siap Huni di dekat IKN,https://www.rumah123.com//properti/balikpapan/hos15121981/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1440984/2023-10-14-06-27-08-01594a73-5bad-44b8-b07d-897a938fecc3.jpg,Rumah siap Huni di dekat IKN,Rp 600 Juta,"Balikpapan Utara, Balikpapan",2,1,150 m²,45 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Ya,Tidak,Semi Furnished,1,Perkotaan,Ya,2 Mobil,,Ya,Baru,Dijual
85,BALIKPAPAN PERUMAHAN REGENCY RESIDENT,https://www.rumah123.com//properti/balikpapan/hos15119756/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15119756/original/hos15119756-rumah-di-jual-di-balikpapan-selatan-balikpapan-1697253619.jpg,BALIKPAPAN PERUMAHAN REGENCY RESIDENT,"Rp 1,1 Miliar","Balikpapan Selatan, Balikpapan",3,2,120 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
86,Rumah Mewah Balikpapan Baru Hook Nyaman dan Aura Positif 042JR,https://www.rumah123.com//properti/balikpapan/hos14959761/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1430095/2023-09-30-09-21-08-325bc7c4-6718-4401-a898-79b3c89dfd2b.jpg,Rumah Mewah Balikpapan Baru Hook Nyaman dan Aura Positif 042JR,"Rp 7,5 Miliar","Balikpapan Baru, Balikpapan",3,2,300 m²,300 m²,1,Rumah,SHM - Sertifikat Hak Milik,6600 Watt,1,1,Ya,Ya,Furnished,2,,Ya,3 Mobil,,Ya,Bagus,Dijual
