,judul,hyperlink,img_hyperlinks,Judul,Harga,Lokasi,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Carport,Tipe Properti,Sertifikat,Daya Listrik,Kamar Pembantu,Dapur,Ruang Makan,Ruang Tamu,Kondisi Perabotan,Jumlah Lantai,Pemandangan,Terjangkau Internet,Lebar Jalan,Sumber Air,Hook,Kondisi Properti,Tipe Iklan
17,RUMAH TIGA KAMAR TIDUR SIAP HUNI DALAM PERUMAHAN TENGAH KOTA BALIKPAPAN,https://www.rumah123.com//properti/balikpapan/hos15434601/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15434601/original/hos15434601-rumah-di-jual-di-balikpapan-utara-balikpapan-1699782916.jpg,RUMAH TIGA KAMAR TIDUR SIAP HUNI DALAM PERUMAHAN TENGAH KOTA BALIKPAPAN,"Rp 1,25 Miliar","Balikpapan Utara, Balikpapan",3,2,210 m²,98 m²,,Rumah,SHM - Sertifikat Hak Milik,900 Watt,,,,,,,,,,,,,Dijual
18,RUMAH MINIMALIS TIGA KAMAR TIDUR DALAM PERUMAHAN ELITE BALIKPAPAN,https://www.rumah123.com//properti/balikpapan/hos11850986/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11850986/original/hos11850986-rumah-di-jual-di-balikpapan-baru-balikpapan-1668995711.jpg,RUMAH MINIMALIS TIGA KAMAR TIDUR DALAM PERUMAHAN ELITE BALIKPAPAN,"Rp 1,7 Miliar","Balikpapan Baru, Balikpapan",3,2,96 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
19,RUMAH MINIMALIS TIGA KAMAR TIDUR DALAM PERUMAHAN ELITE BALIKPAPAN,https://www.rumah123.com//properti/balikpapan/hos10752555/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10752555/original/hos10752555-rumah-di-jual-di-balikpapan-baru-balikpapan-1659318546.jpg,RUMAH MINIMALIS TIGA KAMAR TIDUR DALAM PERUMAHAN ELITE BALIKPAPAN,"Rp 1,7 Miliar","Balikpapan Baru, Balikpapan",3,2,96 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
20,"DI JUAL RUMAH 3 LANTAI DI TELAGA SARI, BALIKPAPAN",https://www.rumah123.com//properti/balikpapan/hos11310076/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11310076/original/hos11310076-rumah-di-jual-di-telaga-sari-balikpapan-1664840293.jpg,"DI JUAL RUMAH 3 LANTAI DI TELAGA SARI, BALIKPAPAN","Rp 1,09 Miliar","Balikpapan Kota, Balikpapan",6,4,150 m²,174 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,1,Tidak,Tidak,,3,Pemukiman Warga,Tidak,,,Tidak,Bagus,Dijual
21,DI JUAL RUMAH LUAS TANAH 650 M² DI KARIANGAU BALIKPAPAN,https://www.rumah123.com//properti/balikpapan/hos11310073/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11310073/original/hos11310073-rumah-di-jual-di-kariangau-balikpapan-1664840220.jpg,DI JUAL RUMAH LUAS TANAH 650 M² DI KARIANGAU BALIKPAPAN,"Rp 1,9 Miliar","Balikpapan Utara, Balikpapan",3,2,650 m²,276 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1,Tidak,Tidak,,1,Pemukiman Warga,Tidak,,,Tidak,,Dijual
22,Rumah Ellite Minimalis di Tengah Kota dan baru dibangun ,https://www.rumah123.com//properti/balikpapan/hos11298492/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11298492/original/hos11298492-rumah-di-jual-di-sumber-rejo-balikpapan-1664760244.jpg,Rumah Ellite Minimalis di Tengah Kota dan baru dibangun ,Rp 950 Juta,"Sumber Rejo, Balikpapan",2,2,72 m²,66 m²,1,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Tidak,,PAM atau PDAM,Tidak,Baru,Dijual
23,Rumah Minimalis mewah terasa di Appartemen Full Furnish,https://www.rumah123.com//properti/balikpapan/hos11298485/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11298485/original/hos11298485-rumah-di-jual-di-balikpapan-selatan-balikpapan-1664760170.jpg,Rumah Minimalis mewah terasa di Appartemen Full Furnish,Rp 800 Juta,"Balikpapan Selatan, Balikpapan",2,1,90 m²,60 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,Bagus,Dijual
24,RUMAH LUAS UNIK GAYA BALI DENGAN KOLAM RENANG DALAM PERUMAHAN ELITE BALIKPAPAN,https://www.rumah123.com//properti/balikpapan/hos11230357/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11230357/original/hos11230357-rumah-di-jual-di-balikpapan-utara-balikpapan-1664169572.jpg,RUMAH LUAS UNIK GAYA BALI DENGAN KOLAM RENANG DALAM PERUMAHAN ELITE BALIKPAPAN,"Rp 4,3 Miliar","Balikpapan Utara, Balikpapan",3,3,610 m²,400 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,2,,,,,,,,,,,,Dijual
25,Rumah Plus Ruko Dekat Masjid dan dipinggir jalan besar ,https://www.rumah123.com//properti/balikpapan/hos11153741/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11153741/original/hos11153741-rumah-di-jual-di-balikpapan-tengah-balikpapan-1663556909.jpg,Rumah Plus Ruko Dekat Masjid dan dipinggir jalan besar ,"Rp 1,5 Miliar","Balikpapan Tengah, Balikpapan",3,1,200 m²,96 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,PAM atau PDAM,Tidak,Bagus,Dijual
26,RUMAH MINIMALIS DEKAT DOME BALIKPAPAN.  ,https://www.rumah123.com//properti/balikpapan/hos11032660/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11032660/original/hos11032660-rumah-di-jual-di-balikpapan-selatan-balikpapan-1662338113.jpg,RUMAH MINIMALIS DEKAT DOME BALIKPAPAN.  ,"Rp 1,75 Miliar","Balikpapan Selatan, Balikpapan",2,2,175 m²,36 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,Tidak,Tidak,,,,Tidak,,,Tidak,Bagus,Dijual
27,Rumah Strategis Bebas Banjir Balikpapan Regency Dekat Polda Harga Terjangkau,https://www.rumah123.com//properti/balikpapan/hos10971884/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10971884/original/hos10971884-rumah-di-jual-di-balikpapan-selatan-balikpapan-1661733570.jpg,Rumah Strategis Bebas Banjir Balikpapan Regency Dekat Polda Harga Terjangkau,Rp 385 Juta,"Balikpapan Selatan, Balikpapan",2,1,72 m²,36 m²,,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
28,RUMAH PLUS GUDANG DIPINGGIR JALAN BESAR DAN DEKAT PELABUHAN FERRY,https://www.rumah123.com//properti/balikpapan/hos10915306/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10915306/original/hos10915306-rumah-di-jual-di-kariangau-balikpapan-1661136174.jpg,RUMAH PLUS GUDANG DIPINGGIR JALAN BESAR DAN DEKAT PELABUHAN FERRY,"Rp 1,9 Miliar","Kariangau, Balikpapan",3,2,900 m²,500 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,,,Unfurnished,,,,,,,Bagus,Dijual
29,RUMAH MINIMALIS DI WIKA BALIKPAPAN,https://www.rumah123.com//properti/balikpapan/hos10915303/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10915303/original/hos10915303-rumah-di-jual-di-balikpapan-utara-balikpapan-1661136118.jpg,RUMAH MINIMALIS DI WIKA BALIKPAPAN,Rp 790 Juta,"Balikpapan Utara, Balikpapan",2,1,96 m²,72 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
30,RUMAH DI HOOK DITENGAH KOTA BALIKPAPAN,https://www.rumah123.com//properti/balikpapan/hos10914597/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10914597/original/hos10914597-rumah-di-jual-di-balikpapan-utara-balikpapan-1661127605.jpg,RUMAH DI HOOK DITENGAH KOTA BALIKPAPAN,Rp 1 Miliar,"Balikpapan Utara, Balikpapan",4,2,175 m²,175 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",1300 Watt,,,,,Unfurnished,,,,,,,Butuh Renovasi,Dijual
31,LIMITED RUMAH SATU LANTAI SIAP HUNI HARGA BERSAHABAT,https://www.rumah123.com//properti/balikpapan/hos10870841/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10870841/original/hos10870841-rumah-di-jual-di-balikpapan-utara-balikpapan-1703826403.jpg,LIMITED RUMAH SATU LANTAI SIAP HUNI HARGA BERSAHABAT,"Rp 1,3 Miliar","Balikpapan Utara, Balikpapan",2,1,117 m²,45 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
32,"BALIKPAPAN,  BATU AMPAR (Y176)",https://www.rumah123.com//properti/balikpapan/hos10752906/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10752906/original/hos10752906-rumah-di-jual-di-batu-ampar-balikpapan-1659321541.jpg,"BALIKPAPAN,  BATU AMPAR (Y176)","Rp 1,5 Miliar","Batu Ampar, Balikpapan",6,4,200 m²,240 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
33,BARU MINIMALIS MODERN DALAM CLUSTER TENGAH KOTA,https://www.rumah123.com//properti/balikpapan/hos10752891/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10752891/original/hos10752891-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703831491.jpg,BARU MINIMALIS MODERN DALAM CLUSTER TENGAH KOTA,Rp 650 Juta,"Balikpapan Selatan, Balikpapan",2,1,78 m²,36 m²,,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,,,,,,,,,,,,Dijual
34,RUMAH BESAR MEWAH BERDAMPINGAN DENGAN LAPANGAN GOLF,https://www.rumah123.com//properti/balikpapan/hos10699411/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10699411/original/hos10699411-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703826620.jpg,RUMAH BESAR MEWAH BERDAMPINGAN DENGAN LAPANGAN GOLF,"Rp 5,5 Miliar","Balikpapan Selatan, Balikpapan",3,3,665 m²,400 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,,,,,,,,,,,Dijual
35,HARGA PALING BAGUS DALAM CLUSTER TERNAMA DI KOTA BALIKPAPAN,https://www.rumah123.com//properti/balikpapan/hos10699367/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10699367/original/hos10699367-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703827384.jpg,HARGA PALING BAGUS DALAM CLUSTER TERNAMA DI KOTA BALIKPAPAN,Rp 750 Juta,"Balikpapan Selatan, Balikpapan",3,2,120 m²,120 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,,,,,,,,,,,Dijual
36,RUMAH BARU MINIMALIS GRAND CITY HAYLAND BALIKPAPAN,https://www.rumah123.com//properti/balikpapan/hos10699203/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10699203/original/hos10699203-rumah-di-jual-di-balikpapan-utara-balikpapan-1658719763.jpg,RUMAH BARU MINIMALIS GRAND CITY HAYLAND BALIKPAPAN,Rp 975 Juta,"Balikpapan Utara, Balikpapan",2,2,72 m²,46 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
37,RUMAH LIMA KAMAR TIDUR DI PERUMAHAN ELITE BALIKPAPAN BARU,https://www.rumah123.com//properti/balikpapan/hos10698499/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10698499/original/hos10698499-rumah-di-jual-di-balikpapan-baru-balikpapan-1658718660.jpg,RUMAH LIMA KAMAR TIDUR DI PERUMAHAN ELITE BALIKPAPAN BARU,"Rp 1,87 Miliar","Balikpapan Baru, Balikpapan",5,2,150 m²,230 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
38,"BALIKPAPAN,  4 RUMAH KONTRAKAN JADI 1 (Y429)",https://www.rumah123.com//properti/balikpapan/hos10698079/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10698079/original/hos10698079-rumah-di-jual-di-balikpapan-tengah-balikpapan-1658716290.jpg,"BALIKPAPAN,  4 RUMAH KONTRAKAN JADI 1 (Y429)","Rp 1,2 Miliar","Balikpapan Tengah, Balikpapan",8,4,339 m²,109 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,,,,,,,,,,,Dijual
39,RUMAH MINIMALIS TINGKAT 2 DI BALIKPAPAN BARU,https://www.rumah123.com//properti/balikpapan/hos10697849/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10697849/original/hos10697849-rumah-di-jual-di-balikpapan-baru-balikpapan-1658714970.jpg,RUMAH MINIMALIS TINGKAT 2 DI BALIKPAPAN BARU,"Rp 1,95 Miliar","Balikpapan Baru, Balikpapan",4,2,230 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,Tidak,Tidak,Unfurnished,,,Tidak,,,Tidak,Bagus,Dijual
40,RUMAH TUMBUH BERSIH TERAWAT TIGA KAMAR TIDUR DALAM PERUMAHAN ELITE BALIKPAPAN,https://www.rumah123.com//properti/balikpapan/hos10654081/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10654081/original/hos10654081-rumah-di-jual-di-balikpapan-selatan-balikpapan-1658151407.jpg,RUMAH TUMBUH BERSIH TERAWAT TIGA KAMAR TIDUR DALAM PERUMAHAN ELITE BALIKPAPAN,"Rp 1,62 Miliar","Balikpapan Selatan, Balikpapan",3,1,163 m²,65 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
41,"BALIKPAPAN,  BALIKPAPAN BARU (Y215)",https://www.rumah123.com//properti/balikpapan/hos10319541/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10319541/original/hos10319541-rumah-di-jual-di-balikpapan-baru-balikpapan-1653878989.jpg,"BALIKPAPAN,  BALIKPAPAN BARU (Y215)","Rp 1,7 Miliar","Balikpapan Baru, Balikpapan",3,3,198 m²,198 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,1,,,,,,,,,,,,Dijual
42,RUMAH MINIMALIS DIBALIKPAPAN REGENCY,https://www.rumah123.com//properti/balikpapan/hos10280549/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10280549/original/hos10280549-rumah-di-jual-di-balikpapan-selatan-balikpapan-1653295576.jpg,RUMAH MINIMALIS DIBALIKPAPAN REGENCY,Rp 700 Juta,"Balikpapan Selatan, Balikpapan",2,1,96 m²,84 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
43,RUMAH MEWAH ELEGAN DENGAN DESAIN OPEN LAYOUT,https://www.rumah123.com//properti/balikpapan/hos10280524/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10280524/original/hos10280524-rumah-di-jual-di-balikpapan-utara-balikpapan-1653295417.jpg,RUMAH MEWAH ELEGAN DENGAN DESAIN OPEN LAYOUT,"Rp 4,7 Miliar","Balikpapan Utara, Balikpapan",4,3,475 m²,310 m²,,Rumah,SHM - Sertifikat Hak Milik,7700 Watt,,,,,,,,,,,,,Dijual
44,MEWAH HARGA BERSAING,https://www.rumah123.com//properti/balikpapan/hos10276805/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10276805/original/hos10276805-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703826633.jpg,MEWAH HARGA BERSAING,"Rp 2,25 Miliar","Balikpapan Selatan, Balikpapan",5,4,288 m²,180 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
45,"BALIKPAPAN,  RUMAH LUAS TENGAH KOTA (Y354)",https://www.rumah123.com//properti/balikpapan/hos9886541/,https://picture.rumah123.com/r123/720x420-crop/house/ho98/9886541/original/hos9886541-rumah-di-jual-di-balikpapan-tengah-balikpapan-1647390326.jpg,"BALIKPAPAN,  RUMAH LUAS TENGAH KOTA (Y354)","Rp 2,5 Miliar","Balikpapan Tengah, Balikpapan",4,2,200 m²,320 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,,,,,,,,,,,Dijual
46,PERUMAHAN ELITE,https://www.rumah123.com//properti/balikpapan/hos9566839/,https://picture.rumah123.com/r123/720x420-crop/house/ho95/9566839/original/hos9566839-rumah-di-jual-di-balikpapan-utara-balikpapan-1679986106.jpg,PERUMAHAN ELITE,"Rp 1,3 Miliar","Balikpapan Utara, Balikpapan",3,1,144 m²,84 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
47,RUMAH MINIMALIS WIKA BERAU,https://www.rumah123.com//properti/balikpapan/hos10141887/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10141887/original/hos10141887-rumah-di-jual-di-balikpapan-utara-balikpapan-1650865245.jpg,RUMAH MINIMALIS WIKA BERAU,Rp 700 Juta,"Balikpapan Utara, Balikpapan",2,1,90 m²,70 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
48,WIKA CLUSTER THE GREEN,https://www.rumah123.com//properti/balikpapan/hos10094113/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10094113/original/hos10094113-rumah-di-jual-di-balikpapan-utara-balikpapan-1650242767.jpg,WIKA CLUSTER THE GREEN,Rp 850 Juta,"Balikpapan Utara, Balikpapan",2,2,125 m²,70 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
49,RUMAH AREA WIKA,https://www.rumah123.com//properti/balikpapan/hos10094105/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10094105/original/hos10094105-rumah-di-jual-di-balikpapan-utara-balikpapan-1650242475.jpg,RUMAH AREA WIKA,"Rp 3,6 Miliar","Balikpapan Utara, Balikpapan",7,7,358 m²,356 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
