,judul,hyperlink,img_hyperlinks,Judul,Harga,Lokasi,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Carport,Tipe Properti,Sertifikat,Daya Listrik,Kamar Pembantu,Dapur,Ruang Makan,Ruang Tamu,Kondisi Perabotan,Jumlah Lantai,Pemandangan,Terjangkau Internet,Lebar Jalan,Sumber Air,Hook,Kondisi Properti,Tipe Iklan
50,"BALIKPAPAN,  RUMAH LAHAN LUAS (Y393)",https://www.rumah123.com//properti/balikpapan/hos10056124/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10056124/original/hos10056124-rumah-di-jual-di-klandasan-ulu-balikpapan-1649654317.jpg,"BALIKPAPAN,  RUMAH LAHAN LUAS (Y393)","Rp 6,2 Miliar","Klandasan Ulu, Balikpapan",4,3,557 m²,398 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
51,HOMMY COZZY TIGA KAMAR,https://www.rumah123.com//properti/balikpapan/hos9918172/,https://picture.rumah123.com/r123/720x420-crop/house/ho99/9918172/original/hos9918172-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703827378.jpg,HOMMY COZZY TIGA KAMAR,"Rp 1,8 Miliar","Balikpapan Selatan, Balikpapan",3,2,200 m²,95 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
52,"Rumah 2,5 Lantai Konsep Villa Premium, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos9745249/,https://picture.rumah123.com/r123/720x420-crop/house/ho97/9745249/original/hos9745249-rumah-di-jual-di-batu-ampar-di-balikpapan-16454326876689.jpg,"Rumah 2,5 Lantai Konsep Villa Premium, Balikpapan",Rp 900 Juta,"Batu Ampar, Balikpapan",3,2,78 m²,100 m²,1,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,1,Tidak,Tidak,Unfurnished,3,Perkotaan,Ya,2 Mobil,Sumur Bor,Tidak,Baru,Dijual
53,Rumah Minimalis Siap Huni Free Biaya Proses,https://www.rumah123.com//properti/balikpapan/hos9745129/,https://picture.rumah123.com/r123/720x420-crop/house/ho97/9745129/original/hos9745129-rumah-di-jual-di-sepinggan-di-balikpapan-16454319830527.jpg,Rumah Minimalis Siap Huni Free Biaya Proses,Rp 350 Juta,"Sepinggan, Balikpapan",2,1,78 m²,45 m²,1,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Ya,Unfurnished,1,Pemukiman Warga,Ya,,,Tidak,Baru,Dijual
54,RUMAH BALIKPAPAN TELAGA SARI SIAP HUNI PUSAT KOTA DEKAT SMAN 1,https://www.rumah123.com//properti/balikpapan/hos9741616/,https://picture.rumah123.com/r123/720x420-crop/house/ho97/9741616/original/hos9741616-rumah-di-jual-di-balikpapan-utara-balikpapan-1645408358.jpg,RUMAH BALIKPAPAN TELAGA SARI SIAP HUNI PUSAT KOTA DEKAT SMAN 1,"Rp 1,5 Miliar","Balikpapan Utara, Balikpapan",5,3,137 m²,274 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
55,RUMAH TINGGAL MEWAH DALAM CLUSTER,https://www.rumah123.com//properti/balikpapan/hos9698544/,https://picture.rumah123.com/r123/720x420-crop/house/ho96/9698544/original/hos9698544-rumah-di-jual-di-balikpapan-tengah-balikpapan-1703826620.jpg,RUMAH TINGGAL MEWAH DALAM CLUSTER,"Rp 4,3 Miliar","Balikpapan Tengah, Balikpapan",3,3,610 m²,400 m²,,Rumah,SHM - Sertifikat Hak Milik,10000 Watt,2,,,,,,,,,,,,Dijual
56,POSISI HOOK CEPAT,https://www.rumah123.com//properti/balikpapan/hos9698413/,https://picture.rumah123.com/r123/720x420-crop/house/ho96/9698413/original/hos9698413-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703826420.jpg,POSISI HOOK CEPAT,Rp 3 Miliar,"Balikpapan Selatan, Balikpapan",3,3,300 m²,250 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
57,MEGAH DI PERKAMPUNGAN FREE IPL,https://www.rumah123.com//properti/balikpapan/hos9698399/,https://picture.rumah123.com/r123/720x420-crop/house/ho96/9698399/original/hos9698399-rumah-di-jual-di-balikpapan-utara-balikpapan-1703826629.jpg,MEGAH DI PERKAMPUNGAN FREE IPL,"Rp 1,45 Miliar","Balikpapan Utara, Balikpapan",3,3,200 m²,130 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
58,MINIMALIS CANTIK DALAM KOMPLEK PERUMAHAN,https://www.rumah123.com//properti/balikpapan/hos9698382/,https://picture.rumah123.com/r123/720x420-crop/house/ho96/9698382/original/hos9698382-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703826621.jpg,MINIMALIS CANTIK DALAM KOMPLEK PERUMAHAN,Rp 1 Miliar,"Balikpapan Selatan, Balikpapan",2,1,120 m²,110 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
59,"BALIKPAPAN, RUMAH CANTIK BARU HARGA OK (Y284)",https://www.rumah123.com//properti/balikpapan/hos9639457/,https://picture.rumah123.com/r123/720x420-crop/house/ho96/9639457/original/hos9639457-rumah-di-jual-di-balikpapan-utara-balikpapan-1644217436.jpg,"BALIKPAPAN, RUMAH CANTIK BARU HARGA OK (Y284)","Rp 1,3 Miliar","Balikpapan Utara, Balikpapan",2,3,143 m²,140 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
60,DI JUAL CEPAT RUMAH MINIMALIS DUA LANTAI DI PERUMAHAN GRAND CITY,https://www.rumah123.com//properti/balikpapan/hos9473713/,https://picture.rumah123.com/r123/720x420-crop/house/ho94/9473713/original/hos9473713-rumah-di-jual-di-balikpapan-utara-balikpapan-1641804010.jpg,DI JUAL CEPAT RUMAH MINIMALIS DUA LANTAI DI PERUMAHAN GRAND CITY,"Rp 1,28 Miliar","Balikpapan Utara, Balikpapan",2,2,120 m²,61 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
61,BALIKPAPAN RUMAH DENGAN LAHAN LUAS (Y342),https://www.rumah123.com//properti/balikpapan/hos9470398/,https://picture.rumah123.com/r123/720x420-crop/house/ho94/9470398/original/hos9470398-rumah-di-jual-di-balikpapan-utara-balikpapan-1641773329.jpg,BALIKPAPAN RUMAH DENGAN LAHAN LUAS (Y342),"Rp 1,8 Miliar","Balikpapan Utara, Balikpapan",3,1,800 m²,72 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
62,MINIMALIS MODERN CANTIK TERAWAT,https://www.rumah123.com//properti/balikpapan/hos9433065/,https://picture.rumah123.com/r123/720x420-crop/house/ho94/9433065/original/hos9433065-rumah-di-jual-di-balikpapan-tengah-balikpapan-1703831246.jpg,MINIMALIS MODERN CANTIK TERAWAT,"Rp 2,25 Miliar","Balikpapan Tengah, Balikpapan",4,3,200 m²,225 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,1,,,,,,,,,,,,Dijual
63,RUMAH MEWAH HOOK BALIKPAPAN FULL FURNISHED,https://www.rumah123.com//properti/balikpapan/hos9245503/,https://picture.rumah123.com/r123/720x420-crop/house/ho92/9245503/original/hos9245503-rumah-di-jual-di-balikpapan-timur-balikpapan-1638151406.jpg,RUMAH MEWAH HOOK BALIKPAPAN FULL FURNISHED,"Rp 10,5 Miliar","Balikpapan Timur, Balikpapan",7,6,358 m²,458 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,Bagus,Dijual
64,RUMAH STRATEGIS DI KAWASAN PERUMAHAN KARTINI RESIDENCE,https://www.rumah123.com//properti/balikpapan/hos8836635/,https://picture.rumah123.com/r123/720x420-crop/house/ho88/8836635/original/hos8836635-rumah-di-jual-di-balikpapan-selatan-balikpapan-1631513092.jpg,RUMAH STRATEGIS DI KAWASAN PERUMAHAN KARTINI RESIDENCE,Rp 600 Juta,"Balikpapan Selatan, Balikpapan",2,1,72 m²,49 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
65,"RUMAH MEWAH di BALIKPAPAN, KALIMANTAN TIMUR",https://www.rumah123.com//properti/balikpapan/hos8801013/,https://picture.rumah123.com/r123/720x420-crop/house/ho88/8801013/original/hos8801013-rumah-di-jual-di-balikpapan-timur-di-balikpapan-16309232450774.jpg,"RUMAH MEWAH di BALIKPAPAN, KALIMANTAN TIMUR",Rp 30 Miliar,"Balikpapan Timur, Balikpapan",5,5,1400 m²,800 m²,,Rumah,,,,,,,,,,,,,,,Dijual
66,RUMAH BARU CANTIK KEREN SIAP HUNI DITENGAH KOTA BALIKPAPAN,https://www.rumah123.com//properti/balikpapan/hos8796964/,https://picture.rumah123.com/r123/720x420-crop/house/ho87/8796964/original/hos8796964-rumah-di-jual-di-balikpapan-selatan-balikpapan-1630889639.jpg,RUMAH BARU CANTIK KEREN SIAP HUNI DITENGAH KOTA BALIKPAPAN,Rp 600 Juta,"Balikpapan Selatan, Balikpapan",2,1,136 m²,49 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
67,RUMAH SATU LANTAI SIAP HUNI DI KAWASAN PERUMAHAN PUPUK,https://www.rumah123.com//properti/balikpapan/hos8760480/,https://picture.rumah123.com/r123/720x420-crop/house/ho87/8760480/original/hos8760480-rumah-di-jual-di-balikpapan-selatan-balikpapan-1630292420.jpg,RUMAH SATU LANTAI SIAP HUNI DI KAWASAN PERUMAHAN PUPUK,"Rp 2,5 Miliar","Balikpapan Selatan, Balikpapan",3,3,356 m²,182 m²,,Rumah,SHM - Sertifikat Hak Milik,6600 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
68,Rumah Cantik Minimalis Tanpa DP,https://www.rumah123.com//properti/balikpapan/hos8666943/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1355633/2023-09-17-03-24-58-58c29ca2-46d1-4301-8119-3fa7cbf75020.png,Rumah Cantik Minimalis Tanpa DP,Rp 350 Juta,"Balikpapan Utara, Balikpapan",2,1,90 m²,40 m²,1,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,1,Tidak,Ya,Unfurnished,1,Pemukiman Warga,Ya,,PAM atau PDAM,Tidak,Baru,Dijual
69,Rumah Cantik Minimalis Tanah Luas Tanpa Dp,https://www.rumah123.com//properti/balikpapan/hos8666974/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1355633/2023-08-17-04-26-31-fb05f453-baab-4980-9f0c-edd7461840ab.png,Rumah Cantik Minimalis Tanah Luas Tanpa Dp,Rp 365 Juta,"Batu Ampar, Balikpapan",2,1,90 m²,40 m²,1,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,1,Tidak,Ya,Unfurnished,1,Pemukiman Warga,Ya,,PAM atau PDAM,Tidak,Baru,Dijual
70,HARGA PROMO PERDANA 900 JT AN,https://www.rumah123.com//properti/balikpapan/hos8668737/,https://picture.rumah123.com/r123/720x420-crop/house/ho86/8668737/original/hos8668737-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703827368.jpg,HARGA PROMO PERDANA 900 JT AN,Rp 904 Juta,"Balikpapan Selatan, Balikpapan",2,3,60 m²,49 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",1300 Watt,,,,,,,,,,,,,Dijual
71,RUMAH KOS DI DAERAH RAMAI STRATEGIS,https://www.rumah123.com//properti/balikpapan/hos8607984/,https://picture.rumah123.com/r123/720x420-crop/house/ho86/8607984/original/hos8607984-rumah-di-jual-di-balikpapan-selatan-balikpapan-1627260361.jpg,RUMAH KOS DI DAERAH RAMAI STRATEGIS,"Rp 2,5 Miliar","Balikpapan Selatan, Balikpapan",12,12,400 m²,380 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,,,,,,,,,,,Dijual
72,RUMAH SIAP HUNI DI PERUMAHAN ELITE BALIKPAPAN,https://www.rumah123.com//properti/balikpapan/hos8525849/,https://picture.rumah123.com/r123/720x420-crop/house/ho85/8525849/original/hos8525849-rumah-di-jual-di-balikpapan-selatan-balikpapan-1625470585.jpg,RUMAH SIAP HUNI DI PERUMAHAN ELITE BALIKPAPAN,"Rp 1,2 Miliar","Balikpapan Selatan, Balikpapan",3,2,130 m²,70 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
73,Rumah Regency dua lantai,https://www.rumah123.com//properti/balikpapan/hos8338386/,https://picture.rumah123.com/r123/720x420-crop/house/ho83/8338386/original/hos8338386-rumah-di-jual-di-balikpapan-selatan-balikpapan-16218332980801.jpg,Rumah Regency dua lantai,"Rp 1,8 Miliar","Balikpapan Selatan, Balikpapan",3,2,152 m²,130 m²,,Rumah,SHM - Sertifikat Hak Milik,,,,Tidak,Tidak,Unfurnished,1,,Tidak,,,Tidak,Bagus,Dijual
74,Rumah hook perum Wika,https://www.rumah123.com//properti/balikpapan/hos7370707/,https://picture.rumah123.com/r123/720x420-crop/house/ho73/7370707/original/hos7370707-rumah-di-jual-di-balikpapan-selatan-balikpapan-16012857151024.jpg,Rumah hook perum Wika,"Rp 2,2 Miliar","Balikpapan Selatan, Balikpapan",3,2,300 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,,,,,,Unfurnished,1,,,,,,,Dijual
75,Rumah Cepat 2 Lantai Costarica Balikpapan Regency,https://www.rumah123.com//properti/balikpapan/hos1781260/,https://picture.rumah123.com/r123-images/720x420-crop/customer/553144/2023-08-25-09-37-55-01447164-266b-4ea3-ab6e-0825c397f8fe.jpg,Rumah Cepat 2 Lantai Costarica Balikpapan Regency,"Rp 1,2 Miliar","Balikpapan Utara, Balikpapan",3,2,56 m²,150 m²,2,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1,Ya,Tidak,Semi Furnished,2,,Tidak,,PAM atau PDAM,Tidak,Bagus,Dijual
76,RUMAH MINIMALIS STRATEGIS FULL RENOVASI MT. HARYONO DALAM BIMA JAMRUD BALIKPAPAN KALTIM,https://www.rumah123.com//properti/balikpapan/hos16122231/,https://picture.rumah123.com/r123/720x420-crop/house/ho16/16122231/original/hos16122231-rumah-di-jual-di-balikpapan-selatan-balikpapan-1705881596.jpg,RUMAH MINIMALIS STRATEGIS FULL RENOVASI MT. HARYONO DALAM BIMA JAMRUD BALIKPAPAN KALTIM,"Rp 1,4 Miliar","Balikpapan Selatan, Balikpapan",2,2,120 m²,50 m²,1,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,1,Tidak,Tidak,Unfurnished,1,Pemukiman Warga,Ya,2 Mobil,,Tidak,Sudah Renovasi,Dijual
77,"BALIKPAPAN, RUMAH BARU 2 LANTAI PINEVILLE SINARMASLAND",https://www.rumah123.com//properti/balikpapan/hos16122195/,https://picture.rumah123.com/r123/720x420-crop/house/ho16/16122195/original/hos16122195-rumah-di-jual-di-balikpapan-utara-balikpapan-1705879632.jpg,"BALIKPAPAN, RUMAH BARU 2 LANTAI PINEVILLE SINARMASLAND","Rp 1,81 Miliar","Balikpapan Utara, Balikpapan",2,2,108 m²,61 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",2200 Watt,,1,Tidak,Tidak,Unfurnished,2,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Baru,Dijual
78,Hunian Bagus Full Furnish di Jl Wonorejo Balikpapan Utara,https://www.rumah123.com//properti/balikpapan/hos16120840/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1476447/2024-01-21-13-44-05-475ad4a5-ef4b-4ca0-85d8-29634fb85487.jpg,Hunian Bagus Full Furnish di Jl Wonorejo Balikpapan Utara,"Rp 1,7 Miliar","Balikpapan Kota, Balikpapan",3,2,348 m²,145 m²,,Rumah,SHM - Sertifikat Hak Milik,,,,Tidak,Tidak,Furnished,1,,Tidak,,,Tidak,Bagus,Dijual
79,Rumah sederhana di sepinggan dekat  bandara,https://www.rumah123.com//properti/balikpapan/hos16043184/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1929388/2024-01-14-09-48-09-ad47099e-35f0-4160-87f9-4c10a8c76190.jpg,Rumah sederhana di sepinggan dekat  bandara,Rp 500 Juta,"Balikpapan Selatan, Balikpapan",3,1,180 m²,48 m²,3,Rumah,SHM - Sertifikat Hak Milik,900 Watt,,1,Ya,Ya,Unfurnished,1,Perkotaan,Ya,2 Mobil,PAM atau PDAM,Tidak,Sudah Renovasi,Dijual
80,RUMAH MINIMALIS BORNEO PARADISO DEKAT PANTAI,https://www.rumah123.com//properti/balikpapan/hos16042853/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1929388/2024-01-14-08-55-35-f7689271-399a-4a09-97ac-fc5f5d8993ff.jpg,RUMAH MINIMALIS BORNEO PARADISO DEKAT PANTAI,Rp 450 Juta,"Balikpapan Timur, Balikpapan",2,1,72 m²,70 m²,1,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1,Ya,Ya,Unfurnished,2,Perkotaan,Ya,2 Mobil,Sumur Galian,Tidak,Sudah Renovasi,Dijual
81,RUMAH MINIMALIS GRAND CITY  BALIKPAPAN ,https://www.rumah123.com//properti/balikpapan/hos15808496/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1929388/2023-12-17-10-53-46-0cc2bb16-8841-4173-904b-a3b5cb45ab4f.jpg,RUMAH MINIMALIS GRAND CITY  BALIKPAPAN ,Rp 950 Juta,"Balikpapan Utara, Balikpapan",2,2,72 m²,45 m²,2,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,1,Ya,Ya,Unfurnished,2,Perkotaan,Ya,2 Mobil,Sumur Galian,Tidak,Bagus,Dijual
82,RUMAH MINIMALIS  SIAP HUNI DI SEPINGGAN PRATAMA,https://www.rumah123.com//properti/balikpapan/hos15523120/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15523120/original/hos15523120-rumah-di-jual-di-balikpapan-selatan-balikpapan-1700388035.jpg,RUMAH MINIMALIS  SIAP HUNI DI SEPINGGAN PRATAMA,Rp 700 Juta,"Balikpapan Selatan, Balikpapan",3,2,150 m²,150 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
83,Rumah cantik di perumahan komplek ramayana,https://www.rumah123.com//properti/balikpapan/hos15523094/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15523094/original/hos15523094-rumah-di-jual-di-balikpapan-utara-balikpapan-1700387692.jpg,Rumah cantik di perumahan komplek ramayana,Rp 950 Juta,"Balikpapan Utara, Balikpapan",3,2,210 m²,210 m²,3,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,Semi Furnished,2,,Tidak,,,Tidak,Bagus,Dijual
84,Rumah Mess Ditengah Kota Balikpapan.    ,https://www.rumah123.com//properti/balikpapan/hos15436489/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15436489/original/hos15436489-rumah-di-jual-di-gn.-samarinda-balikpapan-1699833137.jpg,Rumah Mess Ditengah Kota Balikpapan.    ,"Rp 1,55 Miliar","Gn. Samarinda, Balikpapan",13,4,150 m²,260 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Ya,Ya,Semi Furnished,2,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
85,Rumah Dekat Terminal Bus Batu Ampar  dan Pasar Buton,https://www.rumah123.com//properti/balikpapan/hos15436483/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15436483/original/hos15436483-rumah-di-jual-di-batu-ampar-balikpapan-1699833050.jpg,Rumah Dekat Terminal Bus Batu Ampar  dan Pasar Buton,Rp 1 Miliar,"Batu Ampar, Balikpapan",2,2,150 m²,150 m²,2,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,Tidak,Tidak,Semi Furnished,,,Tidak,,,Tidak,Bagus,Dijual
86,BALIKPAPAN RUMAH TENGAH KOTA  MURAH,https://www.rumah123.com//properti/balikpapan/hos15435524/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15435524/original/hos15435524-rumah-di-jual-di-balikpapan-tengah-balikpapan-1699793716.jpg,BALIKPAPAN RUMAH TENGAH KOTA  MURAH,"Rp 1,3 Miliar","Balikpapan Tengah, Balikpapan",3,2,128 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
87,RUMAH SIAP HUNI DI TENGAH KOTA,https://www.rumah123.com//properti/balikpapan/hos14898086/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14898086/original/hos14898086-rumah-di-jual-di-balikpapan-selatan-balikpapan-1695599901.jpg,RUMAH SIAP HUNI DI TENGAH KOTA,Rp 760 Juta,"Balikpapan Selatan, Balikpapan",4,1,84 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
88,Dijual cepat Rumah 2 Lantai siap huni di Borneo Paradiso Kalimantan ,https://www.rumah123.com//properti/balikpapan/hos14804832/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1865135/2023-09-17-00-23-13-b2875a81-418c-4ecf-adb1-f575f8017657.jpg,Dijual cepat Rumah 2 Lantai siap huni di Borneo Paradiso Kalimantan ,Rp 575 Juta,"Balikpapan Selatan, Balikpapan",2,1,72 m²,100 m²,1,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,1,Ya,Ya,,2,,Ya,,PAM atau PDAM,Tidak,,Dijual
89,Rumah dijual cantik ditengah kota balikpapan,https://www.rumah123.com//properti/balikpapan/hos14296889/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2023-07-23-06-05-43-8bc4ac1f-bf38-4dd6-9caf-a24ea17f12a0.jpg,Rumah dijual cantik ditengah kota balikpapan,Rp 620 Juta,"Prapatan, Balikpapan",5,2,153 m²,153 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Ya,Ya,Unfurnished,1,Pemukiman Warga,Ya,,PAM atau PDAM,Ya,Bagus,Dijual
90,Rumah  minimalis modern ditengah kota balikpapan. ,https://www.rumah123.com//properti/balikpapan/hos13626438/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2023-05-07-16-58-01-9ae34800-46a6-46c9-b178-66bf6d6f0da8.jpg,Rumah  minimalis modern ditengah kota balikpapan. ,Rp 700 Juta,"Balikpapan Selatan, Balikpapan",3,1,90 m²,72 m²,1,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Ya,Ya,Semi Furnished,1,Pemukiman Warga,Ya,2 Mobil,,Tidak,Bagus,Dijual
91,Rumah Minimalis Siap Huni Free Biaya,https://www.rumah123.com//properti/balikpapan/hos13159769/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1355633/2023-03-25-22-58-12-b3e9f9a3-8f0e-4ce8-9d02-fdc6ce727ed8.png,Rumah Minimalis Siap Huni Free Biaya,Rp 360 Juta,"Balikpapan Utara, Balikpapan",2,1,90 m²,36 m²,1,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,1,Tidak,Ya,Unfurnished,1,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Ya,Baru,Dijual
92,rumah minimalis  cepat jual  plus perabotan ,https://www.rumah123.com//properti/balikpapan/hos12376320/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12376320/original/hos12376320-rumah-di-jual-di-balikpapan-selatan-balikpapan-1673230244.jpg,rumah minimalis  cepat jual  plus perabotan ,Rp 770 Juta,"Balikpapan Selatan, Balikpapan",2,1,96 m²,45 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,Furnished,,Pemukiman Warga,Tidak,1 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
93,Rumah 2 Lantai 250 Meter Jalan Raya,https://www.rumah123.com//properti/balikpapan/hos12516230/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1355633/2023-01-21-11-06-33-6851efc0-f6b0-4833-8713-e5ed6a747358.png,Rumah 2 Lantai 250 Meter Jalan Raya,"Rp 1,06 Miliar","Balikpapan Selatan, Balikpapan",3,2,168 m²,90 m²,1,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,1,Ya,Ya,Unfurnished,2,Perkotaan,Ya,2 Mobil,Sumur Bor,Tidak,Baru,Dijual
94,Rumah Minimalis Modern Siap Huni,https://www.rumah123.com//properti/balikpapan/hos12516326/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1355633/2023-01-21-11-39-23-b1288b4a-30d7-4dbc-8636-73320307fa14.png,Rumah Minimalis Modern Siap Huni,Rp 665 Juta,"Balikpapan Selatan, Balikpapan",2,1,86 m²,43 m²,1,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,1,Ya,Ya,Unfurnished,1,Pemukiman Warga,Ya,1 Mobil,Sumur Bor,Tidak,Baru,Dijual
95,rumah mewah full furnished  dekat pusat pembelanjaan,https://www.rumah123.com//properti/balikpapan/hos12406801/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12406801/original/hos12406801-rumah-di-jual-di-balikpapan-selatan-balikpapan-1673402010.jpg,rumah mewah full furnished  dekat pusat pembelanjaan,"Rp 2,5 Miliar","Balikpapan Selatan, Balikpapan",3,2,240 m²,116 m²,1,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,1,,Tidak,Tidak,Furnished,,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Baru,Dijual
96,rumah minimalis cantik ditengah kota balikpapan,https://www.rumah123.com//properti/balikpapan/hos12297137/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12297137/original/hos12297137-rumah-di-jual-di-balikpapan-utara-balikpapan-1672710985.jpg,rumah minimalis cantik ditengah kota balikpapan,Rp 650 Juta,"Balikpapan Utara, Balikpapan",2,2,90 m²,90 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Tidak,1 Mobil,PAM atau PDAM,Tidak,Baru,Dijual
97,Rumah di Puncak Sepingan SHM,https://www.rumah123.com//properti/balikpapan/hos11604398/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1729095/2022-10-30-12-49-42-4231a884-8bc1-4b92-a5bd-7f41d339a275.jpg,Rumah di Puncak Sepingan SHM,Rp 7 Miliar,"Balikpapan Selatan, Balikpapan",,,600 m²,250 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1,Tidak,Tidak,,1,,Tidak,,PAM atau PDAM,Ya,Bagus,Dijual
98,Rumah Kost Di Re.Martadina Balikpapan,https://www.rumah123.com//properti/balikpapan/hos11604347/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1729095/2022-10-30-12-36-32-f5cdc4c3-404f-489c-b56d-20805cce8743.jpg,Rumah Kost Di Re.Martadina Balikpapan,Rp 950 Juta,"Balikpapan Tengah, Balikpapan",,,191 m²,144 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1,Tidak,Tidak,,1,,Tidak,,PAM atau PDAM,Tidak,Bagus,Dijual
