,Judul,Harga,Lokasi,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Carport,Tipe Properti,Sertifikat,Daya Listrik,Kamar Pembantu,Dapur,Ruang Makan,Ruang Tamu,Kondisi Perabotan,Jumlah Lantai,Pemandangan,Terjangkau Internet,Lebar Jalan,Sumber Air,Hook,Kondisi Properti,Tipe Iklan
177,RUMAH CONTOH PERUMAHAN Primary,"Rp 2,25 Miliar","Balikpapan Selatan, Balikpapan",3,3,105 m²,92 m²,,Rumah,HGB - Hak Guna Bangunan,3500 Watt,,,,,,,,,,,,,Dijual
178,BALIKPAPAN RUMAH NYAMAN SIAP HUNI 3 KT BALIKPAPAN BARU (LM296),Rp 2 Miliar,"Balikpapan Selatan, Balikpapan",3,2,165 m²,250 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
179,296 Balikpapan Baru Rumah Nyaman Siap Huni 3 Kamar Tidur,Rp 2 Miliar,"Balikpapan Selatan, Balikpapan",3,2,165 m²,250 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
180,Balikpapan Rumah Siap Huni 4 Kamar Balikpapan Baru Furnish Lm294 ,"Rp 2,5 Miliar","Balikpapan Selatan, Balikpapan",4,3,180 m²,180 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
181,294 Balikpapan Baru Rumah Siap Huni 4 Kamar Tidur,"Rp 2,5 Miliar","Balikpapan Selatan, Balikpapan",4,3,180 m²,180 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
182,rumah  dihook dikawasan gedung kesenian Balikpapan,Rp 950 Juta,"Balikpapan Selatan, Balikpapan",3,2,150 m²,150 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,Unfurnished,2,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
183,rumah cantik dekat kampus Untri Balikpapan ,Rp 600 Juta,"Balikpapan Utara, Balikpapan",2,1,120 m²,48 m²,1,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
184,PERUMAHAN RENOSARI SEPINGGAN ASRI,Rp 730 Juta,"Sepinggan, Balikpapan",3,1,160 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
185,PERUMAHAN PRIMARY NORDVILE GRAND CITY,"Rp 2,16 Miliar","Balikpapan Utara, Balikpapan",3,2,117 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
186,PERUMAHAN NORDVILE GRAND CITY,"Rp 1,76 Miliar","Balikpapan Utara, Balikpapan",3,2,88 m²,105 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
187,PERUMAHAN PRIMARY GRAND CITY NORDVILE,"Rp 3,26 Miliar","Balikpapan Utara, Balikpapan",4,3,200 m²,172 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,,,,,,,,,,,Dijual
188,Hunian bagus dikawasan sepinggan Balikpapan,Rp 670 Juta,"Sepinggan, Balikpapan",2,1,105 m²,70 m²,1,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,Ya,Unfurnished,1,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
189,Rumah halaman luas djual didaerah balikpapan baru ,"Rp 3,72 Miliar","Balikpapan Baru, Balikpapan",6,3,389 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Ya,Ya,Unfurnished,1,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Butuh Renovasi,Dijual
190,Villa mewah siap ditempati  dan lingkungan aman,"Rp 2,5 Miliar","Balikpapan Selatan, Balikpapan",3,2,221 m²,150 m²,1,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,Ya,Ya,Semi Furnished,2,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Ya,Bagus,Dijual
191,Rumah sultan dihook bisa dijual dan disewakan ,"Rp 1,3 Miliar","Manggar, Balikpapan",4,2,147 m²,147 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Ya,Ya,Unfurnished,1,Pemukiman Warga,Ya,1 Mobil,PAM atau PDAM,Ya,Bagus,Dijual
192,Rumah minimalis modern terasa villa  di perum palm hills garden,Rp 600 Juta,"Batakan, Balikpapan",2,1,120 m²,55 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Ya,Ya,Unfurnished,1,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
193,Rumah tingkat 2 bernuansa ungu dekat bandara Sepinggan ,"Rp 1,1 Miliar","Batakan, Balikpapan",4,3,72 m²,54 m²,1,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Ya,Ya,Unfurnished,2,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
194,Hunian mewah dekat sekolah swasta islam terpadu,Rp 2 Miliar,"Balikpapan Kota, Balikpapan",4,4,283 m²,263 m²,1,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Ya,Ya,Furnished,2,Perkotaan,Tidak,,PAM atau PDAM,Tidak,Bagus,Dijual
195,hunian mewah sejuk  dan tentram jauh dari kebisingan,"Rp 2,5 Miliar","Balikpapan Selatan, Balikpapan",5,3,150 m²,295 m²,1,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Ya,Ya,Unfurnished,2,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
196,Rumah strategies dipinggir jalan besar depan sekolah negeri,Rp 12 Miliar,"Gunung Bahagia, Balikpapan",6,5,1270 m²,1270 m²,,Rumah,SHM - Sertifikat Hak Milik,6600 Watt,,,Ya,Ya,Unfurnished,1,Perkotaan,Ya,2 Mobil,PAM atau PDAM,Ya,Bagus,Dijual
197,Rumah cantik diperumahan elite dan megah,"Rp 1,9 Miliar","Balikpapan Selatan, Balikpapan",2,2,121 m²,105 m²,1,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,1,,Ya,Ya,Unfurnished,1,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
198,"RUMAH BANGUNAN BARU,DI PERUMAHAN GRAND CITY",Rp 850 Juta,"Balikpapan Tengah, Balikpapan",2,2,60 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
199,BALIKPAPAN GRAHA MULAWARMAN(Y178),Rp 900 Juta,"Batakan, Balikpapan",4,3,120 m²,180 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
200,RUMAH 2 LANTAI TENGAH KOTA,Rp 800 Juta,"Balikpapan Utara, Balikpapan",3,2,149 m²,205 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
201,"RUMAH CONTOH DAUN VILLAGE TYPE STRAWBERRY 1 LANTAI, MT. HARYONO BALIKPAPAN",Rp 895 Juta,"Balikpapan Selatan, Balikpapan",2,1,98 m²,60 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,1,Tidak,Tidak,,1,,Tidak,2 Mobil,,Tidak,Baru,Dijual
202,DISKON‼️ RUMAH BALIKPAPAN BARU DUA LANTAI,Rp 5 Miliar,"Balikpapan Selatan, Balikpapan",4,4,360 m²,360 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,1,,,,,,,,,,,,Dijual
203,RUMAH BARU READY STOCK DAN SIAP HUNI TANPA DP & FREE SEMUA BIAYA2 NYA,Rp 425 Juta,"Balikpapan Utara, Balikpapan",2,1,120 m²,45 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
204,"RUMAH 3 LANTAI FULL FURNISH DEPAN DOME RING ROAD, PAS DI BELAKANG KANTOR PERTANAHAN","Rp 3,75 Miliar","Balikpapan Selatan, Balikpapan",3,3,447 m²,600 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,,,,,,,,,,,Dijual
205,DI  RUMAH GRAND CITY + ISI,"Rp 2,15 Miliar","Balikpapan Utara, Balikpapan",3,2,160 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
206,DI  RUMAH STRATEGIS DEKAT JALAN TOL DAN TEMPAT WISATA PANTAI MANGGAR,Rp 600 Juta,"Balikpapan Timur, Balikpapan",3,2,268 m²,90 m²,,Rumah,SHM - Sertifikat Hak Milik,900 Watt,,,,,,,,,,,,,Dijual
207,"DIJUAL RUMAH DAN KOS-KOSAN BATAKAN, BALIKPAPAN","Rp 1,35 Miliar","Batakan, Balikpapan",5,3,285 m²,140 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,1,Tidak,Tidak,Furnished,1,Perkotaan,Tidak,,,Tidak,Bagus,Dijual
208,BALIKPAPAN RUMAH GRAND CITY (HM14),Rp 850 Juta,"Balikpapan Utara, Balikpapan",2,2,72 m²,46 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",5500 Watt,,,,,,,,,,,,,Dijual
209,PERUMAHAN ELITE FULL FURNISHED BALIKPAPAN BARU,"Rp 2,65 Miliar","Balikpapan Baru, Balikpapan",5,7,200 m²,298 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
210,Rumah SHM di Permata Hijau,Rp 500 Juta,"Balikpapan Selatan, Balikpapan",,,84 m²,40 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,1,,Tidak,,Sumur Pompa,Tidak,Baru,Dijual
211,BALIKPAPAN RUMAH PERUMAHAN BALIKPAPAN BARU KYOTO  (HM109),"Rp 1,6 Miliar","Balikpapan Baru, Balikpapan",3,3,216 m²,98 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,Tidak,Tidak,Unfurnished,,Pedesaan,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
212,"Dijual Rumah 2 Lantai Bagus SHM di Markoni Atas, Balikpapan",Rp 6 Miliar,"Balikpapan Kota, Balikpapan",4,3,343 m²,875 m²,1,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,1,1,Ya,Ya,,2,Perkotaan,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
213,"Dijual Rumah 2 Lantai Semi Furnished HGB di Balikpapan Baru Bb , Balikpapan",Rp 6 Miliar,"Balikpapan Selatan, Balikpapan",7,5,454 m²,476 m²,2,Rumah,HGB - Hak Guna Bangunan,5500 Watt,,1,Ya,Ya,Semi Furnished,2,Pemukiman Warga,Ya,2 Mobil,Sumur Bor,Tidak,,Dijual
214,"Dijual Rumah Bagus Furnished SHM di Perumahan Pupuk, Balikpapan",Rp 9 Miliar,"Balikpapan Selatan, Balikpapan",4,3,670 m²,400 m²,2,Rumah,SHM - Sertifikat Hak Milik,13200 Watt,2,2,Ya,Ya,Furnished,1,Perkotaan,Ya,2 Mobil,PAM atau PDAM,Ya,Bagus,Dijual
215,"Dijua Rumah 2 Lantai + Kolam Renang Bagus Unfurnished SHM di Ciputra Citra Bukit Indah Kota Balikpapan , Balikpapan","Rp 6,8 Miliar","Balikpapan Selatan, Balikpapan",4,3,450 m²,275 m²,2,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,2,2,Ya,Ya,Unfurnished,2,Perkotaan,Ya,4 Mobil,PAM atau PDAM,Ya,Bagus,Dijual
216,"Rumah 2 Lantai Sudah Renovasi Unfurnished HGB di Balikpapan Baru, Balikpapan","Rp 4,8 Miliar","Balikpapan Selatan, Balikpapan",5,4,395 m²,250 m²,1,Rumah,HGB - Hak Guna Bangunan,3500 Watt,1,2,Ya,Ya,Unfurnished,2,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Ya,Sudah Renovasi,Dijual
217,Rumah Kutai Hills Full Furnish Balikpapan code Dvo ,Rp 2 Miliar,"Balikpapan Utara, Balikpapan",4,2,200 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,Tidak,Furnished,1,,Tidak,,PAM atau PDAM,Tidak,,Dijual
218,"Jual Murah Bagus Rumah Citra Bukit Indah Green Ville, Balikpapan","Rp 1,46 Miliar","Balikpapan Selatan, Balikpapan",,,191 m²,215 m²,,Rumah,SHM - Sertifikat Hak Milik,3300 Watt,,,Tidak,Tidak,,1,,Tidak,,,Tidak,Bagus,Dijual
219,"BALIKPAPAN RUMAH PERUMAHAN SEPINGGAN PRATAMA  CLUSTER GADING MANSION, ( HM137)",Rp 650 Juta,"Balikpapan Timur, Balikpapan",3,1,90 m²,78 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,1,Tidak,Tidak,Unfurnished,2,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
220,RUMAH BESAR FULL FURNISHED,"Rp 1,5 Miliar","Balikpapan Utara, Balikpapan",4,3,186 m²,186 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
221,RUMAH SEMI FURNISHED DI PERUMAHAN,Rp 752 Juta,"Balikpapan Utara, Balikpapan",2,1,90 m²,70 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
222,RUMAH DAN TANAH LUAS,Rp 702 Juta,"Balikpapan Utara, Balikpapan",3,2,200 m²,102 m²,,Rumah,SHM - Sertifikat Hak Milik,900 Watt,,,,,,,,,,,,,Dijual
223,RUMAH TINGKAT CANTIK DAN  TERAWAT,"Rp 1,3 Miliar","Balikpapan Selatan, Balikpapan",3,3,84 m²,128 m²,,Rumah,HGB - Hak Guna Bangunan,12700 Watt,,,,,,,,,,,,,Dijual
224,RUMAH CANTIK TERAWAT MINIMALIS,"Rp 1,2 Miliar","Balikpapan Selatan, Balikpapan",4,2,120 m²,144 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
225,RUMAH TINGKAT,"Rp 1,13 Miliar","Balikpapan Utara, Balikpapan",3,2,160 m²,96 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
226,RUMAH KONTRAKAN,Rp 800 Juta,"Balikpapan Selatan, Balikpapan",6,4,100 m²,200 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,,,,,,,,,,,Dijual
227,JUAL CEPAT BU Rumah 2 Lantai Posisi Hook,Rp 950 Juta,"Balikpapan Utara, Balikpapan",6,2,208 m²,208 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
228,Rumah Nyaman Posisi Hook,"Rp 1,79 Miliar","Balikpapan Utara, Balikpapan",3,2,173 m²,153 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
229,RUMAH BARU TYPE 50,Rp 485 Juta,"Balikpapan Barat, Balikpapan",2,1,120 m²,50 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
230,PREMIUM GOLF VIEW RESIDENCE,"Rp 4,79 Miliar","Balikpapan Selatan, Balikpapan",4,3,374 m²,180 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",2200 Watt,1,,,,,,,,,,,,Dijual
231,SIAP HUNI RUMAH MINIMALIS,Rp 995 Juta,"Balikpapan Selatan, Balikpapan",3,2,138 m²,80 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
232,PESONA KHATULISTIWA BALIKPAPAN,Rp 948 Juta,"Balikpapan Tengah, Balikpapan",2,1,108 m²,60 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
233,BALIKPAPAN RUMAH BESAR DAERAH PUPUK (HM93),"Rp 2,5 Miliar","Damai, Balikpapan",3,2,238 m²,180 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,Bagus,Dijual
234,BALIKPAPAN RUMAH GRAND CITY BERSIH DAN TERAWAT,"Rp 1,5 Miliar","Balikpapan Utara, Balikpapan",2,2,108 m²,61 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,Butuh Renovasi,Dijual
235,"Rumah Minimalis bersih, aman serta ditengah kota Balikpapan ",Rp 1 Miliar,"Balikpapan Selatan, Balikpapan",3,2,90 m²,80 m²,1,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Tidak,1 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
236,rumah mewah di pinggir  jalan  besar,"Rp 2,7 Miliar","Balikpapan Utara, Balikpapan",5,5,311 m²,500 m²,1,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,1,,Tidak,Tidak,Unfurnished,,Perkotaan,Tidak,2 Mobil,,Tidak,Bagus,Dijual
237,RUMAH DUA KAMAR TIDUR SIAP HUNI SUDAH RENOVASI DALAM PERUMAHAN ELITE BERKEMBANG BALIKPAPAN,"Rp 1,35 Miliar","Balikpapan Utara, Balikpapan",2,2,112 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
238,BALIKPAPAN RUMAH PERUMAHAN REGENCY CLUSTER CASTARICA (HM29),"Rp 1,2 Miliar","Balikpapan Selatan, Balikpapan",4,3,150 m²,65 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,1,Tidak,Tidak,Furnished,2,Pemukiman Warga,Tidak,3 Mobil,Sumur Bor,Tidak,Bagus,Dijual
239,BALIKPAPAN RUMAH BESAR PUPUK TENGAH KOTA (HM01),"Rp 2,1 Miliar","Balikpapan Selatan, Balikpapan",4,3,216 m²,250 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,1,,Tidak,Tidak,Semi Furnished,,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
240,BALIKPAPAN RUMAH HOOK DAERAH BATAKAN(HM07),Rp 550 Juta,"Batakan, Balikpapan",2,2,221 m²,78 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
241,BALIKPAPAN RUMAH BESAR DAERAH BATAKAN  (HM06),"Rp 1,2 Miliar","Batakan, Balikpapan",3,2,395 m²,121 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,Pemukiman Warga,Tidak,3 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
242,BALIKPAPAN RUMAH KOMPLEK BUMI CEMPEDAK ASRI (HM08),"Rp 1,2 Miliar","Karang Joang, Balikpapan",6,3,147 m²,220 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
243,BALIKPAPAN  RUMAH CLUSTER SAN FRANSISCO BALIKPAPAN BARU (HM11),"Rp 4,6 Miliar","Balikpapan Baru, Balikpapan",4,4,300 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,Tidak,Tidak,,,,Tidak,,PAM atau PDAM,Tidak,Bagus,Dijual
244,BALIKPAPAN RUMAH DAN KOST SUNGAI AMPAL(HM16),"Rp 1,8 Miliar","Sumber Rejo, Balikpapan",3,2,465 m²,300 m²,,Rumah,HGB - Hak Guna Bangunan,4400 Watt,,,Tidak,Tidak,,,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
245,BALIKPAPAN RUMAH HALAMAN LUAS MANGGAR (HM15),Rp 400 Juta,"Manggar Baru, Balikpapan",4,2,300 m²,150 m²,,Rumah,SHM - Sertifikat Hak Milik,900 Watt,,,Tidak,Tidak,,,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
246,BALIKPAPAN RUMAH PERUMAHAN  WIKA  (HM17),"Rp 1,2 Miliar","Gn. Samarinda, Balikpapan",4,2,160 m²,145 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,1,1,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
247,BALIKPAPAN RUMAH CITRA BUKIT INDAH (HM24),"Rp 1,35 Miliar","Damai, Balikpapan",2,1,122 m²,60 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,Tidak,Tidak,,,,Tidak,,PAM atau PDAM,Tidak,Bagus,Dijual
248,BALIKPAPAN RUMAH DAERAH MANGGAR PERUM PONDOK ASRI (HM23),Rp 450 Juta,"Manggar, Balikpapan",3,1,150 m²,126 m²,,Rumah,SHM - Sertifikat Hak Milik,900 Watt,,,Tidak,Tidak,,,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
249,BALIKPAPAN RUMAH PINGGIR JALAN  DR.SUTOMO (HM25),"Rp 2,2 Miliar","Karang Rejo, Balikpapan",7,7,176 m²,240 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,PAM atau PDAM,Tidak,Bagus,Dijual
250,BALIKPAPAN RUMAH REGENCY CLUSTER CASTARICA (HM27),"Rp 1,85 Miliar","Balikpapan Selatan, Balikpapan",3,2,152 m²,167 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,PAM atau PDAM,Tidak,Bagus,Dijual
251,BALIKPAPAN RUMAH MERAH DELIMA (HM30),Rp 400 Juta,"Batu Ampar, Balikpapan",1,1,150 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,900 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,Butuh Renovasi,Dijual
252,BALIKPAPAN RUMAH  RENGANIS 70% JADI (HM31),"Rp 1,2 Miliar","Gunung Bahagia, Balikpapan",3,3,241 m²,316 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,Tidak,Tidak,,,,Tidak,,PAM atau PDAM,Tidak,Butuh Renovasi,Dijual
253,BALIKPAPAN RUMAH MT.HARYONO BUKIT TANJUNG (HM34),"Rp 1,2 Miliar","Damai, Balikpapan",3,2,187 m²,134 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,PAM atau PDAM,Tidak,Bagus,Dijual
254,BALIKPAPAN RUMAH PERUM KORPRI (BELAKANG SMA 5) (HM32),"Rp 1,3 Miliar","Balikpapan Selatan, Balikpapan",9,4,150 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,PAM atau PDAM,Tidak,Bagus,Dijual
255,BALIKPAPAN RUMAH BB MEDITRANIA POS 11 (HM36),"Rp 1,5 Miliar","Balikpapan Baru, Balikpapan",2,2,150 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,PAM atau PDAM,Tidak,Bagus,Dijual
256,BALIKPAPAN RUMAH & KONTRAKAN DI SEMOI (HM35),"Rp 4,5 Miliar","Marga Sari, Balikpapan",10,2,880 m²,600 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
257,BALIKPAPAN RUMAH PINGGIR JALAN UTAMA PRAPATAN (HM42),"Rp 2,6 Miliar","Telaga Sari, Balikpapan",4,1,176 m²,176 m²,,Rumah,SHM - Sertifikat Hak Milik,900 Watt,,,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Tidak,4 Mobil,,Tidak,Butuh Renovasi,Dijual
258,BALIKPAPAN RUMAH PERUMAHAN PGRI (HM41),Rp 630 Juta,"Gunung Bahagia, Balikpapan",2,1,180 m²,36 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Butuh Renovasi,Dijual
259,BALIKPAPAN RUMAH  5 KAMAR TIDUR MT.HARYONO  (HM45),Rp 880 Juta,"Gunung Bahagia, Balikpapan",5,3,150 m²,150 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,1,Tidak,Tidak,Semi Furnished,2,Pemukiman Warga,Tidak,1 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
260,Rumah Minimalis 2 Lantai Dengan Halaman Luas di Grandcity,"Rp 1,6 Miliar","Balikpapan Selatan, Balikpapan",,,108 m²,61 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,1,,Tidak,,PAM atau PDAM,Tidak,Bagus,Dijual
261,Rumah Posisi Pojok Dengan Tanah Yg Luas di Bdi . Harga Bersahabat Dan Nego,"Rp 1,85 Miliar","Balikpapan Selatan, Balikpapan",,,309 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,1,,Tidak,,PAM atau PDAM,Tidak,Butuh Renovasi,Dijual
262,RUMAH DUA KAMAR TIDUR DALAM PERUMAHAN DI TENGAH KOTA BALIKPAPAN,Rp 895 Juta,"Balikpapan Selatan, Balikpapan",2,1,98 m²,60 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
263,RUMAH CANTIK SEMI FURNISH DI WIKA BALIKPAPAN SELATAN,"Rp 1,7 Miliar","Balikpapan Utara, Balikpapan",3,1,260 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
264,RUMAH  COCOK UNTUK USAHA Di AREA BALIKPAPAN UTARA,"Rp 1,2 Miliar","Balikpapan Utara, Balikpapan",5,2,300 m²,150 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
265,MINIMALIS CANTIK SIAP HUNI,Rp 670 Juta,"Balikpapan Selatan, Balikpapan",2,1,90 m²,90 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
266,RUMAH KAMPUNG BESAR LOKASI TENGAH KOTA BANGET,Rp 500 Juta,"Balikpapan Selatan, Balikpapan",4,1,200 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
267,RUMAH LUAS 1000 BESERTA LAHAN SIAP UNTUK USAHA,"Rp 4,5 Miliar","Balikpapan Selatan, Balikpapan",5,4,1034 m²,580 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,,,,,,,,,,,Dijual
