,Judul,Harga,Lokasi,Hyperlink,Img_Hyperlink,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Carport,Tipe Properti,Sertifikat,Daya Listrik,Kamar Pembantu,Dapur,Ruang Makan,Ruang Tamu,Kondisi Perabotan,Jumlah Lantai,Pemandangan,Terjangkau Internet,Lebar Jalan,Sumber Air,Hook,Kondisi Properti,Tipe Iklan
629,DESIGN KLASIK MODERN FULL FURNITURE,"Rp 2,7 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15314903/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15314903/original/hos15314903-rumah-di-jual-di-balikpapan-utara-balikpapan-1698806545.jpg,2,2,144 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
630,BALIKPAPAN RUMAH MURAH RINGROAD,"Rp 1,1 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15314445/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15314445/original/hos15314445-rumah-di-jual-di-balikpapan-selatan-balikpapan-1698804161.jpg,3,2,134 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
631,RUMAH LUAS BISA USAHA KOST,Rp 850 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15245506/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15245506/original/hos15245506-rumah-di-jual-di-balikpapan-utara-balikpapan-1698223023.jpg,9,5,235 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
632,INDRAKILA,"Rp 4,7 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15239167/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15239167/original/hos15239167-rumah-di-jual-di-balikpapan-utara-balikpapan-1698195984.jpg,,4,538 m²,250 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
633,SEPINGGAN PRATAMA,"Rp 2,5 Miliar","Sepinggan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15239143/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15239143/original/hos15239143-rumah-di-jual-di-sepinggan-balikpapan-1698195925.jpg,3,2,176 m²,80 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
634,RUMAH DUA LANTAI. DI GRAND CITY,"Rp 1,4 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15076723/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15076723/original/hos15076723-rumah-di-jual-di-balikpapan-utara-balikpapan-1697002741.jpg,3,2,72 m²,72 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",1300 Watt,,,,,,,,,,,,,Dijual
635,RUMAH MEWAH RASA VILA VIEW LAUT DI PERUMAHAN PALM HILL CITY,Rp 9 Miliar,"Sepinggan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15074539/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15074539/original/hos15074539-rumah-di-jual-di-sepinggan-balikpapan-1696998175.jpg,3,3,780 m²,400 m²,,Rumah,SHM - Sertifikat Hak Milik,16500 Watt,1,,,,,,,,,,,,Dijual
636,BALIKPAPAN PERUM BORNEO PARADISO,"Rp 1,5 Miliar","Batakan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15071028/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15071028/original/hos15071028-rumah-di-jual-di-batakan-balikpapan-1696984216.jpg,3,3,98 m²,140 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
637,RUMAH 2 KAMAR MINIMALIS GAPURA KUNING,Rp 695 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15070949/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15070949/original/hos15070949-rumah-di-jual-di-balikpapan-utara-balikpapan-1696983135.jpg,2,1,115 m²,105 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
638,Dijual Cepat Rumah Murah Bu Di Jl.sorong Balikpapan,"Rp 1,8 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15000302/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1528679/2023-10-04-06-49-02-9eca57ae-0dc9-46f4-a29d-5d446656a545.jpg,6,3,268 m²,243 m²,1,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1,Ya,Ya,Unfurnished,2,Perkotaan,Ya,2 Mobil,Sumur Bor,Tidak,Bagus,Dijual
639,"2 RUMAH GANDENG DUA LANTAI, CLUSTER HYLAND GRAND CITY BALIKPAPAN","Rp 2,1 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14934929/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14934929/original/hos14934929-rumah-di-jual-di-balikpapan-utara-balikpapan-1695824522.jpg,2,2,72 m²,47 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",1300 Watt,,1,Tidak,Tidak,Unfurnished,2,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Bagus,Dijual
640,RUMAH  MINIMALIS SIAP HUNI LOKASI AMAN DAN NYAMAN SERTA BEBAS BANJIR,Rp 700 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14927411/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14927411/original/hos14927411-rumah-di-jual-di-balikpapan-selatan-balikpapan-1695798090.jpg,3,1,90 m²,72 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
641,BALIKPAPAN PERUMAHAN REGENCY,"Rp 1,75 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14921618/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14921618/original/hos14921618-rumah-di-jual-di-balikpapan-selatan-balikpapan-1695773150.jpg,3,2,152 m²,115 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,,,,,,,,,,,Dijual
642,RUMAH MEWAH HOMY LUAS EMPAT KAMAR TIDUR DALAM PERUMAHAN BALIKPAPAN,"Rp 5,5 Miliar","Balikpapan Timur, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14838593/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14838593/original/hos14838593-rumah-di-jual-di-balikpapan-timur-balikpapan-1695185565.jpg,4,3,234 m²,347 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,1,,,,,,,,,,,,Dijual
643,RUMAH MINIMALIS 2 LANTAI DENGAN TAMBAHAN TANAH YANG CUKUP LUAS LOKASI AMAN DAN NYAMAN,"Rp 1,2 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14836854/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14836854/original/hos14836854-rumah-di-jual-di-balikpapan-utara-balikpapan-1695180588.jpg,2,2,60 m²,47 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
644,RUMAH MINIMALIS 2 LANTAI SIAP HUNI DENGAN TAMBAHAN TANAH YANG CUKUP LUAS,"Rp 1,25 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14836211/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14836211/original/hos14836211-rumah-di-jual-di-balikpapan-utara-balikpapan-1695178041.jpg,2,2,60 m²,47 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
645,Hunian Unik Dekat Toll Balikpapan Samarinda,Rp 800 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14766704/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14766704/original/hos14766704-rumah-di-jual-di-balikpapan-utara-balikpapan-1694593280.jpg,3,3,450 m²,108 m²,2,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Bagus,Dijual
646,RUMAH 2 LANTAI SEMI FURNISH BERSIH TERAWAT DI TENGAH KOTA BALIKPAPAN,Rp 2 Miliar,"Balikpapan Tengah, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14766652/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14766652/original/hos14766652-rumah-di-jual-di-balikpapan-tengah-balikpapan-1694593091.jpg,5,3,300 m²,400 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
647,RUMAH SIAP PAKAI FULL FURNISHED DI TENGAH KOTA (LM314),"Rp 1,25 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14762061/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1507995/2023-12-05-03-07-19-14327e5e-b27c-4935-bdeb-20d8a90894f9.jpg,3,2,150 m²,130 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
648,314 Balikpapan Villa Damai Rumah Siap Pakai Full Furnished,"Rp 1,25 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14762060/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1737807/2023-12-05-06-34-39-84b638ba-0250-4565-a759-64da476ac0fd.jpg,3,2,150 m²,130 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
649,Hunian minimalist dikawasan perindustrian dan perkantoran,Rp 700 Juta,"Kariangau, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14758822/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14758822/original/hos14758822-rumah-di-jual-di-kariangau-balikpapan-1694565428.jpg,2,1,150 m²,60 m²,2,Rumah,SHM - Sertifikat Hak Milik,900 Watt,,,Tidak,Tidak,Unfurnished,1,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Bagus,Dijual
650,Hunian tingkat diperum regency Balikpapan,"Rp 2,5 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14758807/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14758807/original/hos14758807-rumah-di-jual-di-balikpapan-selatan-balikpapan-1694565205.jpg,5,4,152 m²,130 m²,2,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,Unfurnished,2,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Bagus,Dijual
651,Rumah Sultan ditengah kota balikpapan.  ,"Rp 4,5 Miliar","Balikpapan Barat, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14758786/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14758786/original/hos14758786-rumah-di-jual-di-balikpapan-barat-balikpapan-1694564763.jpg,6,5,480 m²,444 m²,6,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,Tidak,Tidak,,2,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
652,Rumah tingkat 2 tembusan Toll Balikpapan Samarinda,"Rp 1,5 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14758755/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14758755/original/hos14758755-rumah-di-jual-di-balikpapan-selatan-balikpapan-1694564400.jpg,5,2,120 m²,230 m²,2,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,Unfurnished,2,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
653,Dijual Rumah 2 Lantai di Cluster Elite Grand City Balikpapan,"Rp 4,5 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14633098/,https://picture.rumah123.com/r123-images/720x420-crop/customer/553144/2023-08-30-08-58-52-e7eecdd3-2446-4608-b18f-e81bd54e9119.jpg,4,3,220 m²,190 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,1,Tidak,Tidak,Unfurnished,2,,Tidak,,PAM atau PDAM,Tidak,Bagus,Dijual
654,rumah model Belanda bisa tempat tinggal ada usaha kost,Rp 970 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14630080/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14630080/original/hos14630080-rumah-di-jual-di-balikpapan-selatan-balikpapan-1693377564.jpg,5,3,120 m²,185 m²,2,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Tidak,3 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
655,BALIKPAPAN RUMAH BESAR TENGAH KOTA,"Rp 4,2 Miliar","Klandasan Ilir, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14630002/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14630002/original/hos14630002-rumah-di-jual-di-klandasan-ilir-balikpapan-1693377158.jpg,12,6,122 m²,370 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,,,,,,,,,,,Dijual
656,hunian tempat tinggal serta ada kost mirip di timur tengah,Rp 2 Miliar,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14627605/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14627605/original/hos14627605-rumah-di-jual-di-balikpapan-selatan-balikpapan-1693366834.jpg,8,3,135 m²,125 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,Unfurnished,2,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
657,DI JUAL CEPAT RUMAH MEWAH DI KAWASAN PERUMAHAN PGRI,"Rp 2,3 Miliar","Gunung Bahagia, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14624163/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14624163/original/hos14624163-rumah-di-jual-di-gunung-bahagia-balikpapan-1693358778.jpg,3,2,335 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
658,RUMAH DUA LANTAI   DI GRAND CITY,"Rp 1,35 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14623976/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14623976/original/hos14623976-rumah-di-jual-di-balikpapan-utara-balikpapan-1693357046.jpg,3,2,72 m²,72 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
659,HARGA SPESIAL RUMAH KANTOR 2LT DITENGAH KOTA,"Rp 2,1 Miliar","Balikpapan Tengah, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14623883/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14623883/original/hos14623883-rumah-di-jual-di-balikpapan-tengah-balikpapan-1693355893.jpg,8,6,429 m²,429 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,,,,,,,,,,,Dijual
660,RUMAH ASRI DALAM CLUSTER,"Rp 1,8 Miliar","Damai, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14562900/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14562900/original/hos14562900-rumah-di-jual-di-damai-balikpapan-1692779167.jpg,3,1,195 m²,130 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,,,,,,,,,,,Dijual
661,Dijual Cepat Rumah Lebar 18m di Wika Balikpapan,"Rp 2,5 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14562604/,https://picture.rumah123.com/r123-images/720x420-crop/customer/553144/2023-08-23-08-06-20-2beaec20-31a5-4384-b73e-065c6c158d60.jpg,4,2,307 m²,250 m²,2,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,2,Ya,Ya,Unfurnished,2,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Sudah Renovasi,Dijual
662,INVESTASI RUMAH KOST  DI PINGGIR JALAN UTAMA PATIMURA BATU AMPAR,Rp 16 Miliar,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14554819/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14554819/original/hos14554819-rumah-di-jual-di-balikpapan-utara-balikpapan-1692754367.jpg,29,29,550 m²,1260 m²,,Rumah,SHM - Sertifikat Hak Milik,13900 Watt,,,,,,,,,,,,,Dijual
663,"rumah minimalist bersih,Aman, Nyaman di batakan",Rp 400 Juta,"Batakan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14500926/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14500926/original/hos14500926-rumah-di-jual-di-batakan-balikpapan-1692159571.jpg,2,1,72 m²,144 m²,1,Rumah,SHM - Sertifikat Hak Milik,900 Watt,,,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Bagus,Dijual
664,BALIKPAPAN PERUM BDS 2,Rp 700 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14498856/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14498856/original/hos14498856-rumah-di-jual-di-balikpapan-selatan-balikpapan-1692149303.jpg,2,2,100 m²,130 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
665,PERUM BALIKPAPAN KOTA,Rp 600 Juta,"Sepinggan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14498850/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14498850/original/hos14498850-rumah-di-jual-di-sepinggan-balikpapan-1692149277.jpg,3,2,150 m²,130 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
666,BALIKPAPAN PERUM PONDOK KARYA AGUNG (POKA),Rp 950 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14498849/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14498849/original/hos14498849-rumah-di-jual-di-balikpapan-selatan-balikpapan-1692346996.jpg,4,3,180 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
667,BALIKPAPAN RUMAH 2 LANTAI BALIKPAPAN BARU,"Rp 4,5 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14498844/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14498844/original/hos14498844-rumah-di-jual-di-balikpapan-selatan-balikpapan-1692346999.jpg,4,3,400 m²,210 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,1,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
668,BALIKPAPAN RUMAH MEWAH KOMPLEKS PERUMAHAN BDI,"Rp 3,2 Miliar","Damai, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14498843/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14498843/original/hos14498843-rumah-di-jual-di-damai-balikpapan-1692149270.jpg,5,5,280 m²,226 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,1,,,,,,,,,,,,Dijual
669,BALIKPAPAN PERUM PGRI,Rp 600 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14498842/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14498842/original/hos14498842-rumah-di-jual-di-balikpapan-selatan-balikpapan-1692149268.jpg,2,1,118 m²,50 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
670,BALIKPAPAN PERUM REGENCY RECIDENT,Rp 675 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14498839/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14498839/original/hos14498839-rumah-di-jual-di-balikpapan-selatan-balikpapan-1692347002.jpg,3,2,72 m²,120 m²,,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,,,,,,,,,,,,Dijual
671,BALIKPAPAN PERUM BUKIT DAMAI INDAH,"Rp 1,5 Miliar","Damai, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14498840/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14498840/original/hos14498840-rumah-di-jual-di-damai-balikpapan-1692346993.jpg,2,2,180 m²,140 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
672,BALIKPAPAN PERUM REGENCY,Rp 400 Juta,"Sepinggan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14498836/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14498836/original/hos14498836-rumah-di-jual-di-sepinggan-balikpapan-1692149263.jpg,2,1,72 m²,72 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
673,BALIKPAPAN RUMAH TENGAH KOTA,"Rp 1,2 Miliar","Balikpapan Tengah, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14498835/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14498835/original/hos14498835-rumah-di-jual-di-balikpapan-tengah-balikpapan-1692149263.jpg,6,2,181 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
674,BALIKPAPAN KARANG JATI,Rp 2 Miliar,"Balikpapan Tengah, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14498831/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14498831/original/hos14498831-rumah-di-jual-di-balikpapan-tengah-balikpapan-1692347082.jpg,4,3,288 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
675,BALIKPAPAN RUMAH JL. INPRES 3,Rp 750 Juta,"Gn. Samarinda, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14498794/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14498794/original/hos14498794-rumah-di-jual-di-gn.-samarinda-balikpapan-1692347080.jpg,3,1,150 m²,80 m²,,Rumah,SHM - Sertifikat Hak Milik,900 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
676,BALIKPAPAN  RUMAH GUNUNG PASIR,"Rp 7,5 Miliar","Balikpapan Tengah, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14498793/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14498793/original/hos14498793-rumah-di-jual-di-balikpapan-tengah-balikpapan-1692347079.jpg,2,1,545 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
677,BALIKPAPAN RUMAH TENGAH KOTA,"Rp 3,6 Miliar","Balikpapan Tengah, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14498791/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14498791/original/hos14498791-rumah-di-jual-di-balikpapan-tengah-balikpapan-1692347077.jpg,4,2,150 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
678,BALIKPAPAN RUMAH AGUNG TUNGGAL,Rp 700 Juta,"Damai, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14498788/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14498788/original/hos14498788-rumah-di-jual-di-damai-balikpapan-1692347073.jpg,3,2,76 m²,152 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
679,Balikpapan   Perum Balikpapan Baru,"Rp 1,7 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14498786/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14498786/original/hos14498786-rumah-di-jual-di-balikpapan-baru-balikpapan-1692347010.jpg,3,2,156 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
680,BALIKPAPAN PERUM PT. HER 1,"Rp 1,3 Miliar","Sepinggan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14498783/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14498783/original/hos14498783-rumah-di-jual-di-sepinggan-balikpapan-1692347007.jpg,5,4,192 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,1,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
681,BALIKPAPAN RUMAH SIAP HUNI DI PUPUK,"Rp 1,1 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14498777/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14498777/original/hos14498777-rumah-di-jual-di-balikpapan-selatan-balikpapan-1692347003.jpg,2,1,102 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,,,,,,,,,,,Dijual
682,rumah minimalist dekat Sekolah Swasta IPEKA Balikpapan,"Rp 1,65 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14498559/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14498559/original/hos14498559-rumah-di-jual-di-balikpapan-baru-balikpapan-1692144411.jpg,3,1,200 m²,100 m²,2,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
683,Rumah minimalist tingkat 2 dekat kampus Mulia Balikpapan,"Rp 1,2 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14498552/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14498552/original/hos14498552-rumah-di-jual-di-balikpapan-selatan-balikpapan-1692144299.jpg,3,2,100 m²,200 m²,1,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,Unfurnished,2,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Bagus,Dijual
684,"DI  RUMAH 2 1/2 LANTAI STRATEGIS PINGGIR JALAN RAYA DR SUTOMO (KARANG REJO), BALIKPAPAN","Rp 2,2 Miliar","Karang Rejo, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14444729/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14444729/original/hos14444729-rumah-di-jual-di-karang-rejo-balikpapan-1691558315.jpg,7,7,176 m²,240 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
