,Judul,Harga,Lokasi,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Carport,Tipe Properti,Sertifikat,Daya Listrik,Kamar Pembantu,Dapur,Ruang Makan,Ruang Tamu,Kondisi Perabotan,Jumlah Lantai,Pemandangan,Terjangkau Internet,Lebar Jalan,Sumber Air,Hook,Kondisi Properti,Tipe Iklan
1414,Dijual Rumah Lokasi Startegis Tengah Kota Posiis Hook di Pupuk,"Rp 1,8 Miliar","Balikpapan Selatan, Balikpapan",4,1,216 m²,90 m²,1,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1,Ya,Ya,Unfurnished,1,Perkotaan,Ya,2 Mobil,PAM atau PDAM,Ya,,Dijual
1415,Dijual Cepat Rumah Pupuk ,"Rp 2,2 Miliar","Balikpapan Selatan, Balikpapan",4,3,374 m²,220 m²,1,Rumah,SHM - Sertifikat Hak Milik,6600 Watt,,1,Ya,Ya,Unfurnished,1,Perkotaan,Ya,2 Mobil,,Tidak,Butuh Renovasi,Dijual
1416,RUMAH PINGGIR JALAN SOMBER,"Rp 1,7 Miliar","Balikpapan Utara, Balikpapan",4,3,194 m²,230 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
1417,Rumah Permata Hijau Nego,Rp 500 Juta,"Balikpapan Selatan, Balikpapan",,,84 m²,40 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,1,,Tidak,,PAM atau PDAM,Tidak,Bagus,Dijual
1418,BALIKPAPAN RUMAH DENGAN HALAMAN LUAS SEPINGGAN (HM151),"Rp 2,5 Miliar","Balikpapan Selatan, Balikpapan",5,2,745 m²,400 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1,Tidak,Tidak,Unfurnished,1,Pemukiman Warga,Tidak,4 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
1419,RUMAH CANTIK DIBALIKPAPAN REGENCY,"Rp 1,95 Miliar","Balikpapan Selatan, Balikpapan",3,2,152 m²,167 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1420,BALIKPAPAN RUMAH TAMAN SARI BUKIT MUTIARA (WIKA) HM132,"Rp 1,25 Miliar","Balikpapan Utara, Balikpapan",2,2,120 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1,Tidak,Tidak,Semi Furnished,1,Pemukiman Warga,Tidak,3 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
1421,"BALIKPAPAN RUMAH BESAR , MESS KARYAWAN DAN KANTOR",Rp 15 Miliar,"Sepinggan, Balikpapan",4,5,827 m²,600 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,,,,,,,,,,,Dijual
1422,Rumah Mewah Minimalis Free Biaya,"Rp 1,16 Miliar","Balikpapan Selatan, Balikpapan",3,2,168 m²,100 m²,1,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,1,Ya,Ya,Unfurnished,1,Perkotaan,Ya,2 Mobil,Sumur Bor,Tidak,Baru,Dijual
1423,TURUN HARGA RUMAH SIAP HUNI LOKASI STRATEGHIS DI PERUMAHAN PUPUK KALTIM,"Rp 2,4 Miliar","Balikpapan Selatan, Balikpapan",4,3,306 m²,250 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1424,FULL FURNISH MEWAH TERAWAT ADA KOLAM RENANG DI TENGAH KOTA BALIKPAPAN,Rp 9 Miliar,"Balikpapan Selatan, Balikpapan",4,4,570 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,13200 Watt,,,,,,,,,,,,,Dijual
1425,DIJUAL HOTEL DI PUSAT PERBELANJAAN PASAR INPRES KEBUN SAYUR,"Rp 7,5 Miliar","Balikpapan Barat, Balikpapan",12,12,154 m²,308 m²,,Rumah,HGB - Hak Guna Bangunan,7700 Watt,,1,Tidak,Tidak,Unfurnished,2,Perkotaan,Tidak,2 Mobil,,Tidak,Bagus,Dijual
1426,"DI JUAL RUMAH KONTRAKAN 2 LANTAI 2 PINTU DAN KOS-KOSAN INVESTASI MENARIK, GANG KARZENDA","Rp 1,65 Miliar","Balikpapan Tengah, Balikpapan",10,4,129 m²,176 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,1,Tidak,Tidak,Unfurnished,2,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
1427,"DI JUAL RUMAH DI BHUMI NIRWANA INDAH, BALIKPAPAN KAL-TIM ","Rp 1,6 Miliar","Balikpapan Utara, Balikpapan",4,4,180 m²,240 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Tidak,,,Tidak,Bagus,Dijual
1428,RUMAH TUMBUH DUA KAMAR TIDUR LUAS DALAM PERUMAHAN ELITE BALIKPAPAN,Rp 2 Miliar,"Balikpapan Baru, Balikpapan",2,2,172 m²,130 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,,,,,,,,,,,Dijual
1429,RUMAH LUAS DUA LANTAI DI BOULEVARD PERUMAHAN ELITE BALIKPAPAN,"Rp 1,8 Miliar","Balikpapan Utara, Balikpapan",3,2,200 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1430,RUMAH MINIMALIS  MURAH SIAP HUNI,Rp 1 Miliar,"Balikpapan Selatan, Balikpapan",3,2,170 m²,170 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1431,TENGAH KOTA BISA PEMBAYARAN CASH BERTAHAP VIA DEVELOPER DAN KPR,Rp 586 Juta,"Damai, Balikpapan",2,1,72 m²,36 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
1432,RUMAH MINIMALIS KAWASAN ELITE PERUMAHAN GRAND CITY,Rp 1 Miliar,"Balikpapan Utara, Balikpapan",2,2,72 m²,46 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1433,Rumah Asri Cantik Wika Balikpapan 007JR,Rp 2 Miliar,"Balikpapan Utara, Balikpapan",2,2,235 m²,235 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
1434,"BALIKPAPAN,  RUMAH VIEW LAPANGAN GOLF (Y452)",Rp 4 Miliar,"Damai, Balikpapan",4,4,236 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,,,,,,,,,,,Dijual
1435,RUMAH MINIMALIS DITENGAH KOTA BALIKPAPAN DAN DEKAT MASJID,"Rp 1,55 Miliar","Balikpapan Utara, Balikpapan",4,2,211 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,Bagus,Dijual
1436,RUMAH BESAR DEKAT GEDUNG BIRU KALTIM POST,"Rp 1,6 Miliar","Balikpapan Utara, Balikpapan",4,3,300 m²,308 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1437,Rumah Baru Posisi Hook Tanah Luas Full Pagar,Rp 480 Juta,"Karang Joang, Balikpapan",2,1,120 m²,45 m²,1,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,1,Ya,Ya,Unfurnished,1,Pemukiman Warga,Ya,,,Tidak,Baru,Dijual
1438,RUMAH BAGUS DALAM CLUSTER DI BORNEO PARADISO,Rp 550 Juta,"Balikpapan Selatan, Balikpapan",2,1,72 m²,60 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
1439,RUMAH CANTIK DI KAWASAN PERUMAHAN PUPUK ,"Rp 4,7 Miliar","Balikpapan Selatan, Balikpapan",4,2,330 m²,300 m²,4,Rumah,SHM - Sertifikat Hak Milik,10000 Watt,1,,,,Furnished,1,,,,,,Bagus Sekali,Dijual
1440,RUMAH PLUS KOST-KOST DIPINGGIR JALAN besar,"Rp 4,1 Miliar","Sepinggan, Balikpapan",25,25,450 m²,450 m²,,Rumah,SHM - Sertifikat Hak Milik,6600 Watt,,,,,Unfurnished,2,,,,,,Bagus,Dijual
1441,RUMAH MEWAH FULLY FURNISH DI BALIKPAPAN BARU(Y426),"Rp 8,5 Miliar","Balikpapan Baru, Balikpapan",6,6,520 m²,380 m²,,Rumah,SHM - Sertifikat Hak Milik,6600 Watt,4,,,,,,,,,,,,Dijual
1442,RUMAH MEWAH FULLY FURNISH DI BALIKPAPAN BARU(Y426),"Rp 8,5 Miliar","Balikpapan Baru, Balikpapan",4,2,520 m²,380 m²,,Rumah,SHM - Sertifikat Hak Milik,6600 Watt,,,,,,,,,,,,,Dijual
1443,Rumah minimalis tingkat 2 dan di hook di Jl. Balikpapan regency kintamani,"Rp 1,4 Miliar","Balikpapan Selatan, Balikpapan",3,2,240 m²,45 m²,1,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,,,Unfurnished,2,,,,,,Bagus Sekali,Dijual
1444,Rumah elite di balikpapan baru dekat sekolah dan masjid,"Rp 1,65 Miliar","Balikpapan Baru, Balikpapan",3,2,200 m²,150 m²,1,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,Tidak,Tidak,Unfurnished,1,Pemukiman Warga,Tidak,3 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
1445,Rumah minimalis di borneo paradiso oak wood.,Rp 700 Juta,"Sepinggan, Balikpapan",2,1,80 m²,45 m²,1,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,Unfurnished,1,,,,,,Butuh Renovasi,Dijual
1446,Rumah minimalis di balikpapan baru dekat sekolah islam,Rp 800 Juta,"Balikpapan Baru, Balikpapan",2,1,90 m²,45 m²,1,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,Furnished,1,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
1447,Rumah minimalis di hook di Jl. Taman  Sari Bukit Muitara,"Rp 1,5 Miliar","Balikpapan Utara, Balikpapan",3,1,200 m²,130 m²,1,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,Unfurnished,1,,,,,,Bagus Sekali,Dijual
1448,"Rumah minimalis Unfurnished di Jl. Soekarno Hatta kilo 3,5","Rp 1,4 Miliar","Balikpapan Utara, Balikpapan",4,2,210 m²,120 m²,1,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,Unfurnished,1,,,,,,Butuh Renovasi,Dijual
1449,Rumah minimalis dan di hook serta  di sepinggan Semi Furnished,Rp 750 Juta,"Sepinggan, Balikpapan",2,1,113 m²,36 m²,1,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,Semi Furnished,1,,,,,,,Dijual
1450,Rumah mewah full Furnished di perumahan borneo paradiso,"Rp 1,2 Miliar","Sepinggan, Balikpapan",3,2,162 m²,72 m²,1,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,Furnished,2,,,,,,,Dijual
1451,RUMAH CANTIK DI PERUMAHAN ELITE CIPUTRA,"Rp 4,5 Miliar","Balikpapan Selatan, Balikpapan",4,2,356 m²,199 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,,,,,,,,,,,Dijual
1452,RUMAH HOOK EMPAT KAMAR TIDUR DALAM PERUMAHAN BALIKPAPAN,Rp 975 Juta,"Balikpapan Selatan, Balikpapan",4,2,163 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1453,CANTIK TIGA KAMAR SIAP HUNI,Rp 800 Juta,"Balikpapan Selatan, Balikpapan",3,1,105 m²,105 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
1454,CANTIK BARU JADI DEKET RS SILOAM,"Rp 1,8 Miliar","Balikpapan Selatan, Balikpapan",3,3,326 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,1,,,,,,,,,,,,Dijual
1455,BESAR DAN MEGAH DALAM CLUSTER,"Rp 2,8 Miliar","Balikpapan Selatan, Balikpapan",5,4,200 m²,298 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,2,,,,,,,,,,,,Dijual
1456,SEGERA MILIKI HARGA TERBAIK,Rp 900 Juta,"Balikpapan Selatan, Balikpapan",3,2,162 m²,105 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,1,,,,,,,,,,,,Dijual
1457,DI JUAL RUMAH DUA LANTAI DI KAWASAN PERUMAHAN DAUN VILLAGE,Rp 950 Juta,"Balikpapan Selatan, Balikpapan",3,2,112 m²,85 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1458,Rumah cantik Perumnas ,Rp 850 Juta,"Balikpapan Utara, Balikpapan",3,2,149 m²,205 m²,,Rumah,SHM - Sertifikat Hak Milik,,,,,,Unfurnished,1,,,,,,Bagus,Dijual
1459,KAWASAN HUNIAN NYAMAN DAN AMAN DI TIMUR  KOTA BALIKPAPAN,Rp 545 Juta,"Balikpapan Timur, Balikpapan",2,1,104 m²,45 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
1460,Bagus Terawat dan Besar,"Rp 1,6 Miliar","Balikpapan Tengah, Balikpapan",3,2,120 m²,128 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1461,RUMAH LUAS TERAWAT DALAM PERUMAHAN DI BALIKPAPAN,"Rp 1,85 Miliar","Balikpapan Utara, Balikpapan",4,2,215 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,1,,,,,,,,,,,,Dijual
1462,Rumah Murah Harga Nego Dalam Perumahan,Rp 150 Juta,"Balikpapan Timur, Balikpapan",2,1,120 m²,36 m²,,Rumah,SHM - Sertifikat Hak Milik,900 Watt,,,Tidak,Tidak,Unfurnished,1,Pemukiman Warga,Ya,,,Tidak,Butuh Renovasi,Dijual
1463,Perumahan Elit Pupuk Kaltim,"Rp 2,7 Miliar","Balikpapan Selatan, Balikpapan",3,3,374 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,6600 Watt,1,,,,,,,,,,,,Dijual
1464,Rumah Baru Minimalis Kpr Tanpa Dp,Rp 395 Juta,"Balikpapan Utara, Balikpapan",2,1,72 m²,45 m²,1,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,1,Tidak,Ya,Unfurnished,1,Pemukiman Warga,Ya,,PAM atau PDAM,Ya,Baru,Dijual
1465,BALIKPAPAN POKA (Y140),"Rp 2,1 Miliar","Sepinggan, Balikpapan",5,2,403 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1466,Rumah cantik tanah luas,"Rp 2,5 Miliar","Balikpapan Selatan, Balikpapan",3,3,600 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,,,,,,Unfurnished,1,,,,,,Bagus,Dijual
