,Judul,Harga,Lokasi,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Carport,Tipe Properti,Sertifikat,Daya Listrik,Kamar Pembantu,Dapur,Ruang Makan,Ruang Tamu,Kondisi Perabotan,Jumlah Lantai,Pemandangan,Terjangkau Internet,Lebar Jalan,Sumber Air,Hook,Kondisi Properti,Tipe Iklan
103,RUMAH MEWAH TERAWATFULL FURNISHED,"Rp 2,2 Miliar","Balikpapan Selatan, Balikpapan",3,2,152 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
104,BALIKPAPAN RUMAH GRAND CITY BERSIH DAN TERAWAT (HM73),"Rp 1,5 Miliar","Balikpapan Utara, Balikpapan",2,2,108 m²,61 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,Butuh Renovasi,Dijual
105,SIAP HUNI HARGA NEGO,"Rp 1,65 Miliar","Balikpapan Utara, Balikpapan",2,1,108 m²,61 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",2200 Watt,,,,,,,,,,,,,Dijual
106,"Dijual Rumah di Perumahan Citra Bukit Indah Ciputra , Balikpapan","Rp 2,95 Miliar","Balikpapan Selatan, Balikpapan",4,4,244 m²,300 m²,2,Rumah,HGB - Hak Guna Bangunan,5500 Watt,1,2,Ya,Ya,Unfurnished,1,,Ya,2 Mobil,PAM atau PDAM,Tidak,Butuh Renovasi,Dijual
107,Dijual Rumah + Kolam Renang Di Jalan Utama Boulevard Balikpapan Baru Bb ,"Rp 6,5 Miliar","Balikpapan Selatan, Balikpapan",6,7,600 m²,620 m²,2,Rumah,HGB - Hak Guna Bangunan,,2,2,Ya,Ya,,2,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,,Dijual
108,Rumah Minimalis 2 Lantai Nyaman Dan Siap Huni di Batakan,"Rp 2,1 Miliar","Balikpapan Timur, Balikpapan",,,162 m²,145 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,1,,Tidak,,PAM atau PDAM,Tidak,Bagus,Dijual
109,Rumah Millenial kekinian ditengah kota Balikpapan ,Rp 925 Juta,"Balikpapan Utara, Balikpapan",3,2,80 m²,72 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Ya,Tidak,Unfurnished,1,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
110,Rumah minimalis modern bagus yg lagi hits di kaum millenial ,Rp 700 Juta,"Balikpapan Selatan, Balikpapan",2,2,61 m²,41 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Ya,Ya,Unfurnished,2,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
111,RUMAH DIPERUMAHAN REGENCY,Rp 900 Juta,"Balikpapan Selatan, Balikpapan",3,2,72 m²,72 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
112,BALIKPAPAN RUMAH PERUMAHAN BALIKPAPAN BARU CLUSTER ORLANDO (HM134),"Rp 2,3 Miliar","Balikpapan Baru, Balikpapan",5,4,243 m²,215 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,1,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
113,DIJUAL RUMAH BARU SIAP HUNI DI JL. PATIMURA BATU AMPAR,Rp 950 Juta,"Balikpapan Utara, Balikpapan",3,2,174 m²,90 m²,1,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,1,Tidak,Tidak,,2,Perkotaan,Tidak,2 Mobil,,Tidak,Baru,Dijual
114,DIJUAL RUMAH PINGGIR JALAN RAYA UTAMA GUNUNG MALANG,Rp 7 Miliar,"Klandasan Ilir, Balikpapan",3,1,320 m²,270 m²,4,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1,Tidak,Tidak,Unfurnished,2,Perkotaan,Tidak,4 Mobil,PAM atau PDAM,Tidak,Butuh Renovasi,Dijual
115,"DIJUAL RUMAH DEKAT TOKO SATRIA, BALIKPAPAN","Rp 2,5 Miliar","Balikpapan Tengah, Balikpapan",2,2,250 m²,150 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,Tidak,Tidak,,,Perkotaan,Tidak,2 Mobil,PAM atau PDAM,Tidak,,Dijual
116,DIJUAL RUMAH MODERN 2 MENIT DARI STT MIGAS KM 8 BALIKPAPAN,Rp 726 Juta,"Balikpapan Utara, Balikpapan",2,2,157 m²,90 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,1,Tidak,Tidak,Unfurnished,1,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Baru,Dijual
117,"DIJUAL RUMAH MEWAH, YANG CANTIK, TERAWAT DI AREA WIKA","Rp 2,6 Miliar","Balikpapan Utara, Balikpapan",4,2,250 m²,250 m²,1,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,1,Tidak,Tidak,Unfurnished,2,,Tidak,2 Mobil,,Tidak,Bagus,Dijual
118,"DIJUAL RUMAH DAERAH BISNIS KOTA BALIKPAPAN  PINGGIR JALAN POROS UTAMA COCOK UNTUK KANTOR, CAFE DLL","Rp 2,6 Miliar","Balikpapan Baru, Balikpapan",4,2,400 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1,Tidak,Tidak,Unfurnished,2,Perkotaan,Tidak,4 Mobil,,Tidak,,Dijual
119,RUMAH KONTRAKAN 6 PINTU SEPINGGAN BARU BALIKPAPAN,Rp 800 Juta,"Balikpapan Selatan, Balikpapan",12,6,154 m²,192 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",3500 Watt,,1,Tidak,Tidak,Unfurnished,2,Pemukiman Warga,Tidak,,Sumur Bor,Tidak,Bagus,Dijual
120,BALIKPAPAN RUMAH SIAP HUNI RUHUI RAHAYU (HM138),"Rp 2,5 Miliar","Gunung Bahagia, Balikpapan",4,3,135 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,1,Tidak,Tidak,Furnished,2,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
121,BALIKPAPAN RUMAH HOOK MEWAH PERUMAHAN BALIKPAPAN BARU (HM136),"Rp 7,5 Miliar","Balikpapan Baru, Balikpapan",6,4,575 m²,900 m²,,Rumah,SHM - Sertifikat Hak Milik,13300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
122,BALIKPAPAN RUMAH 2 KAPLING  LUAS (HM126),Rp 800 Juta,"Balikpapan Selatan, Balikpapan",2,1,240 m²,240 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1,Tidak,Tidak,,1,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
123,Rumah Cantik Dan Luas 1 Lantai di Bukit Damai Indah,"Rp 3,2 Miliar","Balikpapan Selatan, Balikpapan",,,280 m²,226 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,1,,Tidak,,PAM atau PDAM,Tidak,Bagus,Dijual
124,DI JUAL CEPAT TURUN HARGA RUMAH DI KAWASAN PERUMAHAN REGENCY,Rp 730 Juta,"Balikpapan Selatan, Balikpapan",3,2,84 m²,56 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
125,rumah plus toko dipinggir jalan besar dan startegis,Rp 6 Miliar,"Sepinggan, Balikpapan",9,4,700 m²,700 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,Tidak,Tidak,,,Perkotaan,Tidak,3 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
126,rumah di hook dekat terminal bus dan harga murah,Rp 850 Juta,"Batu Ampar, Balikpapan",2,1,96 m²,45 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,Unfurnished,,Pegunungan,Tidak,1 Mobil,PAM atau PDAM,Tidak,Baru,Dijual
127,rumah modern dekat universitas,Rp 450 Juta,"Balikpapan Utara, Balikpapan",2,1,108 m²,48 m²,1,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Tidak,,PAM atau PDAM,Tidak,Baru,Dijual
128,Rumah Cantik terasa di Villa dan terasa mewah,Rp 1 Miliar,"Balikpapan Utara, Balikpapan",3,1,180 m²,150 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Tidak,1 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
129,"Rumah Cantik, minimalis terasa spr di hotel, aman, dan nyaman",Rp 700 Juta,"Balikpapan Selatan, Balikpapan",2,1,72 m²,60 m²,1,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Baru,Dijual
130,RUMAH LUAS TIGA KAMAR TIDUR DI PERUMAHAN ELITE BALIKPAPAN,"Rp 1,7 Miliar","Balikpapan Baru, Balikpapan",3,2,200 m²,150 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
131,APPARTHOUSE di tengah Kota balikpapan.  ,Rp 395 Juta,"Balikpapan Utara, Balikpapan",2,1,60 m²,55 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,Bagus,Dijual
132,163 Balikpapan Pesona Alam Permai Rumah 6 Kamar Tidur Siap Huni,"Rp 1,5 Miliar","Balikpapan Utara, Balikpapan",6,4,200 m²,240 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
133,RUMAH MEWAH PLUS FURNISHED DI PUSAT KOTA,"Rp 1,9 Miliar","Balikpapan Tengah, Balikpapan",4,4,283 m²,263 m²,1,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Ya,Tidak,,2,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
