,Judul,Harga,Lokasi,Hyperlink,Img_Hyperlink,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Carport,Tipe Properti,Sertifikat,Daya Listrik,Kamar Pembantu,Dapur,Ruang Makan,Ruang Tamu,Kondisi Perabotan,Jumlah Lantai,Pemandangan,Terjangkau Internet,Lebar Jalan,Sumber Air,Hook,Kondisi Properti,Tipe Iklan
1291,Rumah Kost Di Re.Martadina Balikpapan,Rp 950 Juta,"Balikpapan Tengah, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11604347/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1729095/2022-10-30-12-36-32-f5cdc4c3-404f-489c-b56d-20805cce8743.jpg,,,191 m²,144 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1,Tidak,Tidak,,1,,Tidak,,PAM atau PDAM,Tidak,Bagus,Dijual
1292,"Rumah 2 Lantai Harga Murah, Sepinggan Balikpapan",Rp 975 Juta,"Sepinggan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11368456/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1355633/2022-10-09-04-40-06-88447bab-05df-44f9-9fda-cc86e4e43f38.png,4,2,150 m²,160 m²,1,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,1,Ya,Ya,Unfurnished,2,Pemukiman Warga,Ya,1 Mobil,PAM atau PDAM,Tidak,Baru,Dijual
1293,TURUN HARGA  CEPAT RUMAH DI KAWASAN WIKA,"Rp 1,45 Miliar","Gn. Samarinda, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11151445/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11151445/original/hos11151445-rumah-di-jual-di-gn.-samarinda-balikpapan-1679984922.jpg,3,2,211 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1294,"Rumah Minimalis Dekat Hotel,Masjid Dan Rumah Sakit",Rp 870 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11151438/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11151438/original/hos11151438-rumah-di-jual-di-balikpapan-utara-balikpapan-1663517893.jpg,2,1,150 m²,60 m²,1,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Tidak,1 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
1295,"BALIKPAPAN,  RUMAH CIPUTRA (C441)","Rp 2,5 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10890928/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10890928/original/hos10890928-rumah-di-jual-di-balikpapan-selatan-balikpapan-1660808970.jpg,4,3,135 m²,180 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1296,PESONA COUNTRY BALIKPAPAN BARU,Rp 3 Miliar,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10862564/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10862564/original/hos10862564-rumah-di-jual-di-balikpapan-selatan-balikpapan-1660501223.jpg,5,1,600 m²,240 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1297,RUMAH TINGKAT 2 DEKAT KAMPUS SWASTA BALIKPAPN,"Rp 1,9 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10805944/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10805944/original/hos10805944-rumah-di-jual-di-balikpapan-selatan-balikpapan-1659916653.jpg,5,2,230 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,,,Unfurnished,,,,,,,Bagus,Dijual
1298,rumah mewah tingkat 2 di hook ditengah kota Balikpapan,"Rp 5,6 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10645548/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2022-07-17-08-29-45-e45482a6-a0ff-463f-8d5f-e921600deb83.jpg,12,10,719 m²,800 m²,1,Rumah,SHM - Sertifikat Hak Milik,16500 Watt,,,,,Furnished,2,,,,,,Bagus Sekali,Dijual
1299,Rumah sultan tingkat 3 di perum regency castarica,"Rp 1,4 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10645147/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2022-07-17-06-24-45-9bea043c-cde2-4b4e-a45c-dad8c2194cd8.jpg,3,2,84 m²,170 m²,1,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,Semi Furnished,3,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Bagus Sekali,Dijual
1300,"BALIKPAPAN,  RUMAH CANTIK TENGAH KOTA (Y255)","Rp 1,6 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos9823819/,https://picture.rumah123.com/r123/720x420-crop/house/ho98/9823819/original/hos9823819-rumah-di-jual-di-balikpapan-selatan-balikpapan-1646612739.jpg,3,2,210 m²,176 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
1301,"BALIKPAPAN,  SEPINGGAN PRATAMA (Y159)","Rp 7,2 Miliar","Sepinggan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10101253/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10101253/original/hos10101253-rumah-di-jual-di-sepinggan-balikpapan-1650328791.jpg,5,4,320 m²,700 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,,,,,,,,,,,Dijual
1302,RUMAH BESAR TENGAH KOTA,Rp 980 Juta,"Klandasan Ulu, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10193273/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10193273/original/hos10193273-rumah-di-jual-di-klandasan-ulu-balikpapan-1652018304.jpg,7,4,150 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
1303,MEWAH BESAR DALAM CLUSTER,"Rp 5,5 Miliar","Balikpapan Tengah, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos9433064/,https://picture.rumah123.com/r123/720x420-crop/house/ho94/9433064/original/hos9433064-rumah-di-jual-di-balikpapan-tengah-balikpapan-1703831462.jpg,4,4,475 m²,385 m²,,Rumah,SHM - Sertifikat Hak Milik,7700 Watt,,,,,,,,,,,,,Dijual
1304,BALIKPAPAN RUMAH RINGROAD PADAT PENDUDUK ( Y310),Rp 980 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos9031561/,https://picture.rumah123.com/r123/720x420-crop/house/ho90/9031561/original/hos9031561-rumah-di-jual-di-balikpapan-selatan-balikpapan-1634821574.jpg,2,2,135 m²,135 m²,,Rumah,SHM - Sertifikat Hak Milik,900 Watt,,,,,,,,,,,,,Dijual
1305,Rumah Baru Minimalis SHM Free Biaya,Rp 410 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos8667075/,https://picture.rumah123.com/r123/720x420-crop/house/ho86/8667075/original/hos8667075-rumah-di-jual-di-balikpapan-utara-balikpapan-1628411670876.jpg,2,1,84 m²,40 m²,1,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,1,Tidak,Ya,Unfurnished,1,Pemukiman Warga,Ya,,PAM atau PDAM,Ya,Baru,Dijual
1306,Rumah di Kompleks Balikpapan Baru Full Furnished,Rp 4 Miliar,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos6478937/,https://picture.rumah123.com/r123/720x420-crop/house/ho64/6478937/original/hos6478937-rumah-di-jual-di-balikpapan-selatan-balikpapan-15878610012584.jpg,3,2,250 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,,,,,,Furnished,1,,,,,,Bagus,Dijual
1307,Rumah mewah plus isi Fully Furnished,"Rp 3,25 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos6478936/,https://picture.rumah123.com/r123/720x420-crop/house/ho64/6478936/original/hos6478936-rumah-di-jual-di-balikpapan-selatan-balikpapan-15878609131446.jpg,3,3,230 m²,293 m²,,Rumah,SHM - Sertifikat Hak Milik,,1,,,,Furnished,1,,,,,,Bagus Sekali,Dijual
1308,Rumah mewah fully furnished tengah kota,Rp 15 Miliar,"Balikpapan Tengah, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos5628335/,https://picture.rumah123.com/r123/720x420-crop/house/ho56/5628335/original/hos5628335-rumah-di-jual-di-balikpapan-tengah-balikpapan-15758010367373.jpg,3,3,500 m²,750 m²,,Rumah,SHM - Sertifikat Hak Milik,,1,,,,Furnished,1,,,,,,Bagus,Dijual
1309,Rumah cantik tengah kota lengkap isi,Rp 15 Miliar,"Balikpapan Tengah, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos5587579/,https://picture.rumah123.com/r123/720x420-crop/house/ho55/5587579/original/hos5587579-rumah-di-jual-di-balikpapan-tengah-balikpapan-15751953661827.jpg,4,4,500 m²,750 m²,,Rumah,SHM - Sertifikat Hak Milik,,1,,,,Furnished,1,,,,,,Bagus,Dijual
1310,Rumah murah di kota balikpapan,Rp 245 Juta,"Balikpapan Timur, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos16185740/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1440984/2024-01-27-07-04-23-6c2e54df-82bd-49c0-b8e1-d31f9e7a131c.jpg,2,1,72 m²,36 m²,1,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,1,Ya,Ya,Unfurnished,1,Perkotaan,Ya,2 Mobil,Sumur Bor,Ya,Baru,Dijual
1311,"Rumah Modern Siap Huni 2 Lantai, Family Type","Rp 15,5 Miliar","Balikpapan Kota, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos16183222/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1928965/2024-01-27-03-32-52-0921653b-7110-468f-9afe-4d31329463ed.jpg,4,2,946 m²,298 m²,2,Rumah,SHM - Sertifikat Hak Milik,,,1,Ya,Ya,Unfurnished,2,Perkotaan,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
1312,Rumah Mewah Bagus 2 Lantai SHM ,Rp 7 Miliar,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos16112247/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1928965/2024-01-20-06-56-33-96b07ccb-6cb0-4ba3-a287-e93084b3420c.jpg,5,4,310 m²,360 m²,1,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,1,1,Ya,Ya,Semi Furnished,2,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
1313,"BALIKPAPAN, RUMAH CANTIK FULL FURNISH (Y359)","Rp 2,4 Miliar","Damai, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos16108634/,https://picture.rumah123.com/r123/720x420-crop/house/ho16/16108634/original/hos16108634-rumah-di-jual-di-damai-balikpapan-1705709528.jpg,2,3,144 m²,250 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,,,,,,,,,,,Dijual
1314,BALIKPAPAN PERUM BATU AMPAR,Rp 800 Juta,"Batu Ampar, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos16108617/,https://picture.rumah123.com/r123/720x420-crop/house/ho16/16108617/original/hos16108617-rumah-di-jual-di-batu-ampar-balikpapan-1705709282.jpg,2,2,147 m²,60 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1315,BALIKPAPAN RUMAH TENGAH KOTA,Rp 600 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos16108603/,https://picture.rumah123.com/r123/720x420-crop/house/ho16/16108603/original/hos16108603-rumah-di-jual-di-balikpapan-selatan-balikpapan-1705709085.jpg,2,1,72 m²,49 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1316,Rumah Mewah Di Balikpapan,"Rp 2,8 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos16038098/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1746082/2024-01-13-10-01-19-272d2ddd-f40c-4b03-b1ff-b09b3cf67c14.jpg,4,2,221 m²,180 m²,2,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,1,1,Ya,Ya,Furnished,2,Perkotaan,Ya,4 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
1317,RUMAH BESAR PINGGIR JALAN BESAR,Rp 125 Juta,"Klandasan Ulu, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos16037721/,https://picture.rumah123.com/r123/720x420-crop/house/ho16/16037721/original/hos16037721-rumah-di-jual-di-klandasan-ulu-balikpapan-1705136301.jpg,7,3,435 m²,298 m²,,Rumah,SHM - Sertifikat Hak Milik,10600 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1318,RUMAH MINIMALIS SIAP HUNI DI PERUMAHAN BORNEO PARADISO,"Rp 1,25 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos16033287/,https://picture.rumah123.com/r123/720x420-crop/house/ho16/16033287/original/hos16033287-rumah-di-jual-di-balikpapan-selatan-balikpapan-1705108370.jpg,3,2,120 m²,115 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1319,RUMAH FULL FURNISH DIBALIKPAPAN BARU,"Rp 2,5 Miliar","Damai, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15967276/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15967276/original/hos15967276-rumah-di-jual-di-damai-balikpapan-1704524579.jpg,4,3,160 m²,160 m²,,Rumah,HGB - Hak Guna Bangunan,4400 Watt,,,,,,,,,,,,,Dijual
1320,Rumah siap huni di daerah Telaga Sari,Rp 775 Juta,"Telaga Sari, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15915382/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15915382/original/hos15915382-rumah-di-jual-di-telaga-sari-balikpapan-1703919666.jpg,3,1,270 m²,110 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
1321," Rumah Luas, Nyaman, dan Bagus di Batu Ampar 2 Lantai SHM","Rp 5,1 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15913192/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1928965/2023-12-30-02-01-08-5dcca61b-5d78-46f1-8b54-87a50204c327.jpg,5,6,770 m²,350 m²,,Rumah,SHM - Sertifikat Hak Milik,19000 Watt,,1,Ya,Ya,Semi Furnished,2,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
1322, Rumah Bagus Dekat Masjid di Balikpapan Baru,"Rp 3,3 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15863829/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1928965/2023-12-23-08-57-37-46a9dbba-89b1-4484-b7b4-25277359eee2.jpg,3,3,180 m²,120 m²,1,Rumah,HGB - Hak Guna Bangunan,3500 Watt,1,1,Ya,Ya,Unfurnished,2,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
1323,DIBAWAH HARGA STANDAR RUMAH BESAR DIPERUMAHAN ELIT BALIKPAPAN,"Rp 2,95 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15862486/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15862486/original/hos15862486-rumah-di-jual-di-balikpapan-utara-balikpapan-1703312240.jpg,6,4,300 m²,289 m²,,Rumah,SHM - Sertifikat Hak Milik,10600 Watt,,,,,,,,,,,,,Dijual
1324,"RUMAH SIAP HUNI DI TAMAN SARI BUKIT MUTIARA, WIKA BALIKPAPAN",Rp 900 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15859832/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15859832/original/hos15859832-rumah-di-jual-di-balikpapan-utara-balikpapan-1703292879.jpg,2,2,120 m²,110 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1325,Rumah Minimalis Dekat Kawasan Ikn Fasilitas Lengkap,Rp 250 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15803804/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1939342/2023-12-16-07-39-27-f426fb44-2ca4-479d-b83e-ace9e3cf1850.jpg,2,1,60 m²,38 m²,1,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,1,Ya,Ya,Semi Furnished,1,Pemukiman Warga,Ya,2 Mobil,Sumur Bor,Tidak,Baru,Dijual
1326,Rumah Minimalis Jalan Luas Fasilitas Lengkap Dekat Kawasan Ikn,Rp 375 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15803187/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1939342/2023-12-16-06-41-12-2286fbbd-a9a0-47ee-9b7f-362ed2e380e1.jpg,2,1,70 m²,50 m²,1,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,,Tidak,Ya,Semi Furnished,1,Pemukiman Warga,Ya,3 Mobil,Sumur Bor,Tidak,Baru,Dijual
1327,"Dijual Rumah Besar Bagus di Batakan, Balikpapan","Rp 1,3 Miliar","Batakan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15803108/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1928965/2023-12-16-06-33-26-97085744-c852-48b0-8c31-de091e4b5ee7.jpg,4,2,135 m²,108 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1,Ya,Ya,Unfurnished,1,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
1328,Rumah Baru Pojok Hadap Timur Siap Huni,Rp 2 Miliar,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13981509/,https://picture.rumah123.com/r123-images/720x420-crop/customer/29766/2023-06-12-04-09-08-d6ee137c-b09c-4666-8060-126efa7b2d8c.jpg,,,220 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,1,,Tidak,,PAM atau PDAM,Ya,,Dijual
1329,RUMAH SIAP HUNI TENGAH KOTA PERUMAHAN ELIT BUKIT DAMAI INDAH BALIKPAPAN KAL-TIM,"Rp 1,25 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15735733/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15735733/original/hos15735733-rumah-di-jual-di-balikpapan-utara-balikpapan-1702088678.jpg,3,2,144 m²,100 m²,1,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,1,1,Tidak,Tidak,,,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
1330,Rumah minimalist di perumahan Gumilang BJBJ,Rp 650 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15652209/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15652209/original/hos15652209-rumah-di-jual-di-balikpapan-selatan-balikpapan-1701478705.jpg,2,1,91 m²,54 m²,1,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Ya,Ya,Semi Furnished,,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Bagus,Dijual
1331,RUMAH CANTIK 2 LANTAI SIAP HUNI GRAND CITY BALIKPAPAN KAL-TIM,"Rp 1,1 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15652170/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15652170/original/hos15652170-rumah-di-jual-di-balikpapan-utara-balikpapan-1701477576.jpg,2,2,60 m²,47 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",1300 Watt,,1,Tidak,Tidak,Unfurnished,2,Pemukiman Warga,Ya,2 Mobil,,Tidak,Bagus,Dijual
1332,"RUMAH BARU SIAP HUNI SUMBER REJO, BALIKPAPAN KAL-TIM",Rp 799 Juta,"Sumber Rejo, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15652163/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15652163/original/hos15652163-rumah-di-jual-di-sumber-rejo-balikpapan-1701477504.jpg,3,3,125 m²,135 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,1,Tidak,Tidak,Unfurnished,2,Pemukiman Warga,Tidak,,Sumur Bor,Tidak,Baru,Dijual
1333,"RUMAH MEWAH 2 LANTAI SIAP HUNI, PERUSDA SEPINGGAN BARU BALIKPAPAN KAL-TIM",Rp 4 Miliar,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15652153/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15652153/original/hos15652153-rumah-di-jual-di-balikpapan-selatan-balikpapan-1701477402.jpg,5,5,250 m²,304 m²,2,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,1,Tidak,Tidak,,2,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Baru,Dijual
1334,FULLY FURNISHED RUMAH  CONTOH *NEW LYCHEE* 2 LANTAI DAUN VILLAGE BALIKPAPAN KAL-TIM,"Rp 2,5 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15652084/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15652084/original/hos15652084-rumah-di-jual-di-balikpapan-selatan-balikpapan-1701476428.jpg,3,2,240 m²,116 m²,,Rumah,HGB - Hak Guna Bangunan,1300 Watt,1,1,Tidak,Tidak,,2,Pemukiman Warga,Ya,2 Mobil,,Tidak,Baru,Dijual
1335,RUMAH SIAP HUNI HOOK  FULLY FURNISHED PERUMAHAN TAMAN SARI  BUKIT MUTIARA (WIKA) BALIKPAPAN KAL-TIM,"Rp 1,8 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15652045/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15652045/original/hos15652045-rumah-di-jual-di-balikpapan-utara-balikpapan-1701475688.jpg,2,2,170 m²,120 m²,1,Rumah,HGB - Hak Guna Bangunan,4400 Watt,1,1,Tidak,Tidak,,1,Pemukiman Warga,Tidak,2 Mobil,Sumur Bor,Ya,Bagus,Dijual
1336,TANAH DAN BANGUNAN STRATEGIS PINGGIR JALAN RAYA  MARTADINATA BALIKPAPAN KAL-TIM,"Rp 2,9 Miliar","Balikpapan Tengah, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15652036/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15652036/original/hos15652036-rumah-di-jual-di-balikpapan-tengah-balikpapan-1701475490.jpg,5,2,312 m²,200 m²,2,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1,Tidak,Tidak,Unfurnished,2,Perkotaan,Ya,2 Mobil,,Tidak,Bagus,Dijual
1337,RUMAH MEWAH HARGA MINIMALIS BALIKPAPAN,"Rp 2,4 Miliar","Balikpapan Tengah, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15583046/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15583046/original/hos15583046-rumah-di-jual-di-balikpapan-tengah-balikpapan-1700893353.jpg,4,4,288 m²,288 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1338,RUMAH  GRANDCITY CLUSTER NORDVILLE BALIKPAPAN GERBANG IKN,"Rp 2,23 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15579825/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15579825/original/hos15579825-rumah-di-jual-di-balikpapan-utara-balikpapan-1700871029.jpg,3,2,120 m²,117 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,1,Tidak,Tidak,,2,Pemukiman Warga,Ya,2 Mobil,,Tidak,Baru,Dijual
1339,RUMAH SIAP HUNI SATU LANTAI DENGAN DESAIN MINIMALIS LOKASI AMAN DAN NYAMAN,"Rp 1,5 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15429835/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15429835/original/hos15429835-rumah-di-jual-di-balikpapan-utara-balikpapan-1699693942.jpg,4,4,220 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1340,RUMAH BARU DI BANGUN TANPA INDEN DI KARTINI RESIDENCE,Rp 800 Juta,"Gunung Bahagia, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15428321/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15428321/original/hos15428321-rumah-di-jual-di-gunung-bahagia-balikpapan-1699684325.jpg,2,1,120 m²,63 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",1300 Watt,,,,,,,,,,,,,Dijual
1341,RUMAH BARU DI BANGUN TANPA INDEN DI KARTINI RESIDENCE,Rp 800 Juta,"Gunung Bahagia, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15428320/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15428320/original/hos15428320-rumah-di-jual-di-gunung-bahagia-balikpapan-1699684325.jpg,2,1,120 m²,63 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",1300 Watt,,,,,,,,,,,,,Dijual
1342,RUMAH SIAP HUNI SATU LANTAI SEMI FURNISH DENGAN DESAIN MINIMALIS LOKASI AMAN DAN NYAMAN,"Rp 1,2 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15427783/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15427783/original/hos15427783-rumah-di-jual-di-balikpapan-utara-balikpapan-1699680857.jpg,2,2,78 m²,47 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1343,RUMAH SIAP HUNI SATU LANTAI DENGAN DESING MINIMALIS LOKASI AMAN DAN NYAMAN,"Rp 1,5 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15427643/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15427643/original/hos15427643-rumah-di-jual-di-balikpapan-utara-balikpapan-1699680047.jpg,4,4,220 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1344,RUMAH COZY DI ALZEN RESIDENCE MT. HARYONO,Rp 700 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15426605/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15426605/original/hos15426605-rumah-di-jual-di-balikpapan-selatan-balikpapan-1699674880.jpg,2,1,96 m²,60 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
