,judul,hyperlink,img_hyperlinks,Judul,Harga,Lokasi,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Carport,Tipe Properti,Sertifikat,Daya Listrik,Kamar Pembantu,Dapur,Ruang Makan,Ruang Tamu,Kondisi Perabotan,Jumlah Lantai,Pemandangan,Terjangkau Internet,Lebar Jalan,Sumber Air,Hook,Kondisi Properti,Tipe Iklan
49,rumah tingkat 2 dekat Kolam renang Caribbean regency,https://www.rumah123.com//properti/balikpapan/hos14533379/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14533379/original/hos14533379-rumah-di-jual-di-balikpapan-selatan-balikpapan-1692583459.jpg,rumah tingkat 2 dekat Kolam renang Caribbean regency,"Rp 1,9 Miliar","Balikpapan Selatan, Balikpapan",4,3,180 m²,250 m²,1,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Bagus,Dijual
50,RUMAH HAMPIR FINISING  DIDAERAH BATU AMPAR,https://www.rumah123.com//properti/balikpapan/hos14432691/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14432691/original/hos14432691-rumah-di-jual-di-balikpapan-utara-balikpapan-1691421855.jpg,RUMAH HAMPIR FINISING  DIDAERAH BATU AMPAR,"Rp 1,4 Miliar","Balikpapan Utara, Balikpapan",3,3,140 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
51,Rumah minimalis baru dibangun dan baru direnov,https://www.rumah123.com//properti/balikpapan/hos14303371/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2023-07-24-05-37-03-48cdf5fa-5b04-4b8b-8de2-d1bf726512e8.jpg,Rumah minimalis baru dibangun dan baru direnov,Rp 570 Juta,"Sepinggan, Balikpapan",3,2,100 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Ya,Ya,Unfurnished,1,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Ya,Baru,Dijual
52,Dijual Rumah minimalis  bisa di take over,https://www.rumah123.com//properti/balikpapan/hos14301118/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2023-07-24-03-07-14-4125cb02-f2c3-42d5-86c5-27f448d955e2.jpg,Dijual Rumah minimalis  bisa di take over,Rp 470 Juta,"Balikpapan Utara, Balikpapan",2,1,84 m²,36 m²,1,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Ya,Ya,Unfurnished,1,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
53,Smart Home Cluster Premium Tengah Kota Balikpapan,https://www.rumah123.com//properti/balikpapan/hos14089906/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1355633/2023-06-26-06-50-22-eb141e87-c3cd-4e72-95f4-20716024db04.jpg,Smart Home Cluster Premium Tengah Kota Balikpapan,Rp 920 Juta,"Balikpapan Selatan, Balikpapan",3,3,60 m²,80 m²,1,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,1,Ya,Ya,Unfurnished,2,Perkotaan,Ya,,PAM atau PDAM,Tidak,,Dijual
54,Rumah Koss Kantor Mess Strategis Hadap Pertamina,https://www.rumah123.com//properti/balikpapan/hos13981687/,https://picture.rumah123.com/r123-images/720x420-crop/customer/29766/2023-06-12-04-20-22-05aad790-a9f8-4fc7-b42d-237ef218191e.jpg,Rumah Koss Kantor Mess Strategis Hadap Pertamina,"Rp 3,45 Miliar","Balikpapan Tengah, Balikpapan",,,455 m²,400 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,1,,Tidak,,PAM atau PDAM,Tidak,,Dijual
55,Tempat Usaha Tengah Kota,https://www.rumah123.com//properti/balikpapan/hos13981287/,https://picture.rumah123.com/r123-images/720x420-crop/customer/29766/2023-06-12-03-51-10-c23d772c-e9b2-4821-ae1a-957955528c9a.jpg,Tempat Usaha Tengah Kota,Rp 695 Juta,"Balikpapan Tengah, Balikpapan",,,144 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,1,,Tidak,,PAM atau PDAM,Tidak,,Dijual
56,RUMAH 2 LANTAI DI PERUMAHAN CITRA BUKIT INDAH,https://www.rumah123.com//properti/balikpapan/hos13784415/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13784415/original/hos13784415-rumah-di-jual-di-balikpapan-selatan-balikpapan-1684720954.jpg,RUMAH 2 LANTAI DI PERUMAHAN CITRA BUKIT INDAH,"Rp 1,65 Miliar","Balikpapan Selatan, Balikpapan",3,2,121 m²,105 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
57,Rumah di Perumahan Regency De Royale posisi hook,https://www.rumah123.com//properti/balikpapan/hos13707715/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1040256/2023-05-15-13-13-11-aea71662-bfd9-4bf9-a946-b537f8cd8147.jpg,Rumah di Perumahan Regency De Royale posisi hook,"Rp 2,6 Miliar","Balikpapan Selatan, Balikpapan",,,273 m²,155 m²,,Rumah,SHM - Sertifikat Hak Milik,3300 Watt,,,Tidak,Tidak,,1,,Tidak,,Sumur Bor,Ya,Bagus,Dijual
58,Rumah di Balikppan baru,https://www.rumah123.com//properti/balikpapan/hos13707611/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1040256/2023-05-15-13-09-01-9849ea5d-74f5-4d71-adeb-46e80fdfbe84.jpg,Rumah di Balikppan baru,"Rp 3,3 Miliar","Balikpapan Kota, Balikpapan",,,293 m²,180 m²,,Rumah,SHM - Sertifikat Hak Milik,3300 Watt,,,Tidak,Tidak,,1,,Tidak,,Sumur Pompa,Tidak,Bagus,Dijual
59,Rumah cantik minimalis modern dekat sekolah negeri dan kantor kelurahan,https://www.rumah123.com//properti/balikpapan/hos13627454/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2023-05-08-02-34-02-a4261343-d98f-4d84-a44a-1cad3eac3de3.jpg,Rumah cantik minimalis modern dekat sekolah negeri dan kantor kelurahan,Rp 800 Juta,"Balikpapan Selatan, Balikpapan",2,1,150 m²,144 m²,1,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,Unfurnished,1,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Ya,Bagus,Dijual
60,234 Balikpapan Indrakila Rumah Cantik Siap Huni Di Kp Timur,https://www.rumah123.com//properti/balikpapan/hos13459381/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1737807/2023-12-10-03-44-11-aefb150c-18ab-47ee-b231-2ecdcb7efbce.jpg,234 Balikpapan Indrakila Rumah Cantik Siap Huni Di Kp Timur,"Rp 2,2 Miliar","Balikpapan Utara, Balikpapan",3,2,200 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
61,232 Balikpapan Blora Rumah Dengan Tanah Luas Di Tengah Kota,https://www.rumah123.com//properti/balikpapan/hos13459025/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1737807/2023-12-10-03-50-31-41bdcea8-72b3-4d62-8274-540219e47002.jpg,232 Balikpapan Blora Rumah Dengan Tanah Luas Di Tengah Kota,"Rp 2,5 Miliar","Balikpapan Tengah, Balikpapan",3,2,435 m²,350 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
62,246 Balikpapan Ciputra Rumah Cantik Posisi Ujung Memiliki Halaman Luas,https://www.rumah123.com//properti/balikpapan/hos13456111/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1737807/2023-12-10-09-37-58-5229f7d5-08a8-4257-85b6-a30919abc6bd.jpg,246 Balikpapan Ciputra Rumah Cantik Posisi Ujung Memiliki Halaman Luas,"Rp 3,99 Miliar","Balikpapan Tengah, Balikpapan",4,4,356 m²,199 m²,,Rumah,HGB - Hak Guna Bangunan,3500 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
63,DI JUAL CEPAT RUMAH DUA LANTAI DI PERUMAHAN BALIKPAPAN BARU,https://www.rumah123.com//properti/balikpapan/hos13383593/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13383593/original/hos13383593-rumah-di-jual-di-balikpapan-utara-balikpapan-1681090037.jpg,DI JUAL CEPAT RUMAH DUA LANTAI DI PERUMAHAN BALIKPAPAN BARU,"Rp 1,7 Miliar","Balikpapan Utara, Balikpapan",3,2,160 m²,141 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
64,RUMAH TINGKAT PERUMAHAN CIPUTRA,https://www.rumah123.com//properti/balikpapan/hos13309965/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13309965/original/hos13309965-rumah-di-jual-di-balikpapan-selatan-balikpapan-1680489194.jpg,RUMAH TINGKAT PERUMAHAN CIPUTRA,"Rp 1,19 Miliar","Balikpapan Selatan, Balikpapan",2,1,122 m²,60 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,,,,,,,,,,,Dijual
65,RUMAH BESAR DAN MEWAH TENGAH KOTA,https://www.rumah123.com//properti/balikpapan/hos13309591/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13309591/original/hos13309591-rumah-di-jual-di-karang-jati-balikpapan-1680488252.jpg,RUMAH BESAR DAN MEWAH TENGAH KOTA,"Rp 2,1 Miliar","Karang Jati, Balikpapan",4,4,286 m²,263 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
66,"DIJUAL RUMAH DI JALAN SOEKARNO HATTA KM 3,5  KOMPLEK RAMAYANA",https://www.rumah123.com//properti/balikpapan/hos12981335/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12981335/original/hos12981335-rumah-di-jual-di-balikpapan-utara-balikpapan-1678078035.jpg,"DIJUAL RUMAH DI JALAN SOEKARNO HATTA KM 3,5  KOMPLEK RAMAYANA",Rp 1 Miliar,"Balikpapan Utara, Balikpapan",3,2,210 m²,190 m²,1,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1,Tidak,Tidak,,2,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
67,RUMAH TERAWAT,https://www.rumah123.com//properti/balikpapan/hos12979126/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12979126/original/hos12979126-rumah-di-jual-di-balikpapan-utara-balikpapan-1678067133.jpg,RUMAH TERAWAT,"Rp 1,69 Miliar","Balikpapan Utara, Balikpapan",3,3,120 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,,,,,,,,,,,Dijual
68,RUMAH MINIMALIS BORNEO PARADISO,https://www.rumah123.com//properti/balikpapan/hos12979116/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12979116/original/hos12979116-rumah-di-jual-di-balikpapan-selatan-balikpapan-1678067034.jpg,RUMAH MINIMALIS BORNEO PARADISO,Rp 650 Juta,"Balikpapan Selatan, Balikpapan",2,2,72 m²,36 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
69,Rumah Luas Tengah Kota Harga Murah,https://www.rumah123.com//properti/balikpapan/hos12897410/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1355633/2023-02-27-06-05-47-06fee75d-bee5-4f10-819f-d908e100fc47.png,Rumah Luas Tengah Kota Harga Murah,Rp 895 Juta,"Balikpapan Tengah, Balikpapan",4,2,325 m²,240 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,1,Ya,Ya,Furnished,1,Pemukiman Warga,Ya,1 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
70,BALIKPAPAN RUMAH CLUSTER GRAND CITY (HM113),https://www.rumah123.com//properti/balikpapan/hos12894795/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12894795/original/hos12894795-rumah-di-jual-di-balikpapan-utara-balikpapan-1677469778.jpg,BALIKPAPAN RUMAH CLUSTER GRAND CITY (HM113),"Rp 1,2 Miliar","Balikpapan Utara, Balikpapan",2,2,112 m²,56 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
71,BALIKPAPAN BARU RUMAH CLUSTER KYOTO  (HM109),https://www.rumah123.com//properti/balikpapan/hos12818211/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12818211/original/hos12818211-rumah-di-jual-di-balikpapan-baru-balikpapan-1676871122.jpg,BALIKPAPAN BARU RUMAH CLUSTER KYOTO  (HM109),"Rp 1,6 Miliar","Balikpapan Baru, Balikpapan",3,3,216 m²,68 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
72,BALIKPAPAN RUMAH JAMRUD(HM101),https://www.rumah123.com//properti/balikpapan/hos12815924/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12815924/original/hos12815924-rumah-di-jual-di-damai-balikpapan-1676861723.jpg,BALIKPAPAN RUMAH JAMRUD(HM101),"Rp 1,3 Miliar","Damai, Balikpapan",2,2,120 m²,120 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,1,,Tidak,Tidak,Unfurnished,1,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
73,BALIKPAPAN RUMAH CITRA BUKIT INDAH BESAR KOLAM RENANG (HM95),https://www.rumah123.com//properti/balikpapan/hos12815883/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12815883/original/hos12815883-rumah-di-jual-di-damai-balikpapan-1676861576.jpg,BALIKPAPAN RUMAH CITRA BUKIT INDAH BESAR KOLAM RENANG (HM95),Rp 7 Miliar,"Damai, Balikpapan",4,3,450 m²,275 m²,2,Rumah,HGB - Hak Guna Bangunan,4400 Watt,2,,Tidak,Tidak,Unfurnished,2,,Tidak,4 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
74,BALIKPAPAN BARU RUMAH BESAR  ADA TAMAN (HM104),https://www.rumah123.com//properti/balikpapan/hos12815585/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12815585/original/hos12815585-rumah-di-jual-di-balikpapan-baru-balikpapan-1676859995.jpg,BALIKPAPAN BARU RUMAH BESAR  ADA TAMAN (HM104),"Rp 4,5 Miliar","Balikpapan Baru, Balikpapan",3,2,554 m²,355 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,1,,Tidak,Tidak,,,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Butuh Renovasi,Dijual
75,"BALIKPAPAN RUMAH TENANG, BERSIH DAN TERAWAT DI PERUMAHAN WIKA",https://www.rumah123.com//properti/balikpapan/hos12651431/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12651431/original/hos12651431-rumah-di-jual-di-gunung-bahagia-balikpapan-1675646277.jpg,"BALIKPAPAN RUMAH TENANG, BERSIH DAN TERAWAT DI PERUMAHAN WIKA",Rp 895 Juta,"Gunung Bahagia, Balikpapan",2,1,150 m²,60 m²,1,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,1,Tidak,Tidak,Unfurnished,1,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
76,BALIKPAPAN RUMAH SIAP HUNI DAERAH BATU AMPAR,https://www.rumah123.com//properti/balikpapan/hos12565203/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12565203/original/hos12565203-rumah-di-jual-di-batu-ampar-balikpapan-1675039730.jpg,BALIKPAPAN RUMAH SIAP HUNI DAERAH BATU AMPAR,Rp 620 Juta,"Balikpapan Utara, Balikpapan",2,1,165 m²,60 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,Unfurnished,1,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
77,MEWAH POSISI HOOK DALAM CLUSTER ELIT SIAP HUNI,https://www.rumah123.com//properti/balikpapan/hos12524897/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12524897/original/hos12524897-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703826412.jpg,MEWAH POSISI HOOK DALAM CLUSTER ELIT SIAP HUNI,"Rp 7,8 Miliar","Balikpapan Selatan, Balikpapan",6,4,300 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,10000 Watt,,,,,,,,,,,,,Dijual
78,JARANG ADA RUMAH DUA LANTAI BESAR ASRI  TERAWAT POSISI HOOK,https://www.rumah123.com//properti/balikpapan/hos12524814/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12524814/original/hos12524814-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703831221.jpg,JARANG ADA RUMAH DUA LANTAI BESAR ASRI  TERAWAT POSISI HOOK,"Rp 2,3 Miliar","Balikpapan Selatan, Balikpapan",5,4,288 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,,,,,,,,,,,Dijual
79,Jual KosKos an ditengah kota,https://www.rumah123.com//properti/balikpapan/hos12524767/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1040256/2023-01-23-22-45-06-fb7c21db-ea8b-4656-831d-e6151d1252db.jpg,Jual KosKos an ditengah kota,"Rp 2,5 Miliar","Balikpapan Tengah, Balikpapan",10,,406 m²,406 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,1,Tidak,Tidak,Unfurnished,1,Perkotaan,Ya,,PAM atau PDAM,Tidak,Bagus,Dijual
80,rumah mewah tingkat 2 dekat masjid dan kuliner,https://www.rumah123.com//properti/balikpapan/hos12465109/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12465109/original/hos12465109-rumah-di-jual-di-balikpapan-baru-balikpapan-1673829031.jpg,rumah mewah tingkat 2 dekat masjid dan kuliner,"Rp 1,75 Miliar","Balikpapan Baru, Balikpapan",3,2,96 m²,100 m²,1,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,Furnished,2,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
81,RUMAH TIGA KAMAR TIDUR DALAM PERUMAHAN DI TENGAH KOTA BALIKPAPAN,https://www.rumah123.com//properti/balikpapan/hos12383715/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12383715/original/hos12383715-rumah-di-jual-di-balikpapan-selatan-balikpapan-1673243842.jpg,RUMAH TIGA KAMAR TIDUR DALAM PERUMAHAN DI TENGAH KOTA BALIKPAPAN,"Rp 2,5 Miliar","Balikpapan Selatan, Balikpapan",3,2,240 m²,116 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,1,,,,,,,,,,,,Dijual
82,RUMAH LUAS MEWAH DALAM PERUMAHAN ELITE BALIKPAPAN,https://www.rumah123.com//properti/balikpapan/hos12376558/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12376558/original/hos12376558-rumah-di-jual-di-balikpapan-baru-balikpapan-1673231143.jpg,RUMAH LUAS MEWAH DALAM PERUMAHAN ELITE BALIKPAPAN,"Rp 2,5 Miliar","Balikpapan Baru, Balikpapan",3,4,198 m²,310 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,2,,,,,,,,,,,,Dijual
83,"Rumah besar 2 lantai cocok untuk kos2an , mess dan kantor",https://www.rumah123.com//properti/balikpapan/hos12222403/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1730302/2022-12-26-11-42-59-c2cf920e-dc49-49c0-b415-c13d5f679dc1.jpg,"Rumah besar 2 lantai cocok untuk kos2an , mess dan kantor",Rp 2 Miliar,"Balikpapan Tengah, Balikpapan",,,283 m²,263 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1,Tidak,Tidak,,1,,Tidak,,PAM atau PDAM,Tidak,Bagus,Dijual
84,Rumah tengah kota cocok kos kosan,https://www.rumah123.com//properti/balikpapan/hos12073339/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1730302/2022-12-12-07-25-12-d18b71ec-7863-41bb-b57a-5da67ad1518f.jpg,Rumah tengah kota cocok kos kosan,"Rp 1,2 Miliar","Balikpapan Tengah, Balikpapan",,,260 m²,219 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1,Tidak,Tidak,,1,,Tidak,,PAM atau PDAM,Tidak,,Dijual
85,RUMAH LUAS DUA LANTAI DI BOULEVARD PERUMAHAN ELITE BALIKPAPAN,https://www.rumah123.com//properti/balikpapan/hos12071617/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12071617/original/hos12071617-rumah-di-jual-di-balikpapan-utara-balikpapan-1670820093.jpg,RUMAH LUAS DUA LANTAI DI BOULEVARD PERUMAHAN ELITE BALIKPAPAN,"Rp 1,8 Miliar","Balikpapan Utara, Balikpapan",3,2,200 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,,,,,,,,,,,Dijual
86,RUMAH LUAS DUA LANTAI DI BOULEVARD PERUMAHAN ELITE BALIKPAPAN,https://www.rumah123.com//properti/balikpapan/hos11591699/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11591699/original/hos11591699-rumah-di-jual-di-balikpapan-utara-balikpapan-1667008116.jpg,RUMAH LUAS DUA LANTAI DI BOULEVARD PERUMAHAN ELITE BALIKPAPAN,"Rp 1,8 Miliar","Balikpapan Utara, Balikpapan",3,2,200 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,,,,,,,,,,,Dijual
87,RUMAH MURAH LUAS DALAM PERUMAHAN RAMAI PADAT PENDUDUK BALIKPAPAN,https://www.rumah123.com//properti/balikpapan/hos11934073/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11934073/original/hos11934073-rumah-di-jual-di-balikpapan-utara-balikpapan-1669615475.jpg,RUMAH MURAH LUAS DALAM PERUMAHAN RAMAI PADAT PENDUDUK BALIKPAPAN,Rp 440 Juta,"Balikpapan Utara, Balikpapan",2,1,120 m²,45 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
88,"Rumah minimalis yg cantik dan bersih, terawat, dan nyaman",https://www.rumah123.com//properti/balikpapan/hos11852623/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11852623/original/hos11852623-rumah-di-jual-di-sepinggan-balikpapan-1669005463.jpg,"Rumah minimalis yg cantik dan bersih, terawat, dan nyaman",Rp 1 Miliar,"Sepinggan, Balikpapan",2,1,144 m²,140 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,Pemukiman Warga,Tidak,,PAM atau PDAM,Tidak,Bagus,Dijual
89,RUMAH MINIMALIS TIGA KAMAR TIDUR DALAM PERUMAHAN ELITE BALIKPAPAN,https://www.rumah123.com//properti/balikpapan/hos11850986/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11850986/original/hos11850986-rumah-di-jual-di-balikpapan-baru-balikpapan-1668995711.jpg,RUMAH MINIMALIS TIGA KAMAR TIDUR DALAM PERUMAHAN ELITE BALIKPAPAN,"Rp 1,6 Miliar","Balikpapan Baru, Balikpapan",3,2,96 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
90,RUMAH MINIMALIS TIGA KAMAR TIDUR DALAM PERUMAHAN ELITE BALIKPAPAN,https://www.rumah123.com//properti/balikpapan/hos10752555/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10752555/original/hos10752555-rumah-di-jual-di-balikpapan-baru-balikpapan-1659318546.jpg,RUMAH MINIMALIS TIGA KAMAR TIDUR DALAM PERUMAHAN ELITE BALIKPAPAN,"Rp 1,6 Miliar","Balikpapan Baru, Balikpapan",3,2,96 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
91,RUMAH CANTIK EMPAT KAMAR TIDUR DALAM CLUSTER PERUMAHAN  BALIKPAPAN,https://www.rumah123.com//properti/balikpapan/hos11850589/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11850589/original/hos11850589-rumah-di-jual-di-balikpapan-utara-balikpapan-1668993463.jpg,RUMAH CANTIK EMPAT KAMAR TIDUR DALAM CLUSTER PERUMAHAN  BALIKPAPAN,"Rp 1,55 Miliar","Balikpapan Utara, Balikpapan",4,3,186 m²,160 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
92,RUMAH LUAS MURAH COCOK UNTUK USAHA DI DAERAH RAMAI STRATEGIS BALIKPAPAN,https://www.rumah123.com//properti/balikpapan/hos11790976/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11790976/original/hos11790976-rumah-di-jual-di-sepinggan-balikpapan-1668430747.jpg,RUMAH LUAS MURAH COCOK UNTUK USAHA DI DAERAH RAMAI STRATEGIS BALIKPAPAN,"Rp 1,53 Miliar","Sepinggan, Balikpapan",8,3,380 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,,,,,,,,,,,Dijual
93,RUMAH BESAR DENGAN TANAH LUAS DALAM CLUSTER PERUMAHAN ELITE BALIKPAPAN,https://www.rumah123.com//properti/balikpapan/hos11780036/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11780036/original/hos11780036-rumah-di-jual-di-balikpapan-baru-balikpapan-1668393548.jpg,RUMAH BESAR DENGAN TANAH LUAS DALAM CLUSTER PERUMAHAN ELITE BALIKPAPAN,Rp 5 Miliar,"Balikpapan Baru, Balikpapan",3,3,400 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,13200 Watt,2,,,,,,,,,,,,Dijual
94,RUMAH BESAR DENGAN TANAH LUAS DALAM CLUSTER PERUMAHAN ELITE BALIKPAPAN,https://www.rumah123.com//properti/balikpapan/hos11780036/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11780036/original/hos11780036-rumah-di-jual-di-balikpapan-baru-balikpapan-1668393548.jpg,RUMAH BESAR DENGAN TANAH LUAS DALAM CLUSTER PERUMAHAN ELITE BALIKPAPAN,"Rp 5,5 Miliar","Balikpapan Baru, Balikpapan",3,3,400 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,2,,,,,,,,,,,,Dijual
95,RUMAH BESAR DENGAN TANAH LUAS DALAM CLUSTER PERUMAHAN ELITE BALIKPAPAN,https://www.rumah123.com//properti/balikpapan/hos11702011/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11702011/original/hos11702011-rumah-di-jual-di-balikpapan-baru-balikpapan-1667813777.jpg,RUMAH BESAR DENGAN TANAH LUAS DALAM CLUSTER PERUMAHAN ELITE BALIKPAPAN,Rp 5 Miliar,"Balikpapan Baru, Balikpapan",3,3,400 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,13200 Watt,2,,,,,,,,,,,,Dijual
96,RUMAH BESAR DENGAN TANAH LUAS DALAM CLUSTER PERUMAHAN ELITE BALIKPAPAN,https://www.rumah123.com//properti/balikpapan/hos11702011/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11702011/original/hos11702011-rumah-di-jual-di-balikpapan-baru-balikpapan-1667813777.jpg,RUMAH BESAR DENGAN TANAH LUAS DALAM CLUSTER PERUMAHAN ELITE BALIKPAPAN,"Rp 5,5 Miliar","Balikpapan Baru, Balikpapan",3,3,400 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,2,,,,,,,,,,,,Dijual
