,judul,hyperlink,img_hyperlinks,Judul,Harga,Lokasi,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Carport,Tipe Properti,Sertifikat,Daya Listrik,Kamar Pembantu,Dapur,Ruang Makan,Ruang Tamu,Kondisi Perabotan,Jumlah Lantai,Pemandangan,Terjangkau Internet,Lebar Jalan,Sumber Air,Hook,Kondisi Properti,Tipe Iklan
13,Rumah Mewah Balikpapan,https://www.rumah123.com//properti/balikpapan/hos14478986/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1746082/2023-09-18-06-16-00-abd28526-078a-4dbc-8755-16f63e4f542b.jpg,Rumah Mewah Balikpapan,"Rp 5,5 Miliar","Balikpapan Baru, Balikpapan",12,10,719 m²,800 m²,,Rumah,SHM - Sertifikat Hak Milik,16500 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
14,BALIKPAPAN REGENCY CLUSTER VALENCIA,https://www.rumah123.com//properti/balikpapan/hos15688440/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15688440/original/hos15688440-rumah-di-jual-di-balikpapan-selatan-balikpapan-1701822175.jpg,BALIKPAPAN REGENCY CLUSTER VALENCIA,Rp 850 Juta,"Balikpapan Selatan, Balikpapan",2,2,90 m²,54 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
15,BALIKPAPAN REGENCY CLUSTER VALENCIA,https://www.rumah123.com//properti/balikpapan/hos15688439/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15688439/original/hos15688439-rumah-di-jual-di-balikpapan-selatan-balikpapan-1701822175.jpg,BALIKPAPAN REGENCY CLUSTER VALENCIA,Rp 850 Juta,"Balikpapan Selatan, Balikpapan",2,2,90 m²,54 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
16,BALIKPAPAN REGENCY CLUSTER VALENCIA,https://www.rumah123.com//properti/balikpapan/hos13568991/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13568991/original/hos13568991-rumah-di-jual-di-balikpapan-selatan-balikpapan-1683000284.jpg,BALIKPAPAN REGENCY CLUSTER VALENCIA,Rp 850 Juta,"Balikpapan Selatan, Balikpapan",2,2,90 m²,54 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
17,BALIKPAPAN REGENCY CLUSTER VALENCIA,https://www.rumah123.com//properti/balikpapan/hos13696799/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13696799/original/hos13696799-rumah-di-jual-di-balikpapan-selatan-balikpapan-1684114513.jpg,BALIKPAPAN REGENCY CLUSTER VALENCIA,Rp 850 Juta,"Balikpapan Selatan, Balikpapan",2,2,90 m²,54 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
18,BALIKPAPAN RUMAH BARU MINIMALIS 2 LANTAI GRAND CITY (LM123),https://www.rumah123.com//properti/balikpapan/hos14898227/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1507995/2023-11-22-14-36-03-30e4a6fd-65bd-4acd-afd4-6fc04a83ae92.jpg,BALIKPAPAN RUMAH BARU MINIMALIS 2 LANTAI GRAND CITY (LM123),Rp 975 Juta,"Balikpapan Utara, Balikpapan",2,2,60 m²,47 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
19,123 Balikpapan Grand City Rumah Baru Minimalis 2 Lantai,https://www.rumah123.com//properti/balikpapan/hos14898226/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1737807/2023-12-05-06-06-01-277e250d-689b-41bd-8052-b8f11e201b2d.jpg,123 Balikpapan Grand City Rumah Baru Minimalis 2 Lantai,"Rp 1,25 Miliar","Balikpapan Utara, Balikpapan",2,2,60 m²,47 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
20,rumah minimalis kawasan perumahan polisi,https://www.rumah123.com//properti/balikpapan/hos14898208/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14898208/original/hos14898208-rumah-di-jual-di-balikpapan-selatan-balikpapan-1695602741.jpg,rumah minimalis kawasan perumahan polisi,Rp 700 Juta,"Balikpapan Selatan, Balikpapan",2,1,90 m²,60 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,Bagus,Dijual
21,SMART HOME SISTEM GRAND CITY BALIKPAPAN DP HANYA 10 JUTAAN,https://www.rumah123.com//properti/balikpapan/hos14898182/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14898182/original/hos14898182-rumah-di-jual-di-balikpapan-utara-balikpapan-1695602431.jpg,SMART HOME SISTEM GRAND CITY BALIKPAPAN DP HANYA 10 JUTAAN,Rp 970 Juta,"Balikpapan Utara, Balikpapan",2,2,60 m²,47 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",1300 Watt,,1,Tidak,Tidak,Unfurnished,2,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Baru,Dijual
22,BALIKPAPAN RUMAH 2 LANTAI DI KAWASAN ELIT GRAND CITY (LM321),https://www.rumah123.com//properti/balikpapan/hos14898148/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1507995/2023-12-05-02-21-23-aa16625e-d9f2-4237-8163-1299a25af7e1.jpg,BALIKPAPAN RUMAH 2 LANTAI DI KAWASAN ELIT GRAND CITY (LM321),"Rp 3,37 Miliar","Balikpapan Utara, Balikpapan",3,3,220 m²,190 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",2200 Watt,1,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
23,321 Balikpapan Gran City Rumah 2 Lantai Di Kawasan Elite,https://www.rumah123.com//properti/balikpapan/hos14898147/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1737807/2023-12-05-06-07-18-3dd7251a-65fb-4f51-94e3-491475db46d1.jpg,321 Balikpapan Gran City Rumah 2 Lantai Di Kawasan Elite,"Rp 3,37 Miliar","Balikpapan Utara, Balikpapan",3,3,220 m²,190 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",2200 Watt,1,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
24,Rumah Asri Balikpapan Strategis Dekat Polda dan Bandara 005PKR,https://www.rumah123.com//properti/balikpapan/hos14898146/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14898146/original/hos14898146-rumah-di-jual-di-balikpapan-selatan-balikpapan-1695601732.jpg,Rumah Asri Balikpapan Strategis Dekat Polda dan Bandara 005PKR,Rp 500 Juta,"Balikpapan Selatan, Balikpapan",2,1,84 m²,42 m²,,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,,,,,,,,,,,,Dijual
25,Rumah Asri Balikpapan Strategis Dekat Polda dan Bandara 005PKR,https://www.rumah123.com//properti/balikpapan/hos14889231/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1430095/2023-09-23-07-19-10-84772e1a-d16c-424a-b2e3-36fc25036da0.jpg,Rumah Asri Balikpapan Strategis Dekat Polda dan Bandara 005PKR,Rp 500 Juta,"Balikpapan Selatan, Balikpapan",2,1,84 m²,42 m²,,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,,,,,,,,,,,,Dijual
26,RUMAH MINIMALIS 2 LANTAI SIAP HUNI DENGAN ROOFTOP DI BAGIAN ATAS LOKASI AMAN DAN NYAMAN,https://www.rumah123.com//properti/balikpapan/hos14898126/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14898126/original/hos14898126-rumah-di-jual-di-balikpapan-selatan-balikpapan-1695601236.jpg,RUMAH MINIMALIS 2 LANTAI SIAP HUNI DENGAN ROOFTOP DI BAGIAN ATAS LOKASI AMAN DAN NYAMAN,"Rp 2,2 Miliar","Balikpapan Selatan, Balikpapan",4,4,160 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
27,RUMAH MINIMALIS 2 LANTAI BEBAS BANJIR DI CASTARIKA,https://www.rumah123.com//properti/balikpapan/hos14898121/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14898121/original/hos14898121-rumah-di-jual-di-balikpapan-selatan-balikpapan-1695601145.jpg,RUMAH MINIMALIS 2 LANTAI BEBAS BANJIR DI CASTARIKA,"Rp 2,2 Miliar","Balikpapan Selatan, Balikpapan",4,4,160 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
28,BALIKPAPAN RUMAH MEWAH DENGAN FULLL FURNISHED BARU DI GRAND CITY (LM323),https://www.rumah123.com//properti/balikpapan/hos14898106/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1507995/2023-12-05-02-42-13-995e8d60-8f7e-4df0-bd92-089880409372.jpg,BALIKPAPAN RUMAH MEWAH DENGAN FULLL FURNISHED BARU DI GRAND CITY (LM323),"Rp 3,95 Miliar","Balikpapan Utara, Balikpapan",3,3,180 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,1,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
29,323 Balikpapan Grand City Rumah Mewah Dengan Fulll Furnished Baru,https://www.rumah123.com//properti/balikpapan/hos14898105/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1737807/2023-12-05-06-10-23-1fe1d9e6-6bbf-4c00-801f-cc66df0627ea.jpg,323 Balikpapan Grand City Rumah Mewah Dengan Fulll Furnished Baru,"Rp 3,95 Miliar","Balikpapan Utara, Balikpapan",3,3,180 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,1,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
30,RUMAH 2 LANTAI  BERSIH TERAWAT DI PERUMAHAN REGENCY,https://www.rumah123.com//properti/balikpapan/hos14816063/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14816063/original/hos14816063-rumah-di-jual-di-balikpapan-selatan-balikpapan-1695022475.jpg,RUMAH 2 LANTAI  BERSIH TERAWAT DI PERUMAHAN REGENCY,"Rp 1,75 Miliar","Balikpapan Selatan, Balikpapan",3,2,249 m²,65 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
31,272 Balikpapan Baru Rumah 2 Lantai Non Furnish Padat Penduduk,https://www.rumah123.com//properti/balikpapan/hos14815149/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1737807/2023-12-05-06-29-52-b35325f6-5b59-43f4-8102-4e0b7b75e225.jpg,272 Balikpapan Baru Rumah 2 Lantai Non Furnish Padat Penduduk,"Rp 3,5 Miliar","Balikpapan Selatan, Balikpapan",5,3,330 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
32,BALIKPAPAN RUMAH 2 LANTAI NON FURNISH DI AREA PADAT PENDUDUK (LM272),https://www.rumah123.com//properti/balikpapan/hos14815147/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1507995/2023-12-04-08-20-56-d7c7db55-3880-4394-89e3-7a89a5c7484d.jpg,BALIKPAPAN RUMAH 2 LANTAI NON FURNISH DI AREA PADAT PENDUDUK (LM272),"Rp 3,1 Miliar","Balikpapan Selatan, Balikpapan",5,3,389 m²,130 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
33,rumah minimalis hoek halaman luas,https://www.rumah123.com//properti/balikpapan/hos14744792/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1730302/2023-09-11-10-36-23-7924d692-034c-4bc5-9729-544f166b480a.jpg,rumah minimalis hoek halaman luas,"Rp 1,5 Miliar","Balikpapan Selatan, Balikpapan",,,270 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,1,,Tidak,,PAM atau PDAM,Ya,Bagus,Dijual
34,RUMAH 2 LANTAI  TERAWAT BERSIH SIAP HUNI,https://www.rumah123.com//properti/balikpapan/hos14741300/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14741300/original/hos14741300-rumah-di-jual-di-balikpapan-selatan-balikpapan-1694417103.jpg,RUMAH 2 LANTAI  TERAWAT BERSIH SIAP HUNI,"Rp 1,5 Miliar","Balikpapan Selatan, Balikpapan",3,2,152 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,7600 Watt,,,,,,,,,,,,,Dijual
35,RUMAH MINIMALIS 1 LANTAI SIAP HUNI DI PERUMAHAN WIKA  NYAMAN ASRI UNTUK DI HUNI,https://www.rumah123.com//properti/balikpapan/hos14739922/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14739922/original/hos14739922-rumah-di-jual-di-gn.-samarinda-balikpapan-1694411715.jpg,RUMAH MINIMALIS 1 LANTAI SIAP HUNI DI PERUMAHAN WIKA  NYAMAN ASRI UNTUK DI HUNI,Rp 850 Juta,"Gn. Samarinda, Balikpapan",2,2,90 m²,60 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
36,RUMAH HOOK DENGAN FASILITAS LENGKAP DENGAN LOKASI NYAMAN AMAN DITENGAH KOTA,https://www.rumah123.com//properti/balikpapan/hos14736567/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14736567/original/hos14736567-rumah-di-jual-di-balikpapan-utara-balikpapan-1694398368.jpg,RUMAH HOOK DENGAN FASILITAS LENGKAP DENGAN LOKASI NYAMAN AMAN DITENGAH KOTA,"Rp 3,5 Miliar","Balikpapan Utara, Balikpapan",4,5,319 m²,319 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,1,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
37,BALIKPAPAN RUMAH BARU JADI DI PERUMAHAN CASA KARIANGAU PROJAKAL (LM312),https://www.rumah123.com//properti/balikpapan/hos14736172/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1507995/2023-12-05-03-11-32-5060c9fb-f841-4d72-a14b-f36d13393b09.jpg,BALIKPAPAN RUMAH BARU JADI DI PERUMAHAN CASA KARIANGAU PROJAKAL (LM312),Rp 450 Juta,"Balikpapan Utara, Balikpapan",2,1,120 m²,45 m²,,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
38,312 Balikpapan Kariangau Rumah Baru Jadi Di Perumahan Casa,https://www.rumah123.com//properti/balikpapan/hos14736171/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1737807/2023-12-05-06-43-06-39b3614b-66cf-4d09-8b75-3e0e774a9aae.jpg,312 Balikpapan Kariangau Rumah Baru Jadi Di Perumahan Casa,Rp 450 Juta,"Balikpapan Utara, Balikpapan",2,1,120 m²,45 m²,,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
39,rumah plus toko dekat bandara international dan rekreasi,https://www.rumah123.com//properti/balikpapan/hos14676411/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14676411/original/hos14676411-rumah-di-jual-di-balikpapan-selatan-balikpapan-1693809469.jpg,rumah plus toko dekat bandara international dan rekreasi,Rp 950 Juta,"Balikpapan Selatan, Balikpapan",4,2,330 m²,270 m²,2,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,Tidak,Tidak,Unfurnished,2,Pemukiman Warga,Tidak,3 Mobil,,Tidak,Bagus,Dijual
40,Hunian minimalis sudah Full Furnish didaerah wisata,https://www.rumah123.com//properti/balikpapan/hos14676186/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14676186/original/hos14676186-rumah-di-jual-di-teritip-balikpapan-1693808581.jpg,Hunian minimalis sudah Full Furnish didaerah wisata,Rp 600 Juta,"Teritip, Balikpapan",3,2,182 m²,182 m²,2,Rumah,SHM - Sertifikat Hak Milik,900 Watt,,,Tidak,Tidak,Furnished,,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Bagus,Dijual
41,RUMAH BESAR STRATEGIS SIAP HUNI BALIKPAPAN RENGGANIS RESIDENCE,https://www.rumah123.com//properti/balikpapan/hos14671774/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1688259/2023-09-12-09-45-36-dd2d7a13-3342-4ca6-9208-9086f373480b.jpg,RUMAH BESAR STRATEGIS SIAP HUNI BALIKPAPAN RENGGANIS RESIDENCE,"Rp 3,5 Miliar","Balikpapan Selatan, Balikpapan",3,3,300 m²,250 m²,2,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,1,,Tidak,Tidak,Furnished,1,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Sudah Renovasi,Dijual
42,RUMAH BESAR LUAS NYAMAN ENAM KAMAR TIDUR DI TENGAH KOTA BALIKPAPAN,https://www.rumah123.com//properti/balikpapan/hos14671751/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14671751/original/hos14671751-rumah-di-jual-di-balikpapan-tengah-balikpapan-1693789205.jpg,RUMAH BESAR LUAS NYAMAN ENAM KAMAR TIDUR DI TENGAH KOTA BALIKPAPAN,"Rp 1,45 Miliar","Balikpapan Tengah, Balikpapan",6,4,215 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
43,RUMAH TIGA KAMAR TIDUR DALAM PERUMAHAN RAMAI BALIKPAPAN,https://www.rumah123.com//properti/balikpapan/hos14671714/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14671714/original/hos14671714-rumah-di-jual-di-balikpapan-utara-balikpapan-1693788818.jpg,RUMAH TIGA KAMAR TIDUR DALAM PERUMAHAN RAMAI BALIKPAPAN,"Rp 1,2 Miliar","Balikpapan Utara, Balikpapan",3,2,120 m²,125 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
44,Hunian tingkat 2 Didaerah perum Balikpapan Baru,https://www.rumah123.com//properti/balikpapan/hos14671555/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14671555/original/hos14671555-rumah-di-jual-di-balikpapan-baru-balikpapan-1693786730.jpg,Hunian tingkat 2 Didaerah perum Balikpapan Baru,"Rp 1,7 Miliar","Balikpapan Baru, Balikpapan",5,2,230 m²,150 m²,2,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Bagus,Dijual
45,RUMAH TINGGAL CANTIK SIAP HUNI BALIKPAPAN GRAND CITY,https://www.rumah123.com//properti/balikpapan/hos14600671/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14600671/original/hos14600671-rumah-di-jual-di-balikpapan-utara-balikpapan-1693184736.jpg,RUMAH TINGGAL CANTIK SIAP HUNI BALIKPAPAN GRAND CITY,Rp 40 Juta,"Balikpapan Utara, Balikpapan",2,2,60 m²,47 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",1300 Watt,,1,Tidak,Tidak,Unfurnished,2,,Tidak,2 Mobil,,Tidak,Bagus,Dijual
46,BALIKPAPAN PERUMAHAN  BDS 2,https://www.rumah123.com//properti/balikpapan/hos14534376/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14534376/original/hos14534376-rumah-di-jual-di-balikpapan-selatan-balikpapan-1692588251.jpg,BALIKPAPAN PERUMAHAN  BDS 2,Rp 450 Juta,"Balikpapan Selatan, Balikpapan",2,1,102 m²,65 m²,,Rumah,HGB - Hak Guna Bangunan,900 Watt,,,,,,,,,,,,,Dijual
47,RUMAH MURAH DI TENGAH KOTA BALIKPAPAN,https://www.rumah123.com//properti/balikpapan/hos14533497/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14533497/original/hos14533497-rumah-di-jual-di-gunung-bahagia-balikpapan-1692584241.jpg,RUMAH MURAH DI TENGAH KOTA BALIKPAPAN,Rp 525 Juta,"Gunung Bahagia, Balikpapan",2,1,72 m²,48 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
48,RUMAH MURAH DI TENGAH KOTA BALIKPAPAN,https://www.rumah123.com//properti/balikpapan/hos10393621/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10393621/original/hos10393621-rumah-di-jual-di-gunung-bahagia-balikpapan-1654816108.jpg,RUMAH MURAH DI TENGAH KOTA BALIKPAPAN,Rp 525 Juta,"Gunung Bahagia, Balikpapan",2,1,72 m²,48 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
