Unnamed: 0,Judul,Harga,Lokasi,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Sertifikat,Daya Listrik
1094,RUMAH EMPAT KAMAR TIDUR BARU DI CAT DALAM PERUMAHAN ELITE BALIKPAPAN,1250.0,"Balikpapan Selatan, Balikpapan",4.0,2.0,144,100,SHM - Sertifikat Hak Milik,1300 Watt
1095,RUMAH HOOK EMPAT KAMAR TIDUR DALAM PERUMAHAN BALIKPAPAN,900.0,"Balikpapan Selatan, Balikpapan",4.0,2.0,163,100,SHM - Sertifikat Hak Milik,1300 Watt
1096,RUMAH  KONTRAKAN  2 LANTAI 4 PINTU  BANGUNAN BARU  DI BATAKAN MAS,1100.0,"Batakan, Balikpapan",8.0,4.0,135,120,SHM - Sertifikat Hak Milik,3500 Watt
1097,RUMAH STRATEGIS DI TEPI JL. LETJEN S PARMAN BALIKPAPAN,3400.0,"Balikpapan Tengah, Balikpapan",3.0,2.0,305,220,SHM - Sertifikat Hak Milik,1300 Watt
1098,RUMAH SECOND DIJUAL CEPAT BU DI JL. SORONG BALIKPAPAN,1800.0,"Muara Rapak, Balikpapan",6.0,3.0,268,243,SHM - Sertifikat Hak Milik,2200 Watt
1099,RUMAH GRANDCITY CLUSTER NORDVILLE BALIKPAPAN GERBANG IKN,1710.0,"Balikpapan Utara, Balikpapan",3.0,2.0,98,88,"Lainnya (PPJB,Girik,Adat,dll)",2200 Watt
1100,RUMAH NEW HAYFIELD GRAND CITY BALIKPAPAN DP HANYA 10 JUTAAN,960.0,"Balikpapan Utara, Balikpapan",2.0,2.0,60,47,"Lainnya (PPJB,Girik,Adat,dll)",2200 Watt
1101,BALIKPAPAN RUMAH BARU MINIMALIS 2 LANTAI GRAND CITY (LM123),975.0,"Balikpapan Utara, Balikpapan",2.0,2.0,60,47,SHM - Sertifikat Hak Milik,2200 Watt
1102,123 Balikpapan Grand City Rumah Baru Minimalis 2 Lantai,1250.0,"Balikpapan Utara, Balikpapan",2.0,2.0,60,47,SHM - Sertifikat Hak Milik,2200 Watt
1103,rumah minimalis kawasan perumahan polisi,700.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,90,60,SHM - Sertifikat Hak Milik,1300 Watt
1104,SMART HOME SISTEM GRAND CITY BALIKPAPAN DP HANYA 10 JUTAAN,970.0,"Balikpapan Utara, Balikpapan",2.0,2.0,60,47,"Lainnya (PPJB,Girik,Adat,dll)",1300 Watt
1105,BALIKPAPAN RUMAH 2 LANTAI DI KAWASAN ELIT GRAND CITY (LM321),3370.0,"Balikpapan Utara, Balikpapan",3.0,3.0,220,190,"Lainnya (PPJB,Girik,Adat,dll)",2200 Watt
1106,321 Balikpapan Gran City Rumah 2 Lantai Di Kawasan Elite,3370.0,"Balikpapan Utara, Balikpapan",3.0,3.0,220,190,"Lainnya (PPJB,Girik,Adat,dll)",2200 Watt
1107,Rumah Asri Balikpapan Strategis Dekat Polda dan Bandara 005PKR,500.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,84,42,HGB - Hak Guna Bangunan,1300 Watt
1108,RUMAH MINIMALIS 2 LANTAI SIAP HUNI DENGAN ROOFTOP DI BAGIAN ATAS LOKASI AMAN DAN NYAMAN,2200.0,"Balikpapan Selatan, Balikpapan",4.0,4.0,160,200,SHM - Sertifikat Hak Milik,2200 Watt
1109,RUMAH MINIMALIS 2 LANTAI BEBAS BANJIR DI CASTARIKA,2200.0,"Balikpapan Selatan, Balikpapan",4.0,4.0,160,200,SHM - Sertifikat Hak Milik,2200 Watt
1110,BALIKPAPAN RUMAH MEWAH DENGAN FULLL FURNISHED BARU DI GRAND CITY (LM323),3950.0,"Balikpapan Utara, Balikpapan",3.0,3.0,180,200,SHM - Sertifikat Hak Milik,5500 Watt
1111,323 Balikpapan Grand City Rumah Mewah Dengan Fulll Furnished Baru,3950.0,"Balikpapan Utara, Balikpapan",3.0,3.0,180,200,SHM - Sertifikat Hak Milik,5500 Watt
1112,RUMAH 2 LANTAI  BERSIH TERAWAT DI PERUMAHAN REGENCY,1750.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,249,65,SHM - Sertifikat Hak Milik,3500 Watt
1113,272 Balikpapan Baru Rumah 2 Lantai Non Furnish Padat Penduduk,3500.0,"Balikpapan Selatan, Balikpapan",5.0,3.0,330,100,SHM - Sertifikat Hak Milik,2200 Watt
1114,BALIKPAPAN RUMAH 2 LANTAI NON FURNISH DI AREA PADAT PENDUDUK (LM272),3100.0,"Balikpapan Selatan, Balikpapan",5.0,3.0,389,130,SHM - Sertifikat Hak Milik,2200 Watt
1116,RUMAH 2 LANTAI  TERAWAT BERSIH SIAP HUNI,1500.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,152,100,SHM - Sertifikat Hak Milik,7600 Watt
1117,RUMAH MINIMALIS 1 LANTAI SIAP HUNI DI PERUMAHAN WIKA  NYAMAN ASRI UNTUK DI HUNI,850.0,"Gn. Samarinda, Balikpapan",2.0,2.0,90,60,SHM - Sertifikat Hak Milik,2200 Watt
1118,RUMAH HOOK DENGAN FASILITAS LENGKAP DENGAN LOKASI NYAMAN AMAN DITENGAH KOTA,3500.0,"Balikpapan Utara, Balikpapan",4.0,5.0,319,319,SHM - Sertifikat Hak Milik,4400 Watt
1119,BALIKPAPAN RUMAH BARU JADI DI PERUMAHAN CASA KARIANGAU PROJAKAL (LM312),450.0,"Balikpapan Utara, Balikpapan",2.0,1.0,120,45,HGB - Hak Guna Bangunan,1300 Watt
1120,312 Balikpapan Kariangau Rumah Baru Jadi Di Perumahan Casa,450.0,"Balikpapan Utara, Balikpapan",2.0,1.0,120,45,HGB - Hak Guna Bangunan,1300 Watt
1121,rumah plus toko dekat bandara international dan rekreasi,950.0,"Balikpapan Selatan, Balikpapan",4.0,2.0,330,270,SHM - Sertifikat Hak Milik,3500 Watt
1122,Hunian minimalis sudah Full Furnish didaerah wisata,600.0,"Teritip, Balikpapan",3.0,2.0,182,182,SHM - Sertifikat Hak Milik,900 Watt
1123,RUMAH BESAR STRATEGIS SIAP HUNI BALIKPAPAN RENGGANIS RESIDENCE,3500.0,"Balikpapan Selatan, Balikpapan",3.0,3.0,300,250,SHM - Sertifikat Hak Milik,3500 Watt
1124,RUMAH BESAR LUAS NYAMAN ENAM KAMAR TIDUR DI TENGAH KOTA BALIKPAPAN,1450.0,"Balikpapan Tengah, Balikpapan",6.0,4.0,215,300,SHM - Sertifikat Hak Milik,2200 Watt
1125,RUMAH TIGA KAMAR TIDUR DALAM PERUMAHAN RAMAI BALIKPAPAN,1200.0,"Balikpapan Utara, Balikpapan",3.0,2.0,120,125,SHM - Sertifikat Hak Milik,2200 Watt
1126,Hunian tingkat 2 Didaerah perum Balikpapan Baru,1700.0,"Balikpapan Baru, Balikpapan",5.0,2.0,230,150,SHM - Sertifikat Hak Milik,2200 Watt
1127,RUMAH TINGGAL CANTIK SIAP HUNI BALIKPAPAN GRAND CITY,40.0,"Balikpapan Utara, Balikpapan",2.0,2.0,60,47,"Lainnya (PPJB,Girik,Adat,dll)",1300 Watt
1128,BALIKPAPAN PERUMAHAN  BDS 2,450.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,102,65,HGB - Hak Guna Bangunan,900 Watt
1129,RUMAH MURAH DI TENGAH KOTA BALIKPAPAN,525.0,"Gunung Bahagia, Balikpapan",2.0,1.0,72,48,SHM - Sertifikat Hak Milik,1300 Watt
1130,rumah tingkat 2 dekat Kolam renang Caribbean regency,1900.0,"Balikpapan Selatan, Balikpapan",4.0,3.0,180,250,HGB - Hak Guna Bangunan,2200 Watt
1131,RUMAH BALIKPAPAN GUNUNG GUNTUR,385.0,"Balikpapan Tengah, Balikpapan",3.0,2.0,180,154,SHM - Sertifikat Hak Milik,900 Watt
1132,Rumah Mewah Balikpapan,5500.0,"Balikpapan Baru, Balikpapan",12.0,10.0,719,800,SHM - Sertifikat Hak Milik,16500 Watt
1133,RUMAH HAMPIR FINISING  DIDAERAH BATU AMPAR,1400.0,"Balikpapan Utara, Balikpapan",3.0,3.0,140,120,SHM - Sertifikat Hak Milik,2200 Watt
1134,Rumah minimalis baru dibangun dan baru direnov,570.0,"Sepinggan, Balikpapan",3.0,2.0,100,100,SHM - Sertifikat Hak Milik,1300 Watt
1135,Dijual Rumah minimalis  bisa di take over,470.0,"Balikpapan Utara, Balikpapan",2.0,1.0,84,36,SHM - Sertifikat Hak Milik,1300 Watt
1141,Smart Home Cluster Premium Tengah Kota Balikpapan,920.0,"Balikpapan Selatan, Balikpapan",3.0,3.0,60,80,HGB - Hak Guna Bangunan,2200 Watt
1144,RUMAH 2 LANTAI DI PERUMAHAN CITRA BUKIT INDAH,1650.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,121,105,SHM - Sertifikat Hak Milik,4400 Watt
1147,BALIKPAPAN REGENCY CLUSTER VALENCIA,850.0,"Balikpapan Selatan, Balikpapan",2.0,2.0,90,54,SHM - Sertifikat Hak Milik,1300 Watt
1148,Rumah cantik minimalis modern dekat sekolah negeri dan kantor kelurahan,800.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,150,144,SHM - Sertifikat Hak Milik,1300 Watt
1149,234 Balikpapan Indrakila Rumah Cantik Siap Huni Di Kp Timur,2200.0,"Balikpapan Utara, Balikpapan",3.0,2.0,200,300,SHM - Sertifikat Hak Milik,2200 Watt
1150,232 Balikpapan Blora Rumah Dengan Tanah Luas Di Tengah Kota,2500.0,"Balikpapan Tengah, Balikpapan",3.0,2.0,435,350,SHM - Sertifikat Hak Milik,2200 Watt
1151,246 Balikpapan Ciputra Rumah Cantik Posisi Ujung Memiliki Halaman Luas,3990.0,"Balikpapan Tengah, Balikpapan",4.0,4.0,356,199,HGB - Hak Guna Bangunan,3500 Watt
1152,DI JUAL CEPAT RUMAH DUA LANTAI DI PERUMAHAN BALIKPAPAN BARU,1700.0,"Balikpapan Utara, Balikpapan",3.0,2.0,160,141,SHM - Sertifikat Hak Milik,2200 Watt
1153,RUMAH TINGKAT PERUMAHAN CIPUTRA,1190.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,122,60,SHM - Sertifikat Hak Milik,5500 Watt
1154,RUMAH BESAR DAN MEWAH TENGAH KOTA,2100.0,"Karang Jati, Balikpapan",4.0,4.0,286,263,SHM - Sertifikat Hak Milik,2200 Watt
1155,"DIJUAL RUMAH DI JALAN SOEKARNO HATTA KM 3,5  KOMPLEK RAMAYANA",1000.0,"Balikpapan Utara, Balikpapan",3.0,2.0,210,190,SHM - Sertifikat Hak Milik,2200 Watt
1156,RUMAH TERAWAT,1690.0,"Balikpapan Utara, Balikpapan",3.0,3.0,120,100,SHM - Sertifikat Hak Milik,2200 Watt
1157,RUMAH MINIMALIS BORNEO PARADISO,650.0,"Balikpapan Selatan, Balikpapan",2.0,2.0,72,36,SHM - Sertifikat Hak Milik,1300 Watt
1158,Rumah Luas Tengah Kota Harga Murah,895.0,"Balikpapan Tengah, Balikpapan",4.0,2.0,325,240,SHM - Sertifikat Hak Milik,1300 Watt
1159,BALIKPAPAN RUMAH CLUSTER GRAND CITY (HM113),1200.0,"Balikpapan Utara, Balikpapan",2.0,2.0,112,56,SHM - Sertifikat Hak Milik,2200 Watt
1160,BALIKPAPAN BARU RUMAH CLUSTER KYOTO  (HM109),1600.0,"Balikpapan Baru, Balikpapan",3.0,3.0,216,68,HGB - Hak Guna Bangunan,2200 Watt
1161,BALIKPAPAN RUMAH JAMRUD(HM101),1300.0,"Damai, Balikpapan",2.0,2.0,120,120,HGB - Hak Guna Bangunan,2200 Watt
1162,BALIKPAPAN RUMAH CITRA BUKIT INDAH BESAR KOLAM RENANG (HM95),7000.0,"Damai, Balikpapan",4.0,3.0,450,275,HGB - Hak Guna Bangunan,4400 Watt
1163,BALIKPAPAN BARU RUMAH BESAR  ADA TAMAN (HM104),4500.0,"Balikpapan Baru, Balikpapan",3.0,2.0,554,355,SHM - Sertifikat Hak Milik,4400 Watt
1164,"BALIKPAPAN RUMAH TENANG, BERSIH DAN TERAWAT DI PERUMAHAN WIKA",895.0,"Gunung Bahagia, Balikpapan",2.0,1.0,150,60,SHM - Sertifikat Hak Milik,1300 Watt
1165,BALIKPAPAN RUMAH SIAP HUNI DAERAH BATU AMPAR,620.0,"Balikpapan Utara, Balikpapan",2.0,1.0,165,60,SHM - Sertifikat Hak Milik,1300 Watt
1166,MEWAH POSISI HOOK DALAM CLUSTER ELIT SIAP HUNI,7800.0,"Balikpapan Selatan, Balikpapan",6.0,4.0,300,300,SHM - Sertifikat Hak Milik,10000 Watt
1167,JARANG ADA RUMAH DUA LANTAI BESAR ASRI  TERAWAT POSISI HOOK,2300.0,"Balikpapan Selatan, Balikpapan",5.0,4.0,288,200,SHM - Sertifikat Hak Milik,4400 Watt
1169,rumah mewah tingkat 2 dekat masjid dan kuliner,1750.0,"Balikpapan Baru, Balikpapan",3.0,2.0,96,100,SHM - Sertifikat Hak Milik,2200 Watt
1170,RUMAH TIGA KAMAR TIDUR DALAM PERUMAHAN DI TENGAH KOTA BALIKPAPAN,2500.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,240,116,SHM - Sertifikat Hak Milik,1300 Watt
1171,RUMAH LUAS MEWAH DALAM PERUMAHAN ELITE BALIKPAPAN,2500.0,"Balikpapan Baru, Balikpapan",3.0,4.0,198,310,HGB - Hak Guna Bangunan,2200 Watt
1174,RUMAH LUAS DUA LANTAI DI BOULEVARD PERUMAHAN ELITE BALIKPAPAN,1800.0,"Balikpapan Utara, Balikpapan",3.0,2.0,200,200,SHM - Sertifikat Hak Milik,2200 Watt
1175,RUMAH MURAH LUAS DALAM PERUMAHAN RAMAI PADAT PENDUDUK BALIKPAPAN,440.0,"Balikpapan Utara, Balikpapan",2.0,1.0,120,45,SHM - Sertifikat Hak Milik,1300 Watt
1176,"Rumah minimalis yg cantik dan bersih, terawat, dan nyaman",1000.0,"Sepinggan, Balikpapan",2.0,1.0,144,140,SHM - Sertifikat Hak Milik,1300 Watt
1177,RUMAH MINIMALIS TIGA KAMAR TIDUR DALAM PERUMAHAN ELITE BALIKPAPAN,1600.0,"Balikpapan Baru, Balikpapan",3.0,2.0,96,100,SHM - Sertifikat Hak Milik,2200 Watt
1178,RUMAH CANTIK EMPAT KAMAR TIDUR DALAM CLUSTER PERUMAHAN  BALIKPAPAN,1550.0,"Balikpapan Utara, Balikpapan",4.0,3.0,186,160,SHM - Sertifikat Hak Milik,2200 Watt
1179,RUMAH LUAS MURAH COCOK UNTUK USAHA DI DAERAH RAMAI STRATEGIS BALIKPAPAN,1530.0,"Sepinggan, Balikpapan",8.0,3.0,380,200,SHM - Sertifikat Hak Milik,4400 Watt
1180,RUMAH BESAR DENGAN TANAH LUAS DALAM CLUSTER PERUMAHAN ELITE BALIKPAPAN,5000.0,"Balikpapan Baru, Balikpapan",3.0,3.0,400,200,SHM - Sertifikat Hak Milik,13200 Watt
1181,"Daun Vilage,Sebelah Trans Studio Mini Balikpapan",1500.0,"Balikpapan Utara, Balikpapan",3.0,1.0,136,85,SHM - Sertifikat Hak Milik,1300 Watt
1182,RUMAH ASRI SATU LANTAI DI KAWASAN PERUMAHAN BALIKPAPAN BARU,1700.0,"Balikpapan Baru, Balikpapan",3.0,2.0,240,170,SHM - Sertifikat Hak Milik,2200 Watt
1183,RUMAH BESAR DENGAN TANAH LUAS DALAM CLUSTER PERUMAHAN ELITE BALIKPAPAN,5500.0,"Balikpapan Baru, Balikpapan",3.0,3.0,400,200,SHM - Sertifikat Hak Milik,3500 Watt
1185,GUNUNG GUNTUR,550.0,"Gn. Sari Ilir, Balikpapan",2.0,1.0,78,40,SHM - Sertifikat Hak Milik,1300 Watt
1186,PERUM BUKIT MUTIARA,650.0,"Balikpapan Utara, Balikpapan",2.0,2.0,120,120,SHM - Sertifikat Hak Milik,1300 Watt
1187,PERUM GRIYA PERMATA ASRI,900.0,"Balikpapan Selatan, Balikpapan",3.0,1.0,200,120,SHM - Sertifikat Hak Milik,2200 Watt
1188,RUMAH MINIMALIS SIAP HUNI DI AREA WIKA,750.0,"Balikpapan Utara, Balikpapan",2.0,1.0,120,60,SHM - Sertifikat Hak Milik,2200 Watt
1189,RUMAH HOOK  2 LANTAI  BERSIH TERAWAT SIAP HUNI DI WIKA.,3650.0,"Balikpapan Utara, Balikpapan",4.0,5.0,319,200,SHM - Sertifikat Hak Milik,4400 Watt
1199,RUMAH LUAS HOMY COZY ASRI TAMAN LUAS,3900.0,"Balikpapan Utara, Balikpapan",5.0,6.0,770,350,SHM - Sertifikat Hak Milik,4400 Watt
1200,RUMAH BERSIH LUAS ASRI DALAM PERUMAHAN ELITE BALIKPAPAN,2600.0,"Balikpapan Utara, Balikpapan",3.0,2.0,311,225,SHM - Sertifikat Hak Milik,3500 Watt
1201,"DI JUAL RUMAH 3 LANTAI DI TELAGA SARI, BALIKPAPAN",1090.0,"Balikpapan Kota, Balikpapan",6.0,4.0,150,174,SHM - Sertifikat Hak Milik,3500 Watt
1202,DI JUAL RUMAH LUAS TANAH 650 M² DI KARIANGAU BALIKPAPAN,1900.0,"Balikpapan Utara, Balikpapan",3.0,2.0,650,276,SHM - Sertifikat Hak Milik,2200 Watt
1203,RUMAH DI DAUN VILLAGE,1250.0,"Balikpapan Selatan, Balikpapan",3.0,1.0,136,85,SHM - Sertifikat Hak Milik,1300 Watt
1204,Rumah Ellite Minimalis di Tengah Kota dan baru dibangun ,950.0,"Sumber Rejo, Balikpapan",2.0,2.0,72,66,SHM - Sertifikat Hak Milik,1300 Watt
1205,Rumah Minimalis mewah terasa di Appartemen Full Furnish,800.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,90,60,HGB - Hak Guna Bangunan,2200 Watt
1206,RUMAH LUAS UNIK GAYA BALI DENGAN KOLAM RENANG DALAM PERUMAHAN ELITE BALIKPAPAN,4300.0,"Balikpapan Utara, Balikpapan",3.0,3.0,610,400,SHM - Sertifikat Hak Milik,3500 Watt
1207,Rumah Plus Ruko Dekat Masjid dan dipinggir jalan besar ,1500.0,"Balikpapan Tengah, Balikpapan",3.0,1.0,200,96,SHM - Sertifikat Hak Milik,1300 Watt
1208,RUMAH MINIMALIS DEKAT DOME BALIKPAPAN.  ,1750.0,"Balikpapan Selatan, Balikpapan",2.0,2.0,175,36,SHM - Sertifikat Hak Milik,2200 Watt
1209,Rumah Strategis Bebas Banjir Balikpapan Regency Dekat Polda Harga Terjangkau,385.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,72,36,HGB - Hak Guna Bangunan,1300 Watt
1210,RUMAH PLUS GUDANG DIPINGGIR JALAN BESAR DAN DEKAT PELABUHAN FERRY,1900.0,"Kariangau, Balikpapan",3.0,2.0,900,500,SHM - Sertifikat Hak Milik,5500 Watt
1211,RUMAH MINIMALIS DI WIKA BALIKPAPAN,790.0,"Balikpapan Utara, Balikpapan",2.0,1.0,96,72,SHM - Sertifikat Hak Milik,1300 Watt
1212,RUMAH DI HOOK DITENGAH KOTA BALIKPAPAN,1000.0,"Balikpapan Utara, Balikpapan",4.0,2.0,175,175,"Lainnya (PPJB,Girik,Adat,dll)",1300 Watt
1213,LIMITED RUMAH SATU LANTAI SIAP HUNI HARGA BERSAHABAT,1300.0,"Balikpapan Utara, Balikpapan",2.0,1.0,117,45,SHM - Sertifikat Hak Milik,1300 Watt
1214,RUMAH CANTIK SEMI FURNISH DI WIKA BALIKPAPAN,1650.0,"Balikpapan Utara, Balikpapan",3.0,2.0,260,100,SHM - Sertifikat Hak Milik,2200 Watt
1215,"BALIKPAPAN,  BATU AMPAR (Y176)",1500.0,"Batu Ampar, Balikpapan",6.0,4.0,200,240,SHM - Sertifikat Hak Milik,1300 Watt
1216,BARU MINIMALIS MODERN DALAM CLUSTER TENGAH KOTA,650.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,78,36,HGB - Hak Guna Bangunan,1300 Watt
1217,PESONA ALAM PERMAI,950.0,"Balikpapan Utara, Balikpapan",3.0,2.0,174,90,SHM - Sertifikat Hak Milik,1300 Watt
1218,RUMAH MINIMALIS TIGA KAMAR TIDUR DALAM PERUMAHAN ELITE BALIKPAPAN,1700.0,"Balikpapan Baru, Balikpapan",3.0,2.0,96,100,SHM - Sertifikat Hak Milik,2200 Watt
1219,RUMAH BESAR MEWAH BERDAMPINGAN DENGAN LAPANGAN GOLF,5500.0,"Balikpapan Selatan, Balikpapan",3.0,3.0,665,400,SHM - Sertifikat Hak Milik,4400 Watt
1220,HARGA PALING BAGUS DALAM CLUSTER TERNAMA DI KOTA BALIKPAPAN,750.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,120,120,HGB - Hak Guna Bangunan,2200 Watt
1221,RUMAH BARU MINIMALIS GRAND CITY HAYLAND BALIKPAPAN,975.0,"Balikpapan Utara, Balikpapan",2.0,2.0,72,46,"Lainnya (PPJB,Girik,Adat,dll)",1300 Watt
1222,RUMAH LIMA KAMAR TIDUR DI PERUMAHAN ELITE BALIKPAPAN BARU,1870.0,"Balikpapan Baru, Balikpapan",5.0,2.0,150,230,SHM - Sertifikat Hak Milik,1300 Watt
1223,"BALIKPAPAN,  4 RUMAH KONTRAKAN JADI 1 (Y429)",1200.0,"Balikpapan Tengah, Balikpapan",8.0,4.0,339,109,SHM - Sertifikat Hak Milik,5500 Watt
1224,RUMAH MINIMALIS TINGKAT 2 DI BALIKPAPAN BARU,1950.0,"Balikpapan Baru, Balikpapan",4.0,2.0,230,200,SHM - Sertifikat Hak Milik,2200 Watt
1226,RUMAH TUMBUH BERSIH TERAWAT TIGA KAMAR TIDUR DALAM PERUMAHAN ELITE BALIKPAPAN,1620.0,"Balikpapan Selatan, Balikpapan",3.0,1.0,163,65,SHM - Sertifikat Hak Milik,2200 Watt
1227,RUMAH MEWAH WIKA,3500.0,"Balikpapan Utara, Balikpapan",5.0,5.0,319,287,SHM - Sertifikat Hak Milik,2200 Watt
1228,"BALIKPAPAN,  BALIKPAPAN BARU (Y215)",1700.0,"Balikpapan Baru, Balikpapan",3.0,3.0,198,198,SHM - Sertifikat Hak Milik,3500 Watt
1229,RUMAH MINIMALIS DIBALIKPAPAN REGENCY,700.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,96,84,SHM - Sertifikat Hak Milik,1300 Watt
1230,RUMAH MEWAH ELEGAN DENGAN DESAIN OPEN LAYOUT,4700.0,"Balikpapan Utara, Balikpapan",4.0,3.0,475,310,SHM - Sertifikat Hak Milik,7700 Watt
1231,MEWAH HARGA BERSAING,2250.0,"Balikpapan Selatan, Balikpapan",5.0,4.0,288,180,SHM - Sertifikat Hak Milik,3500 Watt
1232,"BALIKPAPAN,  RUMAH LUAS TENGAH KOTA (Y354)",2500.0,"Balikpapan Tengah, Balikpapan",4.0,2.0,200,320,HGB - Hak Guna Bangunan,2200 Watt
1233,PERUMAHAN ELITE,1300.0,"Balikpapan Utara, Balikpapan",3.0,1.0,144,84,SHM - Sertifikat Hak Milik,2200 Watt
1234,RUMAH MINIMALIS WIKA BERAU,700.0,"Balikpapan Utara, Balikpapan",2.0,1.0,90,70,SHM - Sertifikat Hak Milik,1300 Watt
1235,WIKA CLUSTER THE GREEN,850.0,"Balikpapan Utara, Balikpapan",2.0,2.0,125,70,SHM - Sertifikat Hak Milik,1300 Watt
1236,RUMAH AREA WIKA,3600.0,"Balikpapan Utara, Balikpapan",7.0,7.0,358,356,SHM - Sertifikat Hak Milik,3500 Watt
1237,"BALIKPAPAN,  RUMAH LAHAN LUAS (Y393)",6200.0,"Klandasan Ulu, Balikpapan",4.0,3.0,557,398,SHM - Sertifikat Hak Milik,2200 Watt
1238,HOMMY COZZY TIGA KAMAR,1800.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,200,95,SHM - Sertifikat Hak Milik,2200 Watt
1239,"Rumah 2,5 Lantai Konsep Villa Premium, Balikpapan",900.0,"Batu Ampar, Balikpapan",3.0,2.0,78,100,SHM - Sertifikat Hak Milik,1300 Watt
1240,Rumah Minimalis Siap Huni Free Biaya Proses,350.0,"Sepinggan, Balikpapan",2.0,1.0,78,45,SHM - Sertifikat Hak Milik,1300 Watt
1241,RUMAH BALIKPAPAN TELAGA SARI SIAP HUNI PUSAT KOTA DEKAT SMAN 1,1500.0,"Balikpapan Utara, Balikpapan",5.0,3.0,137,274,SHM - Sertifikat Hak Milik,3500 Watt
1242,RUMAH TINGGAL MEWAH DALAM CLUSTER,4300.0,"Balikpapan Tengah, Balikpapan",3.0,3.0,610,400,SHM - Sertifikat Hak Milik,10000 Watt
1243,POSISI HOOK CEPAT,3000.0,"Balikpapan Selatan, Balikpapan",3.0,3.0,300,250,SHM - Sertifikat Hak Milik,3500 Watt
1244,MEGAH DI PERKAMPUNGAN FREE IPL,1450.0,"Balikpapan Utara, Balikpapan",3.0,3.0,200,130,SHM - Sertifikat Hak Milik,2200 Watt
1245,MINIMALIS CANTIK DALAM KOMPLEK PERUMAHAN,1000.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,120,110,SHM - Sertifikat Hak Milik,3500 Watt
1246,"BALIKPAPAN, RUMAH CANTIK BARU HARGA OK (Y284)",1300.0,"Balikpapan Utara, Balikpapan",2.0,3.0,143,140,SHM - Sertifikat Hak Milik,2200 Watt
1247,DI JUAL CEPAT RUMAH MINIMALIS DUA LANTAI DI PERUMAHAN GRAND CITY,1280.0,"Balikpapan Utara, Balikpapan",2.0,2.0,120,61,"Lainnya (PPJB,Girik,Adat,dll)",2200 Watt
1248,BALIKPAPAN RUMAH DENGAN LAHAN LUAS (Y342),1800.0,"Balikpapan Utara, Balikpapan",3.0,1.0,800,72,SHM - Sertifikat Hak Milik,1300 Watt
1249,MINIMALIS MODERN CANTIK TERAWAT,2250.0,"Balikpapan Tengah, Balikpapan",4.0,3.0,200,225,SHM - Sertifikat Hak Milik,4400 Watt
1250,RUMAH MEWAH HOOK BALIKPAPAN FULL FURNISHED,10500.0,"Balikpapan Timur, Balikpapan",7.0,6.0,358,458,SHM - Sertifikat Hak Milik,5500 Watt
1251,RUMAH CANTIK FULL FURNISH DI KAWASAN BELLER,1800.0,"Balikpapan Tengah, Balikpapan",5.0,3.0,150,300,SHM - Sertifikat Hak Milik,3500 Watt
1252,RUMAH STRATEGIS DI KAWASAN PERUMAHAN KARTINI RESIDENCE,600.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,72,49,SHM - Sertifikat Hak Milik,1300 Watt
1254,RUMAH BARU CANTIK KEREN SIAP HUNI DITENGAH KOTA BALIKPAPAN,600.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,136,49,SHM - Sertifikat Hak Milik,1300 Watt
1255,RUMAH SATU LANTAI SIAP HUNI DI KAWASAN PERUMAHAN PUPUK,2500.0,"Balikpapan Selatan, Balikpapan",3.0,3.0,356,182,SHM - Sertifikat Hak Milik,6600 Watt
1256,Rumah Cantik Minimalis Tanpa DP,350.0,"Balikpapan Utara, Balikpapan",2.0,1.0,90,40,SHM - Sertifikat Hak Milik,1300 Watt
1257,Rumah Cantik Minimalis Tanah Luas Tanpa Dp,365.0,"Batu Ampar, Balikpapan",2.0,1.0,90,40,HGB - Hak Guna Bangunan,1300 Watt
1258,HARGA PROMO PERDANA 900 JT AN,904.0,"Balikpapan Selatan, Balikpapan",2.0,3.0,60,49,"Lainnya (PPJB,Girik,Adat,dll)",1300 Watt
1259,RUMAH KOS DI DAERAH RAMAI STRATEGIS,2500.0,"Balikpapan Selatan, Balikpapan",12.0,12.0,400,380,SHM - Sertifikat Hak Milik,4400 Watt
1260,RUMAH SIAP HUNI DI PERUMAHAN ELITE BALIKPAPAN,1200.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,130,70,SHM - Sertifikat Hak Milik,2200 Watt
